"pgoeffd","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1996","Couple + C. LE and GT 16","West Germany","438","0.777272732091533","0.742276475890252","0.812268988292813","2"
"No","1996","Couple + C. LE and GT 16","East Germany","198","0.72450055706466","0.672170790221141","0.776830323908178","2"
"Yes","1996","1-pers.-HH","West Germany","154","0.315465757054856","0.276379698565957","0.354551815543754","1"
"Yes","1996","1-pers.-HH","East Germany","40","0.341426196225398","0.254380698876088","0.428471693574708","1"
"Yes","1996","Single parent ","West Germany","77","0.31550394557819","0.260478865717634","0.370529025438746","1"
"Yes","1996","Single parent ","East Germany","44","0.439186704015943","0.34092850586803","0.537444902163856","1"
"Yes","1996","Couple + C. LE 16 ","West Germany","309","0.239168981698169","0.2172804324797","0.261057530916638","1"
"Yes","1996","Couple + C. LE 16 ","East Germany","177","0.267048734577911","0.232336017563212","0.30176145159261","1"
"Yes","1996","Couple + C. GT 16 ","West Germany","208","0.235188854651576","0.208512655640052","0.261865053663101","1"
"Yes","1996","Couple + C. GT 16 ","East Germany","138","0.32682784740036","0.282800000849341","0.370855693951379","1"
"Yes","1996","Couple + C. LE and GT 16","West Germany","105","0.222727267908467","0.187731011707187","0.257723524109748","1"
"Yes","1996","Couple + C. LE and GT 16","East Germany","82","0.27549944293534","0.223169676091822","0.327829209778859","1"
"Yes","1996","(Married) couple without C. ","West Germany","348","0.277140125203586","0.252865459037049","0.301414791370122","1"
"Yes","1996","(Married) couple without C. ","East Germany","140","0.340482284267864","0.294890715561559","0.38607385297417","1"
"No","1997","1-pers.-HH","West Germany","370","0.705863389891515","0.666923915135317","0.744802864647712","2"
"No","1997","1-pers.-HH","East Germany","72","0.659313325327988","0.573435970202928","0.745190680453048","2"
"No","1997","(Married) couple without C. ","West Germany","969","0.726997128339349","0.703009345571424","0.750984911107274","2"
"No","1997","(Married) couple without C. ","East Germany","277","0.644396333296203","0.59893910652975","0.689853560062656","2"
"No","1997","Couple + C. GT 16 ","West Germany","758","0.756325228026213","0.7289975016857","0.783652954366727","2"
"No","1997","Single parent ","West Germany","197","0.703518022685783","0.648634240041884","0.758401805329681","2"
"No","1997","Single parent ","East Germany","69","0.690545833157213","0.60254443335492","0.778547232959506","2"
"No","1997","Couple + C. LE 16 ","West Germany","1160","0.772906220932427","0.751379265360208","0.794433176504645","2"
"No","1997","Couple + C. LE 16 ","East Germany","384","0.730665538373215","0.693249613401082","0.768081463345348","2"
"No","1997","Couple + C. GT 16 ","East Germany","351","0.695758208027455","0.655104127405857","0.736412288649053","2"
"No","1997","Couple + C. LE and GT 16","West Germany","409","0.762434241131246","0.726098342787761","0.798770139474731","2"
"No","1997","Couple + C. LE and GT 16","East Germany","183","0.713636703556936","0.659002139440033","0.768271267673838","2"
"Yes","1997","1-pers.-HH","West Germany","156","0.294136610108485","0.255197135352288","0.333076084864683","1"
"Yes","1997","1-pers.-HH","East Germany","45","0.340686674672012","0.254809319546952","0.426564029797072","1"
"Yes","1997","Single parent ","West Germany","69","0.296481977314217","0.241598194670319","0.351365759958116","1"
"Yes","1997","Single parent ","East Germany","37","0.309454166842787","0.221452767040494","0.39745556664508","1"
"Yes","1997","Couple + C. LE 16 ","West Germany","295","0.227093779067573","0.205566823495355","0.248620734639792","1"
"Yes","1997","Couple + C. LE 16 ","East Germany","156","0.269334461626785","0.231918536654652","0.306750386598919","1"
"Yes","1997","Couple + C. GT 16 ","West Germany","190","0.243674771973787","0.216347045633273","0.2710024983143","1"
"Yes","1997","Couple + C. GT 16 ","East Germany","141","0.304241791972545","0.263587711350947","0.344895872594143","1"
"Yes","1997","Couple + C. LE and GT 16","West Germany","118","0.237565758868754","0.201229860525269","0.273901657212239","1"
"Yes","1997","Couple + C. LE and GT 16","East Germany","80","0.286363296443064","0.231728732326162","0.340997860559967","1"
"Yes","1997","(Married) couple without C. ","West Germany","356","0.273002871660651","0.249015088892726","0.296990654428576","1"
"Yes","1997","(Married) couple without C. ","East Germany","149","0.355603666703797","0.310146439937344","0.40106089347025","1"
"No","1998","1-pers.-HH","West Germany","447","0.681856158341769","0.645884264633251","0.717828052050287","2"
"No","1998","1-pers.-HH","East Germany","90","0.70412125012836","0.625959719341056","0.782282780915664","2"
"No","1998","(Married) couple without C. ","East Germany","316","0.667519262098877","0.62451487382124","0.710523650376514","2"
"No","1998","(Married) couple without C. ","West Germany","1150","0.740584313504024","0.718791768320645","0.762376858687403","2"
"No","1998","Single parent ","West Germany","224","0.704684628395212","0.653234667948552","0.756134588841872","2"
"No","1998","Single parent ","East Germany","62","0.568161910352348","0.472035099158132","0.664288721546564","2"
"No","1998","Couple + C. GT 16 ","West Germany","806","0.752483682703546","0.726242054500315","0.778725310906778","2"
"No","1998","Couple + C. LE 16 ","West Germany","1278","0.778424980959521","0.758119703294058","0.798730258624983","2"
"No","1998","Couple + C. LE 16 ","East Germany","395","0.713488938194933","0.675941110810839","0.751036765579027","2"
"No","1998","Couple + C. GT 16 ","East Germany","385","0.720894470190969","0.682991170371619","0.758797770010319","2"
"No","1998","Couple + C. LE and GT 16","West Germany","418","0.766358013369975","0.730401003316975","0.802315023422975","2"
"No","1998","Couple + C. LE and GT 16","East Germany","180","0.667782672093474","0.611180123542191","0.724385220644757","2"
"Yes","1998","1-pers.-HH","West Germany","197","0.318143841658231","0.282171947949713","0.354115735366749","1"
"Yes","1998","1-pers.-HH","East Germany","41","0.29587874987164","0.217717219084336","0.374040280658944","1"
"Yes","1998","Single parent ","West Germany","78","0.295315371604788","0.243865411158128","0.346765332051448","1"
"Yes","1998","Single parent ","East Germany","40","0.431838089647652","0.335711278453436","0.527964900841868","1"
"Yes","1998","Couple + C. LE 16 ","West Germany","329","0.221575019040479","0.201269741375016","0.241880296705942","1"
"Yes","1998","Couple + C. LE 16 ","East Germany","162","0.286511061805067","0.248963234420973","0.324058889189161","1"
"Yes","1998","Couple + C. GT 16 ","West Germany","233","0.247516317296454","0.221274689093222","0.273757945499685","1"
"Yes","1998","Couple + C. GT 16 ","East Germany","153","0.279105529809031","0.241202229989681","0.317008829628381","1"
"Yes","1998","(Married) couple without C. ","West Germany","404","0.259415686495976","0.237623141312597","0.281208231679355","1"
"Yes","1998","(Married) couple without C. ","East Germany","145","0.332480737901123","0.289476349623486","0.37548512617876","1"
"Yes","1998","Couple + C. LE and GT 16","West Germany","114","0.233641986630025","0.197684976577025","0.269598996683025","1"
"Yes","1998","Couple + C. LE and GT 16","East Germany","86","0.332217327906526","0.275614779355243","0.388819876457809","1"
"No","1999","Couple + C. GT 16 ","West Germany","760","0.765241917498899","0.738444308283506","0.792039526714293","2"
"No","1999","1-pers.-HH","West Germany","420","0.688758554925265","0.651711415445164","0.725805694405367","2"
"No","1999","1-pers.-HH","East Germany","108","0.756882503043103","0.686819429406391","0.826945576679814","2"
"No","1999","(Married) couple without C. ","West Germany","1084","0.753124275606795","0.730899547251421","0.77534900396217","2"
"No","1999","(Married) couple without C. ","East Germany","301","0.629810064518327","0.585922779364576","0.673697349672077","2"
"No","1999","Single parent ","West Germany","213","0.738074989438118","0.686666639957549","0.789483338918687","2"
"No","1999","Single parent ","East Germany","67","0.543990853903343","0.450915579752967","0.637066128053719","2"
"No","1999","Couple + C. LE 16 ","West Germany","1224","0.768840764012733","0.747764919627606","0.78991660839786","2"
"No","1999","Couple + C. LE 16 ","East Germany","388","0.751711075332502","0.714614537651532","0.788807613013471","2"
"No","1999","Couple + C. GT 16 ","East Germany","342","0.698963832404858","0.658265663465488","0.739662001344228","2"
"No","1999","Couple + C. LE and GT 16","West Germany","365","0.772779456651457","0.734733657236581","0.810825256066332","2"
"No","1999","Couple + C. LE and GT 16","East Germany","173","0.669142590621091","0.61116400727235","0.727121173969832","2"
"Yes","1999","1-pers.-HH","West Germany","180","0.311241445074735","0.274194305594633","0.348288584554836","1"
"Yes","1999","1-pers.-HH","East Germany","36","0.243117496956897","0.173054423320186","0.313180570593609","1"
"Yes","1999","Single parent ","West Germany","68","0.261925010561882","0.210516661081313","0.313333360042451","1"
"Yes","1999","Single parent ","East Germany","43","0.456009146096657","0.362933871946281","0.549084420247033","1"
"Yes","1999","Couple + C. LE 16 ","West Germany","313","0.231159235987267","0.21008339160214","0.252235080372394","1"
"Yes","1999","Couple + C. LE 16 ","East Germany","133","0.248288924667498","0.211192386986529","0.285385462348468","1"
"Yes","1999","Couple + C. GT 16 ","West Germany","201","0.234758082501101","0.207960473285708","0.261555691716494","1"
"Yes","1999","Couple + C. GT 16 ","East Germany","146","0.301036167595142","0.260337998655772","0.341734336534512","1"
"Yes","1999","(Married) couple without C. ","West Germany","362","0.246875724393205","0.22465099603783","0.269100452748579","1"
"Yes","1999","(Married) couple without C. ","East Germany","164","0.370189935481674","0.326302650327923","0.414077220635424","1"
"Yes","1999","Couple + C. LE and GT 16","West Germany","101","0.227220543348543","0.189174743933668","0.265266342763419","1"
"Yes","1999","Couple + C. LE and GT 16","East Germany","80","0.330857409378909","0.272878826030168","0.38883599272765","1"
"No","2000","1-pers.-HH","West Germany","962","0.7549474361757","0.731485008198113","0.778409864153286","2"
"No","2000","Couple + C. GT 16 ","West Germany","1353","0.771039398974283","0.751320007257079","0.790758790691486","2"
"No","2000","1-pers.-HH","East Germany","213","0.736071918708466","0.685689692801246","0.786454144615687","2"
"No","2000","(Married) couple without C. ","West Germany","2060","0.764545264053401","0.748612179686847","0.780478348419955","2"
"No","2000","(Married) couple without C. ","East Germany","495","0.691174255503436","0.657474246456079","0.724874264550794","2"
"No","2000","Single parent ","West Germany","436","0.80181470150687","0.768560136053249","0.835069266960492","2"
"No","2000","Single parent ","East Germany","122","0.685132029997655","0.616317453029208","0.753946606966102","2"
"No","2000","Couple + C. LE 16 ","West Germany","2381","0.780590788454491","0.765845517121864","0.795336059787119","2"
"No","2000","Couple + C. LE 16 ","East Germany","601","0.789397206054399","0.76078306943638","0.818011342672418","2"
"No","2000","Couple + C. GT 16 ","East Germany","572","0.726584398660801","0.695523463319282","0.75764533400232","2"
"No","2000","Couple + C. LE and GT 16","West Germany","700","0.772500188945111","0.745469823163443","0.799530554726779","2"
"No","2000","Couple + C. LE and GT 16","East Germany","261","0.725317107841921","0.679015747667865","0.771618468015976","2"
"Yes","2000","1-pers.-HH","West Germany","329","0.2450525638243","0.221590135846713","0.268514991801887","1"
"Yes","2000","1-pers.-HH","East Germany","81","0.263928081291534","0.213545855384313","0.314310307198754","1"
"Yes","2000","(Married) couple without C. ","West Germany","664","0.235454735946599","0.219521651580045","0.251387820313153","1"
"Yes","2000","Single parent ","West Germany","116","0.19818529849313","0.164930733039508","0.231439863946751","1"
"Yes","2000","Single parent ","East Germany","53","0.314867970002345","0.246053393033898","0.383682546970792","1"
"Yes","2000","Couple + C. LE 16 ","West Germany","645","0.219409211545509","0.204663940212881","0.234154482878136","1"
"Yes","2000","Couple + C. LE 16 ","East Germany","179","0.210602793945601","0.181988657327582","0.23921693056362","1"
"Yes","2000","Couple + C. GT 16 ","West Germany","391","0.228960601025717","0.209241209308514","0.248679992742921","1"
"Yes","2000","Couple + C. GT 16 ","East Germany","219","0.273415601339199","0.24235466599768","0.304476536680718","1"
"Yes","2000","(Married) couple without C. ","East Germany","227","0.308825744496564","0.275125735449206","0.342525753543921","1"
"Yes","2000","Couple + C. LE and GT 16","West Germany","224","0.227499811054889","0.200469445273221","0.254530176836557","1"
"Yes","2000","Couple + C. LE and GT 16","East Germany","96","0.274682892158079","0.228381531984024","0.320984252332135","1"
"No","2001","Couple + C. GT 16 ","West Germany","1151","0.759557213914849","0.73803792596844","0.781076501861259","2"
"No","2001","1-pers.-HH","West Germany","846","0.7608720540451","0.735979782812599","0.785764325277601","2"
"No","2001","1-pers.-HH","East Germany","188","0.7492989696697","0.696514782753635","0.802083156585765","2"
"No","2001","(Married) couple without C. ","West Germany","1647","0.758011165089935","0.740130743211048","0.775891586968822","2"
"No","2001","(Married) couple without C. ","East Germany","466","0.713436188504948","0.679173355303525","0.747699021706371","2"
"No","2001","Single parent ","West Germany","367","0.799718022961778","0.763145194256248","0.836290851667308","2"
"No","2001","Single parent ","East Germany","115","0.689026142929864","0.617524677427253","0.760527608432476","2"
"No","2001","Couple + C. LE 16 ","West Germany","2090","0.779412642548907","0.763670149276397","0.795155135821417","2"
"No","2001","Couple + C. LE 16 ","East Germany","496","0.754903556548393","0.722037364806269","0.787769748290517","2"
"No","2001","Couple + C. GT 16 ","East Germany","478","0.710683525869196","0.676323005038162","0.74504404670023","2"
"No","2001","Couple + C. LE and GT 16","West Germany","613","0.784301852691431","0.75562051695606","0.812983188426801","2"
"No","2001","Couple + C. LE and GT 16","East Germany","243","0.741352586751517","0.694035650626539","0.788669522876495","2"
"Yes","2001","1-pers.-HH","West Germany","282","0.2391279459549","0.214235674722399","0.264020217187401","1"
"Yes","2001","1-pers.-HH","East Germany","71","0.2507010303303","0.197916843414235","0.303485217246365","1"
"Yes","2001","(Married) couple without C. ","West Germany","557","0.241988834910065","0.224108413031178","0.259869256788952","1"
"Yes","2001","Single parent ","West Germany","93","0.200281977038222","0.163709148332692","0.236854805743752","1"
"Yes","2001","Single parent ","East Germany","46","0.310973857070136","0.239472391567524","0.382475322572747","1"
"Yes","2001","Couple + C. LE 16 ","West Germany","575","0.220587357451093","0.204844864178584","0.236329850723603","1"
"Yes","2001","Couple + C. LE 16 ","East Germany","162","0.245096443451607","0.212230251709483","0.277962635193732","1"
"Yes","2001","Couple + C. GT 16 ","West Germany","364","0.240442786085151","0.218923498138741","0.26196207403156","1"
"Yes","2001","Couple + C. GT 16 ","East Germany","191","0.289316474130804","0.25495595329977","0.323676994961838","1"
"Yes","2001","Couple + C. LE and GT 16","West Germany","177","0.215698147308569","0.187016811573199","0.24437948304394","1"
"Yes","2001","Couple + C. LE and GT 16","East Germany","86","0.258647413248483","0.211330477123505","0.305964349373461","1"
"Yes","2001","(Married) couple without C. ","East Germany","203","0.286563811495052","0.252300978293629","0.320826644696475","1"
"No","2002","Couple + C. GT 16 ","West Germany","1350","0.787413239927275","0.768449071803945","0.806377408050604","2"
"No","2002","1-pers.-HH","West Germany","869","0.76174226325464","0.737215857711899","0.786268668797381","2"
"No","2002","1-pers.-HH","East Germany","188","0.760551424300504","0.708275884098228","0.812826964502779","2"
"No","2002","(Married) couple without C. ","West Germany","1993","0.745454883906895","0.729209524631169","0.76170024318262","2"
"No","2002","(Married) couple without C. ","East Germany","496","0.71618338753394","0.683090523598954","0.749276251468926","2"
"No","2002","Single parent ","West Germany","399","0.767435063678271","0.731331659240856","0.803538468115685","2"
"No","2002","Single parent ","East Germany","128","0.751930263470464","0.687941349157984","0.815919177782944","2"
"No","2002","Couple + C. LE 16 ","West Germany","2256","0.780935398866525","0.765917921898852","0.795952875834198","2"
"No","2002","Couple + C. LE 16 ","East Germany","478","0.764053629856655","0.731512862594509","0.796594397118802","2"
"No","2002","Couple + C. GT 16 ","East Germany","552","0.732953584539247","0.701458331552361","0.764448837526134","2"
"No","2002","Couple + C. LE and GT 16","West Germany","740","0.789329930470916","0.76391548429965","0.814744376642183","2"
"No","2002","Couple + C. LE and GT 16","East Germany","224","0.754823641732881","0.706385349965843","0.80326193349992","2"
"Yes","2002","1-pers.-HH","West Germany","290","0.23825773674536","0.213731331202619","0.262784142288101","1"
"Yes","2002","1-pers.-HH","East Germany","68","0.239448575699496","0.187173035497221","0.291724115901772","1"
"Yes","2002","(Married) couple without C. ","West Germany","769","0.254545116093105","0.23829975681738","0.270790475368831","1"
"Yes","2002","Single parent ","West Germany","127","0.232564936321729","0.196461531884315","0.268668340759144","1"
"Yes","2002","Single parent ","East Germany","47","0.248069736529536","0.184080822217056","0.312058650842016","1"
"Yes","2002","Couple + C. LE 16 ","West Germany","658","0.219064601133475","0.204047124165802","0.234082078101148","1"
"Yes","2002","Couple + C. LE 16 ","East Germany","176","0.235946370143345","0.203405602881198","0.268487137405491","1"
"Yes","2002","Couple + C. GT 16 ","West Germany","438","0.212586760072725","0.193622591949396","0.231550928196055","1"
"Yes","2002","Couple + C. GT 16 ","East Germany","206","0.267046415460753","0.235551162473866","0.298541668447639","1"
"Yes","2002","Couple + C. LE and GT 16","West Germany","249","0.210670069529084","0.185255623357817","0.23608451570035","1"
"Yes","2002","Couple + C. LE and GT 16","East Germany","79","0.245176358267119","0.19673806650008","0.293614650034157","1"
"Yes","2002","(Married) couple without C. ","East Germany","217","0.28381661246606","0.250723748531074","0.316909476401046","1"
"No","2003","1-pers.-HH","West Germany","797","0.74583061644109","0.719863846231814","0.771797386650365","2"
"No","2003","1-pers.-HH","East Germany","158","0.720879076390044","0.662781534636538","0.778976618143551","2"
"No","2003","Couple + C. GT 16 ","West Germany","1229","0.785672660688885","0.765751534078336","0.805593787299434","2"
"No","2003","(Married) couple without C. ","West Germany","1737","0.726545598291113","0.708779427205559","0.744311769376668","2"
"No","2003","(Married) couple without C. ","East Germany","459","0.696525057772392","0.661943624033443","0.731106491511341","2"
"No","2003","Single parent ","West Germany","346","0.766785800819776","0.728015022775334","0.805556578864219","2"
"No","2003","Single parent ","East Germany","108","0.767717498580917","0.699452452053467","0.835982545108367","2"
"No","2003","Couple + C. LE 16 ","West Germany","1942","0.765433189537402","0.74891560712896","0.781950771945844","2"
"No","2003","Couple + C. LE 16 ","East Germany","391","0.738627130980606","0.702039348444008","0.775214913517204","2"
"No","2003","Couple + C. GT 16 ","East Germany","500","0.728704872789935","0.695624896523359","0.761784849056512","2"
"No","2003","Couple + C. LE and GT 16","West Germany","658","0.788663048139596","0.76175046251261","0.815575633766582","2"
"No","2003","Couple + C. LE and GT 16","East Germany","185","0.769151383812457","0.715951691516385","0.822351076108529","2"
"Yes","2003","1-pers.-HH","West Germany","283","0.25416938355891","0.228202613349635","0.280136153768186","1"
"Yes","2003","1-pers.-HH","East Germany","71","0.279120923609956","0.221023381856449","0.337218465363462","1"
"Yes","2003","(Married) couple without C. ","West Germany","681","0.273454401708887","0.255688230623332","0.291220572794441","1"
"Yes","2003","Single parent ","West Germany","111","0.233214199180224","0.194443421135781","0.271984977224666","1"
"Yes","2003","Single parent ","East Germany","39","0.232282501419083","0.164017454891633","0.300547547946533","1"
"Yes","2003","Couple + C. LE 16 ","West Germany","586","0.234566810462598","0.218049228054156","0.25108439287104","1"
"Yes","2003","Couple + C. LE 16 ","East Germany","163","0.261372869019394","0.224785086482796","0.297960651555992","1"
"Yes","2003","Couple + C. GT 16 ","West Germany","401","0.214327339311115","0.194406212700566","0.234248465921664","1"
"Yes","2003","Couple + C. GT 16 ","East Germany","194","0.271295127210065","0.238215150943488","0.304375103476642","1"
"Yes","2003","Couple + C. LE and GT 16","West Germany","226","0.211336951860404","0.184424366233418","0.23824953748739","1"
"Yes","2003","(Married) couple without C. ","East Germany","220","0.303474942227608","0.268893508488659","0.338056375966557","1"
"Yes","2003","Couple + C. LE and GT 16","East Germany","56","0.230848616187543","0.177648923891471","0.284048308483614","1"
"No","2004","1-pers.-HH","West Germany","767","0.721296595573859","0.694330758220208","0.748262432927509","2"
"No","2004","1-pers.-HH","East Germany","198","0.751587828920777","0.699856099357577","0.803319558483977","2"
"No","2004","Couple + C. GT 16 ","West Germany","1283","0.781669627069391","0.762163360758692","0.80117589338009","2"
"No","2004","Couple + C. GT 16 ","East Germany","524","0.715470216313969","0.682717752649184","0.748222679978754","2"
"No","2004","(Married) couple without C. ","West Germany","1885","0.738739632196539","0.721804044047073","0.755675220346005","2"
"No","2004","(Married) couple without C. ","East Germany","512","0.728086583850978","0.695743031471177","0.760430136230778","2"
"No","2004","Single parent ","West Germany","368","0.786810692552392","0.74986235286334","0.823759032241444","2"
"No","2004","Single parent ","East Germany","122","0.770379756749537","0.705613603781082","0.835145909717992","2"
"No","2004","Couple + C. LE 16 ","West Germany","1926","0.779491659708537","0.763207450844861","0.795775868572212","2"
"No","2004","Couple + C. LE 16 ","East Germany","406","0.758110737011434","0.722451846366963","0.793769627655905","2"
"No","2004","Couple + C. LE and GT 16","West Germany","671","0.813798329115389","0.788079159726184","0.839517498504594","2"
"No","2004","Couple + C. LE and GT 16","East Germany","171","0.767355611587835","0.712869385456222","0.821841837719449","2"
"Yes","2004","1-pers.-HH","West Germany","295","0.278703404426141","0.251737567072491","0.305669241779792","1"
"Yes","2004","1-pers.-HH","East Germany","70","0.248412171079223","0.196680441516023","0.300143900642423","1"
"Yes","2004","(Married) couple without C. ","West Germany","700","0.261260367803461","0.244324779653995","0.278195955952927","1"
"Yes","2004","Single parent ","West Germany","104","0.213189307447608","0.176240967758556","0.25013764713666","1"
"Yes","2004","Single parent ","East Germany","40","0.229620243250463","0.164854090282008","0.294386396218918","1"
"Yes","2004","Couple + C. LE 16 ","West Germany","564","0.220508340291463","0.204224131427788","0.236792549155139","1"
"Yes","2004","Couple + C. LE 16 ","East Germany","148","0.241889262988566","0.206230372344095","0.277548153633037","1"
"Yes","2004","Couple + C. GT 16 ","West Germany","440","0.218330372930609","0.19882410661991","0.237836639241308","1"
"Yes","2004","Couple + C. GT 16 ","East Germany","205","0.284529783686031","0.251777320021246","0.317282247350816","1"
"Yes","2004","Couple + C. LE and GT 16","West Germany","209","0.186201670884611","0.160482501495406","0.211920840273815","1"
"Yes","2004","Couple + C. LE and GT 16","East Germany","60","0.232644388412164","0.178158162280551","0.287130614543778","1"
"Yes","2004","(Married) couple without C. ","East Germany","215","0.271913416149022","0.239569863769222","0.304256968528823","1"
"No","2005","1-pers.-HH","West Germany","764","0.733405154614946","0.706518413204098","0.760291896025795","2"
"No","2005","1-pers.-HH","East Germany","181","0.727036581562115","0.672359118398181","0.781714044726048","2"
"No","2005","Couple + C. GT 16 ","West Germany","1120","0.766657072766553","0.745309656713899","0.788004488819207","2"
"No","2005","Couple + C. GT 16 ","East Germany","461","0.72701922352198","0.692396716438476","0.761641730605485","2"
"No","2005","(Married) couple without C. ","West Germany","1698","0.749062751586326","0.731518867321211","0.766606635851442","2"
"No","2005","(Married) couple without C. ","East Germany","469","0.714663183145441","0.680495428354459","0.748830937936423","2"
"No","2005","Single parent ","West Germany","320","0.752769043817184","0.711898679745627","0.793639407888741","2"
"No","2005","Single parent ","East Germany","94","0.727980550461625","0.653735344778155","0.802225756145095","2"
"No","2005","Couple + C. LE 16 ","West Germany","1655","0.780609628023139","0.763145425762214","0.798073830284064","2"
"No","2005","Couple + C. LE 16 ","East Germany","355","0.757137713446203","0.718493453033694","0.795781973858711","2"
"No","2005","Couple + C. LE and GT 16","West Germany","591","0.801167422879675","0.772994862807488","0.829339982951862","2"
"No","2005","Couple + C. LE and GT 16","East Germany","147","0.738360352942146","0.678046236656618","0.798674469227673","2"
"Yes","2005","1-pers.-HH","West Germany","275","0.266594845385054","0.239708103974205","0.293481586795902","1"
"Yes","2005","1-pers.-HH","East Germany","74","0.272963418437885","0.218285955273952","0.327640881601819","1"
"Yes","2005","(Married) couple without C. ","West Germany","648","0.250937248413674","0.233393364148559","0.268481132678789","1"
"Yes","2005","Single parent ","West Germany","108","0.247230956182816","0.206360592111259","0.288101320254373","1"
"Yes","2005","Single parent ","East Germany","44","0.272019449538375","0.197774243854905","0.346264655221845","1"
"Yes","2005","(Married) couple without C. ","East Germany","202","0.285336816854559","0.251169062063577","0.319504571645541","1"
"Yes","2005","Couple + C. LE 16 ","West Germany","502","0.219390371976861","0.201926169715937","0.236854574237786","1"
"Yes","2005","Couple + C. LE 16 ","East Germany","118","0.242862286553797","0.204218026141289","0.281506546966306","1"
"Yes","2005","Couple + C. GT 16 ","East Germany","175","0.27298077647802","0.238358269394515","0.307603283561524","1"
"Yes","2005","Couple + C. GT 16 ","West Germany","388","0.233342927233447","0.211995511180793","0.254690343286101","1"
"Yes","2005","Couple + C. LE and GT 16","West Germany","180","0.198832577120325","0.170660017048138","0.227005137192512","1"
"Yes","2005","Couple + C. LE and GT 16","East Germany","57","0.261639647057854","0.201325530772327","0.321953763343382","1"
"No","2006","Couple + C. GT 16 ","West Germany","1119","0.777336711252286","0.756469833514496","0.798203588990075","2"
"No","2006","Couple + C. GT 16 ","East Germany","474","0.73641542625385","0.702545609558898","0.770285242948801","2"
"No","2006","1-pers.-HH","West Germany","801","0.736154570552578","0.710134013614888","0.762175127490269","2"
"No","2006","1-pers.-HH","East Germany","210","0.721949537582099","0.670648102626162","0.773250972538036","2"
"No","2006","(Married) couple without C. ","West Germany","1806","0.756000643422788","0.739137850954679","0.772863435890896","2"
"No","2006","(Married) couple without C. ","East Germany","492","0.723301127028371","0.690207619410128","0.756394634646614","2"
"No","2006","Single parent ","West Germany","342","0.740767760451188","0.701023429271374","0.780512091631001","2"
"No","2006","Single parent ","East Germany","97","0.761778629889873","0.688829990688362","0.834727269091385","2"
"No","2006","Couple + C. LE 16 ","West Germany","1681","0.775462789819409","0.758002380432959","0.792923199205859","2"
"No","2006","Couple + C. LE 16 ","East Germany","349","0.733070862419699","0.693163956032115","0.772977768807283","2"
"No","2006","Couple + C. LE and GT 16","West Germany","555","0.788125720184789","0.758462301824229","0.817789138545349","2"
"No","2006","Couple + C. LE and GT 16","East Germany","127","0.769451919067041","0.707577720146826","0.831326117987256","2"
"Yes","2006","1-pers.-HH","West Germany","301","0.263845429447422","0.237824872509731","0.289865986385112","1"
"Yes","2006","1-pers.-HH","East Germany","83","0.278050462417901","0.226749027461964","0.329351897373838","1"
"Yes","2006","(Married) couple without C. ","West Germany","686","0.243999356577212","0.227136564109104","0.260862149045321","1"
"Yes","2006","Single parent ","West Germany","125","0.259232239548812","0.219487908368999","0.298976570728626","1"
"Yes","2006","Single parent ","East Germany","34","0.238221370110127","0.165272730908615","0.311170009311638","1"
"Yes","2006","Couple + C. LE 16 ","West Germany","513","0.224537210180591","0.207076800794141","0.241997619567041","1"
"Yes","2006","Couple + C. LE 16 ","East Germany","123","0.266929137580301","0.227022231192717","0.306836043967885","1"
"Yes","2006","(Married) couple without C. ","East Germany","210","0.276698872971629","0.243605365353386","0.309792380589872","1"
"Yes","2006","Couple + C. GT 16 ","West Germany","408","0.222663288747714","0.201796411009925","0.243530166485504","1"
"Yes","2006","Couple + C. GT 16 ","East Germany","176","0.26358457374615","0.229714757051199","0.297454390441102","1"
"Yes","2006","Couple + C. LE and GT 16","West Germany","174","0.211874279815211","0.182210861454651","0.241537698175771","1"
"Yes","2006","Couple + C. LE and GT 16","East Germany","51","0.230548080932959","0.168673882012744","0.292422279853174","1"
"No","2007","Couple + C. GT 16 ","West Germany","1209","0.792385387295451","0.772622243974731","0.812148530616171","2"
"No","2007","Couple + C. GT 16 ","East Germany","506","0.745921945027962","0.713462630998102","0.778381259057822","2"
"No","2007","1-pers.-HH","West Germany","837","0.755739041294876","0.730654908524079","0.780823174065672","2"
"No","2007","1-pers.-HH","East Germany","220","0.72988567146222","0.679890506349539","0.779880836574901","2"
"No","2007","(Married) couple without C. ","West Germany","1837","0.758012098075817","0.741189877890932","0.774834318260702","2"
"No","2007","(Married) couple without C. ","East Germany","538","0.736042175065601","0.704198161197383","0.76788618893382","2"
"No","2007","Single parent ","West Germany","342","0.746555032000371","0.70718784169144","0.785922222309302","2"
"No","2007","Single parent ","East Germany","114","0.727174343108189","0.658158312426474","0.796190373789904","2"
"No","2007","Couple + C. LE 16 ","West Germany","1759","0.781153153007511","0.764163064841825","0.798143241173198","2"
"No","2007","Couple + C. LE 16 ","East Germany","392","0.776202531249291","0.739742977827074","0.812662084671508","2"
"No","2007","Couple + C. LE and GT 16","West Germany","569","0.798536453379682","0.76973492295169","0.827337983807674","2"
"No","2007","Couple + C. LE and GT 16","East Germany","142","0.770587743991678","0.709836029881147","0.831339458102209","2"
"Yes","2007","1-pers.-HH","West Germany","290","0.244260958705124","0.219176825934327","0.269345091475921","1"
