"pgoeffd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1997","middle vocational","West Germany","2146","0.770806949300506","0.755046039741835","0.786567858859177","2"
"No","1997","middle vocational","East Germany","799","0.737074813283055","0.710795706983214","0.763353919582896","2"
"No","1997","vocational + Abi","West Germany","209","0.781152811387382","0.730991795512595","0.83131382726217","2"
"No","1997","vocational + Abi","East Germany","37","0.748323416190226","0.629218667875397","0.867428164505056","2"
"Yes","1997","general elemantary","West Germany","122","0.172403093385183","0.147600836841017","0.197205349929349","1"
"Yes","1997","general elemantary","East Germany","22","","","","1"
"Yes","1997","middle vocational","West Germany","586","0.229193050699494","0.213432141140823","0.244953960258165","1"
"Yes","1997","middle vocational","East Germany","279","0.262925186716945","0.236646080417104","0.289204293016786","1"
"Yes","1997","vocational + Abi","West Germany","52","0.218847188612618","0.16868617273783","0.269008204487405","1"
"Yes","1997","higher education","East Germany","281","0.443032264543501","0.403417022081013","0.482647507005989","1"
"Yes","1997","in school","West Germany","","","","","1"
"Yes","1997","in school","East Germany","2","","","","1"
"Yes","1997","inadequately","West Germany","32","0.170308478417108","0.116140991471982","0.224475965362235","1"
"Yes","1997","inadequately","East Germany","1","","","","1"
"Yes","1997","vocational + Abi","East Germany","14","","","","1"
"Yes","1997","higher vocational","West Germany","150","0.387906691609775","0.33910654175646","0.43670684146309","1"
"Yes","1997","higher vocational","East Germany","37","0.253070827736143","0.184845356275709","0.321296299196576","1"
"Yes","1997","higher education","West Germany","290","0.398810686827925","0.363531281920902","0.434090091734947","1"
"No","1998","in school","East Germany","3","","","","2"
"No","1998","inadequately","East Germany","4","","","","2"
"No","1998","inadequately","West Germany","144","0.831358772534192","0.775401055633281","0.887316489435103","2"
"No","1998","general elemantary","West Germany","777","0.825358633070067","0.800745329775564","0.849971936364571","2"
"No","1998","in school","West Germany","10","","","","2"
"No","1998","higher vocational","West Germany","266","0.615331653498442","0.569131741854847","0.661531565142036","2"
"No","1998","higher vocational","East Germany","127","0.814879830846673","0.754885694390164","0.874873967303182","2"
"No","1998","higher education","West Germany","529","0.59198580342335","0.55934714519588","0.62462446165082","2"
"No","1998","higher education","East Germany","316","0.540717239129668","0.500708935140013","0.580725543119324","2"
"No","1998","general elemantary","East Germany","126","0.817593345804141","0.75599789612606","0.879188795482223","2"
"No","1998","middle vocational","West Germany","2366","0.779715287195109","0.764852827704011","0.794577746686207","2"
"No","1998","middle vocational","East Germany","843","0.721608237754521","0.695521456590757","0.747695018918284","2"
"No","1998","vocational + Abi","West Germany","243","0.755455859906458","0.707686318295773","0.803225401517142","2"
"No","1998","vocational + Abi","East Germany","37","0.765494781780961","0.648056290932939","0.882933272628984","2"
"Yes","1998","general elemantary","West Germany","137","0.174641366929933","0.150028063635429","0.199254670224436","1"
"Yes","1998","general elemantary","East Germany","25","","","","1"
"Yes","1998","middle vocational","West Germany","621","0.220284712804891","0.205422253313793","0.235147172295989","1"
"Yes","1998","middle vocational","East Germany","291","0.278391762245479","0.252304981081716","0.304478543409243","1"
"Yes","1998","vocational + Abi","West Germany","68","0.244544140093542","0.196774598482858","0.292313681704227","1"
"Yes","1998","higher education","East Germany","280","0.459282760870332","0.419274456880676","0.499291064859987","1"
"Yes","1998","in school","West Germany","","","","","1"
"Yes","1998","in school","East Germany","1","","","","1"
"Yes","1998","inadequately","West Germany","28","","","","1"
"Yes","1998","inadequately","East Germany","1","","","","1"
"Yes","1998","vocational + Abi","East Germany","13","","","","1"
"Yes","1998","higher vocational","West Germany","160","0.384668346501558","0.338468434857964","0.430868258145153","1"
"Yes","1998","higher vocational","East Germany","34","0.185120169153327","0.125126032696818","0.245114305609836","1"
"Yes","1998","higher education","West Germany","342","0.40801419657665","0.37537553834918","0.44065285480412","1"
"No","1999","in school","East Germany","2","","","","2"
"No","1999","inadequately","East Germany","3","","","","2"
"No","1999","inadequately","West Germany","135","0.8355369698933","0.777917864898354","0.893156074888245","2"
"No","1999","general elemantary","West Germany","706","0.843048094881809","0.818074632502925","0.868021557260694","2"
"No","1999","in school","West Germany","18","","","","2"
"No","1999","higher vocational","West Germany","245","0.59395569813769","0.545889514493809","0.642021881781571","2"
"No","1999","higher vocational","East Germany","116","0.768892155356964","0.702953767698549","0.834830543015379","2"
"No","1999","higher education","West Germany","515","0.600052912402758","0.567119656297358","0.632986168508159","2"
"No","1999","higher education","East Germany","315","0.549502780007668","0.509080798104312","0.589924761911024","2"
"No","1999","general elemantary","East Germany","116","0.808893942019178","0.743766039493395","0.874021844544962","2"
"No","1999","middle vocational","West Germany","2241","0.787400951347143","0.772254350940776","0.80254755175351","2"
"No","1999","middle vocational","East Germany","806","0.731263774063113","0.70475155454635","0.757775993579875","2"
"No","1999","vocational + Abi","West Germany","229","0.773974074479262","0.724895908587129","0.823052240371395","2"
"No","1999","vocational + Abi","East Germany","40","0.749532694058304","0.633968838191769","0.865096549924839","2"
"Yes","1999","general elemantary","West Germany","109","0.156951905118191","0.131978442739306","0.181925367497075","1"
"Yes","1999","general elemantary","East Germany","24","","","","1"
"Yes","1999","middle vocational","West Germany","562","0.212599048652857","0.19745244824649","0.227745649059224","1"
"Yes","1999","middle vocational","East Germany","268","0.268736225936887","0.242224006420125","0.29524844545365","1"
"Yes","1999","vocational + Abi","West Germany","50","0.226025925520738","0.176947759628605","0.275104091412871","1"
"Yes","1999","higher education","East Germany","267","0.450497219992332","0.410075238088976","0.490919201895688","1"
"Yes","1999","in school","West Germany","1","","","","1"
"Yes","1999","in school","East Germany","1","","","","1"
"Yes","1999","inadequately","West Germany","24","","","","1"
"Yes","1999","inadequately","East Germany","1","","","","1"
"Yes","1999","vocational + Abi","East Germany","14","","","","1"
"Yes","1999","higher vocational","West Germany","156","0.40604430186231","0.357978118218429","0.454110485506191","1"
"Yes","1999","higher vocational","East Germany","41","0.231107844643036","0.165169456984621","0.297046232301451","1"
"Yes","1999","higher education","West Germany","335","0.399947087597242","0.367013831491841","0.432880343702642","1"
"No","2000","in school","East Germany","7","","","","2"
"No","2000","inadequately","West Germany","115","0.872559823900154","0.816515785169507","0.9286038626308","2"
"No","2000","inadequately","East Germany","5","","","","2"
"No","2000","general elemantary","West Germany","1077","0.857543729842233","0.838160069353015","0.876927390331451","2"
"No","2000","in school","West Germany","35","0.903285920710837","0.811690119320093","0.99488172210158","2"
"No","2000","general elemantary","East Germany","172","0.889125736313706","0.84459823015047","0.933653242476941","2"
"No","2000","higher vocational","West Germany","652","0.685739636179623","0.6563127997171","0.715166472642146","2"
"No","2000","higher vocational","East Germany","213","0.693673100863236","0.642441504243327","0.744904697483145","2"
"No","2000","higher education","West Germany","1191","0.650596671589999","0.629175257607116","0.672018085572882","2"
"No","2000","higher education","East Germany","518","0.598140802340525","0.566020823963906","0.630260780717145","2"
"No","2000","middle vocational","West Germany","4517","0.80138762870103","0.790971038089486","0.811804219312574","2"
"No","2000","middle vocational","East Germany","1344","0.789030951422079","0.769642089125714","0.808419813718444","2"
"No","2000","vocational + Abi","West Germany","555","0.802729465613404","0.772664807340738","0.832794123886069","2"
"No","2000","vocational + Abi","East Germany","69","0.716195376027163","0.624566553303998","0.807824198750328","2"
"Yes","2000","general elemantary","West Germany","172","0.142456270157767","0.123072609668549","0.161839930646985","1"
"Yes","2000","general elemantary","East Germany","19","","","","1"
"Yes","2000","middle vocational","West Germany","1118","0.19861237129897","0.188195780687426","0.209028961910514","1"
"Yes","2000","middle vocational","East Germany","357","0.210969048577921","0.191580186281556","0.230357910874287","1"
"Yes","2000","vocational + Abi","West Germany","118","0.197270534386596","0.167205876113931","0.227335192659262","1"
"Yes","2000","higher education","East Germany","377","0.401859197659475","0.369739219282855","0.433979176036094","1"
"Yes","2000","in school","West Germany","5","","","","1"
"Yes","2000","in school","East Germany","","","","","1"
"Yes","2000","inadequately","West Germany","21","","","","1"
"Yes","2000","inadequately","East Germany","2","","","","1"
"Yes","2000","vocational + Abi","East Germany","24","","","","1"
"Yes","2000","higher vocational","West Germany","304","0.314260363820377","0.284833527357854","0.343687200282901","1"
"Yes","2000","higher vocational","East Germany","98","0.306326899136764","0.255095302516855","0.357558495756673","1"
"Yes","2000","higher education","West Germany","712","0.349403328410001","0.327981914427118","0.370824742392884","1"
"No","2001","inadequately","East Germany","5","","","","2"
"No","2001","general elemantary","West Germany","860","0.830824576179654","0.807726216556174","0.853922935803134","2"
"No","2001","in school","East Germany","8","","","","2"
"No","2001","inadequately","West Germany","77","0.873358243525721","0.80612735687228","0.940589130179162","2"
"No","2001","in school","West Germany","43","0.978255621668966","0.935642680727452","1.02086856261048","2"
"No","2001","general elemantary","East Germany","138","0.867893024016492","0.814586763623901","0.921199284409083","2"
"No","2001","higher vocational","West Germany","555","0.690942418058343","0.65904017650331","0.722844659613377","2"
"No","2001","higher vocational","East Germany","183","0.679872895639478","0.624018702690926","0.735727088588031","2"
"No","2001","higher education","West Germany","1061","0.651355303296839","0.628574725099462","0.674135881494215","2"
"No","2001","higher education","East Germany","474","0.606096810639364","0.57246862688404","0.639724994394689","2"
"No","2001","middle vocational","West Germany","3842","0.803621131274681","0.792378148254767","0.814864114294595","2"
"No","2001","middle vocational","East Germany","1165","0.784591737729745","0.763682514077324","0.805500961382166","2"
"No","2001","vocational + Abi","West Germany","483","0.806696678975479","0.774913631503379","0.838479726447579","2"
"No","2001","vocational + Abi","East Germany","54","0.727519099120257","0.625383558097321","0.829654640143193","2"
"Yes","2001","general elemantary","West Germany","152","0.169175423820346","0.146077064196866","0.192273783443826","1"
"Yes","2001","general elemantary","East Germany","17","","","","1"
"Yes","2001","middle vocational","West Germany","954","0.196378868725319","0.185135885705405","0.207621851745233","1"
"Yes","2001","middle vocational","East Germany","320","0.215408262270255","0.194499038617834","0.236317485922676","1"
"Yes","2001","vocational + Abi","West Germany","110","0.193303321024521","0.161520273552421","0.225086368496621","1"
"Yes","2001","higher education","East Germany","337","0.393903189360635","0.360275005605311","0.42753137311596","1"
"Yes","2001","in school","West Germany","2","","","","1"
"Yes","2001","in school","East Germany","","","","","1"
"Yes","2001","higher vocational","East Germany","85","0.320127104360522","0.264272911411969","0.375981297309074","1"
"Yes","2001","higher education","West Germany","620","0.348644696703161","0.325864118505785","0.371425274900538","1"
"Yes","2001","inadequately","West Germany","17","","","","1"
"Yes","2001","inadequately","East Germany","","","","","1"
"Yes","2001","vocational + Abi","East Germany","19","","","","1"
"Yes","2001","higher vocational","West Germany","251","0.309057581941657","0.277155340386623","0.34095982349669","1"
"No","2002","inadequately","East Germany","3","","","","2"
"No","2002","general elemantary","West Germany","873","0.847255842749781","0.825232879814217","0.869278805685345","2"
"No","2002","higher vocational","West Germany","675","0.720064944789725","0.69105354692377","0.74907634265568","2"
"No","2002","higher vocational","East Germany","196","0.71959722998806","0.667169696285451","0.772024763690669","2"
"No","2002","in school","East Germany","9","","","","2"
"No","2002","inadequately","West Germany","78","0.882975511638497","0.817644509238903","0.948306514038091","2"
"No","2002","higher education","West Germany","1533","0.657119970468907","0.638516898178918","0.675723042758896","2"
"No","2002","higher education","East Germany","527","0.604199094388273","0.572408798056958","0.635989390719587","2"
"No","2002","in school","West Germany","54","0.874043316881027","0.790778743819799","0.957307889942256","2"
"No","2002","general elemantary","East Germany","145","0.909476097990031","0.865154804060143","0.95379739191992","2"
"No","2002","middle vocational","West Germany","3984","0.79041731897815","0.779208385654163","0.801626252302138","2"
"No","2002","middle vocational","East Germany","1150","0.791358369584747","0.770486829927166","0.812229909242329","2"
"No","2002","vocational + Abi","West Germany","571","0.817645429465657","0.788896458325116","0.846394400606199","2"
"No","2002","vocational + Abi","East Germany","66","0.737267171169302","0.646339418930403","0.8281949234082","2"
"Yes","2002","general elemantary","West Germany","152","0.152744157250219","0.130721194314655","0.174767120185783","1"
"Yes","2002","general elemantary","East Germany","16","","","","1"
"Yes","2002","middle vocational","West Germany","1081","0.20958268102185","0.198373747697862","0.220791614345837","1"
"Yes","2002","middle vocational","East Germany","306","0.208641630415253","0.187770090757672","0.229513170072834","1"
"Yes","2002","in school","West Germany","7","","","","1"
"Yes","2002","in school","East Germany","","","","","1"
"Yes","2002","inadequately","West Germany","15","","","","1"
"Yes","2002","inadequately","East Germany","1","","","","1"
"Yes","2002","vocational + Abi","West Germany","122","0.182354570534343","0.153605599393801","0.211103541674884","1"
"Yes","2002","higher education","East Germany","382","0.395800905611727","0.364010609280413","0.427591201943042","1"
"Yes","2002","higher vocational","East Germany","86","0.28040277001194","0.227975236309331","0.332830303714549","1"
"Yes","2002","higher education","West Germany","968","0.342880029531093","0.324276957241104","0.361483101821082","1"
"Yes","2002","vocational + Abi","East Germany","24","","","","1"
"Yes","2002","higher vocational","West Germany","245","0.279935055210275","0.25092365734432","0.30894645307623","1"
"No","2003","in school","East Germany","5","","","","2"
"No","2003","inadequately","West Germany","65","0.907079093503357","0.842233267583355","0.971924919423358","2"
"No","2003","inadequately","East Germany","3","","","","2"
"No","2003","general elemantary","West Germany","722","0.819714781080755","0.794036972367255","0.845392589794256","2"
"No","2003","higher vocational","West Germany","575","0.708343739706762","0.676886646562303","0.739800832851221","2"
"No","2003","higher vocational","East Germany","177","0.703118616938415","0.647690054105828","0.758547179771002","2"
"No","2003","higher education","West Germany","1372","0.66782638984076","0.648225234445396","0.687427545236124","2"
"No","2003","higher education","East Germany","479","0.605239179482175","0.571985509437232","0.638492849527118","2"
"No","2003","in school","West Germany","30","0.961787743541397","0.896379560945111","1.02719592613768","2"
"No","2003","general elemantary","East Germany","117","0.898637756427785","0.846955331630941","0.950320181224629","2"
"No","2003","middle vocational","West Germany","3521","0.776965300731352","0.764812081245985","0.78911852021672","2"
"No","2003","middle vocational","East Germany","980","0.774783086202","0.751818116177521","0.797748056226478","2"
"No","2003","vocational + Abi","West Germany","523","0.783672828041832","0.751922021422899","0.815423634660765","2"
"No","2003","vocational + Abi","East Germany","64","0.698770443167634","0.601805461382336","0.795735424952931","2"
"Yes","2003","general elemantary","West Germany","139","0.180285218919245","0.154607410205744","0.205963027632745","1"
"Yes","2003","general elemantary","East Germany","14","","","","1"
"Yes","2003","middle vocational","West Germany","986","0.223034699268648","0.21088147978328","0.235187918754015","1"
"Yes","2003","middle vocational","East Germany","291","0.225216913798","0.202251943773521","0.248181883822479","1"
"Yes","2003","in school","West Germany","3","","","","1"
"Yes","2003","in school","East Germany","","","","","1"
"Yes","2003","inadequately","West Germany","12","","","","1"
"Yes","2003","inadequately","East Germany","","","","","1"
"Yes","2003","vocational + Abi","West Germany","123","0.216327171958168","0.184576365339235","0.248077978577101","1"
"Yes","2003","higher education","East Germany","351","0.394760820517825","0.361507150472882","0.428014490562768","1"
"Yes","2003","vocational + Abi","East Germany","22","","","","1"
"Yes","2003","higher vocational","West Germany","227","0.291656260293238","0.260199167148779","0.323113353437697","1"
"Yes","2003","higher vocational","East Germany","84","0.296881383061585","0.241452820228998","0.352309945894172","1"
"Yes","2003","higher education","West Germany","846","0.33217361015924","0.312572454763876","0.351774765554604","1"
"No","2004","in school","East Germany","9","","","","2"
"No","2004","inadequately","West Germany","59","0.788179821346764","0.694448879292223","0.881910763401305","2"
"No","2004","inadequately","East Germany","2","","","","2"
"No","2004","general elemantary","West Germany","747","0.838882524615569","0.814523159652416","0.863241889578723","2"
"No","2004","higher vocational","West Germany","601","0.707755616389757","0.676908142715434","0.73860309006408","2"
"No","2004","higher vocational","East Germany","182","0.687984231115991","0.6317752968493","0.744193165382683","2"
"No","2004","higher education","West Germany","1398","0.655133730713026","0.635575877479902","0.674691583946151","2"
"No","2004","higher education","East Germany","489","0.591649106272496","0.558605496115255","0.624692716429738","2"
"No","2004","in school","West Germany","35","0.893240387362521","0.795055654466857","0.991425120258185","2"
"No","2004","general elemantary","East Germany","108","0.840289614516258","0.777556980924673","0.903022248107842","2"
"No","2004","middle vocational","West Germany","3584","0.78883460851863","0.776961283708151","0.80070793332911","2"
"No","2004","middle vocational","East Germany","1101","0.810005030334396","0.789216683613593","0.830793377055198","2"
"No","2004","vocational + Abi","West Germany","557","0.790130233603102","0.759746032265789","0.820514434940415","2"
"No","2004","vocational + Abi","East Germany","76","0.770839157979623","0.688463256588581","0.853215059370665","2"
"Yes","2004","general elemantary","West Germany","128","0.161117475384431","0.136758110421277","0.185476840347584","1"
"Yes","2004","general elemantary","East Germany","23","","","","1"
"Yes","2004","middle vocational","West Germany","955","0.21116539148137","0.19929206667089","0.223038716291849","1"
"Yes","2004","middle vocational","East Germany","267","0.189994969665604","0.169206622944802","0.210783316386407","1"
"Yes","2004","vocational + Abi","West Germany","133","0.209869766396898","0.179485565059585","0.240253967734211","1"
"Yes","2004","in school","West Germany","3","","","","1"
"Yes","2004","in school","East Germany","","","","","1"
"Yes","2004","inadequately","West Germany","14","","","","1"
"Yes","2004","inadequately","East Germany","1","","","","1"
"Yes","2004","higher education","East Germany","361","0.408350893727504","0.375307283570262","0.441394503884745","1"
"Yes","2004","vocational + Abi","East Germany","24","","","","1"
"Yes","2004","higher vocational","East Germany","79","0.312015768884009","0.255806834617317","0.3682247031507","1"
"Yes","2004","higher vocational","West Germany","234","0.292244383610243","0.26139690993592","0.323091857284566","1"
"Yes","2004","higher education","West Germany","871","0.344866269286974","0.325308416053849","0.364424122520098","1"
"No","2005","in school","East Germany","6","","","","2"
"No","2005","inadequately","West Germany","48","0.854298876954716","0.765028198957602","0.943569554951829","2"
"No","2005","inadequately","East Germany","3","","","","2"
"No","2005","general elemantary","West Germany","615","0.822617649175541","0.794888372472137","0.850346925878946","2"
"No","2005","higher vocational","West Germany","545","0.713776558862415","0.681578188523637","0.745974929201193","2"
"No","2005","higher vocational","East Germany","159","0.67739164893545","0.616579145207629","0.73820415266327","2"
"No","2005","higher education","West Germany","1257","0.65805284867653","0.637548479262427","0.678557218090634","2"
"No","2005","higher education","East Germany","465","0.59550352959791","0.561578549247559","0.629428509948262","2"
"No","2005","in school","West Germany","21","","","","2"
"No","2005","general elemantary","East Germany","84","0.847677601123553","0.778617269337585","0.916737932909521","2"
"No","2005","middle vocational","West Germany","3222","0.790656297357956","0.778171110224458","0.803141484491454","2"
"No","2005","middle vocational","East Germany","935","0.796980403107367","0.773941465671651","0.820019340543083","2"
"No","2005","vocational + Abi","West Germany","511","0.781292500298666","0.749266937566535","0.813318063030797","2"
"No","2005","vocational + Abi","East Germany","78","0.788219991511391","0.707738373812323","0.868701609210459","2"
"Yes","2005","general elemantary","West Germany","114","0.177382350824459","0.149653074121054","0.205111627527863","1"
"Yes","2005","general elemantary","East Germany","20","","","","1"
"Yes","2005","middle vocational","West Germany","857","0.209343702642044","0.196858515508546","0.221828889775542","1"
"Yes","2005","middle vocational","East Germany","236","0.203019596892633","0.179980659456917","0.226058534328349","1"
"Yes","2005","vocational + Abi","West Germany","129","0.218707499701334","0.186681936969203","0.250733062433465","1"
"Yes","2005","in school","West Germany","","","","","1"
"Yes","2005","in school","East Germany","","","","","1"
"Yes","2005","inadequately","West Germany","12","","","","1"
"Yes","2005","inadequately","East Germany","1","","","","1"
"Yes","2005","higher education","East Germany","339","0.40449647040209","0.370571490051738","0.438421450752441","1"
"Yes","2005","vocational + Abi","East Germany","21","","","","1"
"Yes","2005","higher vocational","East Germany","68","0.32260835106455","0.26179584733673","0.383420854792371","1"
"Yes","2005","higher vocational","West Germany","212","0.286223441137585","0.254025070798807","0.318421811476363","1"
"Yes","2005","higher education","West Germany","799","0.34194715132347","0.321442781909366","0.362451520737573","1"
"No","2006","in school","East Germany","2","","","","2"
"No","2006","inadequately","West Germany","46","0.875855323749999","0.788709418931917","0.96300122856808","2"
"No","2006","inadequately","East Germany","6","","","","2"
"No","2006","general elemantary","West Germany","566","0.817968379739818","0.789008445004585","0.846928314475051","2"
"No","2006","higher vocational","West Germany","549","0.727730251673204","0.696391467089431","0.759069036256977","2"
"No","2006","higher vocational","East Germany","155","0.682398069099731","0.621020113897613","0.743776024301849","2"
"No","2006","higher education","West Germany","1357","0.658380460624063","0.638535986369766","0.678224934878361","2"
"No","2006","higher education","East Germany","472","0.595037462500642","0.561356647594063","0.628718277407221","2"
"No","2006","in school","West Germany","23","","","","2"
"No","2006","general elemantary","East Germany","88","0.842306328943221","0.773571259306317","0.911041398580125","2"
"No","2006","middle vocational","West Germany","3301","0.788815205949988","0.776487722462187","0.801142689437788","2"
"No","2006","middle vocational","East Germany","964","0.797683451870985","0.774982384793795","0.820384518948175","2"
"No","2006","vocational + Abi","West Germany","528","0.787188259097486","0.756080096191018","0.818296422003954","2"
"No","2006","vocational + Abi","East Germany","79","0.750111457424352","0.666902995761115","0.833319919087588","2"
"Yes","2006","general elemantary","West Germany","116","0.182031620260182","0.153071685524949","0.210991554995415","1"
"Yes","2006","general elemantary","East Germany","20","","","","1"
"Yes","2006","middle vocational","West Germany","910","0.211184794050012","0.198857310562212","0.223512277537813","1"
"Yes","2006","middle vocational","East Germany","239","0.202316548129015","0.179615481051825","0.225017615206205","1"
"Yes","2006","inadequately","East Germany","1","","","","1"
"Yes","2006","vocational + Abi","West Germany","137","0.212811740902514","0.181703577996046","0.243919903808982","1"
"Yes","2006","higher education","East Germany","344","0.404962537499358","0.371281722592779","0.438643352405938","1"
"Yes","2006","vocational + Abi","East Germany","25","","","","1"
"Yes","2006","higher vocational","West Germany","226","0.272269748326796","0.240930963743023","0.303608532910569","1"
"Yes","2006","in school","West Germany","","","","","1"
"Yes","2006","in school","East Germany","1","","","","1"
"Yes","2006","inadequately","West Germany","9","","","","1"
"Yes","2006","higher vocational","East Germany","66","0.317601930900269","0.256223975698151","0.378979886102387","1"
"Yes","2006","higher education","West Germany","837","0.341619539375937","0.32177506512164","0.361464013630234","1"
"No","2007","in school","West Germany","25","","","","2"
"No","2007","in school","East Germany","4","","","","2"
"No","2007","inadequately","West Germany","41","0.769332675574902","0.658001479580842","0.880663871568961","2"
"No","2007","inadequately","East Germany","5","","","","2"
"No","2007","general elemantary","West Germany","560","0.836169649342517","0.808309873077326","0.864029425607707","2"
"No","2007","higher vocational","West Germany","552","0.72323158868583","0.691548270420599","0.754914906951061","2"
"No","2007","higher vocational","East Germany","171","0.730363450749982","0.672249155160592","0.788477746339372","2"
"No","2007","higher education","West Germany","1382","0.643611043750664","0.623688468934523","0.663533618566804","2"
"No","2007","higher education","East Germany","481","0.628624622279728","0.59545263167152","0.661796612887937","2"
"No","2007","general elemantary","East Germany","87","0.886706489621144","0.826082306222433","0.947330673019855","2"
"No","2007","middle vocational","West Germany","3446","0.808045920314527","0.796319365421508","0.819772475207547","2"
"No","2007","middle vocational","East Germany","1066","0.787036157524443","0.764815363442099","0.809256951606787","2"
"No","2007","vocational + Abi","West Germany","558","0.815158666449723","0.786111307279638","0.844206025619809","2"
"No","2007","vocational + Abi","East Germany","102","0.827118092348753","0.761091124776566","0.893145059920941","2"
"Yes","2007","general elemantary","West Germany","118","0.163830350657483","0.135970574392293","0.191690126922674","1"
"Yes","2007","general elemantary","East Germany","18","","","","1"
"Yes","2007","middle vocational","West Germany","887","0.191954079685473","0.180227524792453","0.203680634578492","1"
"Yes","2007","middle vocational","East Germany","238","0.212963842475557","0.190743048393213","0.235184636557901","1"
"Yes","2007","inadequately","East Germany","","","","","1"
"Yes","2007","vocational + Abi","West Germany","128","0.184841333550277","0.155793974380191","0.213888692720362","1"
"Yes","2007","higher education","East Germany","334","0.371375377720272","0.338203387112063","0.40454736832848","1"
"Yes","2007","vocational + Abi","East Germany","24","","","","1"
"Yes","2007","higher vocational","West Germany","214","0.27676841131417","0.245085093048939","0.308451729579401","1"
"Yes","2007","in school","West Germany","","","","","1"
"Yes","2007","in school","East Germany","","","","","1"
"Yes","2007","inadequately","West Germany","14","","","","1"
"Yes","2007","higher vocational","East Germany","53","0.269636549250018","0.211522253660628","0.327750844839408","1"
"Yes","2007","higher education","West Germany","838","0.356388956249336","0.336466381433196","0.376311531065477","1"
"No","2008","in school","West Germany","22","","","","2"
"No","2008","in school","East Germany","2","","","","2"
"No","2008","inadequately","West Germany","40","0.800051242485577","0.691342448905483","0.908760036065671","2"
"No","2008","inadequately","East Germany","5","","","","2"
"No","2008","general elemantary","West Germany","479","0.817606015283865","0.786312997087662","0.848899033480067","2"
"No","2008","higher vocational","West Germany","493","0.716626934015884","0.682831067418501","0.750422800613267","2"
"No","2008","higher vocational","East Germany","151","0.749891844305411","0.690021286512903","0.809762402097918","2"
"No","2008","higher education","West Germany","1278","0.650638717024006","0.629934447390596","0.671342986657415","2"
"No","2008","higher education","East Germany","454","0.654447355705881","0.620503834948574","0.688390876463189","2"
"No","2008","general elemantary","East Germany","79","0.903117516566819","0.842006205569749","0.96422882756389","2"
"No","2008","middle vocational","West Germany","3100","0.814501600537776","0.802333546999375","0.826669654076178","2"
"No","2008","middle vocational","East Germany","989","0.782294203540949","0.759022151670622","0.805566255411276","2"
"No","2008","vocational + Abi","West Germany","513","0.816257000088653","0.786015963265523","0.846498036911783","2"
"No","2008","vocational + Abi","East Germany","92","0.814691901091469","0.744287621338597","0.88509618084434","2"
"Yes","2008","general elemantary","West Germany","106","0.182393984716135","0.151100966519933","0.213687002912338","1"
"Yes","2008","general elemantary","East Germany","11","","","","1"
"Yes","2008","middle vocational","West Germany","820","0.185498399462224","0.173330345923822","0.197666453000625","1"
"Yes","2008","middle vocational","East Germany","219","0.217705796459051","0.194433744588723","0.240977848329378","1"
"Yes","2008","inadequately","East Germany","","","","","1"
"Yes","2008","vocational + Abi","West Germany","117","0.183742999911347","0.153501963088216","0.213984036734477","1"
"Yes","2008","higher education","East Germany","300","0.345552644294119","0.311609123536811","0.379496165051426","1"
"Yes","2008","in school","West Germany","","","","","1"
"Yes","2008","vocational + Abi","East Germany","25","","","","1"
"Yes","2008","higher vocational","West Germany","190","0.283373065984116","0.249577199386733","0.317168932581499","1"
"Yes","2008","inadequately","West Germany","12","","","","1"
"Yes","2008","in school","East Germany","1","","","","1"
"Yes","2008","higher vocational","East Germany","50","0.250108155694589","0.190237597902082","0.309978713487097","1"
"Yes","2008","higher education","West Germany","759","0.349361282975994","0.328657013342585","0.370065552609404","1"
"No","2009","in school","West Germany","33","0.974928335082951","0.922376659685254","1.02748001048065","2"
"No","2009","in school","East Germany","3","","","","2"
"No","2009","inadequately","West Germany","41","0.884838221360069","0.795459081696452","0.974217361023686","2"
"No","2009","inadequately","East Germany","5","","","","2"
"No","2009","general elemantary","West Germany","470","0.83714130152307","0.806749151389508","0.867533451656631","2"
"No","2009","higher vocational","West Germany","465","0.731400427070895","0.697061369826445","0.765739484315345","2"
"No","2009","higher vocational","East Germany","150","0.711914926831783","0.650517612336773","0.773312241326793","2"
"No","2009","higher education","West Germany","1248","0.65409447825342","0.633325766701794","0.674863189805046","2"
"No","2009","higher education","East Germany","457","0.67401499111732","0.640310538645289","0.70771944358935","2"
"No","2009","general elemantary","East Germany","82","0.905843503484979","0.846804924414221","0.964882082555738","2"
"No","2009","middle vocational","West Germany","3002","0.815396759137842","0.803033468709926","0.827760049565759","2"
"No","2009","middle vocational","East Germany","1011","0.796019255418652","0.773398734013963","0.818639776823341","2"
"No","2009","vocational + Abi","West Germany","496","0.811323022737777","0.780172299526523","0.842473745949031","2"
"No","2009","vocational + Abi","East Germany","76","0.789667913175144","0.710187079227207","0.86914874712308","2"
"Yes","2009","general elemantary","West Germany","97","0.16285869847693","0.132466548343369","0.193250848610491","1"
"Yes","2009","general elemantary","East Germany","12","","","","1"
"Yes","2009","middle vocational","West Germany","781","0.184603240862158","0.172239950434241","0.196966531290074","1"
"Yes","2009","middle vocational","East Germany","208","0.203980744581348","0.181360223176659","0.226601265986037","1"
"Yes","2009","inadequately","East Germany","1","","","","1"
"Yes","2009","vocational + Abi","West Germany","110","0.188676977262223","0.157526254050969","0.219827700473477","1"
