"pgoeffd","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","1993","Part Time","vocational + Abi","48","0.813924725413134","0.716264071334809","0.91158537949146"
"No","1993","Part Time","higher vocational","45","0.652281333939159","0.545907648479928","0.758655019398389"
"No","1993","Part Time","higher education","86","0.395435854533291","0.332246577149789","0.458625131916794"
"No","1993","Not Working","in school","","","",""
"No","1993","Not Working","inadequately","8","","",""
"No","1993","Not Working","general elemantary","22","","",""
"No","1993","Not Working","middle vocational","65","0.836409994082129","0.755854795541592","0.916965192622666"
"No","1993","Not Working","vocational + Abi","3","","",""
"No","1993","Not Working","higher vocational","8","","",""
"No","1993","Not Working","higher education","16","","",""
"Yes","1994","Full Time","in school","2","","",""
"Yes","1994","Full Time","inadequately","16","","",""
"Yes","1994","Full Time","general elemantary","118","0.180786071479448","0.153188622587671","0.208383520371225"
"Yes","1994","Full Time","middle vocational","728","0.248040914670422","0.232632880218334","0.26344894912251"
"Yes","1994","Full Time","vocational + Abi","37","0.211166210094404","0.153285163830844","0.269047256357964"
"Yes","1994","Full Time","higher vocational","127","0.354332139510092","0.307920397734682","0.400743881285502"
"Yes","1994","Full Time","higher education","431","0.416504828368542","0.385919617865148","0.447090038871936"
"Yes","1994","Part Time","in school","1","","",""
"Yes","1994","Part Time","inadequately","16","","",""
"Yes","1994","Part Time","general elemantary","66","0.220415556133271","0.175623309543334","0.265207802723207"
"Yes","1994","Part Time","middle vocational","181","0.219203345494682","0.190571227981224","0.247835463008139"
"Yes","1994","Part Time","vocational + Abi","12","","",""
"Yes","1994","Part Time","higher vocational","38","0.303319769371506","0.212307036517829","0.394332502225184"
"Yes","1994","Part Time","higher education","127","0.583032704551477","0.517581551950562","0.648483857152391"
"Yes","1994","Not Working","in school","","","",""
"Yes","1994","Not Working","inadequately","2","","",""
"Yes","1994","Not Working","general elemantary","5","","",""
"Yes","1994","Not Working","middle vocational","6","","",""
"Yes","1994","Not Working","vocational + Abi","1","","",""
"Yes","1994","Not Working","higher vocational","3","","",""
"Yes","1994","Not Working","higher education","8","","",""
"No","1994","Full Time","in school","2","","",""
"No","1994","Full Time","inadequately","173","0.873534887870027","0.826149691682415","0.92092008405764"
"No","1994","Full Time","general elemantary","629","0.819213928520552","0.791616479628775","0.846811377412329"
"No","1994","Full Time","middle vocational","2290","0.751959085329578","0.73655105087749","0.767367119781666"
"No","1994","Full Time","vocational + Abi","154","0.788833789905596","0.730952743642036","0.846714836169156"
"No","1994","Full Time","higher vocational","281","0.645667860489908","0.599256118714498","0.692079602265318"
"No","1994","Full Time","higher education","567","0.583495171631458","0.552909961128064","0.614080382134852"
"No","1994","Part Time","in school","5","","",""
"No","1994","Part Time","inadequately","52","0.805729463708044","0.711693987818981","0.899764939597107"
"No","1994","Part Time","general elemantary","263","0.779584443866729","0.734792197276793","0.824376690456666"
"No","1994","Part Time","middle vocational","621","0.780796654505319","0.752164536991861","0.809428772018776"
"No","1994","Part Time","vocational + Abi","44","0.731131496037523","0.615007548902231","0.847255443172816"
"No","1994","Part Time","higher vocational","60","0.696680230628494","0.605667497774816","0.787692963482171"
"No","1994","Part Time","higher education","91","0.416967295448523","0.351516142847609","0.482418448049438"
"No","1994","Not Working","in school","1","","",""
"No","1994","Not Working","inadequately","4","","",""
"No","1994","Not Working","general elemantary","14","","",""
"No","1994","Not Working","middle vocational","59","0.918719476674505","0.852287661380295","0.985151291968715"
"No","1994","Not Working","vocational + Abi","4","","",""
"No","1994","Not Working","higher vocational","5","","",""
"No","1994","Not Working","higher education","13","","",""
"Yes","1995","Full Time","in school","3","","",""
"Yes","1995","Full Time","inadequately","21","","",""
"Yes","1995","Full Time","general elemantary","97","0.147586186334517","0.121696394802023","0.173475977867011"
"Yes","1995","Full Time","middle vocational","687","0.249174990394846","0.233699775676429","0.264650205113263"
"Yes","1995","Full Time","vocational + Abi","47","0.225576721460131","0.171443148886816","0.279710294033446"
"Yes","1995","Full Time","higher vocational","137","0.341293797133583","0.296582600658133","0.386004993609032"
"Yes","1995","Full Time","higher education","428","0.404163409892397","0.374424548958653","0.433902270826142"
"Yes","1995","Part Time","in school","","","",""
"Yes","1995","Part Time","inadequately","18","","",""
"Yes","1995","Part Time","general elemantary","68","0.206930538271639","0.166673557737205","0.247187518806073"
"Yes","1995","Part Time","middle vocational","241","0.224761791511366","0.198954413253127","0.250569169769605"
"Yes","1995","Part Time","vocational + Abi","19","","",""
"Yes","1995","Part Time","higher vocational","44","0.412138332992643","0.317080358804638","0.507196307180649"
"Yes","1995","Part Time","higher education","138","0.489326532045103","0.430564511233726","0.54808855285648"
"Yes","1995","Not Working","in school","","","",""
"Yes","1995","Not Working","inadequately","","","",""
"Yes","1995","Not Working","general elemantary","6","","",""
"Yes","1995","Not Working","middle vocational","18","","",""
"Yes","1995","Not Working","vocational + Abi","1","","",""
"Yes","1995","Not Working","higher vocational","4","","",""
"Yes","1995","Not Working","higher education","4","","",""
"No","1995","Full Time","in school","3","","",""
"No","1995","Full Time","inadequately","145","0.823495091507892","0.765498436229573","0.881491746786211"
"No","1995","Full Time","general elemantary","624","0.852413813665483","0.826524022132989","0.878303605197977"
"No","1995","Full Time","middle vocational","2314","0.750825009605154","0.735349794886737","0.766300224323571"
"No","1995","Full Time","vocational + Abi","182","0.774423278539869","0.720289705966554","0.828556851113184"
"No","1995","Full Time","higher vocational","295","0.658706202866417","0.613995006390968","0.703417399341867"
"No","1995","Full Time","higher education","618","0.595836590107603","0.566097729173858","0.625575451041347"
"No","1995","Part Time","in school","2","","",""
"No","1995","Part Time","inadequately","52","0.806899260809509","0.714429294807816","0.899369226811202"
"No","1995","Part Time","general elemantary","321","0.793069461728361","0.752812481193927","0.833326442262795"
"No","1995","Part Time","middle vocational","764","0.775238208488634","0.749430830230395","0.801045586746873"
"No","1995","Part Time","vocational + Abi","57","0.727863851833091","0.627804084819425","0.827923618846757"
"No","1995","Part Time","higher vocational","59","0.587861667007357","0.492803692819351","0.682919641195362"
"No","1995","Part Time","higher education","140","0.510673467954897","0.45191144714352","0.569435488766274"
"No","1995","Not Working","in school","5","","",""
"No","1995","Not Working","inadequately","1","","",""
"No","1995","Not Working","general elemantary","35","0.862671231603426","0.757315156559175","0.968027306647677"
"No","1995","Not Working","middle vocational","81","0.799728241742634","0.720894604322346","0.878561879162923"
"No","1995","Not Working","vocational + Abi","5","","",""
"No","1995","Not Working","higher vocational","6","","",""
"No","1995","Not Working","higher education","17","","",""
"Yes","1996","Full Time","in school","2","","",""
"Yes","1996","Full Time","inadequately","15","","",""
"Yes","1996","Full Time","general elemantary","83","0.143283874376834","0.116160969230679","0.170406779522988"
"Yes","1996","Full Time","middle vocational","659","0.249694648853466","0.233834297586234","0.265555000120698"
"Yes","1996","Full Time","vocational + Abi","56","0.250407270602947","0.195480345076361","0.305334196129533"
"Yes","1996","Full Time","higher vocational","143","0.344169209154048","0.299159302237181","0.389179116070916"
"Yes","1996","Full Time","higher education","415","0.393186380640293","0.363457017514691","0.422915743765894"
"Yes","1996","Part Time","in school","","","",""
"Yes","1996","Part Time","inadequately","23","","",""
"Yes","1996","Part Time","general elemantary","57","0.172818981002882","0.134551624941058","0.211086337064706"
"Yes","1996","Part Time","middle vocational","226","0.225687403213352","0.19943431277621","0.251940493650494"
"Yes","1996","Part Time","vocational + Abi","10","","",""
"Yes","1996","Part Time","higher vocational","46","0.44125517543036","0.348040024975499","0.534470325885222"
"Yes","1996","Part Time","higher education","131","0.515178431020751","0.454313377059388","0.576043484982114"
"Yes","1996","Not Working","in school","","","",""
"Yes","1996","Not Working","inadequately","1","","",""
"Yes","1996","Not Working","general elemantary","5","","",""
"Yes","1996","Not Working","middle vocational","12","","",""
"Yes","1996","Not Working","vocational + Abi","","","",""
"Yes","1996","Not Working","higher vocational","2","","",""
"Yes","1996","Not Working","higher education","5","","",""
"No","1996","Full Time","in school","3","","",""
"No","1996","Full Time","inadequately","113","0.857157159664646","0.796539024275276","0.917775295054016"
"No","1996","Full Time","general elemantary","558","0.856716125623166","0.829593220477012","0.883839030769321"
"No","1996","Full Time","middle vocational","2202","0.750305351146534","0.734444999879302","0.766165702413766"
"No","1996","Full Time","vocational + Abi","183","0.749592729397053","0.694665803870467","0.804519654923639"
"No","1996","Full Time","higher vocational","285","0.655830790845952","0.610820883929084","0.700840697762819"
"No","1996","Full Time","higher education","622","0.606813619359708","0.577084256234106","0.636542982485309"
"No","1996","Part Time","in school","3","","",""
"No","1996","Part Time","inadequately","58","0.640330247830678","0.535819838640281","0.744840657021075"
"No","1996","Part Time","general elemantary","318","0.827181018997118","0.788913662935294","0.865448375058942"
"No","1996","Part Time","middle vocational","748","0.774312596786648","0.748059506349506","0.80056568722379"
"No","1996","Part Time","vocational + Abi","56","0.842664773251313","0.754819878272346","0.93050966823028"
"No","1996","Part Time","higher vocational","63","0.55874482456964","0.465529674114778","0.651959975024501"
"No","1996","Part Time","higher education","128","0.484821568979249","0.423956515017886","0.545686622940612"
"No","1996","Not Working","in school","2","","",""
"No","1996","Not Working","inadequately","2","","",""
"No","1996","Not Working","general elemantary","25","","",""
"No","1996","Not Working","middle vocational","51","0.802857479036408","0.704617740507372","0.901097217565444"
"No","1996","Not Working","vocational + Abi","5","","",""
"No","1996","Not Working","higher vocational","6","","",""
"No","1996","Not Working","higher education","7","","",""
"Yes","1997","Full Time","in school","1","","",""
"Yes","1997","Full Time","inadequately","15","","",""
"Yes","1997","Full Time","general elemantary","77","0.150602545675894","0.123336698556937","0.177868392794851"
"Yes","1997","Full Time","middle vocational","624","0.244683311047862","0.228609959571967","0.260756662523758"
"Yes","1997","Full Time","vocational + Abi","53","0.239989151334225","0.184795404933693","0.295182897734756"
"Yes","1997","Full Time","higher vocational","140","0.3400346890111","0.295415023590525","0.384654354431675"
"Yes","1997","Full Time","higher education","436","0.395859955225517","0.366666983415037","0.425052927035997"
"Yes","1997","Part Time","in school","1","","",""
"Yes","1997","Part Time","inadequately","17","","",""
"Yes","1997","Part Time","general elemantary","65","0.221539434234178","0.17726698273996","0.265811885728395"
"Yes","1997","Part Time","middle vocational","228","0.214770460641314","0.189317771128298","0.24022315015433"
"Yes","1997","Part Time","vocational + Abi","12","","",""
"Yes","1997","Part Time","higher vocational","47","0.45950724409162","0.363727749427717","0.555286738755523"
"Yes","1997","Part Time","higher education","129","0.468633174551248","0.407021706998927","0.53024464210357"
"Yes","1997","Not Working","in school","","","",""
"Yes","1997","Not Working","inadequately","1","","",""
"Yes","1997","Not Working","general elemantary","2","","",""
"Yes","1997","Not Working","middle vocational","13","","",""
"Yes","1997","Not Working","vocational + Abi","1","","",""
"Yes","1997","Not Working","higher vocational","","","",""
"Yes","1997","Not Working","higher education","6","","",""
"No","1997","Full Time","in school","2","","",""
"No","1997","Full Time","inadequately","97","0.82847259178915","0.758658207042843","0.898286976535457"
"No","1997","Full Time","general elemantary","584","0.849397454324106","0.822131607205149","0.876663301443063"
"No","1997","Full Time","middle vocational","2124","0.755316688952138","0.739243337476242","0.771390040428033"
"No","1997","Full Time","vocational + Abi","177","0.760010848665775","0.704817102265244","0.815204595066307"
"No","1997","Full Time","higher vocational","293","0.6599653109889","0.615345645568325","0.704584976409475"
"No","1997","Full Time","higher education","642","0.604140044774483","0.574947072964003","0.633333016584963"
"No","1997","Part Time","in school","6","","",""
"No","1997","Part Time","inadequately","56","0.833459977361723","0.747994967792668","0.918924986930778"
"No","1997","Part Time","general elemantary","273","0.778460565765822","0.734188114271605","0.82273301726004"
"No","1997","Part Time","middle vocational","772","0.785229539358686","0.75977684984567","0.810682228871702"
"No","1997","Part Time","vocational + Abi","65","0.824494623961665","0.739529273199829","0.909459974723501"
"No","1997","Part Time","higher vocational","57","0.54049275590838","0.444713261244477","0.636272250572283"
"No","1997","Part Time","higher education","123","0.531366825448752","0.46975535789643","0.592978293001073"
"No","1997","Not Working","in school","2","","",""
"No","1997","Not Working","inadequately","4","","",""
"No","1997","Not Working","general elemantary","23","","",""
"No","1997","Not Working","middle vocational","49","0.84339488085335","0.752931939656499","0.933857822050201"
"No","1997","Not Working","vocational + Abi","4","","",""
"No","1997","Not Working","higher vocational","2","","",""
"No","1997","Not Working","higher education","8","","",""
"Yes","1998","Full Time","in school","1","","",""
"Yes","1998","Full Time","inadequately","14","","",""
"Yes","1998","Full Time","general elemantary","92","0.163611277432631","0.135474474211854","0.191748080653407"
"Yes","1998","Full Time","middle vocational","667","0.244966924566715","0.229373385284129","0.260560463849301"
"Yes","1998","Full Time","vocational + Abi","59","0.263575904503492","0.209180192168057","0.317971616838927"
"Yes","1998","Full Time","higher vocational","141","0.32667781268252","0.284322399785612","0.369033225579429"
"Yes","1998","Full Time","higher education","443","0.4034703987889","0.374700168188954","0.432240629388846"
"Yes","1998","Part Time","in school","","","",""
"Yes","1998","Part Time","inadequately","15","","",""
"Yes","1998","Part Time","general elemantary","63","0.180331463334758","0.141157084861551","0.219505841807964"
"Yes","1998","Part Time","middle vocational","231","0.195685657583762","0.172716335017959","0.218654980149564"
"Yes","1998","Part Time","vocational + Abi","19","","",""
"Yes","1998","Part Time","higher vocational","52","0.455137487856202","0.361650835112101","0.548624140600304"
"Yes","1998","Part Time","higher education","169","0.468465758538273","0.414297628821303","0.522633888255244"
"Yes","1998","Not Working","in school","","","",""
"Yes","1998","Not Working","inadequately","","","",""
"Yes","1998","Not Working","general elemantary","7","","",""
"Yes","1998","Not Working","middle vocational","14","","",""
"Yes","1998","Not Working","vocational + Abi","3","","",""
"Yes","1998","Not Working","higher vocational","1","","",""
"Yes","1998","Not Working","higher education","10","","",""
"No","1998","Full Time","in school","2","","",""
"No","1998","Full Time","inadequately","94","0.85077719958898","0.783578367127285","0.917976032050675"
"No","1998","Full Time","general elemantary","572","0.836388722567369","0.808251919346592","0.864525525788146"
"No","1998","Full Time","middle vocational","2255","0.755033075433285","0.739439536150699","0.770626614715871"
"No","1998","Full Time","vocational + Abi","193","0.736424095496508","0.682028383161073","0.790819807831943"
"No","1998","Full Time","higher vocational","330","0.67332218731748","0.630966774420571","0.715677600214388"
"No","1998","Full Time","higher education","674","0.5965296012111","0.567759370611154","0.625299831811046"
"No","1998","Part Time","in school","10","","",""
"No","1998","Part Time","inadequately","51","0.755656355930955","0.651989765168357","0.859322946693554"
"No","1998","Part Time","general elemantary","307","0.819668536665242","0.780494158192036","0.858842915138449"
"No","1998","Part Time","middle vocational","915","0.804314342416238","0.781345019850436","0.827283664982041"
"No","1998","Part Time","vocational + Abi","82","0.84637279192669","0.776048993561504","0.916696590291876"
"No","1998","Part Time","higher vocational","57","0.544862512143798","0.451375859399696","0.638349164887899"
"No","1998","Part Time","higher education","157","0.531534241461727","0.477366111744756","0.585702371178697"
"No","1998","Not Working","in school","1","","",""
"No","1998","Not Working","inadequately","3","","",""
"No","1998","Not Working","general elemantary","24","","",""
"No","1998","Not Working","middle vocational","39","0.705189258526316","0.58243554138512","0.827942975667512"
"No","1998","Not Working","vocational + Abi","5","","",""
"No","1998","Not Working","higher vocational","6","","",""
"No","1998","Not Working","higher education","14","","",""
"Yes","1999","Full Time","in school","1","","",""
"Yes","1999","Full Time","inadequately","10","","",""
"Yes","1999","Full Time","general elemantary","77","0.153479825042699","0.125153045479669","0.181806604605729"
"Yes","1999","Full Time","middle vocational","619","0.240116936251455","0.224154926380057","0.256078946122854"
"Yes","1999","Full Time","vocational + Abi","48","0.233843380139111","0.181163646572942","0.28652311370528"
"Yes","1999","Full Time","higher vocational","148","0.345439172321219","0.301258849652745","0.389619494989693"
"Yes","1999","Full Time","higher education","443","0.390492824947024","0.36187003693047","0.419115612963578"
"Yes","1999","Part Time","in school","1","","",""
"Yes","1999","Part Time","inadequately","14","","",""
"Yes","1999","Part Time","general elemantary","55","0.176184480402822","0.134245557787815","0.21812340301783"
"Yes","1999","Part Time","middle vocational","202","0.180185875644815","0.157231879208367","0.203139872081262"
"Yes","1999","Part Time","vocational + Abi","16","","",""
"Yes","1999","Part Time","higher vocational","49","0.494304245968356","0.400872691922855","0.587735800013857"
"Yes","1999","Part Time","higher education","149","0.481617464071383","0.424981957271187","0.538252970871578"
"Yes","1999","Not Working","in school","","","",""
"Yes","1999","Not Working","inadequately","1","","",""
"Yes","1999","Not Working","general elemantary","1","","",""
"Yes","1999","Not Working","middle vocational","9","","",""
"Yes","1999","Not Working","vocational + Abi","","","",""
"Yes","1999","Not Working","higher vocational","","","",""
"Yes","1999","Not Working","higher education","10","","",""
"No","1999","Full Time","in school","","","",""
"No","1999","Full Time","inadequately","88","0.861777386880046","0.793445698805811","0.930109074954282"
"No","1999","Full Time","general elemantary","545","0.846520174957301","0.818193395394271","0.87484695452033"
"No","1999","Full Time","middle vocational","2132","0.759883063748545","0.743921053877146","0.775845073619943"
"No","1999","Full Time","vocational + Abi","200","0.766156619860889","0.71347688629472","0.818836353427058"
"No","1999","Full Time","higher vocational","297","0.654560827678781","0.610380505010307","0.698741150347255"
"No","1999","Full Time","higher education","673","0.609507175052976","0.580884387036422","0.63812996306953"
"No","1999","Part Time","in school","18","","",""
"No","1999","Part Time","inadequately","47","0.762549988137273","0.655766665366401","0.869333310908146"
"No","1999","Part Time","general elemantary","262","0.823815519597178","0.78187659698217","0.865754442212185"
"No","1999","Part Time","middle vocational","875","0.819814124355185","0.796860127918738","0.842768120791633"
"No","1999","Part Time","vocational + Abi","63","0.776383904050963","0.684503195135046","0.868264612966881"
"No","1999","Part Time","higher vocational","61","0.505695754031644","0.412264199986143","0.599127308077145"
"No","1999","Part Time","higher education","150","0.518382535928617","0.461747029128422","0.575018042728813"
"No","1999","Not Working","in school","2","","",""
"No","1999","Not Working","inadequately","3","","",""
"No","1999","Not Working","general elemantary","15","","",""
"No","1999","Not Working","middle vocational","40","0.729870105843765","0.605544906783459","0.854195304904071"
"No","1999","Not Working","vocational + Abi","6","","",""
"No","1999","Not Working","higher vocational","3","","",""
"No","1999","Not Working","higher education","7","","",""
"Yes","2000","Full Time","in school","","","",""
"Yes","2000","Full Time","inadequately","11","","",""
"Yes","2000","Full Time","general elemantary","102","0.1375311858071","0.113943874760031","0.161118496854169"
"Yes","2000","Full Time","middle vocational","1025","0.206157869527762","0.195057309374795","0.21725842968073"
"Yes","2000","Full Time","vocational + Abi","104","0.202245918282052","0.168858326459194","0.23563351010491"
"Yes","2000","Full Time","higher vocational","290","0.293418563350179","0.264997878527592","0.321839248172766"
"Yes","2000","Full Time","higher education","801","0.345016771374934","0.325038695711904","0.364994847037965"
"Yes","2000","Part Time","in school","3","","",""
"Yes","2000","Part Time","inadequately","11","","",""
"Yes","2000","Part Time","general elemantary","82","0.148131532157083","0.118683775474852","0.177579288839314"
"Yes","2000","Part Time","middle vocational","422","0.188295688889615","0.171602667960011","0.204988709819219"
"Yes","2000","Part Time","vocational + Abi","37","0.216959685451283","0.159692856545172","0.274226514357394"
"Yes","2000","Part Time","higher vocational","107","0.375171190921738","0.317632642326796","0.43270973951668"
"Yes","2000","Part Time","higher education","277","0.425854591638618","0.385785290014975","0.465923893262261"
"Yes","2000","Not Working","in school","2","","",""
"Yes","2000","Not Working","inadequately","1","","",""
"Yes","2000","Not Working","general elemantary","7","","",""
"Yes","2000","Not Working","middle vocational","28","","",""
"Yes","2000","Not Working","vocational + Abi","1","","",""
"Yes","2000","Not Working","higher vocational","5","","",""
"Yes","2000","Not Working","higher education","10","","",""
"No","2000","Full Time","in school","2","","",""
"No","2000","Full Time","inadequately","70","0.891060311175065","0.823209944835116","0.958910677515014"
"No","2000","Full Time","general elemantary","717","0.8624688141929","0.838881503145831","0.886056125239969"
"No","2000","Full Time","middle vocational","4077","0.793842130472238","0.78274157031927","0.804942690625205"
"No","2000","Full Time","vocational + Abi","452","0.797754081717948","0.76436648989509","0.831141673540806"
"No","2000","Full Time","higher vocational","696","0.706581436649821","0.678160751827234","0.735002121472408"
"No","2000","Full Time","higher education","1374","0.654983228625066","0.635005152962035","0.674961304288096"
"No","2000","Part Time","in school","32","0.927053112065297","0.84090023975307","1.01320598437752"
"No","2000","Part Time","inadequately","43","0.836972051697969","0.738449030556363","0.935495072839575"
"No","2000","Part Time","general elemantary","477","0.851868467842917","0.822420711160686","0.881316224525148"
"No","2000","Part Time","middle vocational","1685","0.811704311110385","0.795011290180781","0.828397332039989"
"No","2000","Part Time","vocational + Abi","162","0.783040314548717","0.725773485642606","0.840307143454828"
"No","2000","Part Time","higher vocational","165","0.624828809078262","0.567290260483319","0.682367357673204"
"No","2000","Part Time","higher education","308","0.574145408361382","0.534076106737739","0.614214709985025"
"No","2000","Not Working","in school","8","","",""
"No","2000","Not Working","inadequately","7","","",""
"No","2000","Not Working","general elemantary","55","0.910255614777532","0.839111730490262","0.981399499064801"
"No","2000","Not Working","middle vocational","99","0.804959324018404","0.736047174783921","0.873871473252887"
"No","2000","Not Working","vocational + Abi","10","","",""
"No","2000","Not Working","higher vocational","4","","",""
"No","2000","Not Working","higher education","26","","",""
"Yes","2001","Full Time","in school","","","",""
"Yes","2001","Full Time","inadequately","8","","",""
"Yes","2001","Full Time","general elemantary","89","0.150872570169105","0.124710312094573","0.177034828243638"
"Yes","2001","Full Time","middle vocational","882","0.201124189864575","0.189283013182251","0.212965366546899"
"Yes","2001","Full Time","vocational + Abi","100","0.222527232465227","0.184599115677591","0.260455349252863"
"Yes","2001","Full Time","higher vocational","240","0.28974228168712","0.258730544052962","0.320754019321278"
"Yes","2001","Full Time","higher education","690","0.331276351879449","0.310326654945896","0.352226048813003"
"Yes","2001","Part Time","in school","2","","",""
"Yes","2001","Part Time","inadequately","8","","",""
"Yes","2001","Part Time","general elemantary","77","0.197052759199754","0.158874613699794","0.235230904699714"
"Yes","2001","Part Time","middle vocational","371","0.196843822147122","0.178388003407991","0.215299640886253"
"Yes","2001","Part Time","vocational + Abi","29","","",""
"Yes","2001","Part Time","higher vocational","94","0.396555702253895","0.33492301533517","0.45818838917262"
"Yes","2001","Part Time","higher education","261","0.463761007151537","0.421103570948763","0.50641844335431"
"Yes","2001","Not Working","in school","","","",""
"Yes","2001","Not Working","inadequately","1","","",""
"Yes","2001","Not Working","general elemantary","3","","",""
"Yes","2001","Not Working","middle vocational","21","","",""
"Yes","2001","Not Working","vocational + Abi","","","",""
"Yes","2001","Not Working","higher vocational","2","","",""
"Yes","2001","Not Working","higher education","6","","",""
"No","2001","Full Time","in school","","","",""
"No","2001","Full Time","inadequately","52","0.868861808796962","0.783451082604689","0.954272534989236"
"No","2001","Full Time","general elemantary","630","0.849127429830895","0.822965171756362","0.875289687905427"
"No","2001","Full Time","middle vocational","3520","0.798875810135425","0.787034633453102","0.810716986817749"
"No","2001","Full Time","vocational + Abi","362","0.777472767534773","0.739544650747137","0.81540088432241"
"No","2001","Full Time","higher vocational","582","0.71025771831288","0.679245980678722","0.741269455947038"
"No","2001","Full Time","higher education","1249","0.668723648120551","0.647773951186997","0.689673345054104"
"No","2001","Part Time","in school","42","0.978463405344261","0.935570786457446","1.02135602423108"
"No","2001","Part Time","inadequately","28","","",""
"No","2001","Part Time","general elemantary","340","0.802947240800246","0.764769095300286","0.841125386300206"
"No","2001","Part Time","middle vocational","1412","0.803156177852878","0.784700359113747","0.821611996592008"
"No","2001","Part Time","vocational + Abi","167","0.845198541307979","0.794559328124716","0.895837754491242"
"No","2001","Part Time","higher vocational","148","0.603444297746105","0.54181161082738","0.66507698466483"
"No","2001","Part Time","higher education","264","0.536238992848463","0.49358155664569","0.578896429051237"
"No","2001","Not Working","in school","9","","",""
"No","2001","Not Working","inadequately","2","","",""
"No","2001","Not Working","general elemantary","28","","",""
"No","2001","Not Working","middle vocational","75","0.813544223457338","0.735634622724043","0.891453824190634"
"No","2001","Not Working","vocational + Abi","8","","",""
"No","2001","Not Working","higher vocational","8","","",""
"No","2001","Not Working","higher education","22","","",""
"Yes","2002","Full Time","in school","1","","",""
"Yes","2002","Full Time","inadequately","9","","",""
"Yes","2002","Full Time","general elemantary","77","0.118705067062951","0.0942323552325023","0.1431777788934"
"Yes","2002","Full Time","middle vocational","913","0.211258902638959","0.199196165754542","0.223321639523376"
"Yes","2002","Full Time","vocational + Abi","102","0.189524328824913","0.156680263829644","0.222368393820182"
"Yes","2002","Full Time","higher vocational","226","0.275449132479251","0.24596631775235","0.304931947206151"
"Yes","2002","Full Time","higher education","994","0.337052038301905","0.319030672249137","0.355073404354672"
"Yes","2002","Part Time","in school","5","","",""
"Yes","2002","Part Time","inadequately","7","","",""
"Yes","2002","Part Time","general elemantary","88","0.194890776075746","0.159268281431167","0.230513270720325"
"Yes","2002","Part Time","middle vocational","458","0.208814087795914","0.191110766649837","0.22651740894199"
"Yes","2002","Part Time","vocational + Abi","42","0.191339811511567","0.140056085212429","0.242623537810705"
"Yes","2002","Part Time","higher vocational","104","0.305053256019242","0.253881362070133","0.35622514996835"
"Yes","2002","Part Time","higher education","341","0.418102316434288","0.382345898604206","0.45385873426437"
"Yes","2002","Not Working","in school","1","","",""
"Yes","2002","Not Working","inadequately","","","",""
"Yes","2002","Not Working","general elemantary","3","","",""
"Yes","2002","Not Working","middle vocational","16","","",""
"Yes","2002","Not Working","vocational + Abi","2","","",""
"Yes","2002","Not Working","higher vocational","1","","",""
"Yes","2002","Not Working","higher education","15","","",""
"No","2002","Full Time","in school","2","","",""
"No","2002","Full Time","inadequately","46","0.861235792952563","0.769873600948849","0.952597984956276"
"No","2002","Full Time","general elemantary","594","0.881294932937049","0.8568222211066","0.905767644767498"
"No","2002","Full Time","middle vocational","3486","0.788741097361041","0.776678360476624","0.800803834245458"
"No","2002","Full Time","vocational + Abi","445","0.810475671175087","0.777631606179818","0.843319736170356"
"No","2002","Full Time","higher vocational","656","0.724550867520749","0.695068052793848","0.75403368224765"
"No","2002","Full Time","higher education","1649","0.662947961698095","0.644926595645328","0.680969327750863"
"No","2002","Part Time","in school","54","0.887489654154626","0.806859040604134","0.968120267705119"
"No","2002","Part Time","inadequately","32","0.895269634213491","0.799168386816946","0.991370881610036"
"No","2002","Part Time","general elemantary","387","0.805109223924254","0.769486729279675","0.840731718568833"
"No","2002","Part Time","middle vocational","1567","0.791185912204086","0.77348259105801","0.808889233350163"
"No","2002","Part Time","vocational + Abi","184","0.808660188488433","0.757376462189295","0.859943914787571"
"No","2002","Part Time","higher vocational","207","0.694946743980758","0.64377485003165","0.746118637929867"
"No","2002","Part Time","higher education","390","0.581897683565712","0.54614126573563","0.617654101395794"
"No","2002","Not Working","in school","7","","",""
"No","2002","Not Working","inadequately","3","","",""
"No","2002","Not Working","general elemantary","37","0.94524963945501","0.874750332563829","1.01574894634619"
"No","2002","Not Working","middle vocational","81","0.86037047512053","0.791395174295228","0.929345775945831"
"No","2002","Not Working","vocational + Abi","8","","",""
"No","2002","Not Working","higher vocational","8","","",""
"No","2002","Not Working","higher education","21","","",""
"Yes","2003","Full Time","in school","","","",""
"Yes","2003","Full Time","inadequately","9","","",""
"Yes","2003","Full Time","general elemantary","75","0.162246648220209","0.132112416565482","0.192380879874936"
"Yes","2003","Full Time","middle vocational","860","0.230847006020313","0.217634205569253","0.244059806471374"
"Yes","2003","Full Time","vocational + Abi","98","0.204498426995064","0.169390141718947","0.23960671227118"
"Yes","2003","Full Time","higher vocational","205","0.268443130961517","0.23730385670287","0.299582405220164"
"Yes","2003","Full Time","higher education","886","0.333091267423291","0.314091898294249","0.352090636552333"
"Yes","2003","Part Time","in school","3","","",""
"Yes","2003","Part Time","inadequately","3","","",""
"Yes","2003","Part Time","general elemantary","76","0.196010102894013","0.156762210524293","0.235257995263732"
"Yes","2003","Part Time","middle vocational","405","0.20857999184479","0.189841740764736","0.227318242924844"
"Yes","2003","Part Time","vocational + Abi","43","0.233247189067928","0.176719040855895","0.289775337279961"
