"pgoeffd","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","1995","Bavaria","(Married) couple without C. ","182","0.694883955873862","0.637226733889912","0.752541177857812","2"
"No","1995","Hamburg","(Married) couple without C. ","12","","","","2"
"No","1995","Hamburg","Single parent ","1","","","","2"
"No","1995","Hamburg","Couple + C. LE 16 ","8","","","","2"
"No","1995","Hamburg","Couple + C. GT 16 ","9","","","","2"
"No","1995","Hamburg","Couple + C. LE and GT 16","7","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","Single parent ","11","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","95","0.7751742433918","0.69952965588786","0.85081883089574","2"
"No","1995","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","64","0.717138055808664","0.62194889212903","0.812327219488299","2"
"No","1995","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","21","","","","2"
"No","1995","Baden-Württemberg","1-pers.-HH","84","0.760576560839166","0.679340293619304","0.841812828059028","2"
"No","1995","Baden-Württemberg","(Married) couple without C. ","172","0.790665513391284","0.73690622149197","0.844424805290597","2"
"No","1995","Baden-Württemberg","Couple + C. GT 16 ","181","0.76958580918939","0.714563353552266","0.824608264826514","2"
"No","1995","Lower Saxony","1-pers.-HH","37","0.62348231767132","0.494254511970241","0.7527101233724","2"
"No","1995","Lower Saxony","(Married) couple without C. ","127","0.732178704424266","0.666570195674182","0.797787213174351","2"
"No","1995","Lower Saxony","Single parent ","25","","","","2"
"No","1995","Lower Saxony","Couple + C. LE 16 ","125","0.711354449118418","0.642003624898164","0.780705273338672","2"
"No","1995","Lower Saxony","Couple + C. GT 16 ","76","0.724356055245719","0.636336175792134","0.812375934699303","2"
"No","1995","Hesse","Single parent ","19","","","","2"
"No","1995","Hesse","Couple + C. LE 16 ","122","0.754264234574457","0.685596050930016","0.822932418218898","2"
"No","1995","Hesse","Couple + C. LE and GT 16","33","0.705711817240166","0.569500256328607","0.841923378151726","2"
"No","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","21","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","69","0.77864381562633","0.691406214651171","0.865881416601489","2"
"No","1995","Lower Saxony","Couple + C. LE and GT 16","31","0.760545075268163","0.624860444037099","0.896229706499226","2"
"No","1995","Bremen","1-pers.-HH","4","","","","2"
"No","1995","Bremen","(Married) couple without C. ","8","","","","2"
"No","1995","Bremen","Single parent ","","","","","2"
"No","1995","Bremen","Couple + C. LE 16 ","6","","","","2"
"No","1995","Bremen","Couple + C. GT 16 ","7","","","","2"
"No","1995","Bremen","Couple + C. LE and GT 16","2","","","","2"
"No","1995","North Rhine-Westphalia","Single parent ","50","0.710275012498474","0.604757350137075","0.815792674859872","2"
"No","1995","North Rhine-Westphalia","Couple + C. LE 16 ","318","0.752904853950281","0.711752562646874","0.794057145253688","2"
"No","1995","North Rhine-Westphalia","Couple + C. GT 16 ","215","0.786379816825896","0.737761033305424","0.834998600346368","2"
"No","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","133","0.755198867074346","0.689790783669463","0.82060695047923","2"
"No","1995","Hesse","1-pers.-HH","35","0.723104458953704","0.597816725705966","0.848392192201443","2"
"No","1995","Hesse","(Married) couple without C. ","118","0.702857456546181","0.633127055109305","0.772587857983057","2"
"No","1995","Hesse","Couple + C. GT 16 ","79","0.684035378258596","0.595533259223386","0.772537497293807","2"
"No","1995","Bavaria","Couple + C. LE 16 ","227","0.830568422394905","0.786069278829779","0.875067565960032","2"
"No","1995","Bavaria","Couple + C. GT 16 ","159","0.800345679511668","0.744095309335887","0.856596049687448","2"
"No","1995","Bavaria","Couple + C. LE and GT 16","72","0.687208770680706","0.59723423058708","0.777183310774332","2"
"No","1995","North Rhine-Westphalia","1-pers.-HH","104","0.734373985665886","0.660685014540056","0.808062956791716","2"
"No","1995","North Rhine-Westphalia","(Married) couple without C. ","284","0.739605533222385","0.695654948677649","0.78355611776712","2"
"No","1995","Berlin","1-pers.-HH","30","0.60787695840751","0.472550688546722","0.743203228268298","2"
"No","1995","Berlin","(Married) couple without C. ","41","0.673692913652546","0.556986025695725","0.790399801609367","2"
"No","1995","Berlin","Single parent ","11","","","","2"
"No","1995","Berlin","Couple + C. LE 16 ","83","0.681401557984469","0.598037114947932","0.764766001021006","2"
"No","1995","Berlin","Couple + C. GT 16 ","33","0.657727217411224","0.517532760545111","0.797921674277336","2"
"No","1995","Berlin","Couple + C. LE and GT 16","7","","","","2"
"No","1995","Brandenburg","1-pers.-HH","12","","","","2"
"No","1995","Brandenburg","(Married) couple without C. ","52","0.723350453448531","0.620731868582755","0.825969038314306","2"
"No","1995","Brandenburg","Single parent ","12","","","","2"
"No","1995","Brandenburg","Couple + C. LE 16 ","62","0.683860732214158","0.589865198272498","0.777856266155819","2"
"No","1995","Brandenburg","Couple + C. GT 16 ","51","0.698127539316528","0.593532433492318","0.802722645140738","2"
"No","1995","Brandenburg","Couple + C. LE and GT 16","38","0.720410346039883","0.597237912519192","0.843582779560575","2"
"No","1995","Mecklenburg-Western Pomerania","1-pers.-HH","5","","","","2"
"No","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","23","","","","2"
"No","1995","Mecklenburg-Western Pomerania","Single parent ","6","","","","2"
"No","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","54","0.68231192095959","0.58154149283212","0.78308234908706","2"
"No","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","36","0.57307337062861","0.455509095323677","0.690637645933544","2"
"No","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","19","","","","2"
"No","1995","Saxony","1-pers.-HH","19","","","","2"
"No","1995","Saxony","(Married) couple without C. ","84","0.610450691054827","0.528493861282158","0.692407520827497","2"
"No","1995","Saxony","Single parent ","18","","","","2"
"No","1995","Saxony","Couple + C. LE 16 ","144","0.741553200653943","0.681032102700598","0.802074298607289","2"
"No","1995","Saxony","Couple + C. GT 16 ","92","0.697401296054873","0.619620819681899","0.775181772427846","2"
"No","1995","Saxony-Anhalt","(Married) couple without C. ","57","0.688456215582401","0.586331172314599","0.790581258850203","2"
"No","1995","Saxony-Anhalt","Single parent ","8","","","","2"
"No","1995","Saxony-Anhalt","Couple + C. LE 16 ","86","0.71554561479076","0.63738857804946","0.79370265153206","2"
"No","1995","Saxony-Anhalt","Couple + C. GT 16 ","72","0.708667700970045","0.620489010917705","0.796846391022385","2"
"No","1995","Saxony-Anhalt","Couple + C. LE and GT 16","32","0.657261066697415","0.528258873699013","0.786263259695818","2"
"No","1995","Thuringia","1-pers.-HH","11","","","","2"
"No","1995","Thuringia","(Married) couple without C. ","41","0.750426617668312","0.637080323647509","0.863772911689115","2"
"No","1995","Thuringia","Single parent ","9","","","","2"
"No","1995","Thuringia","Couple + C. LE 16 ","108","0.833525875862037","0.770218373023865","0.89683337870021","2"
"No","1995","Thuringia","Couple + C. GT 16 ","65","0.750008116748948","0.657409524597467","0.842606708900428","2"
"No","1995","Thuringia","Couple + C. LE and GT 16","39","0.742896874988339","0.624111119921513","0.861682630055164","2"
"No","1995","Saxony","Couple + C. LE and GT 16","55","0.650327156758835","0.548951069383188","0.751703244134481","2"
"No","1995","Saxony-Anhalt","1-pers.-HH","12","","","","2"
"Yes","1995","Schleswig-Holstein","1-pers.-HH","6","","","","1"
"Yes","1995","Schleswig-Holstein","(Married) couple without C. ","15","","","","1"
"Yes","1995","Schleswig-Holstein","Single parent ","1","","","","1"
"Yes","1995","Schleswig-Holstein","Couple + C. LE 16 ","15","","","","1"
"Yes","1995","Schleswig-Holstein","Couple + C. GT 16 ","5","","","","1"
"Yes","1995","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","1"
"Yes","1995","Hamburg","1-pers.-HH","6","","","","1"
"Yes","1995","Hamburg","(Married) couple without C. ","8","","","","1"
"Yes","1995","Hamburg","Single parent ","1","","","","1"
"Yes","1995","Hamburg","Couple + C. LE 16 ","5","","","","1"
"Yes","1995","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","1995","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1995","Lower Saxony","1-pers.-HH","17","","","","1"
"Yes","1995","Baden-Württemberg","Couple + C. GT 16 ","44","0.23041419081061","0.175391735173486","0.285436646447734","1"
"Yes","1995","Baden-Württemberg","Couple + C. LE and GT 16","26","","","","1"
"Yes","1995","Bavaria","1-pers.-HH","32","0.388599325846425","0.29624224869613","0.480956402996719","1"
"Yes","1995","Bavaria","(Married) couple without C. ","63","0.305116044126138","0.247458822142188","0.362773266110088","1"
"Yes","1995","Bavaria","Single parent ","12","","","","1"
"Yes","1995","Bavaria","Couple + C. LE 16 ","46","0.169431577605094","0.124932434039968","0.213930721170221","1"
"Yes","1995","Bavaria","Couple + C. GT 16 ","35","0.199654320488332","0.143403950312552","0.255904690664113","1"
"Yes","1995","Bavaria","Couple + C. LE and GT 16","30","0.312791229319294","0.222816689225667","0.40276576941292","1"
"Yes","1995","Berlin","1-pers.-HH","20","","","","1"
"Yes","1995","Berlin","(Married) couple without C. ","21","","","","1"
"Yes","1995","Berlin","Single parent ","12","","","","1"
"Yes","1995","Berlin","Couple + C. LE 16 ","37","0.318598442015531","0.235233998978994","0.401962885052068","1"
"Yes","1995","Berlin","Couple + C. GT 16 ","11","","","","1"
"Yes","1995","Berlin","Couple + C. LE and GT 16","6","","","","1"
"Yes","1995","Brandenburg","1-pers.-HH","5","","","","1"
"Yes","1995","Brandenburg","(Married) couple without C. ","21","","","","1"
"Yes","1995","Brandenburg","Single parent ","14","","","","1"
"Yes","1995","Baden-Württemberg","(Married) couple without C. ","48","0.209334486608716","0.155575194709403","0.26309377850803","1"
"Yes","1995","Baden-Württemberg","Single parent ","6","","","","1"
"Yes","1995","Baden-Württemberg","Couple + C. LE 16 ","47","0.243147884256889","0.193430778730376","0.292864989783402","1"
"Yes","1995","Brandenburg","Couple + C. LE 16 ","32","0.316139267785842","0.222143733844181","0.410134801727502","1"
"Yes","1995","Brandenburg","Couple + C. GT 16 ","23","","","","1"
"Yes","1995","Brandenburg","Couple + C. LE and GT 16","13","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","1-pers.-HH","4","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","16","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","22","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","6","","","","1"
"Yes","1995","Baden-Württemberg","1-pers.-HH","22","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Single parent ","5","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","28","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","32","0.42692662937139","0.309362354066456","0.544490904676323","1"
"Yes","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","1"
"Yes","1995","Saxony","1-pers.-HH","7","","","","1"
"Yes","1995","Lower Saxony","(Married) couple without C. ","48","0.267821295575734","0.202212786825649","0.333429804325818","1"
"Yes","1995","Lower Saxony","Single parent ","4","","","","1"
"Yes","1995","Lower Saxony","Couple + C. LE 16 ","39","0.288645550881582","0.219294726661328","0.357996375101836","1"
"Yes","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","18","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Single parent ","5","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","22","","","","1"
"Yes","1995","Saxony","(Married) couple without C. ","52","0.389549308945173","0.307592479172503","0.471506138717842","1"
"Yes","1995","Saxony","Single parent ","12","","","","1"
"Yes","1995","Saxony","Couple + C. LE 16 ","57","0.258446799346057","0.197925701392711","0.318967897299402","1"
"Yes","1995","Saxony","Couple + C. GT 16 ","42","0.302598703945127","0.224818227572154","0.380379180318101","1"
"Yes","1995","Saxony","Couple + C. LE and GT 16","30","0.349672843241165","0.248296755865519","0.451048930616812","1"
"Yes","1995","Saxony-Anhalt","1-pers.-HH","1","","","","1"
"Yes","1995","Saxony-Anhalt","(Married) couple without C. ","22","","","","1"
"Yes","1995","Lower Saxony","Couple + C. GT 16 ","23","","","","1"
"Yes","1995","Lower Saxony","Couple + C. LE and GT 16","7","","","","1"
"Yes","1995","Bremen","1-pers.-HH","1","","","","1"
"Yes","1995","Bremen","(Married) couple without C. ","6","","","","1"
"Yes","1995","Bremen","Single parent ","1","","","","1"
"Yes","1995","Bremen","Couple + C. LE 16 ","1","","","","1"
"Yes","1995","Hesse","Couple + C. GT 16 ","27","","","","1"
"Yes","1995","Hesse","Couple + C. LE and GT 16","10","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","3","","","","1"
"Yes","1995","Saxony-Anhalt","Single parent ","6","","","","1"
"Yes","1995","Saxony-Anhalt","Couple + C. LE 16 ","42","0.28445438520924","0.20629734846794","0.36261142195054","1"
"Yes","1995","Saxony-Anhalt","Couple + C. GT 16 ","30","0.291332299029955","0.203153608977615","0.379510989082294","1"
"Yes","1995","Saxony-Anhalt","Couple + C. LE and GT 16","20","","","","1"
"Yes","1995","Thuringia","1-pers.-HH","11","","","","1"
"Yes","1995","Bremen","Couple + C. GT 16 ","3","","","","1"
"Yes","1995","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1995","North Rhine-Westphalia","1-pers.-HH","34","0.265626014334114","0.191937043208284","0.339314985459944","1"
"Yes","1995","North Rhine-Westphalia","(Married) couple without C. ","99","0.260394466777615","0.21644388223288","0.304345051322351","1"
"Yes","1995","North Rhine-Westphalia","Single parent ","21","","","","1"
"Yes","1995","Hesse","(Married) couple without C. ","47","0.297142543453819","0.227412142016943","0.366872944890695","1"
"Yes","1995","Hesse","Single parent ","4","","","","1"
"Yes","1995","Hesse","Couple + C. LE 16 ","29","","","","1"
"Yes","1995","Thuringia","(Married) couple without C. ","15","","","","1"
"Yes","1995","Thuringia","Single parent ","6","","","","1"
"Yes","1995","Thuringia","Couple + C. LE 16 ","25","","","","1"
"Yes","1995","Thuringia","Couple + C. GT 16 ","19","","","","1"
"Yes","1995","Thuringia","Couple + C. LE and GT 16","13","","","","1"
"Yes","1995","North Rhine-Westphalia","Couple + C. LE 16 ","104","0.247095146049719","0.205942854746312","0.288247437353126","1"
"Yes","1995","North Rhine-Westphalia","Couple + C. GT 16 ","58","0.213620183174104","0.165001399653632","0.262238966694576","1"
"Yes","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","33","0.244801132925654","0.17939304952077","0.310209216330537","1"
"Yes","1995","Hesse","1-pers.-HH","14","","","","1"
"No","1996","Schleswig-Holstein","1-pers.-HH","16","","","","2"
"No","1996","Schleswig-Holstein","(Married) couple without C. ","28","","","","2"
"No","1996","Schleswig-Holstein","Single parent ","","","","","2"
"No","1996","Schleswig-Holstein","Couple + C. LE 16 ","31","0.699045925920625","0.565033582364371","0.833058269476878","2"
"No","1996","Schleswig-Holstein","Couple + C. GT 16 ","24","","","","2"
"No","1996","Schleswig-Holstein","Couple + C. LE and GT 16","12","","","","2"
"No","1996","Hamburg","1-pers.-HH","14","","","","2"
"No","1996","Hamburg","(Married) couple without C. ","10","","","","2"
"No","1996","Hamburg","Single parent ","4","","","","2"
"No","1996","Baden-Württemberg","Single parent ","37","0.800533176574216","0.687487885709662","0.913578467438769","2"
"No","1996","Baden-Württemberg","Couple + C. LE and GT 16","110","0.80265962077838","0.735770987246966","0.869548254309794","2"
"No","1996","Bavaria","1-pers.-HH","69","0.65211871132548","0.556840994724562","0.747396427926397","2"
"No","1996","Bavaria","(Married) couple without C. ","179","0.768215682934517","0.714264897944545","0.822166467924489","2"
"No","1996","Bavaria","Single parent ","39","0.763801654868903","0.646070389558673","0.881532920179134","2"
"No","1996","Hamburg","Couple + C. LE 16 ","13","","","","2"
"No","1996","Hamburg","Couple + C. GT 16 ","8","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","Single parent ","15","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","","","2"
"No","1996","Baden-Württemberg","1-pers.-HH","76","0.753759814661489","0.667127036215062","0.840392593107916","2"
"No","1996","Baden-Württemberg","(Married) couple without C. ","159","0.789789145759095","0.733738164367536","0.845840127150655","2"
"No","1996","Baden-Württemberg","Couple + C. LE 16 ","223","0.7664233982961","0.71557745392446","0.817269342667739","2"
"No","1996","Baden-Württemberg","Couple + C. GT 16 ","146","0.776678468199966","0.716005570743278","0.837351365656654","2"
"No","1996","Hamburg","Couple + C. LE and GT 16","7","","","","2"
"No","1996","Lower Saxony","1-pers.-HH","45","0.692295846556509","0.575511399692835","0.809080293420184","2"
"No","1996","Lower Saxony","(Married) couple without C. ","118","0.687386407196945","0.617703216350205","0.757069598043685","2"
"No","1996","Lower Saxony","Single parent ","26","","","","2"
"No","1996","Lower Saxony","Couple + C. LE 16 ","124","0.735932393474689","0.666755299149615","0.805109487799763","2"
"No","1996","Hesse","Single parent ","8","","","","2"
"No","1996","Hesse","Couple + C. LE and GT 16","37","0.770072999604768","0.645741066020515","0.894404933189022","2"
"No","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","20","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","70","0.751942393352838","0.66416651652423","0.839718270181446","2"
"No","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","95","0.824418981773897","0.755479512916428","0.893358450631366","2"
"No","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","59","0.733081366427317","0.634914183926535","0.831248548928099","2"
"No","1996","Lower Saxony","Couple + C. GT 16 ","76","0.82056328023051","0.742992910002976","0.898133650458044","2"
"No","1996","Lower Saxony","Couple + C. LE and GT 16","36","0.771799978551517","0.646363433152202","0.897236523950833","2"
"No","1996","Bremen","1-pers.-HH","4","","","","2"
"No","1996","Bremen","(Married) couple without C. ","8","","","","2"
"No","1996","Bremen","Single parent ","2","","","","2"
"No","1996","Bremen","Couple + C. LE 16 ","3","","","","2"
"No","1996","North Rhine-Westphalia","Single parent ","58","0.634499540474903","0.531515940902595","0.73748314004721","2"
"No","1996","North Rhine-Westphalia","Couple + C. LE 16 ","294","0.742871744014487","0.699880039950883","0.785863448078091","2"
"No","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","141","0.781933107037888","0.720400586106445","0.843465627969331","2"
"No","1996","Hesse","1-pers.-HH","33","0.710986837119299","0.582748740316247","0.839224933922352","2"
"No","1996","Hesse","(Married) couple without C. ","103","0.705268511725578","0.630542709186612","0.779994314264543","2"
"No","1996","Hesse","Couple + C. LE 16 ","113","0.701735643011676","0.627526210587964","0.775945075435388","2"
"No","1996","Hesse","Couple + C. GT 16 ","69","0.640124593810494","0.546053448473747","0.734195739147241","2"
"No","1996","Bavaria","Couple + C. LE 16 ","221","0.830848743794408","0.785966011064314","0.875731476524503","2"
"No","1996","Bremen","Couple + C. GT 16 ","11","","","","2"
"No","1996","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","1996","North Rhine-Westphalia","1-pers.-HH","98","0.698711867621976","0.622437122786296","0.774986612457657","2"
"No","1996","North Rhine-Westphalia","(Married) couple without C. ","255","0.723214617574729","0.676341996255783","0.770087238893675","2"
"No","1996","North Rhine-Westphalia","Couple + C. GT 16 ","206","0.798947250928128","0.749947306148456","0.847947195707801","2"
"No","1996","Bavaria","Couple + C. GT 16 ","149","0.77994493403834","0.720725149534668","0.839164718542012","2"
"No","1996","Bavaria","Couple + C. LE and GT 16","77","0.727155590807566","0.641135344445747","0.813175837169385","2"
"No","1996","Berlin","1-pers.-HH","23","","","","2"
"No","1996","Berlin","(Married) couple without C. ","41","0.711778666916603","0.597172493847987","0.826384839985219","2"
"No","1996","Berlin","Single parent ","9","","","","2"
"No","1996","Berlin","Couple + C. LE 16 ","76","0.666110647402092","0.577980149991077","0.754241144813107","2"
"No","1996","Berlin","Couple + C. GT 16 ","31","0.659797722803858","0.516513800963623","0.803081644644092","2"
"No","1996","Berlin","Couple + C. LE and GT 16","6","","","","2"
"No","1996","Brandenburg","1-pers.-HH","18","","","","2"
"No","1996","Brandenburg","(Married) couple without C. ","44","0.687624072138419","0.574954737861276","0.800293406415561","2"
"No","1996","Brandenburg","Single parent ","12","","","","2"
"No","1996","Brandenburg","Couple + C. LE 16 ","59","0.766012300598896","0.673240180185394","0.858784421012398","2"
"No","1996","Brandenburg","Couple + C. GT 16 ","44","0.695720516031385","0.581194016455975","0.810247015606796","2"
"No","1996","Brandenburg","Couple + C. LE and GT 16","44","0.806107422333499","0.705228801215093","0.906986043451904","2"
"No","1996","Mecklenburg-Western Pomerania","1-pers.-HH","6","","","","2"
"No","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","25","","","","2"
"No","1996","Mecklenburg-Western Pomerania","Single parent ","6","","","","2"
"No","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","47","0.717574112830774","0.610575224186636","0.824573001474912","2"
"No","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","31","0.623496217238142","0.493055932045693","0.753936502430591","2"
"No","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","20","","","","2"
"No","1996","Saxony","1-pers.-HH","18","","","","2"
"No","1996","Saxony","(Married) couple without C. ","89","0.629024383846537","0.548134496543032","0.709914271150042","2"
"No","1996","Saxony","Single parent ","18","","","","2"
"No","1996","Saxony","Couple + C. LE 16 ","124","0.703329818112573","0.636783310644064","0.769876325581083","2"
"No","1996","Saxony","Couple + C. GT 16 ","91","0.686573852246759","0.607736230845129","0.765411473648389","2"
"No","1996","Saxony-Anhalt","(Married) couple without C. ","55","0.669019903808631","0.567169765519014","0.770870042098247","2"
"No","1996","Saxony-Anhalt","Single parent ","6","","","","2"
"No","1996","Saxony-Anhalt","Couple + C. LE 16 ","83","0.719398436447221","0.638674115868178","0.800122757026264","2"
"No","1996","Saxony-Anhalt","Couple + C. GT 16 ","56","0.636581880242904","0.534926752539536","0.738237007946271","2"
"No","1996","Saxony-Anhalt","Couple + C. LE and GT 16","29","","","","2"
"No","1996","Thuringia","1-pers.-HH","13","","","","2"
"No","1996","Thuringia","(Married) couple without C. ","49","0.768480984842781","0.665939096982259","0.871022872703302","2"
"No","1996","Thuringia","Single parent ","11","","","","2"
"No","1996","Thuringia","Couple + C. LE 16 ","91","0.836723348761766","0.767650918790077","0.905795778733454","2"
"No","1996","Thuringia","Couple + C. GT 16 ","60","0.709746444462196","0.610287582744274","0.809205306180119","2"
"No","1996","Thuringia","Couple + C. LE and GT 16","48","0.812793724447929","0.71240510849809","0.913182340397769","2"
"No","1996","Saxony","Couple + C. LE and GT 16","54","0.61991066848817","0.517320377757016","0.722500959219323","2"
"No","1996","Saxony-Anhalt","1-pers.-HH","10","","","","2"
"Yes","1996","Schleswig-Holstein","1-pers.-HH","6","","","","1"
"Yes","1996","Schleswig-Holstein","(Married) couple without C. ","16","","","","1"
"Yes","1996","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","1996","Schleswig-Holstein","Couple + C. LE 16 ","14","","","","1"
"Yes","1996","Schleswig-Holstein","Couple + C. GT 16 ","7","","","","1"
"Yes","1996","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","1"
"Yes","1996","Hamburg","1-pers.-HH","6","","","","1"
"Yes","1996","Hamburg","(Married) couple without C. ","7","","","","1"
"Yes","1996","Hamburg","Single parent ","","","","","1"
"Yes","1996","Hamburg","Couple + C. LE 16 ","3","","","","1"
"Yes","1996","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Lower Saxony","1-pers.-HH","15","","","","1"
"Yes","1996","Baden-Württemberg","Couple + C. GT 16 ","35","0.223321531800034","0.162648634343346","0.283994429256722","1"
"Yes","1996","Baden-Württemberg","Couple + C. LE and GT 16","26","","","","1"
"Yes","1996","Bavaria","1-pers.-HH","27","","","","1"
"Yes","1996","Bavaria","(Married) couple without C. ","56","0.231784317065483","0.177833532075511","0.285735102055455","1"
"Yes","1996","Bavaria","Single parent ","11","","","","1"
"Yes","1996","Bavaria","Couple + C. LE 16 ","47","0.169151256205592","0.124268523475497","0.214033988935686","1"
"Yes","1996","Bavaria","Couple + C. GT 16 ","39","0.22005506596166","0.160835281457988","0.279274850465332","1"
"Yes","1996","Bavaria","Couple + C. LE and GT 16","26","","","","1"
"Yes","1996","Berlin","1-pers.-HH","27","","","","1"
"Yes","1996","Berlin","(Married) couple without C. ","19","","","","1"
"Yes","1996","Berlin","Single parent ","9","","","","1"
"Yes","1996","Berlin","Couple + C. LE 16 ","34","0.333889352597908","0.245758855186893","0.422019850008923","1"
"Yes","1996","Berlin","Couple + C. GT 16 ","11","","","","1"
"Yes","1996","Berlin","Couple + C. LE and GT 16","5","","","","1"
"Yes","1996","Brandenburg","1-pers.-HH","11","","","","1"
"Yes","1996","Brandenburg","(Married) couple without C. ","21","","","","1"
"Yes","1996","Brandenburg","Single parent ","9","","","","1"
"Yes","1996","Brandenburg","Couple + C. LE 16 ","21","","","","1"
"Yes","1996","Brandenburg","Couple + C. GT 16 ","18","","","","1"
"Yes","1996","Brandenburg","Couple + C. LE and GT 16","15","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","1-pers.-HH","3","","","","1"
"Yes","1996","Baden-Württemberg","(Married) couple without C. ","44","0.210210854240904","0.154159872849345","0.266261835632464","1"
"Yes","1996","Baden-Württemberg","Single parent ","11","","","","1"
"Yes","1996","Baden-Württemberg","Couple + C. LE 16 ","43","0.2335766017039","0.182730657332261","0.284422546075539","1"
"Yes","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","19","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Single parent ","5","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","21","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","22","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","6","","","","1"
"Yes","1996","Lower Saxony","(Married) couple without C. ","52","0.312613592803055","0.242930401956315","0.382296783649795","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","19","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","","","1"
"Yes","1996","Baden-Württemberg","1-pers.-HH","19","","","","1"
"Yes","1996","Saxony","1-pers.-HH","6","","","","1"
"Yes","1996","Saxony","(Married) couple without C. ","48","0.370975616153463","0.290085728849958","0.451865503456968","1"
"Yes","1996","Saxony","Single parent ","13","","","","1"
"Yes","1996","Saxony","Couple + C. LE 16 ","57","0.296670181887427","0.230123674418917","0.363216689355936","1"
"Yes","1996","Saxony","Couple + C. GT 16 ","42","0.313426147753241","0.234588526351611","0.392263769154871","1"
"Yes","1996","Saxony","Couple + C. LE and GT 16","32","0.38008933151183","0.277499040780677","0.482679622242984","1"
"Yes","1996","Lower Saxony","Single parent ","8","","","","1"
"Yes","1996","Lower Saxony","Couple + C. LE 16 ","32","0.264067606525311","0.194890512200237","0.333244700850385","1"
"Yes","1996","Lower Saxony","Couple + C. GT 16 ","18","","","","1"
"Yes","1996","Lower Saxony","Couple + C. LE and GT 16","7","","","","1"
"Yes","1996","Bremen","1-pers.-HH","2","","","","1"
"Yes","1996","Bremen","(Married) couple without C. ","5","","","","1"
"Yes","1996","Bremen","Single parent ","1","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","23","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Single parent ","7","","","","1"
