"pgoeffd","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","22","","","","1"
"Yes","1996","Saxony-Anhalt","1-pers.-HH","3","","","","1"
"Yes","1996","Saxony-Anhalt","(Married) couple without C. ","27","","","","1"
"Yes","1996","Saxony-Anhalt","Single parent ","8","","","","1"
"Yes","1996","Saxony-Anhalt","Couple + C. LE 16 ","36","0.280601563552779","0.199877242973736","0.361325884131823","1"
"Yes","1996","Saxony-Anhalt","Couple + C. GT 16 ","30","0.363418119757096","0.261762992053728","0.465073247460464","1"
"Yes","1996","Saxony-Anhalt","Couple + C. LE and GT 16","15","","","","1"
"Yes","1996","Bremen","Couple + C. LE 16 ","1","","","","1"
"Yes","1996","Bremen","Couple + C. GT 16 ","3","","","","1"
"Yes","1996","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","North Rhine-Westphalia","1-pers.-HH","41","0.301288132378024","0.225013387542343","0.377562877213704","1"
"Yes","1996","North Rhine-Westphalia","(Married) couple without C. ","95","0.276785382425271","0.229912761106326","0.323658003744217","1"
"Yes","1996","Hesse","Couple + C. GT 16 ","31","0.359875406189506","0.265804260852759","0.453946551526253","1"
"Yes","1996","Hesse","Couple + C. LE and GT 16","7","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","5","","","","1"
"Yes","1996","Thuringia","1-pers.-HH","8","","","","1"
"Yes","1996","Thuringia","(Married) couple without C. ","16","","","","1"
"Yes","1996","Thuringia","Single parent ","6","","","","1"
"Yes","1996","Thuringia","Couple + C. LE 16 ","19","","","","1"
"Yes","1996","Thuringia","Couple + C. GT 16 ","20","","","","1"
"Yes","1996","North Rhine-Westphalia","Single parent ","26","","","","1"
"Yes","1996","North Rhine-Westphalia","Couple + C. LE 16 ","103","0.257128255985513","0.214136551921909","0.300119960049117","1"
"Yes","1996","North Rhine-Westphalia","Couple + C. GT 16 ","51","0.201052749071872","0.152052804292199","0.250052693851544","1"
"Yes","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","32","0.218066892962112","0.156534372030669","0.279599413893555","1"
"Yes","1996","Hesse","1-pers.-HH","15","","","","1"
"Yes","1996","Hesse","(Married) couple without C. ","40","0.294731488274422","0.220005685735457","0.369457290813388","1"
"Yes","1996","Hesse","Single parent ","7","","","","1"
"Yes","1996","Hesse","Couple + C. LE 16 ","33","0.298264356988324","0.224054924564612","0.372473789412036","1"
"Yes","1996","Thuringia","Couple + C. LE and GT 16","10","","","","1"
"No","1997","Schleswig-Holstein","1-pers.-HH","14","","","","2"
"No","1997","Schleswig-Holstein","(Married) couple without C. ","26","","","","2"
"No","1997","Schleswig-Holstein","Single parent ","1","","","","2"
"No","1997","Schleswig-Holstein","Couple + C. LE 16 ","33","0.703858707808204","0.57333440277537","0.834383012841038","2"
"No","1997","Schleswig-Holstein","Couple + C. GT 16 ","22","","","","2"
"No","1997","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","2"
"No","1997","Hamburg","1-pers.-HH","14","","","","2"
"No","1997","Hamburg","(Married) couple without C. ","13","","","","2"
"No","1997","Baden-Württemberg","Couple + C. LE and GT 16","96","0.759413166003355","0.683874288849516","0.834952043157195","2"
"No","1997","Bavaria","1-pers.-HH","60","0.602802541379308","0.502267337563411","0.703337745195205","2"
"No","1997","Bavaria","Single parent ","39","0.683740190811707","0.557349823521422","0.810130558101992","2"
"No","1997","Hamburg","Single parent ","","","","","2"
"No","1997","Hamburg","Couple + C. LE 16 ","13","","","","2"
"No","1997","Hamburg","Couple + C. GT 16 ","10","","","","2"
"No","1997","Hamburg","Couple + C. LE and GT 16","3","","","","2"
"No","1997","Lower Saxony","1-pers.-HH","38","0.763888202423403","0.646171839828511","0.881604565018295","2"
"No","1997","Lower Saxony","(Married) couple without C. ","122","0.664724877372849","0.59575912637801","0.733690628367689","2"
"No","1997","Lower Saxony","Single parent ","22","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","16","","","","2"
"No","1997","Baden-Württemberg","1-pers.-HH","73","0.801080331672458","0.719510216587234","0.882650446757682","2"
"No","1997","Baden-Württemberg","(Married) couple without C. ","151","0.763746654630781","0.704579710432079","0.822913598829483","2"
"No","1997","Baden-Württemberg","Single parent ","42","0.873073417713627","0.780802516018143","0.965344319409112","2"
"No","1997","Baden-Württemberg","Couple + C. LE 16 ","239","0.819938659471657","0.774771101111961","0.865106217831354","2"
"No","1997","Baden-Württemberg","Couple + C. GT 16 ","154","0.762662278904384","0.701846162462318","0.82347839534645","2"
"No","1997","Bavaria","(Married) couple without C. ","185","0.787789744407195","0.735844241155018","0.839735247659373","2"
"No","1997","Lower Saxony","Couple + C. LE 16 ","118","0.72481187951844","0.65427516566843","0.795348593368449","2"
"No","1997","Lower Saxony","Couple + C. GT 16 ","69","0.779345005652989","0.69220647672187","0.866483534584108","2"
"No","1997","Lower Saxony","Couple + C. LE and GT 16","50","0.838800468794054","0.745757473003631","0.931843464584477","2"
"No","1997","Bremen","1-pers.-HH","5","","","","2"
"No","1997","Bremen","(Married) couple without C. ","7","","","","2"
"No","1997","Hesse","Couple + C. LE and GT 16","45","0.78959328379291","0.681872806683954","0.897313760901866","2"
"No","1997","Rhineland-Palatinate,Saarland","1-pers.-HH","26","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Single parent ","18","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","96","0.812360422600854","0.741616072435584","0.883104772766124","2"
"No","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","53","0.663598467527704","0.555213679907221","0.771983255148188","2"
"No","1997","Bremen","Single parent ","1","","","","2"
"No","1997","Bremen","Couple + C. LE 16 ","5","","","","2"
"No","1997","Bremen","Couple + C. GT 16 ","9","","","","2"
"No","1997","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","1997","North Rhine-Westphalia","1-pers.-HH","90","0.670849401741853","0.59244898149516","0.749249821988545","2"
"No","1997","North Rhine-Westphalia","(Married) couple without C. ","269","0.728636811956434","0.683450422425049","0.77382320148782","2"
"No","1997","North Rhine-Westphalia","Single parent ","57","0.669610077365977","0.568421047673805","0.77079910705815","2"
"No","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","120","0.745186855426813","0.676806823638139","0.813566887215488","2"
"No","1997","Hesse","1-pers.-HH","35","0.723031620751488","0.596435262514892","0.849627978988085","2"
"No","1997","Hesse","(Married) couple without C. ","97","0.713358129640934","0.636795064138186","0.789921195143683","2"
"No","1997","Hesse","Single parent ","9","","","","2"
"No","1997","Hesse","Couple + C. LE 16 ","103","0.739320929123893","0.664429743181307","0.814212115066479","2"
"No","1997","Hesse","Couple + C. GT 16 ","70","0.682119386280391","0.587985414769799","0.776253357790982","2"
"No","1997","Rhineland-Palatinate,Saarland","(Married) couple without C. ","74","0.757878987671285","0.671282487954581","0.844475487387989","2"
"No","1997","North Rhine-Westphalia","Couple + C. LE 16 ","298","0.744700757061714","0.701755405809581","0.787646108313847","2"
"No","1997","North Rhine-Westphalia","Couple + C. GT 16 ","210","0.82624795740057","0.779467121312203","0.873028793488936","2"
"No","1997","Bavaria","Couple + C. LE 16 ","223","0.85436891413904","0.811979536945014","0.896758291333066","2"
"No","1997","Bavaria","Couple + C. GT 16 ","148","0.762410802890626","0.700914777814336","0.823906827966917","2"
"No","1997","Bavaria","Couple + C. LE and GT 16","66","0.71748629831466","0.625487799443046","0.809484797186274","2"
"No","1997","Berlin","1-pers.-HH","23","","","","2"
"No","1997","Berlin","(Married) couple without C. ","38","0.620044698062786","0.500189859864133","0.73989953626144","2"
"No","1997","Berlin","Single parent ","12","","","","2"
"No","1997","Berlin","Couple + C. LE 16 ","73","0.703988988286353","0.614066697859143","0.793911278713563","2"
"No","1997","Berlin","Couple + C. GT 16 ","26","","","","2"
"No","1997","Berlin","Couple + C. LE and GT 16","10","","","","2"
"No","1997","Brandenburg","1-pers.-HH","17","","","","2"
"No","1997","Brandenburg","(Married) couple without C. ","45","0.709523509922227","0.59999806842294","0.819048951421515","2"
"No","1997","Brandenburg","Single parent ","9","","","","2"
"No","1997","Brandenburg","Couple + C. LE 16 ","59","0.731348735637889","0.635409143750922","0.827288327524856","2"
"No","1997","Brandenburg","Couple + C. GT 16 ","53","0.709173221314121","0.606392699129705","0.811953743498537","2"
"No","1997","Brandenburg","Couple + C. LE and GT 16","36","0.816283244091441","0.707854388038715","0.924712100144167","2"
"No","1997","Mecklenburg-Western Pomerania","1-pers.-HH","8","","","","2"
"No","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","33","0.611201071855727","0.483525250445207","0.738876893266247","2"
"No","1997","Mecklenburg-Western Pomerania","Single parent ","7","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","37","0.729527182797007","0.608793354737404","0.85026101085661","2"
"No","1997","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","32","0.617070000912601","0.487418328497798","0.746721673327404","2"
"No","1997","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","16","","","","2"
"No","1997","Saxony","1-pers.-HH","17","","","","2"
"No","1997","Saxony","(Married) couple without C. ","92","0.614596382636293","0.534827599779003","0.694365165493582","2"
"No","1997","Saxony","Single parent ","25","","","","2"
"No","1997","Saxony","Couple + C. LE 16 ","110","0.680113935547692","0.609582626003185","0.750645245092199","2"
"No","1997","Saxony","Couple + C. GT 16 ","98","0.672863030758891","0.596233707244425","0.749492354273358","2"
"No","1997","Saxony-Anhalt","(Married) couple without C. ","56","0.67555754336587","0.572967996402233","0.778147090329508","2"
"No","1997","Saxony-Anhalt","Single parent ","10","","","","2"
"No","1997","Saxony-Anhalt","Couple + C. LE 16 ","59","0.679016318612665","0.580347381909528","0.777685255315802","2"
"No","1997","Saxony-Anhalt","Couple + C. GT 16 ","73","0.686138977881068","0.596080885568963","0.776197070193172","2"
"No","1997","Saxony-Anhalt","Couple + C. LE and GT 16","32","0.691559647145013","0.563543867204132","0.819575427085893","2"
"No","1997","Thuringia","1-pers.-HH","8","","","","2"
"No","1997","Thuringia","(Married) couple without C. ","38","0.66682311587093","0.54445918566886","0.789187046073","2"
"No","1997","Thuringia","Single parent ","14","","","","2"
"No","1997","Thuringia","Couple + C. LE 16 ","78","0.868557660067538","0.800252874460587","0.936862445674489","2"
"No","1997","Thuringia","Couple + C. GT 16 ","82","0.804146445882637","0.725972182867913","0.882320708897361","2"
"No","1997","Thuringia","Couple + C. LE and GT 16","44","0.759928745143185","0.649045180073854","0.870812310212516","2"
"No","1997","Saxony","Couple + C. LE and GT 16","49","0.657683289095815","0.549576072699662","0.765790505491968","2"
"No","1997","Saxony-Anhalt","1-pers.-HH","14","","","","2"
"Yes","1997","Schleswig-Holstein","1-pers.-HH","3","","","","1"
"Yes","1997","Schleswig-Holstein","(Married) couple without C. ","16","","","","1"
"Yes","1997","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","1997","Schleswig-Holstein","Couple + C. LE 16 ","14","","","","1"
"Yes","1997","Schleswig-Holstein","Couple + C. GT 16 ","10","","","","1"
"Yes","1997","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","1"
"Yes","1997","Hamburg","1-pers.-HH","4","","","","1"
"Yes","1997","Hamburg","(Married) couple without C. ","3","","","","1"
"Yes","1997","Hamburg","Single parent ","","","","","1"
"Yes","1997","Hamburg","Couple + C. LE 16 ","4","","","","1"
"Yes","1997","Hamburg","Couple + C. GT 16 ","1","","","","1"
"Yes","1997","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Lower Saxony","1-pers.-HH","12","","","","1"
"Yes","1997","Lower Saxony","(Married) couple without C. ","58","0.335275122627151","0.266309371632311","0.40424087362199","1"
"Yes","1997","Lower Saxony","Single parent ","9","","","","1"
"Yes","1997","Lower Saxony","Couple + C. LE 16 ","36","0.27518812048156","0.204651406631551","0.34572483433157","1"
"Yes","1997","Lower Saxony","Couple + C. GT 16 ","18","","","","1"
"Yes","1997","Lower Saxony","Couple + C. LE and GT 16","10","","","","1"
"Yes","1997","Bremen","1-pers.-HH","3","","","","1"
"Yes","1997","Bremen","(Married) couple without C. ","5","","","","1"
"Yes","1997","Bremen","Single parent ","1","","","","1"
"Yes","1997","Bremen","Couple + C. LE 16 ","2","","","","1"
"Yes","1997","Bremen","Couple + C. GT 16 ","2","","","","1"
"Yes","1997","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","North Rhine-Westphalia","1-pers.-HH","48","0.329150598258147","0.250750178011455","0.40755101850484","1"
"Yes","1997","North Rhine-Westphalia","(Married) couple without C. ","103","0.271363188043566","0.22617679851218","0.316549577574951","1"
"Yes","1997","Bavaria","(Married) couple without C. ","53","0.212210255592804","0.160264752340627","0.264155758844982","1"
"Yes","1997","Bavaria","Single parent ","13","","","","1"
"Yes","1997","Bavaria","Couple + C. LE 16 ","43","0.14563108586096","0.103241708666934","0.188020463054986","1"
"Yes","1997","Bavaria","Couple + C. GT 16 ","36","0.237589197109374","0.176093172033083","0.299085222185664","1"
"Yes","1997","Bavaria","Couple + C. LE and GT 16","26","","","","1"
"Yes","1997","Berlin","1-pers.-HH","24","","","","1"
"Yes","1997","Berlin","(Married) couple without C. ","25","","","","1"
"Yes","1997","Berlin","Single parent ","6","","","","1"
"Yes","1997","Berlin","Couple + C. LE 16 ","26","","","","1"
"Yes","1997","Berlin","Couple + C. GT 16 ","8","","","","1"
"Yes","1997","Berlin","Couple + C. LE and GT 16","5","","","","1"
"Yes","1997","Brandenburg","1-pers.-HH","15","","","","1"
"Yes","1997","Brandenburg","(Married) couple without C. ","21","","","","1"
"Yes","1997","Brandenburg","Single parent ","11","","","","1"
"Yes","1997","Brandenburg","Couple + C. LE 16 ","23","","","","1"
"Yes","1997","Brandenburg","Couple + C. GT 16 ","22","","","","1"
"Yes","1997","Brandenburg","Couple + C. LE and GT 16","13","","","","1"
"Yes","1997","Baden-Württemberg","Couple + C. GT 16 ","34","0.237337721095616","0.17652160465355","0.298153837537682","1"
"Yes","1997","Baden-Württemberg","Couple + C. LE and GT 16","27","","","","1"
"Yes","1997","Bavaria","1-pers.-HH","31","0.397197458620692","0.296662254804795","0.49773266243659","1"
"Yes","1997","Mecklenburg-Western Pomerania","1-pers.-HH","5","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","23","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Single parent ","5","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","15","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","22","","","","1"
"Yes","1997","Baden-Württemberg","(Married) couple without C. ","47","0.236253345369219","0.177086401170517","0.295420289567921","1"
"Yes","1997","Baden-Württemberg","Single parent ","8","","","","1"
"Yes","1997","Baden-Württemberg","Couple + C. LE 16 ","39","0.180061340528343","0.134893782168646","0.225228898888039","1"
"Yes","1997","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","1"
"Yes","1997","Saxony","1-pers.-HH","7","","","","1"
"Yes","1997","Saxony","(Married) couple without C. ","51","0.385403617363707","0.305634834506418","0.465172400220997","1"
"Yes","1997","Saxony","Single parent ","10","","","","1"
"Yes","1997","Saxony","Couple + C. LE 16 ","58","0.319886064452308","0.249354754907801","0.390417373996815","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","20","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","5","","","","1"
"Yes","1997","Baden-Württemberg","1-pers.-HH","19","","","","1"
"Yes","1997","Saxony","Couple + C. GT 16 ","46","0.327136969241109","0.250507645726642","0.403766292755575","1"
