"pli0093_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2013","66 and older","Single parent ","11","","",""
"Rarely","2013","66 and older","Couple + C. LE 16 ","4","","",""
"Rarely","2013","66 and older","Couple + C. GT 16 ","31","0.213150810837059","0.146947658554792","0.279353963119326"
"Rarely","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2013","16-34 y.","1-pers.-HH","223","0.360399425699989","0.323853598664174","0.396945252735804"
"Never","2013","16-34 y.","(Married) couple without C. ","248","0.339759604568827","0.306020226823847","0.373498982313806"
"Never","2013","16-34 y.","Single parent ","323","0.376533241234713","0.34361059458281","0.409455887886615"
"Never","2013","16-34 y.","Couple + C. LE 16 ","825","0.40883371704348","0.385620590810018","0.432046843276942"
"Never","2013","16-34 y.","Couple + C. GT 16 ","311","0.347968374630266","0.316709748833808","0.379227000426725"
"Never","2013","16-34 y.","Couple + C. LE and GT 16","183","0.349806996826607","0.312537102607717","0.387076891045496"
"Never","2013","35-65 y.","1-pers.-HH","718","0.475371847246685","0.450299318805298","0.500444375688073"
"Never","2013","35-65 y.","(Married) couple without C. ","1672","0.476181991181442","0.459869765310557","0.492494217052327"
"Never","2013","35-65 y.","Single parent ","777","0.493750285442909","0.469991074698946","0.517509496186873"
"Never","2013","35-65 y.","Couple + C. LE 16 ","2011","0.432263347725618","0.418170909240983","0.446355786210253"
"Never","2013","35-65 y.","Couple + C. GT 16 ","802","0.476663473212676","0.453148457669552","0.5001784887558"
"Never","2013","35-65 y.","Couple + C. LE and GT 16","610","0.436984550942766","0.410880791528127","0.463088310357404"
"Never","2013","66 and older","1-pers.-HH","914","0.658397820772985","0.63346650499119","0.683329136554779"
"Never","2013","66 and older","(Married) couple without C. ","1796","0.558918627630736","0.54187457205761","0.575962683203861"
"Never","2013","66 and older","Single parent ","50","0.707161383813898","0.602771094211703","0.811551673416094"
"Never","2013","66 and older","Couple + C. LE 16 ","5","","",""
"Never","2013","66 and older","Couple + C. GT 16 ","90","0.622132617937857","0.543753456660403","0.70051177921531"
"Never","2013","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2014","16-34 y.","1-pers.-HH","","","",""
"Daily","2014","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2014","16-34 y.","Single parent ","","","",""
"Daily","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2014","35-65 y.","1-pers.-HH","","","",""
"Daily","2014","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2014","35-65 y.","Single parent ","","","",""
"Daily","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2014","66 and older","1-pers.-HH","","","",""
"Daily","2014","66 and older","(Married) couple without C. ","","","",""
"Daily","2014","66 and older","Single parent ","","","",""
"Daily","2014","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2014","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2014","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","2014","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2014","16-34 y.","Single parent ","","","",""
"Min 1x per week","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2014","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","2014","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2014","35-65 y.","Single parent ","","","",""
"Min 1x per week","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2014","66 and older","1-pers.-HH","","","",""
"Min 1x per week","2014","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","2014","66 and older","Single parent ","","","",""
"Min 1x per week","2014","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2014","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2014","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","2014","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2014","16-34 y.","Single parent ","","","",""
"Min 1x per month","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2014","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","2014","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2014","35-65 y.","Single parent ","","","",""
"Min 1x per month","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2014","66 and older","1-pers.-HH","","","",""
"Min 1x per month","2014","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","2014","66 and older","Single parent ","","","",""
"Min 1x per month","2014","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","2014","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2014","16-34 y.","1-pers.-HH","","","",""
"Rarely","2014","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","2014","16-34 y.","Single parent ","","","",""
"Rarely","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2014","35-65 y.","1-pers.-HH","","","",""
"Rarely","2014","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","2014","35-65 y.","Single parent ","","","",""
"Rarely","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2014","66 and older","1-pers.-HH","","","",""
"Rarely","2014","66 and older","(Married) couple without C. ","","","",""
"Rarely","2014","66 and older","Single parent ","","","",""
"Rarely","2014","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2014","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2014","16-34 y.","1-pers.-HH","","","",""
"Never","2014","16-34 y.","(Married) couple without C. ","","","",""
"Never","2014","16-34 y.","Single parent ","","","",""
"Never","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2014","35-65 y.","1-pers.-HH","","","",""
"Never","2014","35-65 y.","(Married) couple without C. ","","","",""
"Never","2014","35-65 y.","Single parent ","","","",""
"Never","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2014","66 and older","1-pers.-HH","","","",""
"Never","2014","66 and older","(Married) couple without C. ","","","",""
"Never","2014","66 and older","Single parent ","","","",""
"Never","2014","66 and older","Couple + C. LE 16 ","","","",""
"Never","2014","66 and older","Couple + C. GT 16 ","","","",""
"Never","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2015","16-34 y.","1-pers.-HH","","","",""
"Daily","2015","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2015","16-34 y.","Single parent ","","","",""
"Daily","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2015","35-65 y.","1-pers.-HH","","","",""
"Daily","2015","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2015","35-65 y.","Single parent ","","","",""
"Daily","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2015","66 and older","1-pers.-HH","","","",""
"Daily","2015","66 and older","(Married) couple without C. ","","","",""
"Daily","2015","66 and older","Single parent ","","","",""
"Daily","2015","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2015","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2015","16-34 y.","1-pers.-HH","154","0.179775806417484","0.153314837624718","0.206236775210251"
"Min 1x per week","2015","16-34 y.","(Married) couple without C. ","164","0.15663122321335","0.135240264623063","0.178022181803638"
"Min 1x per week","2015","16-34 y.","Single parent ","125","0.122438950545453","0.100245514278617","0.14463238681229"
"Min 1x per week","2015","16-34 y.","Couple + C. LE 16 ","168","0.105267551531045","0.0913166507239823","0.119218452338107"
"Min 1x per week","2015","16-34 y.","Couple + C. GT 16 ","194","0.182670584455709","0.158429276094768","0.20691189281665"
"Min 1x per week","2015","16-34 y.","Couple + C. LE and GT 16","160","0.204071016119939","0.175053060614246","0.233088971625633"
"Min 1x per week","2015","35-65 y.","1-pers.-HH","220","0.144583792590084","0.12701356752372","0.162154017656449"
"Min 1x per week","2015","35-65 y.","(Married) couple without C. ","427","0.115341395659015","0.104961399383327","0.125721391934704"
"Min 1x per week","2015","35-65 y.","Single parent ","170","0.0958879186125524","0.0809175750095428","0.110858262215562"
"Min 1x per week","2015","35-65 y.","Couple + C. LE 16 ","572","0.111634081415718","0.102822894625974","0.120445268205463"
"Min 1x per week","2015","35-65 y.","Couple + C. GT 16 ","189","0.114112550210264","0.0993627899659807","0.128862310454548"
"Min 1x per week","2015","35-65 y.","Couple + C. LE and GT 16","171","0.0967204765385364","0.0817324970967014","0.111708455980371"
"Min 1x per week","2015","66 and older","1-pers.-HH","164","0.125927481219615","0.108385093073408","0.143469869365822"
"Min 1x per week","2015","66 and older","(Married) couple without C. ","348","0.110013417471822","0.0991224984835472","0.120904336460097"
"Min 1x per week","2015","66 and older","Single parent ","6","","",""
"Min 1x per week","2015","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per week","2015","66 and older","Couple + C. GT 16 ","23","","",""
"Min 1x per week","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2015","16-34 y.","1-pers.-HH","92","0.118756047577342","0.096464009687667","0.141048085467016"
"Min 1x per month","2015","16-34 y.","(Married) couple without C. ","129","0.0846392161651549","0.0682573156016914","0.101021116728618"
"Min 1x per month","2015","16-34 y.","Single parent ","91","0.106942586937521","0.0860187602386711","0.12786641363637"
"Min 1x per month","2015","16-34 y.","Couple + C. LE 16 ","121","0.0899307670165115","0.0769260842962555","0.102935449736767"
"Min 1x per month","2015","16-34 y.","Couple + C. GT 16 ","109","0.108741618677265","0.0892106900764878","0.128272547278043"
"Min 1x per month","2015","16-34 y.","Couple + C. LE and GT 16","80","0.108833011830706","0.0864097464837933","0.131256277177619"
"Min 1x per month","2015","35-65 y.","1-pers.-HH","112","0.0770443913410393","0.0637217694606696","0.0903670132214089"
"Min 1x per month","2015","35-65 y.","(Married) couple without C. ","250","0.0668573252703216","0.0587408911440732","0.0749737593965699"
"Min 1x per month","2015","35-65 y.","Single parent ","127","0.0790038337689242","0.065288964230443","0.0927187033074054"
"Min 1x per month","2015","35-65 y.","Couple + C. LE 16 ","337","0.0749889094693318","0.0676198501778196","0.0823579687608441"
"Min 1x per month","2015","35-65 y.","Couple + C. GT 16 ","122","0.0559120470300122","0.0452537478911531","0.0665703461688712"
"Min 1x per month","2015","35-65 y.","Couple + C. LE and GT 16","90","0.0554464757179795","0.0438420660536999","0.0670508853822591"
"Min 1x per month","2015","66 and older","1-pers.-HH","70","0.0555882939574372","0.0434731918671387","0.0677033960477358"
"Min 1x per month","2015","66 and older","(Married) couple without C. ","205","0.0576390868570969","0.0495272884684389","0.0657508852457549"
"Min 1x per month","2015","66 and older","Single parent ","4","","",""
"Min 1x per month","2015","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2015","66 and older","Couple + C. GT 16 ","13","","",""
"Min 1x per month","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2015","16-34 y.","1-pers.-HH","203","0.233280231336713","0.20413744116617","0.262423021507255"
"Rarely","2015","16-34 y.","(Married) couple without C. ","320","0.313762524287512","0.286452626872108","0.341072421702916"
"Rarely","2015","16-34 y.","Single parent ","176","0.248604727500942","0.219341986574714","0.27786746842717"
"Rarely","2015","16-34 y.","Couple + C. LE 16 ","369","0.211064787541564","0.192515084616115","0.229614490467014"
"Rarely","2015","16-34 y.","Couple + C. GT 16 ","231","0.241796680892803","0.214934504887015","0.268658856898591"
"Rarely","2015","16-34 y.","Couple + C. LE and GT 16","156","0.198056543659716","0.169361594546081","0.226751492773351"
"Rarely","2015","35-65 y.","1-pers.-HH","343","0.221077622301252","0.20034528508679","0.241809959515714"
"Rarely","2015","35-65 y.","(Married) couple without C. ","937","0.263307801587722","0.248996087796203","0.277619515379242"
"Rarely","2015","35-65 y.","Single parent ","360","0.224120082681797","0.202918107161635","0.245322058201959"
"Rarely","2015","35-65 y.","Couple + C. LE 16 ","1278","0.268185097274763","0.255789769738407","0.28058042481112"
"Rarely","2015","35-65 y.","Couple + C. GT 16 ","420","0.211533063095112","0.192587398119908","0.230478728070317"
"Rarely","2015","35-65 y.","Couple + C. LE and GT 16","340","0.251562478867121","0.229559904329839","0.273565053404404"
"Rarely","2015","66 and older","1-pers.-HH","208","0.142605156447334","0.124116184095394","0.161094128799275"
"Rarely","2015","66 and older","(Married) couple without C. ","700","0.21456137500061","0.200273031937704","0.228849718063517"
"Rarely","2015","66 and older","Single parent ","9","","",""
"Rarely","2015","66 and older","Couple + C. LE 16 ","1","","",""
"Rarely","2015","66 and older","Couple + C. GT 16 ","38","0.192579150838845","0.137792321637834","0.247365980039855"
"Rarely","2015","66 and older","Couple + C. LE and GT 16","2","","",""
"Never","2015","16-34 y.","1-pers.-HH","360","0.468187914668461","0.433803389533121","0.502572439803802"
"Never","2015","16-34 y.","(Married) couple without C. ","496","0.444967036333983","0.415718399780486","0.47421567288748"
"Never","2015","16-34 y.","Single parent ","446","0.522013735016084","0.488193645294581","0.555833824737587"
"Never","2015","16-34 y.","Couple + C. LE 16 ","1201","0.593736893910879","0.571410987158245","0.616062800663514"
"Never","2015","16-34 y.","Couple + C. GT 16 ","442","0.466791115974223","0.435491921429875","0.49809031051857"
"Never","2015","16-34 y.","Couple + C. LE and GT 16","345","0.489039428389639","0.453047541185985","0.525031315593292"
"Never","2015","35-65 y.","1-pers.-HH","864","0.557294193767624","0.53247837268859","0.582110014846658"
"Never","2015","35-65 y.","(Married) couple without C. ","2024","0.554493477482941","0.538342753391161","0.570644201574721"
"Never","2015","35-65 y.","Single parent ","829","0.600988164936726","0.576090160793699","0.625886169079754"
"Never","2015","35-65 y.","Couple + C. LE 16 ","2720","0.545191911840187","0.531259418187331","0.559124405493042"
"Never","2015","35-65 y.","Couple + C. GT 16 ","1054","0.618442339664611","0.595907281851033","0.640977397478189"
"Never","2015","35-65 y.","Couple + C. LE and GT 16","893","0.596270568876363","0.571391181394871","0.621149956357854"
"Never","2015","66 and older","1-pers.-HH","932","0.675879068375614","0.651130917083573","0.700627219667654"
"Never","2015","66 and older","(Married) couple without C. ","1918","0.617786120670471","0.600873057524713","0.634699183816228"
"Never","2015","66 and older","Single parent ","56","0.798231755480092","0.707406136233088","0.889057374727096"
"Never","2015","66 and older","Couple + C. LE 16 ","7","","",""
"Never","2015","66 and older","Couple + C. GT 16 ","125","0.642239189071254","0.575640399314833","0.708837978827675"
"Never","2015","66 and older","Couple + C. LE and GT 16","1","","",""
"Daily","2016","16-34 y.","1-pers.-HH","","","",""
"Daily","2016","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2016","16-34 y.","Single parent ","","","",""
"Daily","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2016","35-65 y.","1-pers.-HH","","","",""
"Daily","2016","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2016","35-65 y.","Single parent ","","","",""
"Daily","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2016","66 and older","1-pers.-HH","","","",""
"Daily","2016","66 and older","(Married) couple without C. ","","","",""
"Daily","2016","66 and older","Single parent ","","","",""
"Daily","2016","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2016","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2016","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","2016","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2016","16-34 y.","Single parent ","","","",""
"Min 1x per week","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2016","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","2016","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2016","35-65 y.","Single parent ","","","",""
"Min 1x per week","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2016","66 and older","1-pers.-HH","","","",""
"Min 1x per week","2016","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","2016","66 and older","Single parent ","","","",""
"Min 1x per week","2016","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2016","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2016","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","2016","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2016","16-34 y.","Single parent ","","","",""
"Min 1x per month","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2016","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","2016","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2016","35-65 y.","Single parent ","","","",""
"Min 1x per month","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2016","66 and older","1-pers.-HH","","","",""
"Min 1x per month","2016","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","2016","66 and older","Single parent ","","","",""
"Min 1x per month","2016","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","2016","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2016","16-34 y.","1-pers.-HH","","","",""
"Rarely","2016","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","2016","16-34 y.","Single parent ","","","",""
"Rarely","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2016","35-65 y.","1-pers.-HH","","","",""
"Rarely","2016","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","2016","35-65 y.","Single parent ","","","",""
"Rarely","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2016","66 and older","1-pers.-HH","","","",""
"Rarely","2016","66 and older","(Married) couple without C. ","","","",""
"Rarely","2016","66 and older","Single parent ","","","",""
"Rarely","2016","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2016","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2016","16-34 y.","1-pers.-HH","","","",""
"Never","2016","16-34 y.","(Married) couple without C. ","","","",""
"Never","2016","16-34 y.","Single parent ","","","",""
"Never","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2016","35-65 y.","1-pers.-HH","","","",""
"Never","2016","35-65 y.","(Married) couple without C. ","","","",""
"Never","2016","35-65 y.","Single parent ","","","",""
"Never","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2016","66 and older","1-pers.-HH","","","",""
"Never","2016","66 and older","(Married) couple without C. ","","","",""
"Never","2016","66 and older","Single parent ","","","",""
"Never","2016","66 and older","Couple + C. LE 16 ","","","",""
"Never","2016","66 and older","Couple + C. GT 16 ","","","",""
"Never","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2017","16-34 y.","1-pers.-HH","25","","",""
"Daily","2017","16-34 y.","(Married) couple without C. ","8","","",""
"Daily","2017","16-34 y.","Single parent ","12","","",""
"Daily","2017","16-34 y.","Couple + C. LE 16 ","23","","",""
"Daily","2017","16-34 y.","Couple + C. GT 16 ","3","","",""
"Daily","2017","16-34 y.","Couple + C. LE and GT 16","9","","",""
"Daily","2017","35-65 y.","1-pers.-HH","7","","",""
"Daily","2017","35-65 y.","(Married) couple without C. ","1","","",""
"Daily","2017","35-65 y.","Single parent ","4","","",""
"Daily","2017","35-65 y.","Couple + C. LE 16 ","14","","",""
"Daily","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2017","35-65 y.","Couple + C. LE and GT 16","9","","",""
"Daily","2017","66 and older","1-pers.-HH","","","",""
"Daily","2017","66 and older","(Married) couple without C. ","","","",""
"Daily","2017","66 and older","Single parent ","","","",""
"Daily","2017","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2017","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2017","16-34 y.","1-pers.-HH","254","0.194842008714592","0.17648826032374","0.213195757105445"
"Min 1x per week","2017","16-34 y.","(Married) couple without C. ","173","0.142361451169898","0.122673353476508","0.162049548863287"
"Min 1x per week","2017","16-34 y.","Single parent ","152","0.158284525520766","0.135547566511341","0.181021484530192"
"Min 1x per week","2017","16-34 y.","Couple + C. LE 16 ","205","0.115669168743241","0.103373245546745","0.127965091939736"
"Min 1x per week","2017","16-34 y.","Couple + C. GT 16 ","228","0.18946461849105","0.16663624727054","0.212292989711561"
"Min 1x per week","2017","16-34 y.","Couple + C. LE and GT 16","198","0.209860350053671","0.182692215625777","0.237028484481565"
"Min 1x per week","2017","35-65 y.","1-pers.-HH","278","0.14759491322252","0.131599670916549","0.163590155528491"
"Min 1x per week","2017","35-65 y.","(Married) couple without C. ","474","0.109311722594641","0.0995846776809022","0.11903876750838"
"Min 1x per week","2017","35-65 y.","Single parent ","196","0.145622258034753","0.128124376060228","0.163120140009277"
"Min 1x per week","2017","35-65 y.","Couple + C. LE 16 ","629","0.115100932600413","0.106760796888952","0.123441068311873"
"Min 1x per week","2017","35-65 y.","Couple + C. GT 16 ","253","0.117513370406648","0.103497766223591","0.131528974589706"
"Min 1x per week","2017","35-65 y.","Couple + C. LE and GT 16","194","0.106531565710514","0.0930374323273735","0.120025699093654"
"Min 1x per week","2017","66 and older","1-pers.-HH","173","0.13379200106959","0.115811272277987","0.151772729861193"
"Min 1x per week","2017","66 and older","(Married) couple without C. ","421","0.126926610752606","0.115483573185614","0.138369648319598"
"Min 1x per week","2017","66 and older","Single parent ","6","","",""
"Min 1x per week","2017","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2017","66 and older","Couple + C. GT 16 ","25","","",""
"Min 1x per week","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2017","16-34 y.","1-pers.-HH","202","0.138437675370886","0.122434232661485","0.154441118080287"
"Min 1x per month","2017","16-34 y.","(Married) couple without C. ","130","0.117219862175163","0.0990946839517252","0.135345040398601"
"Min 1x per month","2017","16-34 y.","Single parent ","93","0.0931742047768023","0.0750674644281135","0.111280945125491"
"Min 1x per month","2017","16-34 y.","Couple + C. LE 16 ","158","0.0744025885794248","0.0643135440294439","0.0844916331294057"
"Min 1x per month","2017","16-34 y.","Couple + C. GT 16 ","146","0.0989630765982613","0.081567742838446","0.116358410358076"
"Min 1x per month","2017","16-34 y.","Couple + C. LE and GT 16","85","0.092811410567143","0.0734519982606695","0.112170822873617"
"Min 1x per month","2017","35-65 y.","1-pers.-HH","173","0.106304719898187","0.0924050937961073","0.120204346000266"
"Min 1x per month","2017","35-65 y.","(Married) couple without C. ","294","0.0757097619688539","0.0674633541747787","0.083956169762929"
"Min 1x per month","2017","35-65 y.","Single parent ","118","0.0769359563066421","0.0637160847756454","0.0901558278376387"
"Min 1x per month","2017","35-65 y.","Couple + C. LE 16 ","390","0.0729206001697728","0.0661258982325123","0.0797153021070332"
"Min 1x per month","2017","35-65 y.","Couple + C. GT 16 ","140","0.0569274167258011","0.0468430782597705","0.0670117551918318"
"Min 1x per month","2017","35-65 y.","Couple + C. LE and GT 16","121","0.0523849647943871","0.0426398819300013","0.062130047658773"
"Min 1x per month","2017","66 and older","1-pers.-HH","87","0.064152481843915","0.0512108095481475","0.0770941541396825"
"Min 1x per month","2017","66 and older","(Married) couple without C. ","228","0.0640369881435727","0.0556214014516301","0.0724525748355152"
"Min 1x per month","2017","66 and older","Single parent ","3","","",""
"Min 1x per month","2017","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2017","66 and older","Couple + C. GT 16 ","8","","",""
"Min 1x per month","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2017","16-34 y.","1-pers.-HH","408","0.280178919391811","0.259368878705549","0.300988960078072"
"Rarely","2017","16-34 y.","(Married) couple without C. ","323","0.285323684152692","0.259880057614218","0.310767310691166"
"Rarely","2017","16-34 y.","Single parent ","214","0.22363755714312","0.197681715102507","0.249593399183733"
"Rarely","2017","16-34 y.","Couple + C. LE 16 ","496","0.205317630101954","0.189788223476546","0.220847036727361"
"Rarely","2017","16-34 y.","Couple + C. GT 16 ","288","0.261590827082824","0.235988191503333","0.287193462662314"
"Rarely","2017","16-34 y.","Couple + C. LE and GT 16","173","0.195236260944281","0.168790435083058","0.221682086805504"
"Rarely","2017","35-65 y.","1-pers.-HH","429","0.249832662203351","0.230310145840241","0.269355178566461"
"Rarely","2017","35-65 y.","(Married) couple without C. ","1043","0.28781509104439","0.273701489636045","0.301928692452734"
"Rarely","2017","35-65 y.","Single parent ","381","0.24252220864308","0.221260050259086","0.263784367027073"
