"pli0093_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1998","16-34 y.","Couple + C. GT 16 ","120","0.138049914648577","0.116319423508756","0.159780405788398"
"Min 1x per week","1998","16-34 y.","Couple + C. LE and GT 16","66","0.181238351671616","0.146225667019362","0.216251036323871"
"Min 1x per week","1998","35-65 y.","1-pers.-HH","55","0.088437916693035","0.0663367174406235","0.110539115945446"
"Min 1x per week","1998","35-65 y.","(Married) couple without C. ","142","0.0715283091905336","0.0608823779607776","0.0821742404202896"
"Min 1x per week","1998","35-65 y.","Single parent ","25","","",""
"Min 1x per week","1998","35-65 y.","Couple + C. LE 16 ","141","0.096509604283518","0.0822182559547564","0.11080095261228"
"Min 1x per week","1998","35-65 y.","Couple + C. GT 16 ","73","0.0590056360647855","0.046964096584311","0.07104717554526"
"Min 1x per week","1998","35-65 y.","Couple + C. LE and GT 16","50","0.0851105743893171","0.0655901467616991","0.104631002016935"
"Min 1x per week","1998","66 and older","1-pers.-HH","32","0.0552048256429736","0.0370516062724988","0.0733580450134485"
"Min 1x per week","1998","66 and older","(Married) couple without C. ","64","0.0775739733201016","0.0607139315454563","0.0944340150947469"
"Min 1x per week","1998","66 and older","Single parent ","","","",""
"Min 1x per week","1998","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1998","66 and older","Couple + C. GT 16 ","5","","",""
"Min 1x per week","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1998","16-34 y.","1-pers.-HH","69","0.139889455938755","0.109576120529156","0.170202791348355"
"Min 1x per month","1998","16-34 y.","(Married) couple without C. ","94","0.112476543853333","0.0920046299996066","0.132948457707059"
"Min 1x per month","1998","16-34 y.","Single parent ","32","0.104548997774203","0.0700975381063964","0.13900045744201"
"Min 1x per month","1998","16-34 y.","Couple + C. LE 16 ","97","0.0602665164673331","0.0480426724689047","0.0724903604657615"
"Min 1x per month","1998","16-34 y.","Couple + C. GT 16 ","103","0.0889851874469054","0.0710489232904367","0.106921451603374"
"Min 1x per month","1998","16-34 y.","Couple + C. LE and GT 16","55","0.132041637114738","0.10127170694038","0.162811567289095"
"Min 1x per month","1998","35-65 y.","1-pers.-HH","57","0.110835385335848","0.0863991800242766","0.135271590647419"
"Min 1x per month","1998","35-65 y.","(Married) couple without C. ","178","0.0916080019529642","0.0796910908693428","0.103524913036586"
"Min 1x per month","1998","35-65 y.","Single parent ","35","0.0974897164276504","0.0666771001748513","0.12830233268045"
"Min 1x per month","1998","35-65 y.","Couple + C. LE 16 ","134","0.0810959060372735","0.0678841445315066","0.0943076675430405"
"Min 1x per month","1998","35-65 y.","Couple + C. GT 16 ","99","0.0717854346330284","0.0585942405174974","0.0849766287485594"
"Min 1x per month","1998","35-65 y.","Couple + C. LE and GT 16","59","0.089485503295609","0.0695175736620247","0.109453432929193"
"Min 1x per month","1998","66 and older","1-pers.-HH","32","0.0496978425123591","0.0324237227298897","0.0669719622948285"
"Min 1x per month","1998","66 and older","(Married) couple without C. ","59","0.0577543479108065","0.0430512358452539","0.0724574599763591"
"Min 1x per month","1998","66 and older","Single parent ","3","","",""
"Min 1x per month","1998","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1998","66 and older","Couple + C. GT 16 ","4","","",""
"Min 1x per month","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1998","16-34 y.","1-pers.-HH","132","0.259652077418338","0.221336274534647","0.297967880302028"
"Rarely","1998","16-34 y.","(Married) couple without C. ","320","0.360805811497016","0.329689313394211","0.391922309599821"
"Rarely","1998","16-34 y.","Single parent ","66","0.210827472549535","0.16489959699787","0.256755348101199"
"Rarely","1998","16-34 y.","Couple + C. LE 16 ","374","0.285066733470281","0.261878192370062","0.3082552745705"
"Rarely","1998","16-34 y.","Couple + C. GT 16 ","258","0.27227396787789","0.244232714095189","0.300315221660591"
"Rarely","1998","16-34 y.","Couple + C. LE and GT 16","123","0.26692448435129","0.226718548254718","0.307130420447863"
"Rarely","1998","35-65 y.","1-pers.-HH","119","0.20481584224582","0.173402142058175","0.236229542433466"
"Rarely","1998","35-65 y.","(Married) couple without C. ","634","0.307947684638155","0.288876912458998","0.327018456817312"
"Rarely","1998","35-65 y.","Single parent ","95","0.288502941578967","0.241439382215984","0.33556650094195"
"Rarely","1998","35-65 y.","Couple + C. LE 16 ","524","0.337112278419366","0.314233467989658","0.359991088849074"
"Rarely","1998","35-65 y.","Couple + C. GT 16 ","465","0.322511193374638","0.298623995182374","0.346398391566901"
"Rarely","1998","35-65 y.","Couple + C. LE and GT 16","238","0.31889975963622","0.286297637101899","0.351501882170541"
"Rarely","1998","66 and older","1-pers.-HH","59","0.0993731722485978","0.0755936394294302","0.123152705067765"
"Rarely","1998","66 and older","(Married) couple without C. ","172","0.189228524253485","0.1645410087476","0.21391603975937"
"Rarely","1998","66 and older","Single parent ","7","","",""
"Rarely","1998","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1998","66 and older","Couple + C. GT 16 ","24","","",""
"Rarely","1998","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1998","16-34 y.","1-pers.-HH","210","0.401023540031228","0.358192964613023","0.443854115449432"
"Never","1998","16-34 y.","(Married) couple without C. ","406","0.425776413383228","0.393738158114401","0.457814668652055"
"Never","1998","16-34 y.","Single parent ","150","0.4867656942749","0.430486924272048","0.543044464277751"
"Never","1998","16-34 y.","Couple + C. LE 16 ","865","0.566473710396316","0.541019185077883","0.591928235714749"
"Never","1998","16-34 y.","Couple + C. GT 16 ","438","0.432686649759721","0.401475579452902","0.46389772006654"
"Never","1998","16-34 y.","Couple + C. LE and GT 16","197","0.364282761794526","0.320543351969068","0.408022171619983"
"Never","1998","35-65 y.","1-pers.-HH","381","0.556843150527155","0.518175424202754","0.595510876851556"
"Never","1998","35-65 y.","(Married) couple without C. ","1267","0.509574219063091","0.488922761298386","0.530225676827795"
"Never","1998","35-65 y.","Single parent ","192","0.50106099737553","0.449122172600066","0.552999822150994"
"Never","1998","35-65 y.","Couple + C. LE 16 ","810","0.463620481690604","0.439485689324935","0.487755274056274"
"Never","1998","35-65 y.","Couple + C. GT 16 ","817","0.53329240651714","0.507797883673178","0.558786929361103"
"Never","1998","35-65 y.","Couple + C. LE and GT 16","424","0.484411066885185","0.449451013727303","0.519371120043068"
"Never","1998","66 and older","1-pers.-HH","474","0.777327081500933","0.744257256153159","0.810396906848707"
"Never","1998","66 and older","(Married) couple without C. ","653","0.658656877678595","0.62877141059371","0.68854234476348"
"Never","1998","66 and older","Single parent ","39","0.781367073475342","0.666803005570108","0.895931141380576"
"Never","1998","66 and older","Couple + C. LE 16 ","","","",""
"Never","1998","66 and older","Couple + C. GT 16 ","77","0.62583611407889","0.536614492273037","0.715057735884744"
"Never","1998","66 and older","Couple + C. LE and GT 16","1","","",""
"Daily","1999","16-34 y.","1-pers.-HH","","","",""
"Daily","1999","16-34 y.","(Married) couple without C. ","","","",""
"Daily","1999","16-34 y.","Single parent ","","","",""
"Daily","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","1999","35-65 y.","1-pers.-HH","","","",""
"Daily","1999","35-65 y.","(Married) couple without C. ","","","",""
"Daily","1999","35-65 y.","Single parent ","","","",""
"Daily","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","1999","66 and older","1-pers.-HH","","","",""
"Daily","1999","66 and older","(Married) couple without C. ","","","",""
"Daily","1999","66 and older","Single parent ","","","",""
"Daily","1999","66 and older","Couple + C. LE 16 ","","","",""
"Daily","1999","66 and older","Couple + C. GT 16 ","","","",""
"Daily","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","1999","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1999","16-34 y.","Single parent ","","","",""
"Min 1x per week","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","1999","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","1999","35-65 y.","Single parent ","","","",""
"Min 1x per week","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","66 and older","1-pers.-HH","","","",""
"Min 1x per week","1999","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","1999","66 and older","Single parent ","","","",""
"Min 1x per week","1999","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","1999","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1999","16-34 y.","Single parent ","","","",""
"Min 1x per month","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","1999","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","1999","35-65 y.","Single parent ","","","",""
"Min 1x per month","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","66 and older","1-pers.-HH","","","",""
"Min 1x per month","1999","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","1999","66 and older","Single parent ","","","",""
"Min 1x per month","1999","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","1999","16-34 y.","1-pers.-HH","","","",""
"Rarely","1999","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","1999","16-34 y.","Single parent ","","","",""
"Rarely","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1999","35-65 y.","1-pers.-HH","","","",""
"Rarely","1999","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","1999","35-65 y.","Single parent ","","","",""
"Rarely","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","1999","66 and older","1-pers.-HH","","","",""
"Rarely","1999","66 and older","(Married) couple without C. ","","","",""
"Rarely","1999","66 and older","Single parent ","","","",""
"Rarely","1999","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","1999","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Never","1999","16-34 y.","1-pers.-HH","","","",""
"Never","1999","16-34 y.","(Married) couple without C. ","","","",""
"Never","1999","16-34 y.","Single parent ","","","",""
"Never","1999","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","1999","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","1999","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","1999","35-65 y.","1-pers.-HH","","","",""
"Never","1999","35-65 y.","(Married) couple without C. ","","","",""
"Never","1999","35-65 y.","Single parent ","","","",""
"Never","1999","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","1999","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","1999","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","1999","66 and older","1-pers.-HH","","","",""
"Never","1999","66 and older","(Married) couple without C. ","","","",""
"Never","1999","66 and older","Single parent ","","","",""
"Never","1999","66 and older","Couple + C. LE 16 ","","","",""
"Never","1999","66 and older","Couple + C. GT 16 ","","","",""
"Never","1999","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2000","16-34 y.","1-pers.-HH","","","",""
"Daily","2000","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2000","16-34 y.","Single parent ","","","",""
"Daily","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2000","35-65 y.","1-pers.-HH","","","",""
"Daily","2000","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2000","35-65 y.","Single parent ","","","",""
"Daily","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2000","66 and older","1-pers.-HH","","","",""
"Daily","2000","66 and older","(Married) couple without C. ","","","",""
"Daily","2000","66 and older","Single parent ","","","",""
"Daily","2000","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2000","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","16-34 y.","1-pers.-HH","","","",""
"Min 1x per week","2000","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2000","16-34 y.","Single parent ","","","",""
"Min 1x per week","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","35-65 y.","1-pers.-HH","","","",""
"Min 1x per week","2000","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per week","2000","35-65 y.","Single parent ","","","",""
"Min 1x per week","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","66 and older","1-pers.-HH","","","",""
"Min 1x per week","2000","66 and older","(Married) couple without C. ","","","",""
"Min 1x per week","2000","66 and older","Single parent ","","","",""
"Min 1x per week","2000","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2000","16-34 y.","1-pers.-HH","","","",""
"Min 1x per month","2000","16-34 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2000","16-34 y.","Single parent ","","","",""
"Min 1x per month","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2000","35-65 y.","1-pers.-HH","","","",""
"Min 1x per month","2000","35-65 y.","(Married) couple without C. ","","","",""
"Min 1x per month","2000","35-65 y.","Single parent ","","","",""
"Min 1x per month","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Min 1x per month","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Min 1x per month","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2000","66 and older","1-pers.-HH","","","",""
"Min 1x per month","2000","66 and older","(Married) couple without C. ","","","",""
"Min 1x per month","2000","66 and older","Single parent ","","","",""
"Min 1x per month","2000","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per month","2000","66 and older","Couple + C. GT 16 ","","","",""
"Min 1x per month","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2000","16-34 y.","1-pers.-HH","","","",""
"Rarely","2000","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","2000","16-34 y.","Single parent ","","","",""
"Rarely","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2000","35-65 y.","1-pers.-HH","","","",""
"Rarely","2000","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","2000","35-65 y.","Single parent ","","","",""
"Rarely","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2000","66 and older","1-pers.-HH","","","",""
"Rarely","2000","66 and older","(Married) couple without C. ","","","",""
"Rarely","2000","66 and older","Single parent ","","","",""
"Rarely","2000","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2000","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2000","16-34 y.","1-pers.-HH","","","",""
"Never","2000","16-34 y.","(Married) couple without C. ","","","",""
"Never","2000","16-34 y.","Single parent ","","","",""
"Never","2000","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2000","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2000","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2000","35-65 y.","1-pers.-HH","","","",""
"Never","2000","35-65 y.","(Married) couple without C. ","","","",""
"Never","2000","35-65 y.","Single parent ","","","",""
"Never","2000","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2000","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2000","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2000","66 and older","1-pers.-HH","","","",""
"Never","2000","66 and older","(Married) couple without C. ","","","",""
"Never","2000","66 and older","Single parent ","","","",""
"Never","2000","66 and older","Couple + C. LE 16 ","","","",""
"Never","2000","66 and older","Couple + C. GT 16 ","","","",""
"Never","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2001","16-34 y.","1-pers.-HH","","","",""
"Daily","2001","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2001","16-34 y.","Single parent ","","","",""
"Daily","2001","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2001","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2001","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2001","35-65 y.","1-pers.-HH","","","",""
"Daily","2001","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2001","35-65 y.","Single parent ","","","",""
"Daily","2001","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2001","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2001","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2001","66 and older","1-pers.-HH","","","",""
"Daily","2001","66 and older","(Married) couple without C. ","","","",""
"Daily","2001","66 and older","Single parent ","","","",""
"Daily","2001","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2001","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2001","16-34 y.","1-pers.-HH","90","0.118260525082204","0.0947873991238539","0.141733651040555"
"Min 1x per week","2001","16-34 y.","(Married) couple without C. ","109","0.102497160047075","0.0843747569065264","0.120619563187623"
"Min 1x per week","2001","16-34 y.","Single parent ","50","0.11502583375209","0.0863637601976516","0.143687907306528"
"Min 1x per week","2001","16-34 y.","Couple + C. LE 16 ","107","0.0513824939712055","0.0409850328609792","0.0617799550814318"
"Min 1x per week","2001","16-34 y.","Couple + C. GT 16 ","211","0.155540965765615","0.136193912219368","0.174888019311862"
"Min 1x per week","2001","16-34 y.","Couple + C. LE and GT 16","117","0.171461339809042","0.142530316945249","0.200392362672835"
"Min 1x per week","2001","35-65 y.","1-pers.-HH","104","0.0891540229436104","0.0731962239129879","0.105111821974233"
"Min 1x per week","2001","35-65 y.","(Married) couple without C. ","296","0.080607739461492","0.0719407697496414","0.0892747091733426"
"Min 1x per week","2001","35-65 y.","Single parent ","38","0.0631341827089458","0.0430804673996705","0.0831878980182211"
"Min 1x per week","2001","35-65 y.","Couple + C. LE 16 ","259","0.0880968924161322","0.0779527695551383","0.0982410152771261"
"Min 1x per week","2001","35-65 y.","Couple + C. GT 16 ","132","0.0612465164479249","0.051015392637678","0.0714776402581718"
"Min 1x per week","2001","35-65 y.","Couple + C. LE and GT 16","83","0.0824514151153318","0.0660474134359482","0.0988554167947154"
"Min 1x per week","2001","66 and older","1-pers.-HH","74","0.0711434005658168","0.0554061882561474","0.0868806128754863"
"Min 1x per week","2001","66 and older","(Married) couple without C. ","136","0.0695616620810702","0.0583159979668582","0.0808073261952823"
"Min 1x per week","2001","66 and older","Single parent ","2","","",""
"Min 1x per week","2001","66 and older","Couple + C. LE 16 ","","","",""
"Min 1x per week","2001","66 and older","Couple + C. GT 16 ","14","","",""
"Min 1x per week","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2001","16-34 y.","1-pers.-HH","78","0.104536529961498","0.0822963210538859","0.126776738869111"
"Min 1x per month","2001","16-34 y.","(Married) couple without C. ","82","0.0820516764408052","0.0656535284605357","0.0984498244210746"
"Min 1x per month","2001","16-34 y.","Single parent ","41","0.0819826823527306","0.0573375523468852","0.106627812358576"
"Min 1x per month","2001","16-34 y.","Couple + C. LE 16 ","92","0.0539972922367686","0.0433532564023791","0.0646413280711581"
"Min 1x per month","2001","16-34 y.","Couple + C. GT 16 ","115","0.0731013486577514","0.0592055995320293","0.0869970977834734"
"Min 1x per month","2001","16-34 y.","Couple + C. LE and GT 16","43","0.0722423926701154","0.0523705739853432","0.0921142113548876"
"Min 1x per month","2001","35-65 y.","1-pers.-HH","86","0.0748140714884956","0.0600812406875543","0.089546902289437"
"Min 1x per month","2001","35-65 y.","(Married) couple without C. ","206","0.0626772351238569","0.0549605996765118","0.070393870571202"
"Min 1x per month","2001","35-65 y.","Single parent ","44","0.0861179951373649","0.0629858512340423","0.109250139040688"
"Min 1x per month","2001","35-65 y.","Couple + C. LE 16 ","179","0.0587711957091837","0.0503535677664636","0.0671888236519038"
"Min 1x per month","2001","35-65 y.","Couple + C. GT 16 ","102","0.0573715569201437","0.0474489576772929","0.0672941561629946"
"Min 1x per month","2001","35-65 y.","Couple + C. LE and GT 16","52","0.0548581780766387","0.0412780022268281","0.0684383539264494"
"Min 1x per month","2001","66 and older","1-pers.-HH","40","0.0432337034448208","0.0307828158583154","0.0556845910313261"
"Min 1x per month","2001","66 and older","(Married) couple without C. ","90","0.0480043810014016","0.0385547631400822","0.057453998862721"
"Min 1x per month","2001","66 and older","Single parent ","2","","",""
"Min 1x per month","2001","66 and older","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2001","66 and older","Couple + C. GT 16 ","4","","",""
"Min 1x per month","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2001","16-34 y.","1-pers.-HH","224","0.299362597805594","0.266071638197382","0.332653557413806"
"Rarely","2001","16-34 y.","(Married) couple without C. ","306","0.2889582313814","0.261874590463278","0.316041872299521"
"Rarely","2001","16-34 y.","Single parent ","101","0.199778849944038","0.163859837980275","0.235697861907801"
"Rarely","2001","16-34 y.","Couple + C. LE 16 ","431","0.248540299667332","0.228187441624754","0.26889315770991"
"Rarely","2001","16-34 y.","Couple + C. GT 16 ","343","0.246739844559817","0.223725676187001","0.269754012932632"
"Rarely","2001","16-34 y.","Couple + C. LE and GT 16","160","0.250542672579207","0.217281419933308","0.283803925225106"
"Rarely","2001","35-65 y.","1-pers.-HH","266","0.214412393375465","0.191429627088673","0.237395159662257"
"Rarely","2001","35-65 y.","(Married) couple without C. ","901","0.235783321223378","0.222269029722319","0.249297612724438"
"Rarely","2001","35-65 y.","Single parent ","131","0.237939244575544","0.202827556895631","0.273050932255458"
"Rarely","2001","35-65 y.","Couple + C. LE 16 ","771","0.262461308964792","0.246714777422735","0.278207840506848"
"Rarely","2001","35-65 y.","Couple + C. GT 16 ","503","0.238662161587036","0.220474060654178","0.256850262519894"
"Rarely","2001","35-65 y.","Couple + C. LE and GT 16","249","0.22530080216075","0.200384468647771","0.25021713567373"
"Rarely","2001","66 and older","1-pers.-HH","117","0.114501015860142","0.0950077385148928","0.133994293205391"
"Rarely","2001","66 and older","(Married) couple without C. ","287","0.147173431516521","0.131513083713659","0.162833779319384"
"Rarely","2001","66 and older","Single parent ","7","","",""
"Rarely","2001","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2001","66 and older","Couple + C. GT 16 ","27","","",""
"Rarely","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2001","16-34 y.","1-pers.-HH","335","0.477840347150703","0.441530539380665","0.514150154920742"
"Never","2001","16-34 y.","(Married) couple without C. ","579","0.52649293213072","0.496659620749663","0.556326243511778"
"Never","2001","16-34 y.","Single parent ","284","0.603212633951142","0.559262647359254","0.64716262054303"
"Never","2001","16-34 y.","Couple + C. LE 16 ","1102","0.646079914124694","0.623559837063894","0.668599991185494"
"Never","2001","16-34 y.","Couple + C. GT 16 ","679","0.524617841016817","0.497958702438834","0.5512769795948"
"Never","2001","16-34 y.","Couple + C. LE and GT 16","332","0.505753594941636","0.467377079202926","0.544130110680345"
"Never","2001","35-65 y.","1-pers.-HH","769","0.621619512192429","0.59446095262547","0.648778071759388"
"Never","2001","35-65 y.","(Married) couple without C. ","2387","0.620931704191273","0.605485949433836","0.63637745894871"
"Never","2001","35-65 y.","Single parent ","352","0.612808577578145","0.57264345018897","0.652973704967319"
"Never","2001","35-65 y.","Couple + C. LE 16 ","1790","0.590670602909892","0.573072372297248","0.608268833522536"
"Never","2001","35-65 y.","Couple + C. GT 16 ","1373","0.642719765044895","0.622273113918381","0.66316641617141"
"Never","2001","35-65 y.","Couple + C. LE and GT 16","696","0.637389604647279","0.608717549286366","0.666061660008192"
"Never","2001","66 and older","1-pers.-HH","794","0.771121880129221","0.745403132903816","0.796840627354625"
"Never","2001","66 and older","(Married) couple without C. ","1453","0.735260525401007","0.715758203941314","0.7547628468607"
"Never","2001","66 and older","Single parent ","61","0.81580918816904","0.72627062519739","0.90534775114069"
"Never","2001","66 and older","Couple + C. LE 16 ","2","","",""
"Never","2001","66 and older","Couple + C. GT 16 ","110","0.696859402903462","0.624503015555391","0.769215790251533"
"Never","2001","66 and older","Couple + C. LE and GT 16","2","","",""
"Daily","2002","16-34 y.","1-pers.-HH","","","",""
"Daily","2002","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2002","16-34 y.","Single parent ","","","",""
"Daily","2002","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2002","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2002","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2002","35-65 y.","1-pers.-HH","","","",""
"Daily","2002","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2002","35-65 y.","Single parent ","","","",""
"Daily","2002","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2002","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2002","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2002","66 and older","1-pers.-HH","","","",""
"Daily","2002","66 and older","(Married) couple without C. ","","","",""
"Daily","2002","66 and older","Single parent ","","","",""
"Daily","2002","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2002","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2002","66 and older","Couple + C. LE and GT 16","","","",""
