"pli0093_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1994","Bremen","Rural Area","","","","","2"
"Never","1994","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","1994","Thuringia","Rural Area","","","","","5"
"Never","1994","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","1994","Thuringia","Urban Area","","","","","5"
"Never","1994","Saxony","Urban Area","","","","","5"
"Never","1994","Brandenburg","Rural Area","","","","","5"
"Never","1994","Saxony-Anhalt","Urban Area","","","","","5"
"Never","1994","Saxony-Anhalt","Rural Area","","","","","5"
"Never","1994","Saxony","Rural Area","","","","","5"
"Never","1994","Schleswig-Holstein","Urban Area","","","","","5"
"Never","1994","Schleswig-Holstein","Rural Area","","","","","5"
"Never","1994","Hamburg","Urban Area","","","","","5"
"Never","1994","Hamburg","Rural Area","","","","","5"
"Never","1994","Lower Saxony","Urban Area","","","","","5"
"Never","1994","Lower Saxony","Rural Area","","","","","5"
"Never","1994","Bremen","Urban Area","","","","","5"
"Never","1994","Bremen","Rural Area","","","","","5"
"Never","1994","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","1994","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","1994","Hesse","Urban Area","","","","","5"
"Never","1994","Hesse","Rural Area","","","","","5"
"Never","1994","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","1994","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","1994","Baden-Württemberg","Urban Area","","","","","5"
"Never","1994","Baden-Württemberg","Rural Area","","","","","5"
"Never","1994","Bavaria","Urban Area","","","","","5"
"Never","1994","Bavaria","Rural Area","","","","","5"
"Never","1994","Berlin","Urban Area","","","","","5"
"Never","1994","Berlin","Rural Area","","","","","5"
"Never","1994","Brandenburg","Urban Area","","","","","5"
"Rarely","1994","Schleswig-Holstein","Rural Area","","","","","4"
"Rarely","1994","Hamburg","Urban Area","","","","","4"
"Rarely","1994","Bremen","Rural Area","","","","","4"
"Rarely","1994","North Rhine-Westphalia","Urban Area","","","","","4"
"Rarely","1994","North Rhine-Westphalia","Rural Area","","","","","4"
"Rarely","1994","Hesse","Urban Area","","","","","4"
"Rarely","1994","Hesse","Rural Area","","","","","4"
"Rarely","1994","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Rarely","1994","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Rarely","1994","Baden-Württemberg","Urban Area","","","","","4"
"Rarely","1994","Baden-Württemberg","Rural Area","","","","","4"
"Rarely","1994","Bavaria","Urban Area","","","","","4"
"Rarely","1994","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely","1994","Hamburg","Rural Area","","","","","4"
"Rarely","1994","Lower Saxony","Urban Area","","","","","4"
"Rarely","1994","Lower Saxony","Rural Area","","","","","4"
"Rarely","1994","Bremen","Urban Area","","","","","4"
"Rarely","1994","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","1994","Saxony","Urban Area","","","","","4"
"Rarely","1994","Saxony","Rural Area","","","","","4"
"Rarely","1994","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","1994","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely","1994","Thuringia","Urban Area","","","","","4"
"Rarely","1994","Thuringia","Rural Area","","","","","4"
"Rarely","1994","Brandenburg","Rural Area","","","","","4"
"Rarely","1994","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","1994","Bavaria","Rural Area","","","","","4"
"Rarely","1994","Berlin","Urban Area","","","","","4"
"Rarely","1994","Berlin","Rural Area","","","","","4"
"Rarely","1994","Brandenburg","Urban Area","","","","","4"
"Daily","1995","North Rhine-Westphalia","Urban Area","77","0.0374992184846029","0.0300713620604103","0.0449270749087955","1"
"Daily","1995","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","1995","Hesse","Urban Area","14","","","","1"
"Daily","1995","Hesse","Rural Area","1","","","","1"
"Daily","1995","Rhineland-Palatinate,Saarland","Urban Area","22","","","","1"
"Daily","1995","Rhineland-Palatinate,Saarland","Rural Area","3","","","","1"
"Daily","1995","Baden-Württemberg","Urban Area","44","0.037682081979449","0.0282865511322121","0.047077612826686","1"
"Daily","1995","Baden-Württemberg","Rural Area","3","","","","1"
"Daily","1995","Bavaria","Urban Area","27","","","","1"
"Daily","1995","Bavaria","Rural Area","40","0.0538015679138352","0.038570762072329","0.0690323737553414","1"
"Daily","1995","Berlin","Urban Area","24","","","","1"
"Daily","1995","Berlin","Rural Area","","","","","1"
"Daily","1995","Brandenburg","Urban Area","1","","","","1"
"Daily","1995","Thuringia","Rural Area","5","","","","1"
"Daily","1995","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","1995","Schleswig-Holstein","Rural Area","3","","","","1"
"Daily","1995","Hamburg","Urban Area","3","","","","1"
"Daily","1995","Hamburg","Rural Area","","","","","1"
"Daily","1995","Lower Saxony","Urban Area","9","","","","1"
"Daily","1995","Lower Saxony","Rural Area","14","","","","1"
"Daily","1995","Mecklenburg-Western Pomerania","Urban Area","2","","","","1"
"Daily","1995","Mecklenburg-Western Pomerania","Rural Area","3","","","","1"
"Daily","1995","Saxony","Urban Area","18","","","","1"
"Daily","1995","Saxony","Rural Area","7","","","","1"
"Daily","1995","Saxony-Anhalt","Urban Area","4","","","","1"
"Daily","1995","Saxony-Anhalt","Rural Area","8","","","","1"
"Daily","1995","Thuringia","Urban Area","5","","","","1"
"Daily","1995","Bremen","Urban Area","2","","","","1"
"Daily","1995","Bremen","Rural Area","","","","","1"
"Daily","1995","Brandenburg","Rural Area","10","","","","1"
"Min 1x per month","1995","Schleswig-Holstein","Urban Area","11","","","","3"
"Min 1x per month","1995","Schleswig-Holstein","Rural Area","18","","","","3"
"Min 1x per month","1995","Hamburg","Urban Area","14","","","","3"
"Min 1x per month","1995","Hamburg","Rural Area","","","","","3"
"Min 1x per month","1995","Brandenburg","Rural Area","31","0.0465909017236787","0.0292735227248289","0.0639082807225285","3"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","Urban Area","2","","","","3"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","Rural Area","24","","","","3"
"Min 1x per month","1995","Saxony","Urban Area","45","0.0690724726211615","0.048309897453336","0.089835047788987","3"
"Min 1x per month","1995","Saxony","Rural Area","27","","","","3"
"Min 1x per month","1995","Saxony-Anhalt","Urban Area","17","","","","3"
"Min 1x per month","1995","Saxony-Anhalt","Rural Area","32","0.0471033804760106","0.0286072127889485","0.0655995481630728","3"
"Min 1x per month","1995","Thuringia","Urban Area","24","","","","3"
"Min 1x per month","1995","Thuringia","Rural Area","36","0.0821642170778372","0.0570688802903397","0.107259553865335","3"
"Min 1x per month","1995","North Rhine-Westphalia","Urban Area","215","0.105729386331642","0.0937071798595834","0.117751592803702","3"
"Min 1x per month","1995","North Rhine-Westphalia","Rural Area","7","","","","3"
"Min 1x per month","1995","Hesse","Urban Area","66","0.0786570855292743","0.0600606492545856","0.0972535218039629","3"
"Min 1x per month","1995","Hesse","Rural Area","12","","","","3"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","Urban Area","35","0.0536894911136482","0.03529780019694","0.0720811820303565","3"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","Rural Area","6","","","","3"
"Min 1x per month","1995","Baden-Württemberg","Urban Area","121","0.0789727477509403","0.0656660756141606","0.0922794198877201","3"
"Min 1x per month","1995","Baden-Württemberg","Rural Area","13","","","","3"
"Min 1x per month","1995","Bavaria","Urban Area","95","0.107134233566668","0.0862312965203035","0.128037170613032","3"
"Min 1x per month","1995","Bavaria","Rural Area","70","0.0984182369925342","0.0783099695207066","0.118526504464362","3"
"Min 1x per month","1995","Berlin","Urban Area","58","0.0989117550670072","0.0742731477982418","0.123550362335773","3"
"Min 1x per month","1995","Berlin","Rural Area","","","","","3"
"Min 1x per month","1995","Brandenburg","Urban Area","2","","","","3"
"Min 1x per month","1995","Bremen","Rural Area","","","","","3"
"Min 1x per month","1995","Bremen","Urban Area","9","","","","3"
"Min 1x per month","1995","Lower Saxony","Urban Area","59","0.112105175313787","0.0861364785613781","0.138073872066196","3"
"Min 1x per month","1995","Lower Saxony","Rural Area","46","0.0963913302930464","0.0700167999747408","0.122765860611352","3"
"Min 1x per week","1995","Brandenburg","Rural Area","37","0.0666760360913541","0.0461789062244281","0.0871731659582801","2"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","Urban Area","6","","","","2"
"Min 1x per week","1995","Saxony","Rural Area","18","","","","2"
"Min 1x per week","1995","Saxony-Anhalt","Urban Area","6","","","","2"
"Min 1x per week","1995","Saxony-Anhalt","Rural Area","26","","","","2"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","Rural Area","20","","","","2"
"Min 1x per week","1995","Saxony","Urban Area","49","0.076743396412241","0.0549486159263501","0.0985381768981319","2"
"Min 1x per week","1995","North Rhine-Westphalia","Urban Area","207","0.0905976545551717","0.079375186987655","0.101820122122688","2"
"Min 1x per week","1995","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","1995","Hesse","Urban Area","69","0.0891165498641755","0.0694349345622994","0.108798165166052","2"
"Min 1x per week","1995","Hesse","Rural Area","16","","","","2"
"Min 1x per week","1995","Thuringia","Urban Area","9","","","","2"
"Min 1x per week","1995","Thuringia","Rural Area","24","","","","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Urban Area","45","0.0875332965132963","0.0644735069635513","0.110593086063041","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Rural Area","5","","","","2"
"Min 1x per week","1995","Baden-Württemberg","Urban Area","136","0.0993164976976215","0.084559724801605","0.114073270593638","2"
"Min 1x per week","1995","Baden-Württemberg","Rural Area","15","","","","2"
"Min 1x per week","1995","Bavaria","Urban Area","103","0.121396525762803","0.0993241195480345","0.143468931977572","2"
"Min 1x per week","1995","Bavaria","Rural Area","91","0.10915154085554","0.0881015866322929","0.130201495078787","2"
"Min 1x per week","1995","Berlin","Urban Area","57","0.112482996588837","0.0864070358229749","0.138558957354699","2"
"Min 1x per week","1995","Berlin","Rural Area","","","","","2"
"Min 1x per week","1995","Brandenburg","Urban Area","2","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","Rural Area","17","","","","2"
"Min 1x per week","1995","Hamburg","Urban Area","15","","","","2"
"Min 1x per week","1995","Hamburg","Rural Area","","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","Urban Area","12","","","","2"
"Min 1x per week","1995","Bremen","Rural Area","","","","","2"
"Min 1x per week","1995","Lower Saxony","Urban Area","55","0.118903177112405","0.0922612823304081","0.145545071894401","2"
"Min 1x per week","1995","Lower Saxony","Rural Area","39","0.0824898171935585","0.0579041969073639","0.107075437479753","2"
"Min 1x per week","1995","Bremen","Urban Area","9","","","","2"
"Never","1995","Saxony","Urban Area","284","0.532746648126381","0.491895209454024","0.573598086798737","5"
"Never","1995","Mecklenburg-Western Pomerania","Urban Area","27","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","Rural Area","163","0.503249343629411","0.451311498695462","0.55518718856336","5"
"Never","1995","Brandenburg","Rural Area","300","0.543833209542157","0.502908401357988","0.584758017726325","5"
"Never","1995","Saxony","Rural Area","306","0.610241421477299","0.568444342728061","0.652038500226537","5"
"Never","1995","Thuringia","Rural Area","243","0.604020424394833","0.559328260764148","0.648712588025519","5"
"Never","1995","Saxony-Anhalt","Urban Area","111","0.679926565859478","0.612703541626931","0.747149590092024","5"
"Never","1995","Saxony-Anhalt","Rural Area","275","0.599034310843125","0.556247267447057","0.641821354239193","5"
"Never","1995","Thuringia","Urban Area","88","0.503296678883737","0.432015027384491","0.574578330382984","5"
"Never","1995","Schleswig-Holstein","Urban Area","79","0.512289021138353","0.429490445930343","0.595087596346362","5"
"Never","1995","Schleswig-Holstein","Rural Area","57","0.342374525437408","0.264873601377808","0.419875449497008","5"
"Never","1995","Hamburg","Urban Area","71","0.509808924627368","0.424528855763152","0.595088993491585","5"
"Never","1995","Hamburg","Rural Area","","","","","5"
"Never","1995","Lower Saxony","Urban Area","296","0.465048273084474","0.423993573694791","0.506102972474157","5"
"Never","1995","Lower Saxony","Rural Area","229","0.459581416913331","0.41504431844297","0.504118515383691","5"
"Never","1995","Bremen","Urban Area","48","0.530938834048374","0.43005509978826","0.631822568308487","5"
"Never","1995","Bremen","Rural Area","","","","","5"
"Never","1995","North Rhine-Westphalia","Urban Area","1358","0.503934774240498","0.484386500914035","0.523483047566961","5"
"Never","1995","North Rhine-Westphalia","Rural Area","30","0.441875570968464","0.325539448860342","0.558211693076587","5"
"Never","1995","Hesse","Urban Area","454","0.495941086425681","0.461402397739908","0.530479775111454","5"
"Never","1995","Hesse","Rural Area","82","0.542915479644799","0.461551681432277","0.62427927785732","5"
"Never","1995","Rhineland-Palatinate,Saarland","Urban Area","365","0.630840283878425","0.591464696499246","0.670215871257605","5"
"Never","1995","Rhineland-Palatinate,Saarland","Rural Area","73","0.619101544972814","0.536880831456801","0.701322258488828","5"
"Never","1995","Baden-Württemberg","Urban Area","853","0.485659541714569","0.460999949067873","0.510319134361265","5"
"Never","1995","Baden-Württemberg","Rural Area","125","0.522525447558282","0.457114126551556","0.587936768565009","5"
"Never","1995","Bavaria","Urban Area","373","0.450449837428418","0.416823700221934","0.484075974634903","5"
"Never","1995","Bavaria","Rural Area","396","0.447047370029607","0.41348481308875","0.480609926970464","5"
"Never","1995","Berlin","Urban Area","263","0.464159965253805","0.423001425550676","0.505318504956933","5"
"Never","1995","Berlin","Rural Area","","","","","5"
"Never","1995","Brandenburg","Urban Area","8","","","","5"
"Rarely","1995","Thuringia","Rural Area","152","0.259375357392971","0.219322582436234","0.299428132349708","4"
"Rarely","1995","Schleswig-Holstein","Urban Area","38","0.295953412062305","0.220340415797913","0.371566408326697","4"
"Rarely","1995","Schleswig-Holstein","Rural Area","49","0.323701822828994","0.247281560192451","0.400122085465537","4"
"Rarely","1995","Hamburg","Urban Area","29","","","","4"
"Rarely","1995","Bremen","Rural Area","","","","","4"
"Rarely","1995","North Rhine-Westphalia","Urban Area","656","0.262238966388085","0.245041743675898","0.279436189100273","4"
"Rarely","1995","North Rhine-Westphalia","Rural Area","33","0.437960598944415","0.321735487128158","0.554185710760672","4"
"Rarely","1995","Hesse","Urban Area","202","0.317742725317527","0.28557931830929","0.349906132325764","4"
"Rarely","1995","Hesse","Rural Area","33","0.28034035169302","0.206978002795674","0.353702700590366","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Urban Area","110","0.188032710196217","0.15615066637908","0.219914754013354","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Rural Area","47","0.287456573960049","0.210828575256292","0.364084572663806","4"
"Rarely","1995","Baden-Württemberg","Urban Area","424","0.29836913085742","0.275794228515835","0.320944033199005","4"
"Rarely","1995","Baden-Württemberg","Rural Area","68","0.302200784932591","0.242064428108964","0.362337141756217","4"
"Rarely","1995","Bavaria","Urban Area","243","0.28575337728898","0.255220349226711","0.316286405351249","4"
"Rarely","1995","Brandenburg","Rural Area","191","0.3237690738229","0.285322543381103","0.362215604264697","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Urban Area","19","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Rural Area","146","0.361883538890413","0.311965503987337","0.411801573793489","4"
"Rarely","1995","Thuringia","Urban Area","63","0.294500248319217","0.229515946964381","0.359484549674053","4"
"Rarely","1995","Hamburg","Rural Area","","","","","4"
"Rarely","1995","Lower Saxony","Urban Area","148","0.291333127877365","0.25393304512935","0.328733210625381","4"
"Rarely","1995","Lower Saxony","Rural Area","153","0.330818713812336","0.288770990969872","0.3728664366548","4"
"Rarely","1995","Bremen","Urban Area","26","","","","4"
"Rarely","1995","Saxony","Urban Area","177","0.28585566126843","0.248861159925311","0.322850162611549","4"
"Rarely","1995","Saxony","Rural Area","165","0.290119564834618","0.251225945553076","0.329013184116161","4"
"Rarely","1995","Saxony-Anhalt","Urban Area","47","0.208366687747412","0.149842094836877","0.266891280657947","4"
"Rarely","1995","Saxony-Anhalt","Rural Area","163","0.302500489679793","0.262398324885566","0.34260265447402","4"
"Rarely","1995","Bavaria","Rural Area","246","0.291581284208484","0.260901016907496","0.322261551509472","4"
"Rarely","1995","Berlin","Urban Area","162","0.279265063737102","0.24223924843516","0.316290879039044","4"
"Rarely","1995","Berlin","Rural Area","","","","","4"
"Rarely","1995","Brandenburg","Urban Area","6","","","","4"
"Daily","1996","Thuringia","Rural Area","","","","","1"
"Daily","1996","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","1996","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","1996","Hesse","Urban Area","","","","","1"
"Daily","1996","Hesse","Rural Area","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","1996","Baden-Württemberg","Urban Area","","","","","1"
"Daily","1996","Baden-Württemberg","Rural Area","","","","","1"
"Daily","1996","Bavaria","Urban Area","","","","","1"
"Daily","1996","Bavaria","Rural Area","","","","","1"
"Daily","1996","Berlin","Urban Area","","","","","1"
"Daily","1996","Berlin","Rural Area","","","","","1"
"Daily","1996","Brandenburg","Urban Area","","","","","1"
"Daily","1996","Hamburg","Urban Area","","","","","1"
"Daily","1996","Hamburg","Rural Area","","","","","1"
"Daily","1996","Lower Saxony","Urban Area","","","","","1"
"Daily","1996","Lower Saxony","Rural Area","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","1996","Saxony","Urban Area","","","","","1"
"Daily","1996","Saxony","Rural Area","","","","","1"
"Daily","1996","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","1996","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","1996","Thuringia","Urban Area","","","","","1"
"Daily","1996","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","1996","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","1996","Bremen","Urban Area","","","","","1"
"Daily","1996","Bremen","Rural Area","","","","","1"
"Daily","1996","Brandenburg","Rural Area","","","","","1"
"Min 1x per month","1996","Brandenburg","Rural Area","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Min 1x per month","1996","Saxony","Urban Area","","","","","3"
"Min 1x per month","1996","Saxony","Rural Area","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Rural Area","","","","","3"
"Min 1x per month","1996","Thuringia","Urban Area","","","","","3"
"Min 1x per month","1996","Thuringia","Rural Area","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","Urban Area","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","Rural Area","","","","","3"
"Min 1x per month","1996","Hamburg","Urban Area","","","","","3"
"Min 1x per month","1996","Hamburg","Rural Area","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Urban Area","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Rural Area","","","","","3"
"Min 1x per month","1996","Hesse","Urban Area","","","","","3"
"Min 1x per month","1996","Hesse","Rural Area","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","Urban Area","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","Rural Area","","","","","3"
"Min 1x per month","1996","Bavaria","Urban Area","","","","","3"
"Min 1x per month","1996","Bavaria","Rural Area","","","","","3"
"Min 1x per month","1996","Berlin","Urban Area","","","","","3"
"Min 1x per month","1996","Berlin","Rural Area","","","","","3"
"Min 1x per month","1996","Brandenburg","Urban Area","","","","","3"
"Min 1x per month","1996","Lower Saxony","Urban Area","","","","","3"
"Min 1x per month","1996","Bremen","Rural Area","","","","","3"
"Min 1x per month","1996","Bremen","Urban Area","","","","","3"
"Min 1x per month","1996","Lower Saxony","Rural Area","","","","","3"
"Min 1x per week","1996","Brandenburg","Rural Area","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","1996","Saxony","Urban Area","","","","","2"
"Min 1x per week","1996","Saxony","Rural Area","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","1996","Thuringia","Rural Area","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","1996","Hesse","Urban Area","","","","","2"
"Min 1x per week","1996","Hesse","Rural Area","","","","","2"
"Min 1x per week","1996","Thuringia","Urban Area","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Urban Area","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Rural Area","","","","","2"
"Min 1x per week","1996","Hamburg","Urban Area","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","1996","Bavaria","Urban Area","","","","","2"
"Min 1x per week","1996","Bavaria","Rural Area","","","","","2"
"Min 1x per week","1996","Berlin","Urban Area","","","","","2"
"Min 1x per week","1996","Berlin","Rural Area","","","","","2"
"Min 1x per week","1996","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","1996","Lower Saxony","Urban Area","","","","","2"
"Min 1x per week","1996","Bremen","Rural Area","","","","","2"
"Min 1x per week","1996","Hamburg","Rural Area","","","","","2"
"Min 1x per week","1996","Lower Saxony","Rural Area","","","","","2"
"Min 1x per week","1996","Bremen","Urban Area","","","","","2"
"Never","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","1996","Saxony","Urban Area","","","","","5"
"Never","1996","Thuringia","Rural Area","","","","","5"
"Never","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","1996","Brandenburg","Rural Area","","","","","5"
"Never","1996","Saxony-Anhalt","Urban Area","","","","","5"
"Never","1996","Saxony-Anhalt","Rural Area","","","","","5"
"Never","1996","Thuringia","Urban Area","","","","","5"
"Never","1996","Saxony","Rural Area","","","","","5"
"Never","1996","Schleswig-Holstein","Urban Area","","","","","5"
"Never","1996","Schleswig-Holstein","Rural Area","","","","","5"
"Never","1996","Hamburg","Urban Area","","","","","5"
"Never","1996","Hamburg","Rural Area","","","","","5"
"Never","1996","Lower Saxony","Urban Area","","","","","5"
"Never","1996","Lower Saxony","Rural Area","","","","","5"
"Never","1996","Bremen","Urban Area","","","","","5"
"Never","1996","Bremen","Rural Area","","","","","5"
"Never","1996","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","1996","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","1996","Hesse","Urban Area","","","","","5"
"Never","1996","Hesse","Rural Area","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","1996","Baden-Württemberg","Urban Area","","","","","5"
"Never","1996","Baden-Württemberg","Rural Area","","","","","5"
"Never","1996","Bavaria","Urban Area","","","","","5"
"Never","1996","Bavaria","Rural Area","","","","","5"
"Never","1996","Berlin","Urban Area","","","","","5"
"Never","1996","Berlin","Rural Area","","","","","5"
"Never","1996","Brandenburg","Urban Area","","","","","5"
"Rarely","1996","Thuringia","Rural Area","","","","","4"
"Rarely","1996","Hamburg","Urban Area","","","","","4"
"Rarely","1996","Bremen","Rural Area","","","","","4"
"Rarely","1996","North Rhine-Westphalia","Urban Area","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","1996","Thuringia","Urban Area","","","","","4"
"Rarely","1996","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely","1996","Schleswig-Holstein","Rural Area","","","","","4"
"Rarely","1996","Hamburg","Rural Area","","","","","4"
"Rarely","1996","Lower Saxony","Urban Area","","","","","4"
"Rarely","1996","Lower Saxony","Rural Area","","","","","4"
"Rarely","1996","Bremen","Urban Area","","","","","4"
"Rarely","1996","North Rhine-Westphalia","Rural Area","","","","","4"
"Rarely","1996","Hesse","Urban Area","","","","","4"
"Rarely","1996","Hesse","Rural Area","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Rarely","1996","Baden-Württemberg","Urban Area","","","","","4"
"Rarely","1996","Baden-Württemberg","Rural Area","","","","","4"
"Rarely","1996","Bavaria","Urban Area","","","","","4"
"Rarely","1996","Brandenburg","Rural Area","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","1996","Saxony","Urban Area","","","","","4"
"Rarely","1996","Saxony","Rural Area","","","","","4"
"Rarely","1996","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","1996","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely","1996","Brandenburg","Urban Area","","","","","4"
"Rarely","1996","Berlin","Urban Area","","","","","4"
"Rarely","1996","Bavaria","Rural Area","","","","","4"
"Rarely","1996","Berlin","Rural Area","","","","","4"
"Daily","1997","Thuringia","Rural Area","","","","","1"
"Daily","1997","Hamburg","Urban Area","","","","","1"
"Daily","1997","Hamburg","Rural Area","","","","","1"
"Daily","1997","Lower Saxony","Urban Area","","","","","1"
"Daily","1997","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","1997","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","1997","Hesse","Urban Area","","","","","1"
"Daily","1997","Hesse","Rural Area","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","1997","Baden-Württemberg","Urban Area","","","","","1"
"Daily","1997","Baden-Württemberg","Rural Area","","","","","1"
"Daily","1997","Bavaria","Urban Area","","","","","1"
"Daily","1997","Bavaria","Rural Area","","","","","1"
"Daily","1997","Berlin","Urban Area","","","","","1"
"Daily","1997","Berlin","Rural Area","","","","","1"
"Daily","1997","Brandenburg","Urban Area","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","1997","Saxony","Urban Area","","","","","1"
"Daily","1997","Saxony","Rural Area","","","","","1"
"Daily","1997","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","1997","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","1997","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","1997","Lower Saxony","Rural Area","","","","","1"
"Daily","1997","Brandenburg","Rural Area","","","","","1"
"Daily","1997","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","1997","Thuringia","Urban Area","","","","","1"
"Daily","1997","Bremen","Urban Area","","","","","1"
"Daily","1997","Bremen","Rural Area","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","Urban Area","","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","Rural Area","","","","","3"
"Min 1x per month","1997","Hamburg","Urban Area","","","","","3"
