"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2013","Couple + C. LE 16 ","East Germany","76","0.355097656882934","0.289749196265194","0.420446117500674","1"
"CDU/CSU","2013","Couple + C. GT 16 ","East Germany","73","0.42062806757393","0.342660213529524","0.498595921618337","1"
"CDU/CSU","2013","Couple + C. LE and GT 16","East Germany","18","","","","1"
"CDU/CSU","2013","Couple + C. LE 16 ","West Germany","489","0.397650596242744","0.37041026967152","0.424890922813969","1"
"CDU/CSU","2013","Couple + C. GT 16 ","West Germany","460","0.42503730869589","0.395797112668996","0.454277504722783","1"
"CDU/CSU","2013","1-pers.-HH","West Germany","507","0.369600811039175","0.343649465446552","0.395552156631799","1"
"CDU/CSU","2013","1-pers.-HH","East Germany","94","0.27658152728242","0.22710608908043","0.32605696548441","1"
"CDU/CSU","2013","(Married) couple without C. ","West Germany","1552","0.458625084431033","0.441769244932733","0.475480923929332","1"
"CDU/CSU","2013","(Married) couple without C. ","East Germany","316","0.400197660445676","0.366966446712242","0.43342887417911","1"
"CDU/CSU","2013","Single parent ","East Germany","12","","","","1"
"CDU/CSU","2013","Single parent ","West Germany","109","0.298198324822097","0.252442932993867","0.343953716650327","1"
"FDP","2013","Couple + C. GT 16 ","West Germany","26","","","","3"
"FDP","2013","Couple + C. GT 16 ","East Germany","5","","","","3"
"FDP","2013","Couple + C. LE and GT 16","West Germany","9","","","","3"
"FDP","2013","Single parent ","East Germany","","","","","3"
"FDP","2013","Couple + C. LE 16 ","East Germany","18","","","","3"
"FDP","2013","(Married) couple without C. ","West Germany","121","0.0295331569418667","0.0238062818881856","0.0352600319955477","3"
"FDP","2013","(Married) couple without C. ","East Germany","11","","","","3"
"FDP","2013","Couple + C. LE 16 ","West Germany","33","0.0339965275005648","0.0239099490228303","0.0440831059782992","3"
"FDP","2013","1-pers.-HH","West Germany","47","0.0350710678975168","0.0251808067338927","0.0449613290611409","3"
"FDP","2013","1-pers.-HH","East Germany","6","","","","3"
"FDP","2013","Single parent ","West Germany","6","","","","3"
"FDP","2013","Couple + C. LE and GT 16","East Germany","2","","","","3"
"NPD Combination","2013","1-pers.-HH","East Germany","5","","","","6"
"NPD Combination","2013","(Married) couple without C. ","West Germany","11","","","","6"
"NPD Combination","2013","Single parent ","East Germany","4","","","","6"
"NPD Combination","2013","(Married) couple without C. ","East Germany","8","","","","6"
"NPD Combination","2013","Couple + C. LE 16 ","West Germany","7","","","","6"
"NPD Combination","2013","Couple + C. LE 16 ","East Germany","5","","","","6"
"NPD Combination","2013","Couple + C. GT 16 ","West Germany","8","","","","6"
"NPD Combination","2013","1-pers.-HH","West Germany","8","","","","6"
"NPD Combination","2013","Single parent ","West Germany","2","","","","6"
"NPD Combination","2013","Couple + C. LE and GT 16","West Germany","","","","","6"
"NPD Combination","2013","Couple + C. LE and GT 16","East Germany","","","","","6"
"NPD Combination","2013","Couple + C. GT 16 ","East Germany","4","","","","6"
"Other","2013","1-pers.-HH","West Germany","38","0.033816241728392","0.0240982139414039","0.0435342695153802","8"
"Other","2013","Single parent ","East Germany","1","","","","8"
"Other","2013","1-pers.-HH","East Germany","6","","","","8"
"Other","2013","Single parent ","West Germany","9","","","","8"
"Other","2013","(Married) couple without C. ","West Germany","50","0.0163763881405763","0.0120830414975499","0.0206697347836027","8"
"Other","2013","(Married) couple without C. ","East Germany","6","","","","8"
"Other","2013","Couple + C. LE 16 ","West Germany","24","","","","8"
"Other","2013","Couple + C. LE 16 ","East Germany","4","","","","8"
"Other","2013","Couple + C. GT 16 ","West Germany","31","0.0257104644331245","0.0163489545342113","0.0350719743320377","8"
"Other","2013","Couple + C. GT 16 ","East Germany","2","","","","8"
"Other","2013","Couple + C. LE and GT 16","West Germany","11","","","","8"
"Other","2013","Couple + C. LE and GT 16","East Germany","","","","","8"
"PDS/Linke","2013","1-pers.-HH","West Germany","37","0.0259256443241661","0.0173819355799529","0.0344693530683793","5"
"PDS/Linke","2013","Single parent ","East Germany","19","","","","5"
"PDS/Linke","2013","(Married) couple without C. ","East Germany","203","0.2249781643616","0.196655636867761","0.253300691855439","5"
"PDS/Linke","2013","1-pers.-HH","East Germany","84","0.309513930601842","0.25838098310997","0.360646878093714","5"
"PDS/Linke","2013","(Married) couple without C. ","West Germany","48","0.0126063726799528","0.00883227921387635","0.0163804661460292","5"
"PDS/Linke","2013","Single parent ","West Germany","25","","","","5"
"PDS/Linke","2013","Couple + C. LE 16 ","West Germany","32","0.0113728343648209","0.00547098833233439","0.0172746803973075","5"
"PDS/Linke","2013","Couple + C. LE 16 ","East Germany","20","","","","5"
"PDS/Linke","2013","Couple + C. GT 16 ","West Germany","29","","","","5"
"PDS/Linke","2013","Couple + C. LE and GT 16","West Germany","8","","","","5"
"PDS/Linke","2013","Couple + C. GT 16 ","East Germany","27","","","","5"
"PDS/Linke","2013","Couple + C. LE and GT 16","East Germany","8","","","","5"
"SPD","2013","1-pers.-HH","West Germany","463","0.354790394160663","0.329067375116011","0.380513413205314","2"
"SPD","2013","1-pers.-HH","East Germany","85","0.23632217881028","0.189333785318314","0.283310572302247","2"
"SPD","2013","(Married) couple without C. ","East Germany","236","0.284897638808425","0.254282700809877","0.315512576806973","2"
"SPD","2013","Single parent ","West Germany","144","0.384462895891378","0.335806849849201","0.433118941933555","2"
"SPD","2013","Couple + C. LE 16 ","East Germany","52","0.218483490754209","0.162055722738583","0.274911258769834","2"
"SPD","2013","Couple + C. LE and GT 16","West Germany","151","0.308826937331473","0.264746808540845","0.352907066122101","2"
"SPD","2013","(Married) couple without C. ","West Germany","1102","0.336701007152328","0.320714657887727","0.352687356416929","2"
"SPD","2013","Couple + C. LE 16 ","West Germany","368","0.307955735326832","0.282260752385389","0.333650718268275","2"
"SPD","2013","Couple + C. GT 16 ","West Germany","367","0.33230169282777","0.304440267166163","0.360163118489377","2"
"SPD","2013","Couple + C. GT 16 ","East Germany","37","0.24801666029569","0.179809138950653","0.316224181640728","2"
"SPD","2013","Couple + C. LE and GT 16","East Germany","16","","","","2"
"SPD","2013","Single parent ","East Germany","13","","","","2"
"AfD","2014","1-pers.-HH","West Germany","26","","","","7"
"AfD","2014","1-pers.-HH","East Germany","5","","","","7"
"AfD","2014","(Married) couple without C. ","West Germany","54","0.0161961363769444","0.011930536925667","0.0204617358282217","7"
"AfD","2014","(Married) couple without C. ","East Germany","18","","","","7"
"AfD","2014","Single parent ","West Germany","14","","","","7"
"AfD","2014","Single parent ","East Germany","5","","","","7"
"AfD","2014","Couple + C. LE 16 ","West Germany","44","0.0144877702943793","0.00956468229442466","0.0194108582943339","7"
"AfD","2014","Couple + C. GT 16 ","West Germany","12","","","","7"
"AfD","2014","Couple + C. LE 16 ","East Germany","18","","","","7"
"AfD","2014","Couple + C. GT 16 ","East Germany","1","","","","7"
"AfD","2014","Couple + C. LE and GT 16","West Germany","11","","","","7"
"AfD","2014","Couple + C. LE and GT 16","East Germany","4","","","","7"
"CDU/CSU","2014","Couple + C. GT 16 ","East Germany","67","0.455283266216466","0.376630512331857","0.533936020101075","1"
"CDU/CSU","2014","Couple + C. LE and GT 16","East Germany","40","0.333754791727256","0.239913705114812","0.427595878339701","1"
"CDU/CSU","2014","Couple + C. LE and GT 16","West Germany","289","0.390907131414405","0.355868389134619","0.425945873694191","1"
"CDU/CSU","2014","(Married) couple without C. ","East Germany","361","0.396382932737275","0.36514654044737","0.427619325027179","1"
"CDU/CSU","2014","Single parent ","West Germany","165","0.282483098207099","0.248620092355136","0.316346104059063","1"
"CDU/CSU","2014","Couple + C. LE 16 ","West Germany","938","0.421517596986885","0.401172547751274","0.441862646222497","1"
"CDU/CSU","2014","Couple + C. LE 16 ","East Germany","174","0.40028826167128","0.356086986984225","0.444489536358334","1"
"CDU/CSU","2014","Couple + C. GT 16 ","West Germany","460","0.417524771888616","0.388733159510278","0.446316384266955","1"
"CDU/CSU","2014","(Married) couple without C. ","West Germany","1554","0.444980944226432","0.428187307625912","0.461774580826952","1"
"CDU/CSU","2014","1-pers.-HH","West Germany","525","0.388833438093524","0.363010362758711","0.414656513428336","1"
"CDU/CSU","2014","Single parent ","East Germany","27","","","","1"
"CDU/CSU","2014","1-pers.-HH","East Germany","101","0.262593024674047","0.21547132999073","0.309714719357365","1"
"FDP","2014","Couple + C. GT 16 ","West Germany","29","","","","3"
"FDP","2014","Couple + C. LE and GT 16","West Germany","22","","","","3"
"FDP","2014","Couple + C. GT 16 ","East Germany","3","","","","3"
"FDP","2014","Single parent ","East Germany","2","","","","3"
"FDP","2014","Couple + C. LE 16 ","East Germany","26","","","","3"
"FDP","2014","(Married) couple without C. ","West Germany","108","0.0274551189227274","0.0219332437061563","0.0329769941392985","3"
"FDP","2014","(Married) couple without C. ","East Germany","14","","","","3"
"FDP","2014","Couple + C. LE 16 ","West Germany","42","0.022908635090477","0.0167444877806984","0.0290727824002556","3"
"FDP","2014","1-pers.-HH","West Germany","42","0.0286809689309952","0.0198395040655206","0.0375224337964697","3"
"FDP","2014","1-pers.-HH","East Germany","8","","","","3"
"FDP","2014","Single parent ","West Germany","11","","","","3"
"FDP","2014","Couple + C. LE and GT 16","East Germany","4","","","","3"
"NPD Combination","2014","1-pers.-HH","East Germany","5","","","","6"
"NPD Combination","2014","(Married) couple without C. ","West Germany","9","","","","6"
"NPD Combination","2014","(Married) couple without C. ","East Germany","7","","","","6"
"NPD Combination","2014","Single parent ","East Germany","3","","","","6"
"NPD Combination","2014","Couple + C. LE 16 ","West Germany","11","","","","6"
"NPD Combination","2014","Couple + C. LE 16 ","East Germany","21","","","","6"
"NPD Combination","2014","1-pers.-HH","West Germany","10","","","","6"
"NPD Combination","2014","Couple + C. GT 16 ","West Germany","8","","","","6"
"NPD Combination","2014","Couple + C. LE and GT 16","West Germany","7","","","","6"
"NPD Combination","2014","Couple + C. LE and GT 16","East Germany","3","","","","6"
"NPD Combination","2014","Single parent ","West Germany","6","","","","6"
"NPD Combination","2014","Couple + C. GT 16 ","East Germany","6","","","","6"
"Other","2014","Couple + C. GT 16 ","East Germany","4","","","","8"
"Other","2014","1-pers.-HH","West Germany","24","","","","8"
"Other","2014","1-pers.-HH","East Germany","3","","","","8"
"Other","2014","(Married) couple without C. ","West Germany","48","0.0170555217199629","0.0126801284391185","0.0214309150008073","8"
"Other","2014","(Married) couple without C. ","East Germany","6","","","","8"
"Other","2014","Single parent ","West Germany","28","","","","8"
"Other","2014","Single parent ","East Germany","3","","","","8"
"Other","2014","Couple + C. LE 16 ","West Germany","42","0.016716898910604","0.0114346001611671","0.0219991976600409","8"
"Other","2014","Couple + C. LE 16 ","East Germany","7","","","","8"
"Other","2014","Couple + C. GT 16 ","West Germany","17","","","","8"
"Other","2014","Couple + C. LE and GT 16","West Germany","21","","","","8"
"Other","2014","Couple + C. LE and GT 16","East Germany","2","","","","8"
"PDS/Linke","2014","1-pers.-HH","West Germany","64","0.0441814572665435","0.0332958136751575","0.0550671008579295","5"
"PDS/Linke","2014","1-pers.-HH","East Germany","108","0.35047238773414","0.299380564575108","0.401564210893173","5"
"PDS/Linke","2014","(Married) couple without C. ","West Germany","84","0.0227729975368494","0.0177318671965521","0.0278141278771468","5"
"PDS/Linke","2014","(Married) couple without C. ","East Germany","250","0.244613188631513","0.217162877385728","0.272063499877298","5"
"PDS/Linke","2014","Single parent ","East Germany","40","0.297690082819379","0.217533412493536","0.377846753145222","5"
"PDS/Linke","2014","Single parent ","West Germany","50","0.0766678338466878","0.0566554518988911","0.0966802157944845","5"
"PDS/Linke","2014","Couple + C. LE 16 ","West Germany","115","0.0456567625969559","0.0370565206149231","0.0542570045789886","5"
"PDS/Linke","2014","Couple + C. LE 16 ","East Germany","70","0.175126808730568","0.140838425861287","0.20941519159985","5"
"PDS/Linke","2014","Couple + C. GT 16 ","West Germany","45","0.032446942191929","0.0221024204814734","0.0427914639023846","5"
"PDS/Linke","2014","Couple + C. GT 16 ","East Germany","37","0.143890263941745","0.0884572932642496","0.199323234619241","5"
"PDS/Linke","2014","Couple + C. LE and GT 16","West Germany","31","0.041359262619935","0.0270609664561026","0.0556575587837673","5"
"PDS/Linke","2014","Couple + C. LE and GT 16","East Germany","15","","","","5"
"SPD","2014","1-pers.-HH","West Germany","462","0.348110863807817","0.322876519342024","0.373345208273609","2"
"SPD","2014","1-pers.-HH","East Germany","81","0.215254732025554","0.171243209366385","0.259266254684723","2"
"SPD","2014","(Married) couple without C. ","West Germany","1129","0.344948253695331","0.328884949744889","0.361011557645773","2"
"SPD","2014","(Married) couple without C. ","East Germany","235","0.247664958645929","0.220099795529022","0.275230121762836","2"
"SPD","2014","Single parent ","West Germany","246","0.362642107941009","0.326480810601478","0.398803405280541","2"
"SPD","2014","Couple + C. LE 16 ","West Germany","608","0.268055452395716","0.249805689484744","0.286305215306688","2"
"SPD","2014","Couple + C. LE 16 ","East Germany","79","0.157703408964162","0.124823534264295","0.190583283664028","2"
"SPD","2014","Single parent ","East Germany","27","","","","2"
"SPD","2014","Couple + C. GT 16 ","West Germany","386","0.33264292034638","0.305135211976884","0.360150628715876","2"
"SPD","2014","Couple + C. GT 16 ","East Germany","33","0.239068561887981","0.17170551400299","0.306431609772971","2"
"SPD","2014","Couple + C. LE and GT 16","West Germany","213","0.298847344680957","0.265977250618215","0.331717438743699","2"
"SPD","2014","Couple + C. LE and GT 16","East Germany","15","","","","2"
"AfD","2015","1-pers.-HH","West Germany","32","0.0252820972337432","0.0166822818870219","0.0338819125804645","7"
"AfD","2015","1-pers.-HH","East Germany","12","","","","7"
"AfD","2015","(Married) couple without C. ","West Germany","64","0.0215517802665824","0.0163441399728096","0.0267594205603552","7"
"AfD","2015","(Married) couple without C. ","East Germany","40","0.0733799744070432","0.0555865009191927","0.0911734478948938","7"
"AfD","2015","Single parent ","East Germany","4","","","","7"
"AfD","2015","Single parent ","West Germany","12","","","","7"
"AfD","2015","Couple + C. LE 16 ","West Germany","33","0.0129311993391509","0.00782016180339453","0.0180422368749073","7"
"AfD","2015","Couple + C. LE 16 ","East Germany","22","","","","7"
"AfD","2015","Couple + C. GT 16 ","West Germany","21","","","","7"
"AfD","2015","Couple + C. GT 16 ","East Germany","14","","","","7"
"AfD","2015","Couple + C. LE and GT 16","West Germany","17","","","","7"
"AfD","2015","Couple + C. LE and GT 16","East Germany","3","","","","7"
"CDU/CSU","2015","Couple + C. GT 16 ","East Germany","51","0.429638904514207","0.345509266929267","0.513768542099146","1"
"CDU/CSU","2015","Couple + C. LE 16 ","East Germany","119","0.318662453395291","0.27086021122797","0.366464695562611","1"
"CDU/CSU","2015","Couple + C. LE and GT 16","West Germany","233","0.358851789011478","0.320911495992761","0.396792082030195","1"
"CDU/CSU","2015","Couple + C. LE 16 ","West Germany","773","0.414155832165437","0.391872050180009","0.436439614150865","1"
"CDU/CSU","2015","Couple + C. GT 16 ","West Germany","399","0.437105003043307","0.405612424315378","0.468597581771237","1"
"CDU/CSU","2015","Couple + C. LE and GT 16","East Germany","35","0.468463052682248","0.362999288888545","0.573926816475951","1"
"CDU/CSU","2015","(Married) couple without C. ","East Germany","290","0.34592431589593","0.313466023801948","0.378382607989912","1"
"CDU/CSU","2015","1-pers.-HH","West Germany","498","0.410494243471288","0.383545366795705","0.437443120146871","1"
"CDU/CSU","2015","(Married) couple without C. ","West Germany","1413","0.457559424866389","0.439693302000663","0.475425547732114","1"
"CDU/CSU","2015","Single parent ","West Germany","139","0.293455576887868","0.255708519000897","0.33120263477484","1"
"CDU/CSU","2015","Single parent ","East Germany","22","","","","1"
"CDU/CSU","2015","1-pers.-HH","East Germany","100","0.305787609344134","0.254987964971605","0.356587253716662","1"
"FDP","2015","Single parent ","East Germany","","","","","3"
"FDP","2015","Couple + C. GT 16 ","East Germany","4","","","","3"
"FDP","2015","Couple + C. LE and GT 16","East Germany","3","","","","3"
"FDP","2015","(Married) couple without C. ","West Germany","106","0.0307919674652784","0.0245967336510631","0.0369872012794937","3"
"FDP","2015","(Married) couple without C. ","East Germany","7","","","","3"
"FDP","2015","Single parent ","West Germany","10","","","","3"
"FDP","2015","Couple + C. LE 16 ","West Germany","44","0.0276081295948507","0.0201957934374569","0.0350204657522444","3"
"FDP","2015","Couple + C. GT 16 ","West Germany","21","","","","3"
"FDP","2015","Couple + C. LE and GT 16","West Germany","21","","","","3"
"FDP","2015","Couple + C. LE 16 ","East Germany","15","","","","3"
"FDP","2015","1-pers.-HH","West Germany","40","0.0195797825396449","0.0119895834519913","0.0271699816272984","3"
"FDP","2015","1-pers.-HH","East Germany","5","","","","3"
"NPD Combination","2015","1-pers.-HH","East Germany","8","","","","6"
"NPD Combination","2015","(Married) couple without C. ","West Germany","14","","","","6"
"NPD Combination","2015","(Married) couple without C. ","East Germany","8","","","","6"
"NPD Combination","2015","Single parent ","East Germany","6","","","","6"
"NPD Combination","2015","Couple + C. LE 16 ","West Germany","12","","","","6"
"NPD Combination","2015","Couple + C. LE 16 ","East Germany","14","","","","6"
"NPD Combination","2015","Couple + C. GT 16 ","West Germany","8","","","","6"
"NPD Combination","2015","Couple + C. LE and GT 16","West Germany","7","","","","6"
"NPD Combination","2015","Couple + C. LE and GT 16","East Germany","1","","","","6"
"NPD Combination","2015","1-pers.-HH","West Germany","5","","","","6"
"NPD Combination","2015","Single parent ","West Germany","7","","","","6"
"NPD Combination","2015","Couple + C. GT 16 ","East Germany","4","","","","6"
"Other","2015","Couple + C. GT 16 ","East Germany","4","","","","8"
"Other","2015","1-pers.-HH","West Germany","20","","","","8"
"Other","2015","1-pers.-HH","East Germany","4","","","","8"
"Other","2015","(Married) couple without C. ","West Germany","32","0.0115806276981023","0.0077438454329429","0.0154174099632616","8"
"Other","2015","(Married) couple without C. ","East Germany","7","","","","8"
"Other","2015","Single parent ","West Germany","10","","","","8"
"Other","2015","Single parent ","East Germany","4","","","","8"
"Other","2015","Couple + C. LE 16 ","West Germany","35","0.0198080225253989","0.0135043725908866","0.0261116724599113","8"
"Other","2015","Couple + C. LE 16 ","East Germany","10","","","","8"
"Other","2015","Couple + C. GT 16 ","West Germany","19","","","","8"
"Other","2015","Couple + C. LE and GT 16","West Germany","10","","","","8"
"Other","2015","Couple + C. LE and GT 16","East Germany","5","","","","8"
"PDS/Linke","2015","1-pers.-HH","West Germany","53","0.0386616438736865","0.0281002461074641","0.049223041639909","5"
"PDS/Linke","2015","1-pers.-HH","East Germany","104","0.356247194152457","0.303446474306098","0.409047913998815","5"
"PDS/Linke","2015","(Married) couple without C. ","West Germany","69","0.0199219389599393","0.0149109134215951","0.0249329644982836","5"
"PDS/Linke","2015","(Married) couple without C. ","East Germany","225","0.261870661939499","0.23187000440367","0.291871319475329","5"
"PDS/Linke","2015","Single parent ","East Germany","34","0.282862863813038","0.19752431065954","0.368201416966537","5"
"PDS/Linke","2015","Couple + C. LE 16 ","East Germany","53","0.163351438435193","0.125425645052171","0.201277231818214","5"
"PDS/Linke","2015","Couple + C. GT 16 ","West Germany","32","0.0234974286293898","0.0138802317709163","0.0331146254878633","5"
"PDS/Linke","2015","Single parent ","West Germany","55","0.106641479287926","0.081054550555997","0.132228408019856","5"
"PDS/Linke","2015","Couple + C. LE 16 ","West Germany","99","0.0472735637957395","0.0376727237422358","0.0568744038492431","5"
"PDS/Linke","2015","Couple + C. LE and GT 16","East Germany","23","","","","5"
"PDS/Linke","2015","Couple + C. GT 16 ","East Germany","28","","","","5"
"PDS/Linke","2015","Couple + C. LE and GT 16","West Germany","38","0.0558853829940599","0.0377166190673172","0.0740541469208027","5"
"SPD","2015","1-pers.-HH","West Germany","444","0.34568225246338","0.319628157133917","0.371736347792843","2"
"SPD","2015","1-pers.-HH","East Germany","60","0.170015696543593","0.128598185299971","0.211433207787216","2"
"SPD","2015","(Married) couple without C. ","West Germany","951","0.323969789477093","0.307186936553706","0.340752642400479","2"
"SPD","2015","(Married) couple without C. ","East Germany","205","0.227848592706416","0.199226886093502","0.256470299319329","2"
"SPD","2015","Single parent ","West Germany","181","0.288639821937316","0.251076405420057","0.326203238454575","2"
"SPD","2015","Couple + C. LE and GT 16","East Germany","8","","","","2"
"SPD","2015","Couple + C. GT 16 ","East Germany","25","","","","2"
"SPD","2015","Couple + C. GT 16 ","West Germany","291","0.290512393104455","0.261688251709807","0.319336534499103","2"
"SPD","2015","Single parent ","East Germany","18","","","","2"
"SPD","2015","Couple + C. LE and GT 16","West Germany","159","0.281319147826938","0.245753429136178","0.316884866517697","2"
"SPD","2015","Couple + C. LE 16 ","West Germany","510","0.274534246129256","0.254344880352349","0.294723611906164","2"
"SPD","2015","Couple + C. LE 16 ","East Germany","69","0.173431978957097","0.134589624412117","0.212274333502078","2"
"AfD","2016","1-pers.-HH","East Germany","30","0.0851024899019869","0.0533147543282211","0.116890225475753","7"
"AfD","2016","1-pers.-HH","West Germany","42","0.0401222486199998","0.0288821469758225","0.0513623502641772","7"
"AfD","2016","Couple + C. GT 16 ","East Germany","16","","","","7"
"AfD","2016","Couple + C. LE and GT 16","West Germany","34","0.0496529160863803","0.0326090034620928","0.0666968287106677","7"
"AfD","2016","Couple + C. LE and GT 16","East Germany","9","","","","7"
"AfD","2016","(Married) couple without C. ","West Germany","83","0.0297421581962861","0.023405727224665","0.0360785891679072","7"
"AfD","2016","(Married) couple without C. ","East Germany","77","0.142190863893928","0.11716272985483","0.167218997933026","7"
"AfD","2016","Single parent ","East Germany","16","","","","7"
"AfD","2016","Couple + C. LE 16 ","West Germany","98","0.0610653239933474","0.0495741317605232","0.0725565162261715","7"
"AfD","2016","Couple + C. LE 16 ","East Germany","41","0.190842980205365","0.147584330610722","0.234101629800008","7"
"AfD","2016","Single parent ","West Germany","35","0.080916570146371","0.0571318194851577","0.104701320807584","7"
"AfD","2016","Couple + C. GT 16 ","West Germany","37","0.0449998670547676","0.0314862624676526","0.0585134716418826","7"
"CDU/CSU","2016","Couple + C. GT 16 ","East Germany","37","0.403178002156095","0.307034726141768","0.499321278170422","1"
"CDU/CSU","2016","Couple + C. LE and GT 16","East Germany","29","","","","1"
"CDU/CSU","2016","Couple + C. LE 16 ","West Germany","651","0.384209132596947","0.360866462529825","0.407551802664069","1"
"CDU/CSU","2016","Couple + C. LE and GT 16","West Germany","226","0.366774664036765","0.328962232845216","0.404587095228314","1"
"CDU/CSU","2016","Couple + C. LE 16 ","East Germany","100","0.280929963223108","0.231452994141746","0.330406932304471","1"
"CDU/CSU","2016","Couple + C. GT 16 ","West Germany","364","0.414638757131934","0.382523544271277","0.44675396999259","1"
"CDU/CSU","2016","(Married) couple without C. ","East Germany","266","0.344129089677485","0.310083005428434","0.378175173926537","1"
"CDU/CSU","2016","1-pers.-HH","West Germany","448","0.383019043192345","0.355176063742548","0.410862022642142","1"
"CDU/CSU","2016","(Married) couple without C. ","West Germany","1262","0.447109802216798","0.428564179156371","0.465655425277225","1"
"CDU/CSU","2016","Single parent ","West Germany","129","0.282967029579266","0.243680842287256","0.322253216871275","1"
"CDU/CSU","2016","Single parent ","East Germany","16","","","","1"
"CDU/CSU","2016","1-pers.-HH","East Germany","89","0.293538843512196","0.241661328005406","0.345416359018985","1"
"FDP","2016","Couple + C. GT 16 ","West Germany","25","","","","3"
"FDP","2016","Couple + C. GT 16 ","East Germany","6","","","","3"
"FDP","2016","Couple + C. LE and GT 16","West Germany","15","","","","3"
"FDP","2016","(Married) couple without C. ","West Germany","114","0.0308303449986684","0.0243826574461652","0.0372780325511715","3"
"FDP","2016","Single parent ","East Germany","","","","","3"
"FDP","2016","Couple + C. LE 16 ","West Germany","46","0.0445251890321977","0.0346268443007243","0.0544235337636711","3"
"FDP","2016","(Married) couple without C. ","East Germany","9","","","","3"
"FDP","2016","Couple + C. LE 16 ","East Germany","14","","","","3"
"FDP","2016","Couple + C. LE and GT 16","East Germany","1","","","","3"
"FDP","2016","1-pers.-HH","West Germany","43","0.0299784722492262","0.0202113847544091","0.0397455597440433","3"
"FDP","2016","1-pers.-HH","East Germany","4","","","","3"
"FDP","2016","Single parent ","West Germany","7","","","","3"
"NPD Combination","2016","1-pers.-HH","West Germany","7","","","","6"
"NPD Combination","2016","Couple + C. LE 16 ","East Germany","8","","","","6"
"NPD Combination","2016","Couple + C. GT 16 ","West Germany","7","","","","6"
"NPD Combination","2016","Couple + C. GT 16 ","East Germany","3","","","","6"
"NPD Combination","2016","Couple + C. LE and GT 16","East Germany","2","","","","6"
"NPD Combination","2016","1-pers.-HH","East Germany","5","","","","6"
"NPD Combination","2016","(Married) couple without C. ","West Germany","8","","","","6"
"NPD Combination","2016","(Married) couple without C. ","East Germany","8","","","","6"
"NPD Combination","2016","Couple + C. LE 16 ","West Germany","6","","","","6"
"NPD Combination","2016","Single parent ","West Germany","5","","","","6"
"NPD Combination","2016","Couple + C. LE and GT 16","West Germany","2","","","","6"
"NPD Combination","2016","Single parent ","East Germany","5","","","","6"
"Other","2016","Couple + C. GT 16 ","East Germany","1","","","","8"
"Other","2016","Couple + C. LE and GT 16","West Germany","9","","","","8"
"Other","2016","Couple + C. LE and GT 16","East Germany","4","","","","8"
"Other","2016","1-pers.-HH","West Germany","14","","","","8"
"Other","2016","1-pers.-HH","East Germany","3","","","","8"
"Other","2016","(Married) couple without C. ","West Germany","33","0.0112457363720731","0.00731247305731134","0.0151789996868348","8"
"Other","2016","(Married) couple without C. ","East Germany","4","","","","8"
"Other","2016","Single parent ","West Germany","19","","","","8"
"Other","2016","Single parent ","East Germany","3","","","","8"
"Other","2016","Couple + C. LE 16 ","West Germany","27","","","","8"
"Other","2016","Couple + C. LE 16 ","East Germany","12","","","","8"
"Other","2016","Couple + C. GT 16 ","West Germany","14","","","","8"
"PDS/Linke","2016","1-pers.-HH","West Germany","57","0.0425065759043837","0.0309516915173766","0.0540614602913908","5"
"PDS/Linke","2016","1-pers.-HH","East Germany","99","0.332697387985659","0.279020374596965","0.386374401374353","5"
"PDS/Linke","2016","(Married) couple without C. ","West Germany","70","0.02679304556417","0.0207698282732262","0.0328162628551137","5"
"PDS/Linke","2016","(Married) couple without C. ","East Germany","187","0.224372953551649","0.19447723358194","0.254268673521358","5"
"PDS/Linke","2016","Single parent ","West Germany","46","0.100105953209538","0.0739284606985959","0.126283445720481","5"
"PDS/Linke","2016","Single parent ","East Germany","27","","","","5"
"PDS/Linke","2016","Couple + C. GT 16 ","East Germany","19","","","","5"
"PDS/Linke","2016","Couple + C. LE and GT 16","West Germany","25","","","","5"
"PDS/Linke","2016","Couple + C. LE and GT 16","East Germany","20","","","","5"
"PDS/Linke","2016","Couple + C. LE 16 ","East Germany","40","0.0913827626822337","0.0596621850354263","0.123103340329041","5"
"PDS/Linke","2016","Couple + C. GT 16 ","West Germany","33","0.0311565313665891","0.0198308266450886","0.0424822360880895","5"
"PDS/Linke","2016","Couple + C. LE 16 ","West Germany","80","0.0384007424472538","0.0291789161380885","0.0476225687564192","5"
"SPD","2016","1-pers.-HH","East Germany","49","0.154001892952752","0.112882190755667","0.195121595149838","2"
"SPD","2016","1-pers.-HH","West Germany","371","0.328464447084331","0.301564691564427","0.355364202604235","2"
"SPD","2016","(Married) couple without C. ","West Germany","830","0.302356821909048","0.285225477370783","0.319488166447313","2"
"SPD","2016","(Married) couple without C. ","East Germany","157","0.20725092099534","0.178203110692456","0.236298731298224","2"
"SPD","2016","Single parent ","West Germany","131","0.225781086440165","0.189315930972221","0.26224624190811","2"
"SPD","2016","Couple + C. LE and GT 16","West Germany","147","0.279595466286271","0.24438197569642","0.314808956876122","2"
"SPD","2016","Couple + C. LE and GT 16","East Germany","14","","","","2"
"SPD","2016","Couple + C. GT 16 ","West Germany","263","0.26572488090085","0.236930390789113","0.294519371012586","2"
"SPD","2016","Couple + C. GT 16 ","East Germany","12","","","","2"
"SPD","2016","Single parent ","East Germany","11","","","","2"
