"party","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"FDP","1993","16-34 y.","Employed","38","0.0463935613960908","0.0336530108933347","0.059134111898847","3"
"FDP","1993","16-34 y.","Not Employed","11","","","","3"
"NPD Combination","1993","66 and older","Employed","","","","","6"
"NPD Combination","1993","16-34 y.","Employed","55","0.0515268934230237","0.0381361638188873","0.06491762302716","6"
"NPD Combination","1993","35-65 y.","Employed","44","0.0256582276028302","0.018952954756298","0.0323635004493623","6"
"NPD Combination","1993","66 and older","Not Employed","13","","","","6"
"NPD Combination","1993","16-34 y.","Not Employed","10","","","","6"
"NPD Combination","1993","35-65 y.","Not Employed","17","","","","6"
"Other","1993","16-34 y.","Not Employed","1","","","","8"
"Other","1993","66 and older","Employed","","","","","8"
"Other","1993","35-65 y.","Employed","14","","","","8"
"Other","1993","66 and older","Not Employed","6","","","","8"
"Other","1993","16-34 y.","Employed","17","","","","8"
"Other","1993","35-65 y.","Not Employed","7","","","","8"
"PDS/Linke","1993","35-65 y.","Employed","50","0.0135318006976336","0.00863213095383211","0.018431470441435","5"
"PDS/Linke","1993","35-65 y.","Not Employed","33","0.0343950650449783","0.0210556643261321","0.0477344657638244","5"
"PDS/Linke","1993","16-34 y.","Employed","25","","","","5"
"PDS/Linke","1993","16-34 y.","Not Employed","6","","","","5"
"PDS/Linke","1993","66 and older","Not Employed","28","","","","5"
"PDS/Linke","1993","66 and older","Employed","1","","","","5"
"SPD","1993","16-34 y.","Employed","457","0.392000016887808","0.362428774121229","0.421571259654388","2"
"SPD","1993","16-34 y.","Not Employed","132","0.369696335181046","0.315162965752794","0.424229704609299","2"
"SPD","1993","66 and older","Not Employed","275","0.401977785279361","0.365314666354964","0.438640904203757","2"
"SPD","1993","66 and older","Employed","5","","","","2"
"SPD","1993","35-65 y.","Not Employed","328","0.427040663085405","0.390834289428052","0.463247036742759","2"
"SPD","1993","35-65 y.","Employed","1027","0.456423042426713","0.435299742435104","0.477546342418322","2"
"AfD","1994","16-34 y.","Not Employed","","","","","7"
"AfD","1994","16-34 y.","Employed","","","","","7"
"AfD","1994","35-65 y.","Not Employed","","","","","7"
"AfD","1994","35-65 y.","Employed","","","","","7"
"AfD","1994","66 and older","Not Employed","","","","","7"
"AfD","1994","66 and older","Employed","","","","","7"
"CDU/CSU","1994","66 and older","Employed","11","","","","1"
"CDU/CSU","1994","66 and older","Not Employed","372","0.481006021357706","0.445437164775915","0.516574877939497","1"
"CDU/CSU","1994","35-65 y.","Employed","760","0.38613025615146","0.365488299542403","0.406772212760516","1"
"CDU/CSU","1994","16-34 y.","Not Employed","86","0.293776805281973","0.244103098398355","0.343450512165591","1"
"CDU/CSU","1994","16-34 y.","Employed","251","0.258135975904099","0.232168954318196","0.284102997490003","1"
"CDU/CSU","1994","35-65 y.","Not Employed","282","0.375433872072059","0.341516425464075","0.409351318680042","1"
"FDP","1994","66 and older","Not Employed","21","","","","3"
"FDP","1994","66 and older","Employed","3","","","","3"
"FDP","1994","35-65 y.","Not Employed","19","","","","3"
"FDP","1994","35-65 y.","Employed","75","0.0398305809520084","0.0315391767889309","0.0481219851150859","3"
"FDP","1994","16-34 y.","Employed","28","","","","3"
"FDP","1994","16-34 y.","Not Employed","5","","","","3"
"NPD Combination","1994","66 and older","Employed","","","","","6"
"NPD Combination","1994","16-34 y.","Employed","44","0.035347370662718","0.024390166622911","0.046304574702525","6"
"NPD Combination","1994","35-65 y.","Employed","28","","","","6"
"NPD Combination","1994","66 and older","Not Employed","7","","","","6"
"NPD Combination","1994","16-34 y.","Not Employed","5","","","","6"
"NPD Combination","1994","35-65 y.","Not Employed","9","","","","6"
"Other","1994","16-34 y.","Not Employed","6","","","","8"
"Other","1994","16-34 y.","Employed","19","","","","8"
"Other","1994","66 and older","Employed","","","","","8"
"Other","1994","35-65 y.","Not Employed","10","","","","8"
"Other","1994","35-65 y.","Employed","25","","","","8"
"Other","1994","66 and older","Not Employed","5","","","","8"
"PDS/Linke","1994","35-65 y.","Employed","78","0.0193919518881622","0.0135453392760366","0.0252385645002878","5"
"PDS/Linke","1994","16-34 y.","Employed","39","0.0317179591883649","0.0213190144060008","0.0421169039707291","5"
"PDS/Linke","1994","35-65 y.","Not Employed","45","0.0381907562241147","0.0247664820856815","0.051615030362548","5"
"PDS/Linke","1994","16-34 y.","Not Employed","12","","","","5"
"PDS/Linke","1994","66 and older","Not Employed","34","0.0341667742767609","0.021234748898286","0.0470987996552357","5"
"PDS/Linke","1994","66 and older","Employed","2","","","","5"
"SPD","1994","16-34 y.","Not Employed","136","0.372500741499762","0.319775690422951","0.425225792576574","2"
"SPD","1994","16-34 y.","Employed","546","0.465614407372439","0.43601545832031","0.495213356424568","2"
"SPD","1994","35-65 y.","Not Employed","378","0.486484618485716","0.451475716077791","0.521493520893641","2"
"SPD","1994","66 and older","Not Employed","310","0.417578568762728","0.382470958983153","0.452686178542303","2"
"SPD","1994","35-65 y.","Employed","1038","0.466416789722611","0.445265639222063","0.487567940223159","2"
"SPD","1994","66 and older","Employed","7","","","","2"
"AfD","1995","16-34 y.","Not Employed","","","","","7"
"AfD","1995","16-34 y.","Employed","","","","","7"
"AfD","1995","35-65 y.","Not Employed","","","","","7"
"AfD","1995","35-65 y.","Employed","","","","","7"
"AfD","1995","66 and older","Not Employed","","","","","7"
"AfD","1995","66 and older","Employed","","","","","7"
"CDU/CSU","1995","66 and older","Not Employed","401","0.488813401562978","0.45488789449135","0.522738908634605","1"
"CDU/CSU","1995","66 and older","Employed","18","","","","1"
"CDU/CSU","1995","35-65 y.","Employed","954","0.400793394219897","0.381300679648027","0.420286108791766","1"
"CDU/CSU","1995","16-34 y.","Employed","406","0.327295961763146","0.301083886553176","0.353508036973116","1"
"CDU/CSU","1995","35-65 y.","Not Employed","362","0.410437098616107","0.378299367379454","0.44257482985276","1"
"CDU/CSU","1995","16-34 y.","Not Employed","114","0.271725786841651","0.229679586328438","0.313771987354863","1"
"FDP","1995","66 and older","Not Employed","26","","","","3"
"FDP","1995","66 and older","Employed","5","","","","3"
"FDP","1995","16-34 y.","Employed","18","","","","3"
"FDP","1995","35-65 y.","Not Employed","18","","","","3"
"FDP","1995","35-65 y.","Employed","73","0.0297121933533253","0.0229584991434918","0.0364658875631589","3"
"FDP","1995","16-34 y.","Not Employed","6","","","","3"
"NPD Combination","1995","35-65 y.","Employed","22","","","","6"
"NPD Combination","1995","66 and older","Employed","","","","","6"
"NPD Combination","1995","16-34 y.","Not Employed","3","","","","6"
"NPD Combination","1995","35-65 y.","Not Employed","6","","","","6"
"NPD Combination","1995","66 and older","Not Employed","1","","","","6"
"NPD Combination","1995","16-34 y.","Employed","24","","","","6"
"Other","1995","16-34 y.","Not Employed","8","","","","8"
"Other","1995","16-34 y.","Employed","11","","","","8"
"Other","1995","35-65 y.","Not Employed","9","","","","8"
"Other","1995","35-65 y.","Employed","21","","","","8"
"Other","1995","66 and older","Not Employed","2","","","","8"
"Other","1995","66 and older","Employed","","","","","8"
"PDS/Linke","1995","35-65 y.","Employed","89","0.019941419088292","0.0143807404399489","0.0255020977366351","5"
"PDS/Linke","1995","35-65 y.","Not Employed","46","0.0389271007779705","0.0262904777042438","0.0515637238516971","5"
"PDS/Linke","1995","16-34 y.","Employed","62","0.0410037300188008","0.0299262951247712","0.0520811649128304","5"
"PDS/Linke","1995","16-34 y.","Not Employed","27","","","","5"
"PDS/Linke","1995","66 and older","Not Employed","43","0.0419288440936013","0.0283262921419629","0.0555313960452397","5"
"PDS/Linke","1995","66 and older","Employed","1","","","","5"
"SPD","1995","16-34 y.","Employed","513","0.413506330144679","0.385996252874345","0.441016407415014","2"
"SPD","1995","16-34 y.","Not Employed","162","0.358655465601811","0.313324153583061","0.403986777620561","2"
"SPD","1995","35-65 y.","Employed","1068","0.437106596612139","0.417376441036747","0.456836752187531","2"
"SPD","1995","35-65 y.","Not Employed","408","0.455364856929426","0.422829211824699","0.487900502034154","2"
"SPD","1995","66 and older","Not Employed","348","0.409757692152672","0.376380961714577","0.443134422590766","2"
"SPD","1995","66 and older","Employed","5","","","","2"
"AfD","1996","16-34 y.","Not Employed","","","","","7"
"AfD","1996","16-34 y.","Employed","","","","","7"
"AfD","1996","35-65 y.","Not Employed","","","","","7"
"AfD","1996","35-65 y.","Employed","","","","","7"
"AfD","1996","66 and older","Employed","","","","","7"
"AfD","1996","66 and older","Not Employed","","","","","7"
"CDU/CSU","1996","66 and older","Not Employed","402","0.516267067290098","0.481572700215821","0.550961434364376","1"
"CDU/CSU","1996","66 and older","Employed","20","","","","1"
"CDU/CSU","1996","35-65 y.","Employed","940","0.413037772625522","0.393066551943911","0.433008993307133","1"
"CDU/CSU","1996","16-34 y.","Employed","403","0.377122448430951","0.349024959561689","0.405219937300213","1"
"CDU/CSU","1996","35-65 y.","Not Employed","340","0.450850342625474","0.416042683023889","0.485658002227059","1"
"CDU/CSU","1996","16-34 y.","Not Employed","111","0.294677461918112","0.247907286380549","0.341447637455676","1"
"FDP","1996","66 and older","Not Employed","24","","","","3"
"FDP","1996","66 and older","Employed","3","","","","3"
"FDP","1996","35-65 y.","Not Employed","17","","","","3"
"FDP","1996","16-34 y.","Employed","10","","","","3"
"FDP","1996","35-65 y.","Employed","58","0.0293509970114734","0.0225048348148223","0.0361971592081244","3"
"FDP","1996","16-34 y.","Not Employed","5","","","","3"
"NPD Combination","1996","35-65 y.","Employed","27","","","","6"
"NPD Combination","1996","66 and older","Not Employed","2","","","","6"
"NPD Combination","1996","66 and older","Employed","","","","","6"
"NPD Combination","1996","16-34 y.","Not Employed","8","","","","6"
"NPD Combination","1996","35-65 y.","Not Employed","4","","","","6"
"NPD Combination","1996","16-34 y.","Employed","35","0.0339884431288736","0.0234837886330366","0.0444930976247107","6"
"Other","1996","16-34 y.","Not Employed","6","","","","8"
"Other","1996","16-34 y.","Employed","14","","","","8"
"Other","1996","35-65 y.","Not Employed","8","","","","8"
"Other","1996","35-65 y.","Employed","19","","","","8"
"Other","1996","66 and older","Not Employed","2","","","","8"
"Other","1996","66 and older","Employed","","","","","8"
"PDS/Linke","1996","35-65 y.","Employed","109","0.025025359582908","0.0186897052927955","0.0313610138730206","5"
"PDS/Linke","1996","35-65 y.","Not Employed","42","0.0344019793699414","0.0216521855540726","0.0471517731858101","5"
"PDS/Linke","1996","16-34 y.","Not Employed","20","","","","5"
"PDS/Linke","1996","16-34 y.","Employed","58","0.0472786695224882","0.0349748332468262","0.0595825057981503","5"
"PDS/Linke","1996","66 and older","Employed","","","","","5"
"PDS/Linke","1996","66 and older","Not Employed","51","0.0427071625259773","0.0286696003151627","0.056744724736792","5"
"SPD","1996","16-34 y.","Not Employed","114","0.285630693095416","0.239289683734825","0.331971702456007","2"
"SPD","1996","35-65 y.","Employed","961","0.40252831660587","0.382637091573711","0.42241954163803","2"
"SPD","1996","16-34 y.","Employed","430","0.343367433793776","0.315839999401295","0.370894868186258","2"
"SPD","1996","35-65 y.","Not Employed","321","0.413337196831042","0.378889532222965","0.447784861439119","2"
"SPD","1996","66 and older","Not Employed","309","0.384913623222508","0.351132924712994","0.418694321732021","2"
"SPD","1996","66 and older","Employed","7","","","","2"
"AfD","1997","16-34 y.","Not Employed","","","","","7"
"AfD","1997","16-34 y.","Employed","","","","","7"
"AfD","1997","35-65 y.","Employed","","","","","7"
"AfD","1997","35-65 y.","Not Employed","","","","","7"
"AfD","1997","66 and older","Not Employed","","","","","7"
"AfD","1997","66 and older","Employed","","","","","7"
"CDU/CSU","1997","66 and older","Not Employed","384","0.486735079478818","0.452461917143772","0.521008241813864","1"
"CDU/CSU","1997","66 and older","Employed","21","","","","1"
"CDU/CSU","1997","35-65 y.","Employed","801","0.387006822480967","0.366327157571407","0.407686487390528","1"
"CDU/CSU","1997","16-34 y.","Employed","316","0.322766143632035","0.293568803235561","0.35196348402851","1"
"CDU/CSU","1997","35-65 y.","Not Employed","324","0.418304143688105","0.383753091431808","0.452855195944402","1"
"CDU/CSU","1997","16-34 y.","Not Employed","103","0.326009250249191","0.275203116846109","0.376815383652273","1"
"FDP","1997","66 and older","Not Employed","17","","","","3"
"FDP","1997","66 and older","Employed","3","","","","3"
"FDP","1997","16-34 y.","Employed","18","","","","3"
"FDP","1997","35-65 y.","Not Employed","14","","","","3"
"FDP","1997","35-65 y.","Employed","52","0.0267583584130182","0.0199066883647212","0.0336100284613152","3"
"FDP","1997","16-34 y.","Not Employed","4","","","","3"
"NPD Combination","1997","16-34 y.","Not Employed","15","","","","6"
"NPD Combination","1997","35-65 y.","Employed","33","0.0163735007248995","0.0109853188334122","0.0217616826163867","6"
"NPD Combination","1997","66 and older","Not Employed","8","","","","6"
"NPD Combination","1997","66 and older","Employed","","","","","6"
"NPD Combination","1997","16-34 y.","Employed","36","0.0362862560814995","0.0246080782920237","0.0479644338709753","6"
"NPD Combination","1997","35-65 y.","Not Employed","7","","","","6"
"Other","1997","35-65 y.","Employed","12","","","","8"
"Other","1997","16-34 y.","Not Employed","6","","","","8"
"Other","1997","16-34 y.","Employed","16","","","","8"
"Other","1997","35-65 y.","Not Employed","8","","","","8"
"Other","1997","66 and older","Not Employed","6","","","","8"
"Other","1997","66 and older","Employed","","","","","8"
"PDS/Linke","1997","16-34 y.","Employed","38","0.0297481077258976","0.0191384371935735","0.0403577782582217","5"
"PDS/Linke","1997","16-34 y.","Not Employed","20","","","","5"
"PDS/Linke","1997","35-65 y.","Employed","86","0.020457644665466","0.0144473496284278","0.0264679397025043","5"
"PDS/Linke","1997","35-65 y.","Not Employed","44","0.0329073203077146","0.0204119964378388","0.0454026441775904","5"
"PDS/Linke","1997","66 and older","Not Employed","53","0.0409517550435454","0.0273625657086407","0.0545409443784501","5"
"PDS/Linke","1997","66 and older","Employed","","","","","5"
"SPD","1997","16-34 y.","Employed","401","0.372009244755818","0.341824780823398","0.402193708688238","2"
"SPD","1997","35-65 y.","Not Employed","341","0.463936223496433","0.429005741188844","0.498866705804022","2"
"SPD","1997","35-65 y.","Employed","946","0.446677805007463","0.425570023094292","0.467785586920633","2"
"SPD","1997","16-34 y.","Not Employed","110","0.325028822609129","0.27426225911387","0.375795386104388","2"
"SPD","1997","66 and older","Not Employed","336","0.405619600141794","0.371950712452348","0.43928848783124","2"
"SPD","1997","66 and older","Employed","9","","","","2"
"AfD","1998","16-34 y.","Employed","","","","","7"
"AfD","1998","16-34 y.","Not Employed","","","","","7"
"AfD","1998","35-65 y.","Employed","","","","","7"
"AfD","1998","35-65 y.","Not Employed","","","","","7"
"AfD","1998","66 and older","Not Employed","","","","","7"
"AfD","1998","66 and older","Employed","","","","","7"
"CDU/CSU","1998","66 and older","Not Employed","447","0.470086406461573","0.438917515307039","0.501255297616106","1"
"CDU/CSU","1998","66 and older","Employed","23","","","","1"
"CDU/CSU","1998","35-65 y.","Employed","830","0.349098711183257","0.330234832037572","0.367962590328943","1"
"CDU/CSU","1998","35-65 y.","Not Employed","363","0.388365681307519","0.357615280560894","0.419116082054145","1"
"CDU/CSU","1998","16-34 y.","Employed","285","0.258877790397755","0.232608110833375","0.285147469962134","1"
"CDU/CSU","1998","16-34 y.","Not Employed","87","0.255884408695468","0.20950227248061","0.302266544910326","1"
"FDP","1998","66 and older","Employed","4","","","","3"
"FDP","1998","66 and older","Not Employed","14","","","","3"
"FDP","1998","35-65 y.","Not Employed","20","","","","3"
"FDP","1998","35-65 y.","Employed","68","0.0301028784748353","0.0233410186293127","0.0368647383203578","3"
"FDP","1998","16-34 y.","Employed","24","","","","3"
"FDP","1998","16-34 y.","Not Employed","10","","","","3"
"NPD Combination","1998","16-34 y.","Not Employed","12","","","","6"
"NPD Combination","1998","35-65 y.","Employed","32","0.0128468488674379","0.00839039010122752","0.0173033076336482","6"
"NPD Combination","1998","66 and older","Not Employed","9","","","","6"
"NPD Combination","1998","66 and older","Employed","","","","","6"
"NPD Combination","1998","16-34 y.","Employed","35","0.0317637309772999","0.0212460766642951","0.0422813852903048","6"
"NPD Combination","1998","35-65 y.","Not Employed","9","","","","6"
"Other","1998","35-65 y.","Employed","29","","","","8"
"Other","1998","16-34 y.","Not Employed","8","","","","8"
"Other","1998","16-34 y.","Employed","27","","","","8"
"Other","1998","35-65 y.","Not Employed","6","","","","8"
"Other","1998","66 and older","Not Employed","10","","","","8"
"Other","1998","66 and older","Employed","","","","","8"
"PDS/Linke","1998","16-34 y.","Not Employed","21","","","","5"
"PDS/Linke","1998","16-34 y.","Employed","45","0.0349812983403484","0.0239621433470759","0.046000453333621","5"
"PDS/Linke","1998","35-65 y.","Employed","98","0.0236929037168297","0.0176742177405856","0.0297115896930738","5"
"PDS/Linke","1998","35-65 y.","Not Employed","49","0.0343338461052029","0.0228454561822049","0.0458222360282008","5"
"PDS/Linke","1998","66 and older","Not Employed","57","0.0368766582643421","0.0251074646005411","0.0486458519281431","5"
"PDS/Linke","1998","66 and older","Employed","","","","","5"
"SPD","1998","16-34 y.","Employed","472","0.428791358924283","0.399110062826848","0.458472655021718","2"
"SPD","1998","16-34 y.","Not Employed","133","0.388673218442676","0.336860348128775","0.440486088756577","2"
"SPD","1998","35-65 y.","Employed","1151","0.456979421084507","0.437266282152181","0.476692560016833","2"
"SPD","1998","35-65 y.","Not Employed","465","0.482662892149692","0.451135125663806","0.514190658635578","2"
"SPD","1998","66 and older","Not Employed","428","0.429574813672671","0.398661274584482","0.46048835276086","2"
"SPD","1998","66 and older","Employed","9","","","","2"
"AfD","1999","35-65 y.","Employed","","","","","7"
"AfD","1999","16-34 y.","Not Employed","","","","","7"
"AfD","1999","35-65 y.","Not Employed","","","","","7"
"AfD","1999","16-34 y.","Employed","","","","","7"
"AfD","1999","66 and older","Not Employed","","","","","7"
"AfD","1999","66 and older","Employed","","","","","7"
"CDU/CSU","1999","66 and older","Not Employed","493","0.511609682983897","0.480812518326452","0.542406847641343","1"
"CDU/CSU","1999","66 and older","Employed","30","0.642460761312444","0.510923691668605","0.773997830956284","1"
"CDU/CSU","1999","35-65 y.","Employed","993","0.391770185697474","0.37312830392847","0.410412067466478","1"
"CDU/CSU","1999","16-34 y.","Employed","425","0.340805884427973","0.314727692138311","0.366884076717636","1"
"CDU/CSU","1999","35-65 y.","Not Employed","366","0.39095723261556","0.360041421649732","0.421873043581388","1"
"CDU/CSU","1999","16-34 y.","Not Employed","105","0.339371079425206","0.289765528793611","0.388976630056801","1"
"FDP","1999","66 and older","Not Employed","14","","","","3"
"FDP","1999","66 and older","Employed","4","","","","3"
"FDP","1999","16-34 y.","Not Employed","12","","","","3"
"FDP","1999","16-34 y.","Employed","31","0.0264928586285936","0.0176569490718216","0.0353287681853655","3"
"FDP","1999","35-65 y.","Not Employed","13","","","","3"
"FDP","1999","35-65 y.","Employed","73","0.0339025001628841","0.0269910918953588","0.0408139084304095","3"
"NPD Combination","1999","16-34 y.","Not Employed","6","","","","6"
"NPD Combination","1999","35-65 y.","Employed","24","","","","6"
"NPD Combination","1999","66 and older","Not Employed","3","","","","6"
"NPD Combination","1999","66 and older","Employed","","","","","6"
"NPD Combination","1999","16-34 y.","Employed","42","0.0327004862361442","0.0229151699006619","0.0424858025716265","6"
"NPD Combination","1999","35-65 y.","Not Employed","6","","","","6"
"Other","1999","35-65 y.","Employed","19","","","","8"
"Other","1999","66 and older","Not Employed","5","","","","8"
"Other","1999","66 and older","Employed","1","","","","8"
"Other","1999","16-34 y.","Not Employed","12","","","","8"
"Other","1999","16-34 y.","Employed","29","","","","8"
"Other","1999","35-65 y.","Not Employed","6","","","","8"
"PDS/Linke","1999","16-34 y.","Employed","61","0.0410580106122233","0.0301407821423707","0.051975239082076","5"
"PDS/Linke","1999","35-65 y.","Employed","125","0.0295744618794247","0.0231048274715794","0.0360440962872701","5"
"PDS/Linke","1999","16-34 y.","Not Employed","15","","","","5"
"PDS/Linke","1999","35-65 y.","Not Employed","51","0.0364806227276597","0.0246023451386936","0.0483589003166258","5"
"PDS/Linke","1999","66 and older","Employed","2","","","","5"
"PDS/Linke","1999","66 and older","Not Employed","69","0.0455110827216179","0.0326699934968797","0.0583521719463561","5"
"SPD","1999","16-34 y.","Employed","530","0.418787294161239","0.39164281091635","0.445931777406129","2"
"SPD","1999","16-34 y.","Not Employed","137","0.361358252340347","0.311030016212865","0.411686488467829","2"
"SPD","1999","35-65 y.","Not Employed","464","0.486238195589163","0.454571877901861","0.517904513276466","2"
"SPD","1999","35-65 y.","Employed","1204","0.450156545970628","0.431157074487045","0.46915601745421","2"
"SPD","1999","66 and older","Not Employed","414","0.402246192499409","0.372035200818858","0.43245718417996","2"
"SPD","1999","66 and older","Employed","13","","","","2"
"AfD","2000","35-65 y.","Employed","","","","","7"
"AfD","2000","16-34 y.","Not Employed","","","","","7"
"AfD","2000","16-34 y.","Employed","","","","","7"
"AfD","2000","35-65 y.","Not Employed","","","","","7"
"AfD","2000","66 and older","Employed","","","","","7"
"AfD","2000","66 and older","Not Employed","","","","","7"
"CDU/CSU","2000","66 and older","Employed","59","0.630064433208282","0.532981740263111","0.727147126153454","1"
"CDU/CSU","2000","66 and older","Not Employed","937","0.497406586267857","0.475036133919856","0.519777038615859","1"
"CDU/CSU","2000","35-65 y.","Employed","1748","0.370955040277295","0.357107942303331","0.384802138251259","1"
"CDU/CSU","2000","16-34 y.","Not Employed","157","0.308450071689376","0.267514781868021","0.349385361510732","1"
"CDU/CSU","2000","16-34 y.","Employed","611","0.333024920611183","0.311294797582295","0.354755043640071","1"
"CDU/CSU","2000","35-65 y.","Not Employed","670","0.394732697050345","0.371504200996329","0.41796119310436","1"
"FDP","2000","66 and older","Employed","6","","","","3"
"FDP","2000","66 and older","Not Employed","47","0.0310751561504547","0.0233115712037665","0.038838741097143","3"
"FDP","2000","16-34 y.","Not Employed","16","","","","3"
"FDP","2000","16-34 y.","Employed","49","0.0318265079832763","0.0237329384204109","0.0399200775461416","3"
"FDP","2000","35-65 y.","Not Employed","32","0.0239623974145375","0.0166947417554862","0.0312300530735889","3"
"FDP","2000","35-65 y.","Employed","142","0.0317721599622914","0.0267444590251928","0.0367998608993899","3"
"NPD Combination","2000","35-65 y.","Employed","36","0.0064126602610385","0.0041245369592623","0.0087007835628147","6"
"NPD Combination","2000","16-34 y.","Not Employed","15","","","","6"
"NPD Combination","2000","66 and older","Not Employed","4","","","","6"
"NPD Combination","2000","35-65 y.","Not Employed","12","","","","6"
"NPD Combination","2000","66 and older","Employed","1","","","","6"
"NPD Combination","2000","16-34 y.","Employed","56","0.0267982180853829","0.019352211413644","0.0342442247571218","6"
"Other","2000","35-65 y.","Employed","44","0.00898472368810541","0.0062798323649731","0.0116896150112377","8"
"Other","2000","66 and older","Not Employed","15","","","","8"
"Other","2000","66 and older","Employed","","","","","8"
"Other","2000","16-34 y.","Not Employed","10","","","","8"
"Other","2000","16-34 y.","Employed","29","","","","8"
"Other","2000","35-65 y.","Not Employed","12","","","","8"
"PDS/Linke","2000","16-34 y.","Employed","107","0.0509744757215103","0.0408333925373712","0.0611155589056494","5"
"PDS/Linke","2000","35-65 y.","Employed","227","0.0358968625025692","0.0305641609691227","0.0412295640360158","5"
"PDS/Linke","2000","16-34 y.","Not Employed","34","0.0568752651810346","0.0363475815295523","0.0774029488325168","5"
"PDS/Linke","2000","35-65 y.","Not Employed","71","0.0317972128265121","0.0234589875325311","0.0401354381204932","5"
"PDS/Linke","2000","66 and older","Not Employed","114","0.0491977597857886","0.0395210355321148","0.0588744840394623","5"
"PDS/Linke","2000","66 and older","Employed","5","","","","5"
"SPD","2000","35-65 y.","Not Employed","807","0.481626933693115","0.457881914157917","0.505371953228312","2"
"SPD","2000","16-34 y.","Not Employed","182","0.362284938719065","0.319682727794889","0.404887149643241","2"
"SPD","2000","16-34 y.","Employed","736","0.406985884659896","0.38433468523556","0.429637084084232","2"
"SPD","2000","35-65 y.","Employed","2084","0.457700222364178","0.443418928413113","0.471981516315242","2"
"SPD","2000","66 and older","Not Employed","778","0.397741943008898","0.375844035933781","0.419639850084015","2"
"SPD","2000","66 and older","Employed","21","","","","2"
"AfD","2001","35-65 y.","Employed","","","","","7"
"AfD","2001","16-34 y.","Not Employed","","","","","7"
"AfD","2001","16-34 y.","Employed","","","","","7"
"AfD","2001","35-65 y.","Not Employed","","","","","7"
"AfD","2001","66 and older","Not Employed","","","","","7"
"AfD","2001","66 and older","Employed","","","","","7"
"CDU/CSU","2001","66 and older","Not Employed","815","0.479982851159603","0.456635540355062","0.503330161964145","1"
"CDU/CSU","2001","66 and older","Employed","55","0.566332650361056","0.466148659645382","0.666516641076729","1"
"CDU/CSU","2001","35-65 y.","Employed","1504","0.353397279235641","0.338924910298538","0.367869648172744","1"
"CDU/CSU","2001","16-34 y.","Not Employed","137","0.354554354914256","0.307556525079421","0.40155218474909","1"
"CDU/CSU","2001","35-65 y.","Not Employed","537","0.395186137802725","0.369604345131565","0.420767930473886","1"
"CDU/CSU","2001","16-34 y.","Employed","485","0.329513096330796","0.305501243341659","0.353524949319933","1"
"FDP","2001","66 and older","Not Employed","59","0.0375982973260852","0.0287087949244278","0.0464877997277426","3"
"FDP","2001","66 and older","Employed","8","","","","3"
"FDP","2001","16-34 y.","Not Employed","8","","","","3"
"FDP","2001","35-65 y.","Not Employed","31","0.0262103022547405","0.0178506568159447","0.0345699476935363","3"
"FDP","2001","35-65 y.","Employed","156","0.0410620110373228","0.0350543609395362","0.0470696611351095","3"
"FDP","2001","16-34 y.","Employed","64","0.0428847464251464","0.0325350472184412","0.0532344456318517","3"
"NPD Combination","2001","35-65 y.","Employed","44","0.00776569162678899","0.0051081109903139","0.0104232722632641","6"
"NPD Combination","2001","66 and older","Not Employed","3","","","","6"
"NPD Combination","2001","16-34 y.","Not Employed","10","","","","6"
"NPD Combination","2001","66 and older","Employed","1","","","","6"
"NPD Combination","2001","16-34 y.","Employed","36","0.0209647882029759","0.0136460100739905","0.0282835663319613","6"
"NPD Combination","2001","35-65 y.","Not Employed","6","","","","6"
"Other","2001","16-34 y.","Not Employed","6","","","","8"
"Other","2001","35-65 y.","Employed","36","0.00986451470962711","0.00687242620459638","0.0128566032146578","8"
"Other","2001","66 and older","Not Employed","10","","","","8"
"Other","2001","66 and older","Employed","","","","","8"
"Other","2001","16-34 y.","Employed","29","","","","8"
"Other","2001","35-65 y.","Not Employed","9","","","","8"
"PDS/Linke","2001","16-34 y.","Not Employed","19","","","","5"
"PDS/Linke","2001","16-34 y.","Employed","75","0.0462365274688614","0.0355088147805219","0.0569642401572008","5"
"PDS/Linke","2001","35-65 y.","Employed","173","0.0321638373359267","0.026822203530236","0.0375054711416173","5"
"PDS/Linke","2001","35-65 y.","Not Employed","67","0.0367996679635264","0.0269482324830136","0.0466511034440393","5"
"PDS/Linke","2001","66 and older","Not Employed","108","0.0478857868013134","0.0379073385525247","0.0578642350501022","5"
"PDS/Linke","2001","66 and older","Employed","5","","","","5"
"SPD","2001","35-65 y.","Employed","1906","0.465356858112952","0.45025555864166","0.480458157584243","2"
"SPD","2001","16-34 y.","Not Employed","155","0.366554351346743","0.319214114843804","0.413894587849683","2"
"SPD","2001","35-65 y.","Not Employed","668","0.473532204701133","0.447405783702176","0.499658625700091","2"
"SPD","2001","16-34 y.","Employed","590","0.397095571109367","0.372099834207241","0.422091308011494","2"
"SPD","2001","66 and older","Not Employed","736","0.410999848446431","0.388006950832982","0.433992746059881","2"
"SPD","2001","66 and older","Employed","23","","","","2"
"AfD","2002","35-65 y.","Not Employed","","","","","7"
"AfD","2002","16-34 y.","Not Employed","","","","","7"
"AfD","2002","16-34 y.","Employed","","","","","7"
"AfD","2002","35-65 y.","Employed","","","","","7"
"AfD","2002","66 and older","Not Employed","","","","","7"
"AfD","2002","66 and older","Employed","","","","","7"
