"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","1992","Part Time","direct migration background","2","","","","8"
"Other","1992","Full Time","direct migration background","7","","","","8"
"Other","1992","Full Time","indirect migration background","3","","","","8"
"Other","1992","Part Time","no migration background","20","","","","8"
"Other","1992","Part Time","indirect migration background","","","","","8"
"Other","1992","Not Working","no migration background","24","","","","8"
"Other","1992","Not Working","direct migration background","5","","","","8"
"Other","1992","Not Working","indirect migration background","1","","","","8"
"PDS/Linke","1992","Full Time","no migration background","42","0.0111962527393599","0.00683117086107875","0.0155613346176411","5"
"PDS/Linke","1992","Full Time","direct migration background","6","","","","5"
"PDS/Linke","1992","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1992","Part Time","no migration background","24","","","","5"
"PDS/Linke","1992","Part Time","direct migration background","","","","","5"
"PDS/Linke","1992","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1992","Not Working","no migration background","50","0.0207014178991243","0.0137291439253153","0.0276736918729333","5"
"PDS/Linke","1992","Not Working","indirect migration background","","","","","5"
"PDS/Linke","1992","Not Working","direct migration background","4","","","","5"
"SPD","1992","Full Time","no migration background","980","0.448825463831303","0.428191421711466","0.469459505951139","1"
"SPD","1992","Full Time","direct migration background","270","0.548963998359729","0.50068085392611","0.597247142793348","1"
"SPD","1992","Part Time","no migration background","382","0.423459546529999","0.390887667345138","0.456031425714861","1"
"SPD","1992","Full Time","indirect migration background","30","0.800922503078525","0.67869681342815","0.9231481927289","1"
"SPD","1992","Part Time","direct migration background","68","0.522413507496166","0.428642613091096","0.616184401901235","1"
"SPD","1992","Not Working","no migration background","674","0.423545439555628","0.399349116197004","0.447741762914252","1"
"SPD","1992","Not Working","indirect migration background","23","","","","1"
"SPD","1992","Part Time","indirect migration background","14","","","","1"
"SPD","1992","Not Working","direct migration background","111","0.455922541153239","0.388399678358088","0.52344540394839","1"
"AfD","1993","Full Time","direct migration background","","","","","7"
"AfD","1993","Full Time","no migration background","","","","","7"
"AfD","1993","Full Time","indirect migration background","","","","","7"
"AfD","1993","Part Time","no migration background","","","","","7"
"AfD","1993","Part Time","direct migration background","","","","","7"
"AfD","1993","Part Time","indirect migration background","","","","","7"
"AfD","1993","Not Working","indirect migration background","","","","","7"
"AfD","1993","Not Working","direct migration background","","","","","7"
"AfD","1993","Not Working","no migration background","","","","","7"
"CDU/CSU","1993","Full Time","no migration background","667","0.367365869242829","0.345785307444365","0.388946431041292","2"
"CDU/CSU","1993","Full Time","direct migration background","63","0.287935033955747","0.241225928019616","0.334644139891878","2"
"CDU/CSU","1993","Full Time","indirect migration background","5","","","","2"
"CDU/CSU","1993","Part Time","indirect migration background","2","","","","2"
"CDU/CSU","1993","Part Time","no migration background","267","0.345786336555664","0.31201608274416","0.379556590367167","2"
"CDU/CSU","1993","Not Working","direct migration background","64","0.430915531123991","0.362793982499252","0.499037079748729","2"
"CDU/CSU","1993","Not Working","indirect migration background","6","","","","2"
"CDU/CSU","1993","Part Time","direct migration background","24","","","","2"
"CDU/CSU","1993","Not Working","no migration background","617","0.434199919259614","0.408793072016026","0.459606766503203","2"
"FDP","1993","Full Time","no migration background","99","0.0533848735857311","0.04332174866559","0.0634479985058722","3"
"FDP","1993","Part Time","no migration background","33","0.0497517286625952","0.0343136504409436","0.0651898068842467","3"
"FDP","1993","Part Time","direct migration background","","","","","3"
"FDP","1993","Not Working","direct migration background","4","","","","3"
"FDP","1993","Full Time","indirect migration background","","","","","3"
"FDP","1993","Not Working","no migration background","58","0.0502161457749263","0.0390215482499133","0.0614107432999393","3"
"FDP","1993","Not Working","indirect migration background","1","","","","3"
"FDP","1993","Full Time","direct migration background","8","","","","3"
"FDP","1993","Part Time","indirect migration background","","","","","3"
"NPD","1993","Full Time","direct migration background","1","","","","6"
"NPD","1993","Full Time","no migration background","70","0.0353709690727174","0.0271022035299915","0.0436397346154433","6"
"NPD","1993","Full Time","indirect migration background","","","","","6"
"NPD","1993","Part Time","no migration background","27","","","","6"
"NPD","1993","Part Time","direct migration background","1","","","","6"
"NPD","1993","Part Time","indirect migration background","","","","","6"
"NPD","1993","Not Working","no migration background","36","0.0251232420671737","0.0171011599294295","0.033145324204918","6"
"NPD","1993","Not Working","direct migration background","3","","","","6"
"NPD","1993","Not Working","indirect migration background","1","","","","6"
"Other","1993","Full Time","no migration background","16","","","","8"
"Other","1993","Full Time","direct migration background","2","","","","8"
"Other","1993","Full Time","indirect migration background","","","","","8"
"Other","1993","Part Time","no migration background","13","","","","8"
"Other","1993","Part Time","direct migration background","","","","","8"
"Other","1993","Part Time","indirect migration background","","","","","8"
"Other","1993","Not Working","no migration background","11","","","","8"
"Other","1993","Not Working","direct migration background","3","","","","8"
"Other","1993","Not Working","indirect migration background","","","","","8"
"PDS/Linke","1993","Full Time","no migration background","55","0.017040147672759","0.0112466397974921","0.0228336555480258","5"
"PDS/Linke","1993","Full Time","direct migration background","3","","","","5"
"PDS/Linke","1993","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1993","Part Time","no migration background","16","","","","5"
"PDS/Linke","1993","Part Time","direct migration background","2","","","","5"
"PDS/Linke","1993","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1993","Not Working","no migration background","63","0.0305067373159887","0.0216912833146788","0.0393221913172986","5"
"PDS/Linke","1993","Not Working","direct migration background","4","","","","5"
"PDS/Linke","1993","Not Working","indirect migration background","","","","","5"
"SPD","1993","Full Time","direct migration background","253","0.563008555691761","0.511841732405647","0.614175378977876","1"
"SPD","1993","Full Time","no migration background","828","0.432926359918407","0.410746245637483","0.455106474199332","1"
"SPD","1993","Part Time","no migration background","306","0.405365286965554","0.370505958835482","0.440224615095627","1"
"SPD","1993","Full Time","indirect migration background","29","","","","1"
"SPD","1993","Part Time","direct migration background","57","0.418261315567703","0.32059993147749","0.515922699657916","1"
"SPD","1993","Not Working","no migration background","599","0.406567869970507","0.381389566705077","0.431746173235938","1"
"SPD","1993","Not Working","direct migration background","111","0.412078030553323","0.344368524236156","0.479787536870489","1"
"SPD","1993","Not Working","indirect migration background","25","","","","1"
"SPD","1993","Part Time","indirect migration background","16","","","","1"
"AfD","1994","Full Time","direct migration background","","","","","7"
"AfD","1994","Full Time","no migration background","","","","","7"
"AfD","1994","Full Time","indirect migration background","","","","","7"
"AfD","1994","Part Time","no migration background","","","","","7"
"AfD","1994","Part Time","direct migration background","","","","","7"
"AfD","1994","Part Time","indirect migration background","","","","","7"
"AfD","1994","Not Working","no migration background","","","","","7"
"AfD","1994","Not Working","direct migration background","","","","","7"
"AfD","1994","Not Working","indirect migration background","","","","","7"
"CDU/CSU","1994","Full Time","no migration background","665","0.35954146559299","0.338177040754816","0.380905890431165","2"
"CDU/CSU","1994","Full Time","direct migration background","68","0.315274387544907","0.265960012532827","0.364588762556987","2"
"CDU/CSU","1994","Full Time","indirect migration background","7","","","","2"
"CDU/CSU","1994","Part Time","no migration background","252","0.344786205678039","0.310927791880175","0.378644619475904","2"
"CDU/CSU","1994","Part Time","indirect migration background","1","","","","2"
"CDU/CSU","1994","Not Working","direct migration background","77","0.423271568534192","0.359279583900381","0.487263553168003","2"
"CDU/CSU","1994","Not Working","indirect migration background","7","","","","2"
"CDU/CSU","1994","Not Working","no migration background","656","0.41835462082089","0.394191454053076","0.442517787588704","2"
"CDU/CSU","1994","Part Time","direct migration background","29","","","","2"
"FDP","1994","Full Time","indirect migration background","","","","","3"
"FDP","1994","Part Time","no migration background","25","","","","3"
"FDP","1994","Full Time","no migration background","67","0.0380140372910233","0.0295001563963447","0.0465279181857018","3"
"FDP","1994","Part Time","direct migration background","5","","","","3"
"FDP","1994","Not Working","direct migration background","1","","","","3"
"FDP","1994","Full Time","direct migration background","7","","","","3"
"FDP","1994","Not Working","no migration background","44","0.0340848192558553","0.0251968525599974","0.0429727859517132","3"
"FDP","1994","Not Working","indirect migration background","","","","","3"
"FDP","1994","Part Time","indirect migration background","2","","","","3"
"NPD","1994","Full Time","no migration background","53","0.0219240919073098","0.0154045318188036","0.028443651995816","6"
"NPD","1994","Full Time","direct migration background","2","","","","6"
"NPD","1994","Full Time","indirect migration background","1","","","","6"
"NPD","1994","Part Time","no migration background","15","","","","6"
"NPD","1994","Part Time","direct migration background","","","","","6"
"NPD","1994","Part Time","indirect migration background","1","","","","6"
"NPD","1994","Not Working","no migration background","19","","","","6"
"NPD","1994","Not Working","direct migration background","1","","","","6"
"NPD","1994","Not Working","indirect migration background","1","","","","6"
"Other","1994","Full Time","no migration background","29","","","","8"
"Other","1994","Full Time","direct migration background","3","","","","8"
"Other","1994","Full Time","indirect migration background","2","","","","8"
"Other","1994","Part Time","no migration background","8","","","","8"
"Other","1994","Part Time","direct migration background","2","","","","8"
"Other","1994","Not Working","direct migration background","3","","","","8"
"Other","1994","Not Working","indirect migration background","","","","","8"
"Other","1994","Part Time","indirect migration background","","","","","8"
"Other","1994","Not Working","no migration background","18","","","","8"
"PDS/Linke","1994","Full Time","no migration background","81","0.0219064833831617","0.015389483278382","0.0284234834879414","5"
"PDS/Linke","1994","Full Time","direct migration background","3","","","","5"
"PDS/Linke","1994","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1994","Part Time","no migration background","34","0.0327654095312657","0.0200838150614215","0.0454470040011098","5"
"PDS/Linke","1994","Part Time","direct migration background","1","","","","5"
"PDS/Linke","1994","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1994","Not Working","no migration background","85","0.036520326743383","0.0273319026773457","0.0457087508094202","5"
"PDS/Linke","1994","Not Working","direct migration background","6","","","","5"
"PDS/Linke","1994","Not Working","indirect migration background","","","","","5"
"SPD","1994","Full Time","no migration background","883","0.463795050655844","0.441592663637785","0.485997437673904","1"
"SPD","1994","Full Time","direct migration background","238","0.561162854935541","0.508492402364276","0.613833307506806","1"
"SPD","1994","Part Time","no migration background","329","0.426671738311642","0.391438807977073","0.46190466864621","1"
"SPD","1994","Full Time","indirect migration background","51","0.747448585459906","0.64182595538044","0.853071215539373","1"
"SPD","1994","Part Time","direct migration background","69","0.456677212431169","0.368287482587583","0.545066942274756","1"
"SPD","1994","Not Working","no migration background","683","0.440050665471155","0.4157354494359","0.464365881506409","1"
"SPD","1994","Not Working","direct migration background","123","0.446498726962612","0.382111492121754","0.51088596180347","1"
"SPD","1994","Part Time","indirect migration background","21","","","","1"
"SPD","1994","Not Working","indirect migration background","18","","","","1"
"AfD","1995","Full Time","direct migration background","","","","","7"
"AfD","1995","Full Time","no migration background","","","","","7"
"AfD","1995","Full Time","indirect migration background","","","","","7"
"AfD","1995","Part Time","no migration background","","","","","7"
"AfD","1995","Part Time","direct migration background","","","","","7"
"AfD","1995","Part Time","indirect migration background","","","","","7"
"AfD","1995","Not Working","indirect migration background","","","","","7"
"AfD","1995","Not Working","direct migration background","","","","","7"
"AfD","1995","Not Working","no migration background","","","","","7"
"CDU/CSU","1995","Full Time","no migration background","841","0.386162757517966","0.365505974192268","0.406819540843665","2"
"CDU/CSU","1995","Full Time","direct migration background","121","0.42454624249317","0.375237701242337","0.473854783744002","2"
"CDU/CSU","1995","Part Time","no migration background","339","0.375312608737351","0.343938926645953","0.406686290828749","2"
"CDU/CSU","1995","Part Time","direct migration background","64","0.376009548046004","0.303620598201646","0.448398497890362","2"
"CDU/CSU","1995","Not Working","direct migration background","140","0.489452419681903","0.436550140627251","0.542354698736554","2"
"CDU/CSU","1995","Not Working","no migration background","731","0.425146273180904","0.402167328663012","0.448125217698797","2"
"CDU/CSU","1995","Not Working","indirect migration background","6","","","","2"
"CDU/CSU","1995","Full Time","indirect migration background","10","","","","2"
"CDU/CSU","1995","Part Time","indirect migration background","3","","","","2"
"FDP","1995","Full Time","indirect migration background","","","","","3"
"FDP","1995","Part Time","no migration background","20","","","","3"
"FDP","1995","Not Working","direct migration background","2","","","","3"
"FDP","1995","Full Time","no migration background","63","0.0278606890937515","0.0208781871857215","0.0348431910017815","3"
"FDP","1995","Part Time","direct migration background","4","","","","3"
"FDP","1995","Full Time","direct migration background","9","","","","3"
"FDP","1995","Not Working","no migration background","47","0.0346372371935625","0.0261376250986215","0.0431368492885035","3"
"FDP","1995","Not Working","indirect migration background","1","","","","3"
"FDP","1995","Part Time","indirect migration background","","","","","3"
"NPD","1995","Full Time","no migration background","30","0.0136017447032154","0.00868730126786982","0.0185161881385609","6"
"NPD","1995","Full Time","direct migration background","3","","","","6"
"NPD","1995","Full Time","indirect migration background","1","","","","6"
"NPD","1995","Part Time","no migration background","10","","","","6"
"NPD","1995","Part Time","direct migration background","2","","","","6"
"NPD","1995","Part Time","indirect migration background","","","","","6"
"NPD","1995","Not Working","no migration background","8","","","","6"
"NPD","1995","Not Working","direct migration background","","","","","6"
"NPD","1995","Not Working","indirect migration background","2","","","","6"
"Other","1995","Full Time","no migration background","16","","","","8"
"Other","1995","Full Time","direct migration background","4","","","","8"
"Other","1995","Full Time","indirect migration background","","","","","8"
"Other","1995","Part Time","no migration background","7","","","","8"
"Other","1995","Part Time","direct migration background","4","","","","8"
"Other","1995","Not Working","direct migration background","6","","","","8"
"Other","1995","Not Working","indirect migration background","1","","","","8"
"Other","1995","Part Time","indirect migration background","1","","","","8"
"Other","1995","Not Working","no migration background","12","","","","8"
"PDS/Linke","1995","Full Time","no migration background","104","0.0304639614235667","0.0231723074615176","0.0377556153856158","5"
"PDS/Linke","1995","Full Time","direct migration background","6","","","","5"
"PDS/Linke","1995","Part Time","no migration background","41","0.0236607003895352","0.0138126167695385","0.033508784009532","5"
"PDS/Linke","1995","Part Time","direct migration background","","","","","5"
"PDS/Linke","1995","Part Time","indirect migration background","1","","","","5"
"PDS/Linke","1995","Not Working","no migration background","106","0.0431794106568166","0.0337314989941996","0.0526273223194335","5"
"PDS/Linke","1995","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1995","Not Working","direct migration background","8","","","","5"
"PDS/Linke","1995","Not Working","indirect migration background","2","","","","5"
"SPD","1995","Full Time","indirect migration background","31","0.586322511891689","0.448427270480215","0.724217753303162","1"
"SPD","1995","Full Time","no migration background","881","0.437929175748751","0.416879357773521","0.458978993723982","1"
"SPD","1995","Full Time","direct migration background","209","0.429928758350024","0.380541234401696","0.479316282298353","1"
"SPD","1995","Part Time","no migration background","368","0.394012663602174","0.362351679590632","0.425673647613716","1"
"SPD","1995","Part Time","direct migration background","75","0.403041439527946","0.329736910056724","0.476345968999168","1"
"SPD","1995","Part Time","indirect migration background","22","","","","1"
"SPD","1995","Not Working","direct migration background","162","0.378285828469246","0.32696348836029","0.429608168578203","1"
"SPD","1995","Not Working","indirect migration background","18","","","","1"
"SPD","1995","Not Working","no migration background","738","0.428950724212841","0.405945699298086","0.451955749127597","1"
"AfD","1996","Full Time","no migration background","","","","","7"
"AfD","1996","Full Time","direct migration background","","","","","7"
"AfD","1996","Full Time","indirect migration background","","","","","7"
"AfD","1996","Part Time","no migration background","","","","","7"
"AfD","1996","Part Time","direct migration background","","","","","7"
"AfD","1996","Part Time","indirect migration background","","","","","7"
"AfD","1996","Not Working","indirect migration background","","","","","7"
"AfD","1996","Not Working","no migration background","","","","","7"
"AfD","1996","Not Working","direct migration background","","","","","7"
"CDU/CSU","1996","Full Time","no migration background","850","0.426085902515569","0.40463237963944","0.447539425391697","2"
"CDU/CSU","1996","Full Time","direct migration background","121","0.420552828028922","0.368081043418294","0.473024612639551","2"
"CDU/CSU","1996","Not Working","indirect migration background","12","","","","2"
"CDU/CSU","1996","Part Time","no migration background","324","0.372193834690332","0.340164977716525","0.40422269166414","2"
"CDU/CSU","1996","Part Time","direct migration background","57","0.330864013258101","0.259924745883946","0.401803280632256","2"
"CDU/CSU","1996","Not Working","direct migration background","131","0.493340652194477","0.435799232380133","0.550882072008821","2"
"CDU/CSU","1996","Full Time","indirect migration background","8","","","","2"
"CDU/CSU","1996","Not Working","no migration background","710","0.462699258322472","0.438351530259774","0.487046986385171","2"
"CDU/CSU","1996","Part Time","indirect migration background","3","","","","2"
"FDP","1996","Full Time","indirect migration background","","","","","3"
"FDP","1996","Part Time","no migration background","15","","","","3"
"FDP","1996","Not Working","direct migration background","4","","","","3"
"FDP","1996","Full Time","no migration background","48","0.0281409225467513","0.0209663273602808","0.0353155177332217","3"
"FDP","1996","Part Time","direct migration background","3","","","","3"
"FDP","1996","Not Working","indirect migration background","","","","","3"
"FDP","1996","Full Time","direct migration background","5","","","","3"
"FDP","1996","Not Working","no migration background","42","0.0306076309897354","0.0221962950701038","0.0390189669093671","3"
"FDP","1996","Part Time","indirect migration background","","","","","3"
"NPD","1996","Full Time","no migration background","47","0.0259686925721338","0.0190688673587585","0.0328685177855091","6"
"NPD","1996","Full Time","direct migration background","1","","","","6"
"NPD","1996","Full Time","indirect migration background","","","","","6"
"NPD","1996","Part Time","direct migration background","2","","","","6"
"NPD","1996","Part Time","indirect migration background","","","","","6"
"NPD","1996","Part Time","no migration background","12","","","","6"
"NPD","1996","Not Working","no migration background","11","","","","6"
"NPD","1996","Not Working","direct migration background","3","","","","6"
"NPD","1996","Not Working","indirect migration background","","","","","6"
"Other","1996","Full Time","no migration background","20","","","","8"
"Other","1996","Full Time","direct migration background","3","","","","8"
"Other","1996","Full Time","indirect migration background","","","","","8"
"Other","1996","Part Time","no migration background","9","","","","8"
"Other","1996","Part Time","direct migration background","1","","","","8"
"Other","1996","Not Working","direct migration background","3","","","","8"
"Other","1996","Not Working","indirect migration background","","","","","8"
"Other","1996","Part Time","indirect migration background","","","","","8"
"Other","1996","Not Working","no migration background","13","","","","8"
"PDS/Linke","1996","Full Time","no migration background","109","0.0340358072177995","0.0261694234468879","0.0419021909887111","5"
"PDS/Linke","1996","Full Time","direct migration background","6","","","","5"
"PDS/Linke","1996","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1996","Part Time","no migration background","49","0.0267906851658745","0.0160917857794369","0.0374895845523121","5"
"PDS/Linke","1996","Part Time","direct migration background","","","","","5"
"PDS/Linke","1996","Part Time","indirect migration background","3","","","","5"
"PDS/Linke","1996","Not Working","no migration background","104","0.042154853658593","0.0323425322523171","0.051967175064869","5"
"PDS/Linke","1996","Not Working","direct migration background","8","","","","5"
"PDS/Linke","1996","Not Working","indirect migration background","1","","","","5"
"SPD","1996","Full Time","direct migration background","178","0.394998898600242","0.343037042308271","0.446960754892213","1"
"SPD","1996","Part Time","no migration background","332","0.395606725305421","0.36320741919764","0.428006031413202","1"
"SPD","1996","Full Time","no migration background","748","0.372522654192635","0.351547654729473","0.393497653655796","1"
"SPD","1996","Full Time","indirect migration background","35","0.621501956625222","0.493322089873757","0.749681823376688","1"
"SPD","1996","Part Time","direct migration background","84","0.421279209669401","0.346836136321286","0.495722283017515","1"
"SPD","1996","Part Time","indirect migration background","21","","","","1"
"SPD","1996","Not Working","no migration background","607","0.390516855716284","0.36669360274229","0.414340108690278","1"
"SPD","1996","Not Working","direct migration background","120","0.343301815100007","0.288654346420199","0.397949283779814","1"
"SPD","1996","Not Working","indirect migration background","17","","","","1"
"AfD","1997","Full Time","direct migration background","","","","","7"
"AfD","1997","Full Time","no migration background","","","","","7"
"AfD","1997","Full Time","indirect migration background","","","","","7"
"AfD","1997","Part Time","no migration background","","","","","7"
"AfD","1997","Part Time","direct migration background","","","","","7"
"AfD","1997","Part Time","indirect migration background","","","","","7"
"AfD","1997","Not Working","indirect migration background","","","","","7"
"AfD","1997","Not Working","no migration background","","","","","7"
"AfD","1997","Not Working","direct migration background","","","","","7"
"CDU/CSU","1997","Full Time","no migration background","689","0.37834812975727","0.356152481008235","0.400543778506305","2"
"CDU/CSU","1997","Full Time","direct migration background","108","0.409815207214358","0.355931043833298","0.463699370595419","2"
"CDU/CSU","1997","Part Time","no migration background","284","0.367321490499912","0.333705241206774","0.40093773979305","2"
"CDU/CSU","1997","Full Time","indirect migration background","5","","","","2"
"CDU/CSU","1997","Part Time","direct migration background","47","0.35213563702167","0.271264653095177","0.433006620948163","2"
"CDU/CSU","1997","Part Time","indirect migration background","5","","","","2"
"CDU/CSU","1997","Not Working","indirect migration background","11","","","","2"
"CDU/CSU","1997","Not Working","no migration background","676","0.441954788383447","0.417598043473118","0.466311533293777","2"
"CDU/CSU","1997","Not Working","direct migration background","124","0.470421767886392","0.411430122218307","0.529413413554477","2"
"FDP","1997","Full Time","no migration background","51","0.0287951016956619","0.0211415474310889","0.0364486559602349","3"
"FDP","1997","Full Time","indirect migration background","1","","","","3"
"FDP","1997","Part Time","no migration background","14","","","","3"
"FDP","1997","Not Working","direct migration background","","","","","3"
"FDP","1997","Not Working","indirect migration background","1","","","","3"
"FDP","1997","Part Time","direct migration background","3","","","","3"
"FDP","1997","Full Time","direct migration background","3","","","","3"
"FDP","1997","Not Working","no migration background","34","0.0258085369471677","0.0180317628153478","0.0335853110789876","3"
"FDP","1997","Part Time","indirect migration background","1","","","","3"
"NPD","1997","Full Time","no migration background","50","0.0247094949607098","0.0176047685640189","0.0318142213574006","6"
"NPD","1997","Full Time","direct migration background","3","","","","6"
"NPD","1997","Full Time","indirect migration background","","","","","6"
"NPD","1997","Part Time","no migration background","14","","","","6"
"NPD","1997","Part Time","direct migration background","2","","","","6"
"NPD","1997","Part Time","indirect migration background","","","","","6"
"NPD","1997","Not Working","no migration background","26","","","","6"
"NPD","1997","Not Working","direct migration background","3","","","","6"
"NPD","1997","Not Working","indirect migration background","1","","","","6"
"Other","1997","Full Time","no migration background","14","","","","8"
"Other","1997","Full Time","direct migration background","1","","","","8"
"Other","1997","Full Time","indirect migration background","","","","","8"
"Other","1997","Part Time","no migration background","11","","","","8"
"Other","1997","Part Time","direct migration background","1","","","","8"
"Other","1997","Not Working","direct migration background","4","","","","8"
"Other","1997","Not Working","indirect migration background","1","","","","8"
"Other","1997","Part Time","indirect migration background","1","","","","8"
"Other","1997","Not Working","no migration background","15","","","","8"
"PDS/Linke","1997","Full Time","no migration background","87","0.0260228199013569","0.0187366382533136","0.0333090015494002","5"
"PDS/Linke","1997","Full Time","direct migration background","4","","","","5"
"PDS/Linke","1997","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1997","Part Time","no migration background","31","0.0206999597862236","0.0107716074164982","0.030628312155949","5"
"PDS/Linke","1997","Part Time","direct migration background","2","","","","5"
"PDS/Linke","1997","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1997","Not Working","no migration background","109","0.0405928216544326","0.0309140167679278","0.0502716265409374","5"
"PDS/Linke","1997","Not Working","direct migration background","7","","","","5"
"PDS/Linke","1997","Not Working","indirect migration background","1","","","","5"
"SPD","1997","Full Time","direct migration background","180","0.492290300936111","0.437514155040494","0.547066446831728","1"
"SPD","1997","Full Time","no migration background","745","0.422397765803698","0.399791768900138","0.445003762707258","1"
"SPD","1997","Part Time","no migration background","324","0.403928221562712","0.369711694725019","0.438144748400406","1"
"SPD","1997","Full Time","indirect migration background","25","","","","1"
"SPD","1997","Part Time","direct migration background","63","0.40351741482245","0.320450952020653","0.486583877624246","1"
"SPD","1997","Not Working","no migration background","639","0.421520629418766","0.39730203200516","0.445739226832373","1"
"SPD","1997","Not Working","direct migration background","127","0.424669889795763","0.366249287421743","0.483090492169783","1"
"SPD","1997","Part Time","indirect migration background","19","","","","1"
"SPD","1997","Not Working","indirect migration background","21","","","","1"
"AfD","1998","Full Time","direct migration background","","","","","7"
"AfD","1998","Full Time","no migration background","","","","","7"
"AfD","1998","Full Time","indirect migration background","","","","","7"
"AfD","1998","Part Time","no migration background","","","","","7"
"AfD","1998","Part Time","direct migration background","","","","","7"
"AfD","1998","Part Time","indirect migration background","","","","","7"
"AfD","1998","Not Working","direct migration background","","","","","7"
"AfD","1998","Not Working","no migration background","","","","","7"
"AfD","1998","Not Working","indirect migration background","","","","","7"
"CDU/CSU","1998","Full Time","direct migration background","105","0.39273976607253","0.338022141212726","0.447457390932333","2"
"CDU/CSU","1998","Full Time","no migration background","689","0.339250048941968","0.318674513487731","0.359825584396206","2"
"CDU/CSU","1998","Not Working","no migration background","761","0.414792453229423","0.39290238802546","0.436682518433386","2"
"CDU/CSU","1998","Full Time","indirect migration background","8","","","","2"
"CDU/CSU","1998","Part Time","no migration background","290","0.319418894625994","0.289517262231686","0.349320527020303","2"
"CDU/CSU","1998","Part Time","direct migration background","43","0.289049212351993","0.213957892440724","0.364140532263263","2"
"CDU/CSU","1998","Part Time","indirect migration background","3","","","","2"
"CDU/CSU","1998","Not Working","indirect migration background","10","","","","2"
"CDU/CSU","1998","Not Working","direct migration background","126","0.480614324886263","0.421670693374239","0.539557956398287","2"
"FDP","1998","Full Time","no migration background","53","0.0297327495170202","0.0223513988275902","0.0371141002064501","3"
"FDP","1998","Full Time","indirect migration background","1","","","","3"
"FDP","1998","Full Time","direct migration background","3","","","","3"
"FDP","1998","Part Time","no migration background","26","","","","3"
"FDP","1998","Part Time","direct migration background","4","","","","3"
"FDP","1998","Not Working","no migration background","36","0.0253298320911453","0.0183487673541664","0.0323108968281242","3"
"FDP","1998","Not Working","direct migration background","2","","","","3"
"FDP","1998","Part Time","indirect migration background","2","","","","3"
"FDP","1998","Not Working","indirect migration background","2","","","","3"
"NPD","1998","Full Time","no migration background","41","0.0170720549680147","0.011442470262398","0.0227016396736314","6"
"NPD","1998","Part Time","no migration background","23","","","","6"
"NPD","1998","Part Time","direct migration background","","","","","6"
"NPD","1998","Full Time","direct migration background","1","","","","6"
"NPD","1998","Full Time","indirect migration background","","","","","6"
"NPD","1998","Part Time","indirect migration background","","","","","6"
"NPD","1998","Not Working","no migration background","25","","","","6"
"NPD","1998","Not Working","direct migration background","1","","","","6"
"NPD","1998","Not Working","indirect migration background","1","","","","6"
"Other","1998","Full Time","no migration background","38","0.020604809390463","0.0144312461555046","0.0267783726254213","8"
"Other","1998","Full Time","direct migration background","3","","","","8"
"Other","1998","Full Time","indirect migration background","","","","","8"
"Other","1998","Part Time","no migration background","13","","","","8"
"Other","1998","Part Time","direct migration background","2","","","","8"
"Other","1998","Part Time","indirect migration background","","","","","8"
"Other","1998","Not Working","no migration background","22","","","","8"
"Other","1998","Not Working","direct migration background","2","","","","8"
"Other","1998","Not Working","indirect migration background","","","","","8"
"PDS/Linke","1998","Full Time","direct migration background","5","","","","5"
"PDS/Linke","1998","Full Time","no migration background","88","0.0269904698546567","0.019947815306635","0.0340331244026784","5"
"PDS/Linke","1998","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1998","Part Time","no migration background","35","0.0233164114401474","0.0136384819617557","0.0329943409185392","5"
"PDS/Linke","1998","Part Time","direct migration background","2","","","","5"
"PDS/Linke","1998","Part Time","indirect migration background","1","","","","5"
"PDS/Linke","1998","Not Working","no migration background","110","0.0342278294639798","0.0261498323036864","0.0423058266242733","5"
"PDS/Linke","1998","Not Working","direct migration background","8","","","","5"
"PDS/Linke","1998","Not Working","indirect migration background","2","","","","5"
"SPD","1998","Full Time","direct migration background","167","0.478333833861017","0.422364612715339","0.534303055006696","1"
"SPD","1998","Full Time","no migration background","911","0.451049678927032","0.429424917370887","0.472674440483176","1"
"SPD","1998","Part Time","no migration background","410","0.424314490044482","0.392617995558291","0.456010984530672","1"
"SPD","1998","Full Time","indirect migration background","48","0.680248658359083","0.565987627302653","0.794509689415513","1"
"SPD","1998","Part Time","direct migration background","76","0.510088916728386","0.427282184017247","0.592895649439526","1"
"SPD","1998","Not Working","no migration background","884","0.455120261211803","0.432994914365788","0.477245608057818","1"
"SPD","1998","Not Working","direct migration background","122","0.44035889647062","0.381792063566397","0.498925729374844","1"
"SPD","1998","Part Time","indirect migration background","20","","","","1"
"SPD","1998","Not Working","indirect migration background","20","","","","1"
"AfD","1999","Full Time","direct migration background","","","","","7"
"AfD","1999","Full Time","no migration background","","","","","7"
"AfD","1999","Part Time","no migration background","","","","","7"
"AfD","1999","Part Time","direct migration background","","","","","7"
