"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"AfD","2009","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2009","Full Time","indirect migration background","27","","","","2"
"CDU/CSU","2009","Part Time","no migration background","469","0.345571718334979","0.320652216290269","0.370491220379689","2"
"CDU/CSU","2009","Full Time","no migration background","1021","0.372467136725385","0.353972506419707","0.390961767031063","2"
"CDU/CSU","2009","Full Time","direct migration background","76","0.365830218347543","0.293425613042953","0.438234823652134","2"
"CDU/CSU","2009","Part Time","direct migration background","42","0.380490326912162","0.286270161740672","0.474710492083653","2"
"CDU/CSU","2009","Part Time","indirect migration background","13","","","","2"
"CDU/CSU","2009","Not Working","no migration background","1298","0.453478339351567","0.43542162911775","0.471535049585384","2"
"CDU/CSU","2009","Not Working","direct migration background","106","0.408496747067311","0.341533610451193","0.475459883683429","2"
"CDU/CSU","2009","Not Working","indirect migration background","6","","","","2"
"FDP","2009","Full Time","no migration background","271","0.101505722309384","0.0899529461729158","0.113058498445853","3"
"FDP","2009","Part Time","no migration background","99","0.0663111917655509","0.0532725087597667","0.0793498747713352","3"
"FDP","2009","Part Time","direct migration background","3","","","","3"
"FDP","2009","Full Time","direct migration background","10","","","","3"
"FDP","2009","Full Time","indirect migration background","6","","","","3"
"FDP","2009","Part Time","indirect migration background","9","","","","3"
"FDP","2009","Not Working","no migration background","201","0.0573126806323259","0.0488819374738987","0.0657434237907532","3"
"FDP","2009","Not Working","direct migration background","8","","","","3"
"FDP","2009","Not Working","indirect migration background","4","","","","3"
"NPD","2009","Full Time","no migration background","60","0.0340258255326546","0.027090441242412","0.0409612098228971","6"
"NPD","2009","Full Time","direct migration background","","","","","6"
"NPD","2009","Full Time","indirect migration background","1","","","","6"
"NPD","2009","Part Time","no migration background","15","","","","6"
"NPD","2009","Part Time","direct migration background","","","","","6"
"NPD","2009","Part Time","indirect migration background","","","","","6"
"NPD","2009","Not Working","no migration background","22","","","","6"
"NPD","2009","Not Working","direct migration background","2","","","","6"
"NPD","2009","Not Working","indirect migration background","1","","","","6"
"Other","2009","Part Time","no migration background","15","","","","8"
"Other","2009","Full Time","indirect migration background","2","","","","8"
"Other","2009","Full Time","no migration background","29","","","","8"
"Other","2009","Full Time","direct migration background","1","","","","8"
"Other","2009","Part Time","direct migration background","1","","","","8"
"Other","2009","Part Time","indirect migration background","1","","","","8"
"Other","2009","Not Working","no migration background","25","","","","8"
"Other","2009","Not Working","direct migration background","2","","","","8"
"Other","2009","Not Working","indirect migration background","","","","","8"
"PDS/Linke","2009","Full Time","no migration background","166","0.058982349317628","0.0499698892102638","0.0679948094249923","5"
"PDS/Linke","2009","Full Time","direct migration background","6","","","","5"
"PDS/Linke","2009","Full Time","indirect migration background","2","","","","5"
"PDS/Linke","2009","Part Time","no migration background","98","0.0741467020337171","0.0604171539583965","0.0878762501090377","5"
"PDS/Linke","2009","Part Time","direct migration background","4","","","","5"
"PDS/Linke","2009","Part Time","indirect migration background","","","","","5"
"PDS/Linke","2009","Not Working","no migration background","249","0.0729679481679362","0.0635345078230641","0.0824013885128083","5"
"PDS/Linke","2009","Not Working","direct migration background","9","","","","5"
"PDS/Linke","2009","Not Working","indirect migration background","2","","","","5"
"SPD","2009","Full Time","no migration background","744","0.279286879451193","0.262124009245064","0.296449749657321","1"
"SPD","2009","Part Time","no migration background","445","0.308214621355342","0.284018177542725","0.332411065167959","1"
"SPD","2009","Not Working","no migration background","956","0.351174703697614","0.333861311605643","0.368488095789586","1"
"SPD","2009","Not Working","direct migration background","63","0.343118074151789","0.278444275190487","0.40779187311309","1"
"SPD","2009","Full Time","indirect migration background","38","0.39000652539552","0.288099227502023","0.491913823289018","1"
"SPD","2009","Part Time","indirect migration background","17","","","","1"
"SPD","2009","Full Time","direct migration background","61","0.405667346867065","0.331855945318225","0.479478748415906","1"
"SPD","2009","Part Time","direct migration background","39","0.33660218264658","0.244897082773719","0.428307282519441","1"
"SPD","2009","Not Working","indirect migration background","23","","","","1"
"AfD","2010","Full Time","indirect migration background","","","","","7"
"AfD","2010","Full Time","no migration background","","","","","7"
"AfD","2010","Full Time","direct migration background","","","","","7"
"AfD","2010","Part Time","no migration background","","","","","7"
"AfD","2010","Part Time","direct migration background","","","","","7"
"AfD","2010","Part Time","indirect migration background","","","","","7"
"AfD","2010","Not Working","no migration background","","","","","7"
"AfD","2010","Not Working","direct migration background","","","","","7"
"AfD","2010","Not Working","indirect migration background","","","","","7"
"CDU/CSU","2010","Full Time","indirect migration background","46","0.273950736666422","0.204846069346723","0.34305540398612","2"
"CDU/CSU","2010","Full Time","direct migration background","157","0.436595895186702","0.382922261647081","0.490269528726323","2"
"CDU/CSU","2010","Part Time","direct migration background","86","0.427433426174329","0.362357727431893","0.492509124916764","2"
"CDU/CSU","2010","Part Time","indirect migration background","34","0.251533914074028","0.172574587780313","0.330493240367744","2"
"CDU/CSU","2010","Not Working","no migration background","1478","0.4408247547245","0.424279259684732","0.457370249764268","2"
"CDU/CSU","2010","Full Time","no migration background","1435","0.360477747304621","0.345145093090369","0.375810401518872","2"
"CDU/CSU","2010","Part Time","no migration background","769","0.329666704734599","0.310820145245783","0.348513264223416","2"
"CDU/CSU","2010","Not Working","direct migration background","149","0.371635107161023","0.321366339609756","0.42190387471229","2"
"CDU/CSU","2010","Not Working","indirect migration background","22","","","","2"
"FDP","2010","Full Time","no migration background","324","0.0775604122647897","0.0690188108458884","0.086102013683691","3"
"FDP","2010","Full Time","direct migration background","20","","","","3"
"FDP","2010","Part Time","direct migration background","9","","","","3"
"FDP","2010","Full Time","indirect migration background","9","","","","3"
"FDP","2010","Part Time","no migration background","137","0.0575235661604507","0.0481887172835484","0.0668584150373529","3"
"FDP","2010","Not Working","no migration background","180","0.0409494164165262","0.0343452588651027","0.0475535739679497","3"
"FDP","2010","Not Working","direct migration background","13","","","","3"
"FDP","2010","Not Working","indirect migration background","10","","","","3"
"FDP","2010","Part Time","indirect migration background","8","","","","3"
"NPD","2010","Full Time","no migration background","81","0.0297487788757554","0.0243234389809817","0.0351741187705291","6"
"NPD","2010","Full Time","direct migration background","","","","","6"
"NPD","2010","Part Time","indirect migration background","2","","","","6"
"NPD","2010","Part Time","no migration background","36","0.0177001330514471","0.0124137400222013","0.022986526080693","6"
"NPD","2010","Part Time","direct migration background","","","","","6"
"NPD","2010","Not Working","no migration background","40","0.00613820785814978","0.00353531313517828","0.00874110258112127","6"
"NPD","2010","Not Working","indirect migration background","","","","","6"
"NPD","2010","Full Time","indirect migration background","1","","","","6"
"NPD","2010","Not Working","direct migration background","1","","","","6"
"Other","2010","Full Time","indirect migration background","1","","","","8"
"Other","2010","Part Time","no migration background","32","0.0177890993766556","0.0124896774784304","0.0230885212748808","8"
"Other","2010","Full Time","no migration background","46","0.0143514549891759","0.0105534171246668","0.018149492853685","8"
