"party","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"SPD","2017","Not Employed","no migration background","1095","0.347531035449457","0.331177338774558","0.363884732124356"
"SPD","2017","Not Employed","direct migration background","159","0.365265887047361","0.331167472748234","0.399364301346488"
"SPD","2017","Not Employed","indirect migration background","39","0.432047372497798","0.3334684732177","0.530626271777897"
"SPD","2017","Employed","no migration background","1545","0.28361702181569","0.271839649388193","0.295394394243186"
"SPD","2017","Employed","direct migration background","233","0.336183414209896","0.303468632684561","0.368898195735232"
"SPD","2017","Employed","indirect migration background","140","0.394825917724127","0.346374922839307","0.443276912608947"
"FDP","2017","Not Employed","no migration background","133","0.0360462862391461","0.0296445531090429","0.0424480193692493"
"FDP","2017","Not Employed","direct migration background","8","","",""
"FDP","2017","Not Employed","indirect migration background","5","","",""
"FDP","2017","Employed","no migration background","253","0.0458623873009132","0.0403967165006813","0.0513280581011452"
"FDP","2017","Employed","direct migration background","28","","",""
"FDP","2017","Employed","indirect migration background","15","","",""
"Grüne","2017","Not Employed","no migration background","247","0.0715401702993791","0.0626891006995306","0.0803912398992277"
"Grüne","2017","Not Employed","direct migration background","64","0.0905434254296041","0.0702220476313257","0.110864803227882"
"Grüne","2017","Not Employed","indirect migration background","13","","",""
"Grüne","2017","Employed","no migration background","957","0.156824623272067","0.147323483270263","0.166325763273871"
"Grüne","2017","Employed","direct migration background","88","0.127786368001972","0.104666490360421","0.150906245643524"
"Grüne","2017","Employed","indirect migration background","63","0.182636818356648","0.144340112935076","0.22093352377822"
"PDS/Linke","2017","Not Employed","no migration background","253","0.0612009284592965","0.0529689439822158","0.0694329129363772"
"PDS/Linke","2017","Not Employed","direct migration background","38","0.0670318826634668","0.0493223208276712","0.0847414444992624"
"PDS/Linke","2017","Not Employed","indirect migration background","15","","",""
"PDS/Linke","2017","Employed","no migration background","399","0.0730546421675089","0.0662553984400422","0.0798538858949756"
"PDS/Linke","2017","Employed","direct migration background","83","0.0952264960368365","0.0748991503858971","0.115553841687776"
"PDS/Linke","2017","Employed","indirect migration background","41","0.107730345832173","0.0769993381749844","0.138461353489362"
"NPD Combination","2017","Not Employed","no migration background","16","","",""
"NPD Combination","2017","Not Employed","direct migration background","1","","",""
"NPD Combination","2017","Not Employed","indirect migration background","1","","",""
"NPD Combination","2017","Employed","no migration background","65","0.0102150587707451","0.00758781428429089","0.0128423032571992"
"NPD Combination","2017","Employed","direct migration background","3","","",""
"NPD Combination","2017","Employed","indirect migration background","2","","",""
"AfD","2017","Not Employed","no migration background","147","0.0503091070383179","0.0428023276500584","0.0578158864265775"
"AfD","2017","Not Employed","direct migration background","10","","",""
"AfD","2017","Not Employed","indirect migration background","1","","",""
"AfD","2017","Employed","no migration background","301","0.0608847306489407","0.0546369858888219","0.0671324754090595"
"AfD","2017","Employed","direct migration background","47","0.0593916296797986","0.043023506914953","0.0757597524446443"
"AfD","2017","Employed","indirect migration background","13","","",""
"Other","2017","Not Employed","no migration background","26","","",""
"Other","2017","Not Employed","direct migration background","3","","",""
"Other","2017","Not Employed","indirect migration background","3","","",""
"Other","2017","Employed","no migration background","62","0.0143729407003992","0.011263095587436","0.0174827858133624"
"Other","2017","Employed","direct migration background","15","","",""
"Other","2017","Employed","indirect migration background","10","","",""
"CDU/CSU","2018","Not Employed","no migration background","1275","0.429595472985766","0.412428174231435","0.446762771740097"
"CDU/CSU","2018","Not Employed","direct migration background","525","0.423382857805814","0.390885203255165","0.455880512356463"
"CDU/CSU","2018","Not Employed","indirect migration background","24","","",""
"CDU/CSU","2018","Employed","no migration background","1901","0.336007442510804","0.323751738558455","0.348263146463154"
"CDU/CSU","2018","Employed","direct migration background","319","0.329626354396409","0.297875057044765","0.361377651748052"
"CDU/CSU","2018","Employed","indirect migration background","99","0.189311325283159","0.151978293655881","0.226644356910438"
"SPD","2018","Not Employed","no migration background","942","0.303534303860927","0.287588941603376","0.319479666118477"
"SPD","2018","Not Employed","direct migration background","159","0.36474431814362","0.333084373230286","0.396404263056954"
"SPD","2018","Not Employed","indirect migration background","41","0.305049035839274","0.220529408291588","0.38956866338696"
"SPD","2018","Employed","no migration background","1260","0.228345188079418","0.217453638474259","0.239236737684577"
"SPD","2018","Employed","direct migration background","212","0.310235654828664","0.278990097869841","0.341481211787487"
"SPD","2018","Employed","indirect migration background","136","0.303730148777577","0.25990628610522","0.347554011449934"
"FDP","2018","Not Employed","no migration background","153","0.0423707757931678","0.0353850338494113","0.0493565177369243"
"FDP","2018","Not Employed","direct migration background","10","","",""
"FDP","2018","Not Employed","indirect migration background","7","","",""
"FDP","2018","Employed","no migration background","315","0.0555972782692527","0.0496517891573698","0.0615427673811356"
"FDP","2018","Employed","direct migration background","35","0.0338590607985694","0.021642478035648","0.0460756435614907"
"FDP","2018","Employed","indirect migration background","29","","",""
"Grüne","2018","Not Employed","no migration background","332","0.0941356471870399","0.0840084497626581","0.104262844611422"
"Grüne","2018","Not Employed","direct migration background","115","0.078188118816895","0.0605304591913208","0.0958457784424693"
"Grüne","2018","Not Employed","indirect migration background","16","","",""
"Grüne","2018","Employed","no migration background","1156","0.189314604122609","0.179149766605611","0.199479441639607"
"Grüne","2018","Employed","direct migration background","112","0.138559991237275","0.115224148572422","0.161895833902129"
"Grüne","2018","Employed","indirect migration background","76","0.22428586188438","0.184536541297517","0.264035182471243"
"PDS/Linke","2018","Not Employed","no migration background","280","0.0670830115269217","0.0584072339087357","0.0757587891451076"
"PDS/Linke","2018","Not Employed","direct migration background","51","0.0650711699182026","0.048848393166353","0.0812939466700523"
"PDS/Linke","2018","Not Employed","indirect migration background","19","","",""
"PDS/Linke","2018","Employed","no migration background","528","0.0869639611133717","0.0796526405815174","0.094275281645226"
"PDS/Linke","2018","Employed","direct migration background","69","0.0812625579500427","0.0628067527496849","0.0997183631504004"
"PDS/Linke","2018","Employed","indirect migration background","50","0.133046075533636","0.10068097576547","0.165411175301801"
"NPD Combination","2018","Not Employed","no migration background","7","","",""
"NPD Combination","2018","Not Employed","direct migration background","","","",""
"NPD Combination","2018","Not Employed","indirect migration background","1","","",""
"NPD Combination","2018","Employed","no migration background","19","","",""
"NPD Combination","2018","Employed","direct migration background","2","","",""
"NPD Combination","2018","Employed","indirect migration background","1","","",""
"AfD","2018","Not Employed","no migration background","172","0.0517213810907582","0.0440409840620034","0.0594017781195131"
"AfD","2018","Not Employed","direct migration background","26","","",""
"AfD","2018","Not Employed","indirect migration background","2","","",""
"AfD","2018","Employed","no migration background","429","0.0815322373823408","0.0744319022731335","0.0886325724915482"
"AfD","2018","Employed","direct migration background","70","0.0895695380211182","0.0702811647251047","0.108857911317132"
"AfD","2018","Employed","indirect migration background","26","","",""
"Other","2018","Not Employed","no migration background","33","0.00927426285920059","0.00594998698144858","0.0125985387369526"
"Other","2018","Not Employed","direct migration background","2","","",""
"Other","2018","Not Employed","indirect migration background","4","","",""
"Other","2018","Employed","no migration background","98","0.0199427958038017","0.0163153499266602","0.0235702416809432"
"Other","2018","Employed","direct migration background","23","","",""
"Other","2018","Employed","indirect migration background","6","","",""
"CDU/CSU","2019","Not Employed","no migration background","1260","0.394671700356793","0.378070501313365","0.411272899400221"
"CDU/CSU","2019","Not Employed","direct migration background","135","0.44539748006396","0.388968167964125","0.501826792163796"
"CDU/CSU","2019","Not Employed","indirect migration background","24","","",""
"CDU/CSU","2019","Employed","no migration background","2027","0.289734243853336","0.278645388195969","0.300823099510703"
"CDU/CSU","2019","Employed","direct migration background","235","0.280224266887388","0.246906809510102","0.313541724264674"
"CDU/CSU","2019","Employed","indirect migration background","121","0.180809085603112","0.146627964830311","0.214990206375912"
"SPD","2019","Not Employed","no migration background","803","0.260671609529755","0.245761132678785","0.275582086380725"
"SPD","2019","Not Employed","direct migration background","76","0.29310132869469","0.241420742000755","0.344781915388624"
"SPD","2019","Not Employed","indirect migration background","28","","",""
"SPD","2019","Employed","no migration background","983","0.169089630810558","0.15992717368487","0.178252087936246"
"SPD","2019","Employed","direct migration background","149","0.262696129958799","0.230047085607334","0.295345174310264"
"SPD","2019","Employed","indirect migration background","91","0.233638577652695","0.196057199283036","0.271219956022353"
"FDP","2019","Not Employed","no migration background","177","0.052236719550014","0.0446794682953125","0.0597939708047155"
"FDP","2019","Not Employed","direct migration background","11","","",""
"FDP","2019","Not Employed","indirect migration background","3","","",""
"FDP","2019","Employed","no migration background","440","0.0538549218958549","0.0483370966031995","0.0593727471885104"
"FDP","2019","Employed","direct migration background","29","","",""
"FDP","2019","Employed","indirect migration background","29","","",""
"Grüne","2019","Not Employed","no migration background","549","0.148034561332602","0.135972583570522","0.160096539094682"
"Grüne","2019","Not Employed","direct migration background","41","0.110974171676027","0.0753119738956944","0.146636369456359"
"Grüne","2019","Not Employed","indirect migration background","35","0.30891506091081","0.222174925155855","0.395655196665766"
"Grüne","2019","Employed","no migration background","1832","0.280694788618067","0.269711050835653","0.291678526400481"
"Grüne","2019","Employed","direct migration background","151","0.238833480769054","0.207202852204228","0.27046410933388"
"Grüne","2019","Employed","indirect migration background","156","0.305819273355242","0.264897701023346","0.346740845687138"
"PDS/Linke","2019","Not Employed","no migration background","276","0.0710681368502878","0.0623413298939038","0.0797949438066719"
"PDS/Linke","2019","Not Employed","direct migration background","17","","",""
"PDS/Linke","2019","Not Employed","indirect migration background","12","","",""
"PDS/Linke","2019","Employed","no migration background","510","0.0856706164033679","0.0788292372116924","0.0925119955950435"
"PDS/Linke","2019","Employed","direct migration background","62","0.0816823374657181","0.0613643388192724","0.102000336112164"
"PDS/Linke","2019","Employed","indirect migration background","46","0.122897863577281","0.0937383106251365","0.152057416529425"
"NPD Combination","2019","Not Employed","no migration background","7","","",""
"NPD Combination","2019","Not Employed","direct migration background","","","",""
"NPD Combination","2019","Not Employed","indirect migration background","","","",""
"NPD Combination","2019","Employed","no migration background","21","","",""
"NPD Combination","2019","Employed","direct migration background","","","",""
"NPD Combination","2019","Employed","indirect migration background","2","","",""
"AfD","2019","Not Employed","no migration background","197","0.0568762871222313","0.0490098889462502","0.0647426852982124"
"AfD","2019","Not Employed","direct migration background","15","","",""
"AfD","2019","Not Employed","indirect migration background","","","",""
"AfD","2019","Employed","no migration background","443","0.0908066333384139","0.0837829763388176","0.0978302903380103"
"AfD","2019","Employed","direct migration background","62","0.0856309384025556","0.0648724133340015","0.10638946347111"
"AfD","2019","Employed","indirect migration background","32","0.0711890584901465","0.0483512778899538","0.0940268390903391"
"Other","2019","Not Employed","no migration background","61","0.0152115454068779","0.0110545062287808","0.019368584584975"
"Other","2019","Not Employed","direct migration background","3","","",""
"Other","2019","Not Employed","indirect migration background","7","","",""
"Other","2019","Employed","no migration background","173","0.0265572001525778","0.0226269269515876","0.030487473353568"
"Other","2019","Employed","direct migration background","10","","",""
"Other","2019","Employed","indirect migration background","10","","",""
