"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"FDP","1992","college entrance qualification","Female","30","0.108584925327282","0.0763119698715264","0.140857880783038"
"FDP","1992","Other degree","Male","","","",""
"FDP","1992","Other degree","Female","","","",""
"FDP","1992","no degree/no degree yet","Male","","","",""
"FDP","1992","no degree/no degree yet","Female","","","",""
"Grüne","1992","lower secondary degree","Male","35","0.0206165658554846","0.0130589859820387","0.0281741457289304"
"Grüne","1992","lower secondary degree","Female","32","0.018048777850203","0.0106892609074419","0.0254082947929641"
"Grüne","1992","secondary school degree","Male","49","0.0637846626991642","0.0451976301805153","0.0823716952178131"
"Grüne","1992","secondary school degree","Female","76","0.0768708483154102","0.0578315367635042","0.0959101598673162"
"Grüne","1992","college entrance qualification","Male","89","0.124701660331644","0.0989237575371782","0.15047956312611"
"Grüne","1992","college entrance qualification","Female","79","0.19363840761804","0.152648715981017","0.234628099255063"
"Grüne","1992","Other degree","Male","","","",""
"Grüne","1992","Other degree","Female","","","",""
"Grüne","1992","no degree/no degree yet","Male","","","",""
"Grüne","1992","no degree/no degree yet","Female","","","",""
"PDS/Linke","1992","lower secondary degree","Male","","","",""
"PDS/Linke","1992","lower secondary degree","Female","","","",""
"PDS/Linke","1992","secondary school degree","Male","","","",""
"PDS/Linke","1992","secondary school degree","Female","","","",""
"PDS/Linke","1992","college entrance qualification","Male","","","",""
"PDS/Linke","1992","college entrance qualification","Female","","","",""
"PDS/Linke","1992","Other degree","Male","","","",""
"PDS/Linke","1992","Other degree","Female","","","",""
"PDS/Linke","1992","no degree/no degree yet","Male","","","",""
"PDS/Linke","1992","no degree/no degree yet","Female","","","",""
"NPD Combination","1992","lower secondary degree","Male","","","",""
"NPD Combination","1992","lower secondary degree","Female","","","",""
"NPD Combination","1992","secondary school degree","Male","","","",""
"NPD Combination","1992","secondary school degree","Female","","","",""
"NPD Combination","1992","college entrance qualification","Male","","","",""
"NPD Combination","1992","college entrance qualification","Female","","","",""
"NPD Combination","1992","Other degree","Male","","","",""
"NPD Combination","1992","Other degree","Female","","","",""
"NPD Combination","1992","no degree/no degree yet","Male","","","",""
"NPD Combination","1992","no degree/no degree yet","Female","","","",""
"AfD","1992","lower secondary degree","Male","","","",""
"AfD","1992","lower secondary degree","Female","","","",""
"AfD","1992","secondary school degree","Male","","","",""
"AfD","1992","secondary school degree","Female","","","",""
"AfD","1992","college entrance qualification","Male","","","",""
"AfD","1992","college entrance qualification","Female","","","",""
"AfD","1992","Other degree","Male","","","",""
"AfD","1992","Other degree","Female","","","",""
"AfD","1992","no degree/no degree yet","Male","","","",""
"AfD","1992","no degree/no degree yet","Female","","","",""
"Other","1992","lower secondary degree","Male","36","0.0273963384425447","0.0187144856556412","0.0360781912294482"
"Other","1992","lower secondary degree","Female","","","",""
"Other","1992","secondary school degree","Male","","","",""
"Other","1992","secondary school degree","Female","","","",""
"Other","1992","college entrance qualification","Male","","","",""
"Other","1992","college entrance qualification","Female","","","",""
"Other","1992","Other degree","Male","","","",""
"Other","1992","Other degree","Female","","","",""
"Other","1992","no degree/no degree yet","Male","","","",""
"Other","1992","no degree/no degree yet","Female","","","",""
"CDU/CSU","1993","lower secondary degree","Male","450","0.382106896502954","0.354796348437275","0.409417444568634"
"CDU/CSU","1993","lower secondary degree","Female","472","0.455683857356358","0.425800918210947","0.485566796501769"
"CDU/CSU","1993","secondary school degree","Male","211","0.410333135275236","0.369951647137948","0.450714623412524"
"CDU/CSU","1993","secondary school degree","Female","238","0.403343597478038","0.365277576023368","0.441409618932707"
"CDU/CSU","1993","college entrance qualification","Male","193","0.372338820688235","0.333527648931141","0.41114999244533"
"CDU/CSU","1993","college entrance qualification","Female","75","0.264752868923035","0.218331241635241","0.311174496210828"
"CDU/CSU","1993","Other degree","Male","30","0.1398395805823","0.0898629456604207","0.189816215504179"
"CDU/CSU","1993","Other degree","Female","","","",""
"CDU/CSU","1993","no degree/no degree yet","Male","","","",""
"CDU/CSU","1993","no degree/no degree yet","Female","","","",""
"SPD","1993","lower secondary degree","Male","603","0.491329844747237","0.463231159153945","0.51942853034053"
"SPD","1993","lower secondary degree","Female","492","0.459522803248105","0.42962026167921","0.489425344816999"
"SPD","1993","secondary school degree","Male","217","0.364252504401418","0.324747304346387","0.403757704456449"
"SPD","1993","secondary school degree","Female","252","0.369377452727668","0.331926946728022","0.406827958727314"
"SPD","1993","college entrance qualification","Male","208","0.306724622082092","0.269703279085346","0.343745965078838"
"SPD","1993","college entrance qualification","Female","126","0.338781765049756","0.288983320504354","0.388580209595157"
"SPD","1993","Other degree","Male","133","0.660063992572416","0.591805949597697","0.728322035547135"
"SPD","1993","Other degree","Female","43","0.537010590946797","0.41761517759016","0.656406004303434"
"SPD","1993","no degree/no degree yet","Male","69","0.678401679953998","0.58025201808243","0.776551341825567"
"SPD","1993","no degree/no degree yet","Female","40","0.490921655874607","0.364427380231545","0.617415931517668"
"FDP","1993","lower secondary degree","Male","","","",""
"FDP","1993","lower secondary degree","Female","","","",""
"FDP","1993","secondary school degree","Male","37","0.0691221540439348","0.0482980827359552","0.0899462253519143"
"FDP","1993","secondary school degree","Female","30","0.0677310190947729","0.0482324754962931","0.0872295626932528"
"FDP","1993","college entrance qualification","Male","50","0.0978087557309292","0.0739601424018972","0.121657369059961"
"FDP","1993","college entrance qualification","Female","","","",""
"FDP","1993","Other degree","Male","","","",""
"FDP","1993","Other degree","Female","","","",""
"FDP","1993","no degree/no degree yet","Male","","","",""
"FDP","1993","no degree/no degree yet","Female","","","",""
"Grüne","1993","lower secondary degree","Male","39","0.0287931383295596","0.019394137748646","0.0381921389104733"
"Grüne","1993","lower secondary degree","Female","","","",""
"Grüne","1993","secondary school degree","Male","50","0.0740505546633159","0.052554019816999","0.0955470895096327"
"Grüne","1993","secondary school degree","Female","74","0.104409556796569","0.0806814765147117","0.128137637078426"
"Grüne","1993","college entrance qualification","Male","102","0.155099118083248","0.126036649079305","0.184161587087192"
"Grüne","1993","college entrance qualification","Female","100","0.26962520933803","0.222933853134072","0.316316565541988"
"Grüne","1993","Other degree","Male","","","",""
"Grüne","1993","Other degree","Female","","","",""
"Grüne","1993","no degree/no degree yet","Male","","","",""
"Grüne","1993","no degree/no degree yet","Female","","","",""
"PDS/Linke","1993","lower secondary degree","Male","","","",""
"PDS/Linke","1993","lower secondary degree","Female","","","",""
"PDS/Linke","1993","secondary school degree","Male","","","",""
"PDS/Linke","1993","secondary school degree","Female","","","",""
"PDS/Linke","1993","college entrance qualification","Male","","","",""
"PDS/Linke","1993","college entrance qualification","Female","","","",""
"PDS/Linke","1993","Other degree","Male","","","",""
"PDS/Linke","1993","Other degree","Female","","","",""
"PDS/Linke","1993","no degree/no degree yet","Male","","","",""
"PDS/Linke","1993","no degree/no degree yet","Female","","","",""
"NPD Combination","1993","lower secondary degree","Male","57","0.0495502256450523","0.037352785158759","0.0617476661313456"
"NPD Combination","1993","lower secondary degree","Female","","","",""
"NPD Combination","1993","secondary school degree","Male","","","",""
"NPD Combination","1993","secondary school degree","Female","","","",""
"NPD Combination","1993","college entrance qualification","Male","","","",""
"NPD Combination","1993","college entrance qualification","Female","","","",""
"NPD Combination","1993","Other degree","Male","","","",""
"NPD Combination","1993","Other degree","Female","","","",""
"NPD Combination","1993","no degree/no degree yet","Male","","","",""
"NPD Combination","1993","no degree/no degree yet","Female","","","",""
"AfD","1993","lower secondary degree","Male","","","",""
"AfD","1993","lower secondary degree","Female","","","",""
"AfD","1993","secondary school degree","Male","","","",""
"AfD","1993","secondary school degree","Female","","","",""
"AfD","1993","college entrance qualification","Male","","","",""
"AfD","1993","college entrance qualification","Female","","","",""
"AfD","1993","Other degree","Male","","","",""
"AfD","1993","Other degree","Female","","","",""
"AfD","1993","no degree/no degree yet","Male","","","",""
"AfD","1993","no degree/no degree yet","Female","","","",""
"Other","1993","lower secondary degree","Male","","","",""
"Other","1993","lower secondary degree","Female","","","",""
"Other","1993","secondary school degree","Male","","","",""
"Other","1993","secondary school degree","Female","","","",""
"Other","1993","college entrance qualification","Male","","","",""
"Other","1993","college entrance qualification","Female","","","",""
"Other","1993","Other degree","Male","","","",""
"Other","1993","Other degree","Female","","","",""
"Other","1993","no degree/no degree yet","Male","","","",""
"Other","1993","no degree/no degree yet","Female","","","",""
"CDU/CSU","1994","lower secondary degree","Male","436","0.366534471120053","0.339682130534511","0.393386811705594"
"CDU/CSU","1994","lower secondary degree","Female","476","0.418048778209585","0.389725605556281","0.446371950862889"
"CDU/CSU","1994","secondary school degree","Male","226","0.436714713051124","0.396210521807374","0.477218904294875"
"CDU/CSU","1994","secondary school degree","Female","248","0.443253101490606","0.405151231122546","0.481354971858667"
"CDU/CSU","1994","college entrance qualification","Male","215","0.381629729462172","0.343360636653991","0.419898822270353"
"CDU/CSU","1994","college entrance qualification","Female","72","0.2353449765518","0.19235199847422","0.27833795462938"
"CDU/CSU","1994","Other degree","Male","30","0.166569879315163","0.110887639151302","0.222252119479024"
"CDU/CSU","1994","Other degree","Female","","","",""
"CDU/CSU","1994","no degree/no degree yet","Male","","","",""
"CDU/CSU","1994","no degree/no degree yet","Female","","","",""
"SPD","1994","lower secondary degree","Male","658","0.533342628629452","0.505541306176664","0.56114395108224"
"SPD","1994","lower secondary degree","Female","560","0.482768630842957","0.454074235480144","0.511463026205769"
"SPD","1994","secondary school degree","Male","223","0.376758916016995","0.337186127348858","0.416331704685132"
"SPD","1994","secondary school degree","Female","272","0.397507093881065","0.359971792178264","0.435042395583866"
"SPD","1994","college entrance qualification","Male","226","0.331539462086915","0.294453609490231","0.368625314683599"
"SPD","1994","college entrance qualification","Female","149","0.386985108737665","0.337622860814308","0.436347356661023"
"SPD","1994","Other degree","Male","124","0.693113884562164","0.624189200044974","0.762038569079353"
"SPD","1994","Other degree","Female","47","0.62636292482001","0.509651296874255","0.743074552765764"
"SPD","1994","no degree/no degree yet","Male","70","0.602718664644876","0.50775566893332","0.697681660356431"
"SPD","1994","no degree/no degree yet","Female","41","0.520020031174232","0.397620516128047","0.642419546220417"
"FDP","1994","lower secondary degree","Male","","","",""
"FDP","1994","lower secondary degree","Female","","","",""
"FDP","1994","secondary school degree","Male","","","",""
"FDP","1994","secondary school degree","Female","","","",""
"FDP","1994","college entrance qualification","Male","41","0.0835421289594813","0.0617443728764648","0.105339885042498"
"FDP","1994","college entrance qualification","Female","","","",""
"FDP","1994","Other degree","Male","","","",""
"FDP","1994","Other degree","Female","","","",""
"FDP","1994","no degree/no degree yet","Male","","","",""
"FDP","1994","no degree/no degree yet","Female","","","",""
"Grüne","1994","lower secondary degree","Male","31","0.0227892200360341","0.0144730742019952","0.0311053658700729"
"Grüne","1994","lower secondary degree","Female","41","0.0278143242362101","0.0183716720340361","0.0372569764383841"
"Grüne","1994","secondary school degree","Male","53","0.0787663729071885","0.0567679187362476","0.100764827078129"
"Grüne","1994","secondary school degree","Female","63","0.0798354979577702","0.0590470408782102","0.10062395503733"
"Grüne","1994","college entrance qualification","Male","89","0.142598230867319","0.115052644423647","0.170143817310991"
"Grüne","1994","college entrance qualification","Female","100","0.273598894951656","0.228417700567387","0.318780089335924"
"Grüne","1994","Other degree","Male","","","",""
"Grüne","1994","Other degree","Female","","","",""
"Grüne","1994","no degree/no degree yet","Male","","","",""
"Grüne","1994","no degree/no degree yet","Female","","","",""
"PDS/Linke","1994","lower secondary degree","Male","34","0.0193282598358903","0.011656032744092","0.0270004869276886"
"PDS/Linke","1994","lower secondary degree","Female","41","0.0263094728595704","0.0171187075981788","0.0355002381209619"
"PDS/Linke","1994","secondary school degree","Male","","","",""
"PDS/Linke","1994","secondary school degree","Female","41","0.0355992587559657","0.0213877317150949","0.0498107857968365"
"PDS/Linke","1994","college entrance qualification","Male","34","0.0369212055684049","0.0220662412345611","0.0517761699022487"
"PDS/Linke","1994","college entrance qualification","Female","","","",""
"PDS/Linke","1994","Other degree","Male","","","",""
"PDS/Linke","1994","Other degree","Female","","","",""
"PDS/Linke","1994","no degree/no degree yet","Male","","","",""
"PDS/Linke","1994","no degree/no degree yet","Female","","","",""
"NPD Combination","1994","lower secondary degree","Male","40","0.0269615266216271","0.0179354194248875","0.0359876338183668"
"NPD Combination","1994","lower secondary degree","Female","","","",""
"NPD Combination","1994","secondary school degree","Male","","","",""
"NPD Combination","1994","secondary school degree","Female","","","",""
"NPD Combination","1994","college entrance qualification","Male","","","",""
"NPD Combination","1994","college entrance qualification","Female","","","",""
"NPD Combination","1994","Other degree","Male","","","",""
"NPD Combination","1994","Other degree","Female","","","",""
"NPD Combination","1994","no degree/no degree yet","Male","","","",""
"NPD Combination","1994","no degree/no degree yet","Female","","","",""
"AfD","1994","lower secondary degree","Male","","","",""
"AfD","1994","lower secondary degree","Female","","","",""
"AfD","1994","secondary school degree","Male","","","",""
"AfD","1994","secondary school degree","Female","","","",""
"AfD","1994","college entrance qualification","Male","","","",""
"AfD","1994","college entrance qualification","Female","","","",""
"AfD","1994","Other degree","Male","","","",""
"AfD","1994","Other degree","Female","","","",""
"AfD","1994","no degree/no degree yet","Male","","","",""
"AfD","1994","no degree/no degree yet","Female","","","",""
"Other","1994","lower secondary degree","Male","","","",""
"Other","1994","lower secondary degree","Female","","","",""
"Other","1994","secondary school degree","Male","","","",""
"Other","1994","secondary school degree","Female","","","",""
"Other","1994","college entrance qualification","Male","","","",""
"Other","1994","college entrance qualification","Female","","","",""
"Other","1994","Other degree","Male","","","",""
"Other","1994","Other degree","Female","","","",""
"Other","1994","no degree/no degree yet","Male","","","",""
"Other","1994","no degree/no degree yet","Female","","","",""
"CDU/CSU","1995","lower secondary degree","Male","496","0.382685559391699","0.356264473050713","0.409106645732684"
"CDU/CSU","1995","lower secondary degree","Female","540","0.444766897459905","0.417051665622865","0.472482129296945"
"CDU/CSU","1995","secondary school degree","Male","306","0.45998673553201","0.422906436849008","0.497067034215012"
"CDU/CSU","1995","secondary school degree","Female","323","0.446504867026392","0.411926232330217","0.481083501722567"
"CDU/CSU","1995","college entrance qualification","Male","261","0.39381811925818","0.35775171428813","0.42988452422823"
"CDU/CSU","1995","college entrance qualification","Female","113","0.268498290179886","0.227596882503735","0.309399697856037"
"CDU/CSU","1995","Other degree","Male","81","0.363696718598015","0.302579809077263","0.424813628118766"
"CDU/CSU","1995","Other degree","Female","60","0.497190525780384","0.410232558561509","0.584148492999259"
"CDU/CSU","1995","no degree/no degree yet","Male","","","",""
"CDU/CSU","1995","no degree/no degree yet","Female","","","",""
"SPD","1995","lower secondary degree","Male","664","0.524644999488953","0.497498226125204","0.551791772852702"
"SPD","1995","lower secondary degree","Female","576","0.466252310037427","0.438430004558743","0.494074615516111"
"SPD","1995","secondary school degree","Male","246","0.358082557646929","0.322412851831332","0.393752263462527"
"SPD","1995","secondary school degree","Female","309","0.376861878719749","0.343154800836673","0.410568956602825"
"SPD","1995","college entrance qualification","Male","229","0.30950542692382","0.275380808682833","0.343630045164808"
"SPD","1995","college entrance qualification","Female","143","0.320117668015874","0.277061882198344","0.363173453833404"
"SPD","1995","Other degree","Male","131","0.50829572174225","0.444781667854401","0.571809775630099"
"SPD","1995","Other degree","Female","48","0.330014723133266","0.248235022215072","0.411794424051461"
"SPD","1995","no degree/no degree yet","Male","63","0.425141384489411","0.334787592387759","0.515495176591064"
"SPD","1995","no degree/no degree yet","Female","47","0.425854622546627","0.322543192263895","0.529166052829359"
"FDP","1995","lower secondary degree","Male","","","",""
"FDP","1995","lower secondary degree","Female","","","",""
"FDP","1995","secondary school degree","Male","","","",""
"FDP","1995","secondary school degree","Female","","","",""
"FDP","1995","college entrance qualification","Male","38","0.0663088210420073","0.0479417116079209","0.0846759304760936"
"FDP","1995","college entrance qualification","Female","","","",""
"FDP","1995","Other degree","Male","","","",""
"FDP","1995","Other degree","Female","","","",""
"FDP","1995","no degree/no degree yet","Male","","","",""
"FDP","1995","no degree/no degree yet","Female","","","",""
"Grüne","1995","lower secondary degree","Male","40","0.0257878917061515","0.017171784475803","0.0344039989365001"
"Grüne","1995","lower secondary degree","Female","39","0.0287969377089361","0.019469920302571","0.0381239551153011"
"Grüne","1995","secondary school degree","Male","55","0.080634748244165","0.0603778234587901","0.10089167302954"
"Grüne","1995","secondary school degree","Female","88","0.0962429696440409","0.075729071649267","0.116756867638815"
"Grüne","1995","college entrance qualification","Male","129","0.175397798913776","0.147324862181018","0.203470735646535"
"Grüne","1995","college entrance qualification","Female","143","0.323434968914624","0.280262381247872","0.366607556581376"
"Grüne","1995","Other degree","Male","","","",""
"Grüne","1995","Other degree","Female","","","",""
"Grüne","1995","no degree/no degree yet","Male","","","",""
"Grüne","1995","no degree/no degree yet","Female","","","",""
"PDS/Linke","1995","lower secondary degree","Male","38","0.0204735392854465","0.0127754850918709","0.0281715934790222"
"PDS/Linke","1995","lower secondary degree","Female","40","0.025124690941487","0.0163961930398531","0.0338531888431209"
"PDS/Linke","1995","secondary school degree","Male","49","0.0518405252400346","0.0353458508466722","0.068335199633397"
"PDS/Linke","1995","secondary school degree","Female","49","0.0403291370752446","0.0266452822150909","0.0540129919353982"
"PDS/Linke","1995","college entrance qualification","Male","43","0.0453041617207428","0.0299525104394473","0.0606558130020383"
"PDS/Linke","1995","college entrance qualification","Female","35","0.0438573492045568","0.0249581955863113","0.0627565028228024"
"PDS/Linke","1995","Other degree","Male","","","",""
"PDS/Linke","1995","Other degree","Female","","","",""
"PDS/Linke","1995","no degree/no degree yet","Male","","","",""
"PDS/Linke","1995","no degree/no degree yet","Female","","","",""
"NPD Combination","1995","lower secondary degree","Male","","","",""
"NPD Combination","1995","lower secondary degree","Female","","","",""
"NPD Combination","1995","secondary school degree","Male","","","",""
"NPD Combination","1995","secondary school degree","Female","","","",""
"NPD Combination","1995","college entrance qualification","Male","","","",""
"NPD Combination","1995","college entrance qualification","Female","","","",""
"NPD Combination","1995","Other degree","Male","","","",""
"NPD Combination","1995","Other degree","Female","","","",""
"NPD Combination","1995","no degree/no degree yet","Male","","","",""
"NPD Combination","1995","no degree/no degree yet","Female","","","",""
"AfD","1995","lower secondary degree","Male","","","",""
"AfD","1995","lower secondary degree","Female","","","",""
"AfD","1995","secondary school degree","Male","","","",""
"AfD","1995","secondary school degree","Female","","","",""
"AfD","1995","college entrance qualification","Male","","","",""
"AfD","1995","college entrance qualification","Female","","","",""
"AfD","1995","Other degree","Male","","","",""
"AfD","1995","Other degree","Female","","","",""
"AfD","1995","no degree/no degree yet","Male","","","",""
"AfD","1995","no degree/no degree yet","Female","","","",""
"Other","1995","lower secondary degree","Male","","","",""
"Other","1995","lower secondary degree","Female","","","",""
"Other","1995","secondary school degree","Male","","","",""
"Other","1995","secondary school degree","Female","","","",""
"Other","1995","college entrance qualification","Male","","","",""
"Other","1995","college entrance qualification","Female","","","",""
"Other","1995","Other degree","Male","","","",""
"Other","1995","Other degree","Female","","","",""
"Other","1995","no degree/no degree yet","Male","","","",""
"Other","1995","no degree/no degree yet","Female","","","",""
"CDU/CSU","1996","lower secondary degree","Male","504","0.414376088558866","0.386665516501798","0.442086660615934"
"CDU/CSU","1996","lower secondary degree","Female","512","0.474535061876739","0.445159064121332","0.503911059632145"
"CDU/CSU","1996","secondary school degree","Male","307","0.477300269797169","0.439813511882797","0.514787027711542"
"CDU/CSU","1996","secondary school degree","Female","314","0.471173209634549","0.435401119960051","0.506945299309046"
"CDU/CSU","1996","college entrance qualification","Male","247","0.393456699613484","0.356187033624069","0.430726365602898"
"CDU/CSU","1996","college entrance qualification","Female","104","0.289214242039932","0.246057926570159","0.332370557509704"
"CDU/CSU","1996","Other degree","Male","80","0.434832673881935","0.366971593647427","0.502693754116443"
"CDU/CSU","1996","Other degree","Female","58","0.479986154661429","0.388675600318526","0.571296709004332"
"CDU/CSU","1996","no degree/no degree yet","Male","30","0.380896848120171","0.289312468004877","0.472481228235465"
"CDU/CSU","1996","no degree/no degree yet","Female","","","",""
"SPD","1996","lower secondary degree","Male","574","0.483832373045633","0.45572103026306","0.511943715828206"
"SPD","1996","lower secondary degree","Female","469","0.420759724606158","0.391717287442205","0.44980216177011"
"SPD","1996","secondary school degree","Male","226","0.338822467992218","0.303300170425822","0.374344765558614"
"SPD","1996","secondary school degree","Female","251","0.315881708826341","0.282567835303978","0.349195582348704"
"SPD","1996","college entrance qualification","Male","202","0.29153700109946","0.25686478898489","0.32620921321403"
"SPD","1996","college entrance qualification","Female","130","0.293329974456775","0.249993685320801","0.33666626359275"
"SPD","1996","Other degree","Male","105","0.424749493738036","0.357084179936942","0.492414807539131"
"SPD","1996","Other degree","Female","44","0.368746091278905","0.280567141155415","0.456925041402395"
"SPD","1996","no degree/no degree yet","Male","57","0.396509335798479","0.304252575469783","0.488766096127175"
"SPD","1996","no degree/no degree yet","Female","36","0.298203691529573","0.196023955629011","0.400383427430136"
"FDP","1996","lower secondary degree","Male","","","",""
"FDP","1996","lower secondary degree","Female","","","",""
"FDP","1996","secondary school degree","Male","","","",""
"FDP","1996","secondary school degree","Female","","","",""
"FDP","1996","college entrance qualification","Male","","","",""
"FDP","1996","college entrance qualification","Female","","","",""
"FDP","1996","Other degree","Male","","","",""
"FDP","1996","Other degree","Female","","","",""
"FDP","1996","no degree/no degree yet","Male","","","",""
"FDP","1996","no degree/no degree yet","Female","","","",""
"Grüne","1996","lower secondary degree","Male","41","0.0291091522977836","0.019652471492667","0.0385658331029002"
"Grüne","1996","lower secondary degree","Female","41","0.033008245994559","0.0224980888242846","0.0435184031648334"
"Grüne","1996","secondary school degree","Male","53","0.061094189058417","0.0431192730626874","0.0790691050541467"
"Grüne","1996","secondary school degree","Female","98","0.115969470306133","0.0930236937268735","0.138915246885392"
"Grüne","1996","college entrance qualification","Male","132","0.211177525409121","0.180039604631557","0.242315446186685"
"Grüne","1996","college entrance qualification","Female","141","0.324532222512405","0.279966967822786","0.369097477202023"
"Grüne","1996","Other degree","Male","","","",""
"Grüne","1996","Other degree","Female","","","",""
"Grüne","1996","no degree/no degree yet","Male","","","",""
"Grüne","1996","no degree/no degree yet","Female","","","",""
"PDS/Linke","1996","lower secondary degree","Male","38","0.0234215450678458","0.0149140817031806","0.031929008432511"
"PDS/Linke","1996","lower secondary degree","Female","53","0.0325864631095664","0.0221413945650332","0.0430315316540995"
"PDS/Linke","1996","secondary school degree","Male","49","0.0576460465889708","0.0401537152021792","0.0751383779757624"
"PDS/Linke","1996","secondary school degree","Female","52","0.0360402772099499","0.0226829120876674","0.0493976423322324"
"PDS/Linke","1996","college entrance qualification","Male","46","0.0434672164723528","0.0279108929004653","0.0590235400442402"
"PDS/Linke","1996","college entrance qualification","Female","30","0.0397169970430507","0.0211281272256901","0.0583058668604113"
"PDS/Linke","1996","Other degree","Male","","","",""
"PDS/Linke","1996","Other degree","Female","","","",""
"PDS/Linke","1996","no degree/no degree yet","Male","","","",""
"PDS/Linke","1996","no degree/no degree yet","Female","","","",""
"NPD Combination","1996","lower secondary degree","Male","","","",""
"NPD Combination","1996","lower secondary degree","Female","","","",""
"NPD Combination","1996","secondary school degree","Male","","","",""
"NPD Combination","1996","secondary school degree","Female","","","",""
"NPD Combination","1996","college entrance qualification","Male","","","",""
"NPD Combination","1996","college entrance qualification","Female","","","",""
"NPD Combination","1996","Other degree","Male","","","",""
"NPD Combination","1996","Other degree","Female","","","",""
"NPD Combination","1996","no degree/no degree yet","Male","","","",""
"NPD Combination","1996","no degree/no degree yet","Female","","","",""
"AfD","1996","lower secondary degree","Male","","","",""
"AfD","1996","lower secondary degree","Female","","","",""
"AfD","1996","secondary school degree","Male","","","",""
"AfD","1996","secondary school degree","Female","","","",""
"AfD","1996","college entrance qualification","Male","","","",""
"AfD","1996","college entrance qualification","Female","","","",""
"AfD","1996","Other degree","Male","","","",""
"AfD","1996","Other degree","Female","","","",""
"AfD","1996","no degree/no degree yet","Male","","","",""
"AfD","1996","no degree/no degree yet","Female","","","",""
"Other","1996","lower secondary degree","Male","","","",""
"Other","1996","lower secondary degree","Female","","","",""
"Other","1996","secondary school degree","Male","","","",""
"Other","1996","secondary school degree","Female","","","",""
"Other","1996","college entrance qualification","Male","","","",""
"Other","1996","college entrance qualification","Female","","","",""
"Other","1996","Other degree","Male","","","",""
"Other","1996","Other degree","Female","","","",""
"Other","1996","no degree/no degree yet","Male","","","",""
"Other","1996","no degree/no degree yet","Female","","","",""
"CDU/CSU","1997","lower secondary degree","Male","439","0.382570252641405","0.354565561630502","0.410574943652308"
"CDU/CSU","1997","lower secondary degree","Female","464","0.435137239844591","0.405555618959024","0.464718860730158"
"CDU/CSU","1997","secondary school degree","Male","247","0.456380654105019","0.41652558826681","0.496235719943229"
"CDU/CSU","1997","secondary school degree","Female","260","0.435921197202425","0.398568012058998","0.473274382345852"
"CDU/CSU","1997","college entrance qualification","Male","230","0.374244338171725","0.336335459559866","0.412153216783584"
"CDU/CSU","1997","college entrance qualification","Female","106","0.308010423835854","0.262073203587719","0.35394764408399"
"CDU/CSU","1997","Other degree","Male","66","0.38751299166936","0.315741324912139","0.45928465842658"
"CDU/CSU","1997","Other degree","Female","57","0.495802822630849","0.405206647503068","0.586398997758631"
"CDU/CSU","1997","no degree/no degree yet","Male","","","",""
"CDU/CSU","1997","no degree/no degree yet","Female","","","",""
"SPD","1997","lower secondary degree","Male","589","0.520690727232897","0.491904864584988","0.549476589880806"
"SPD","1997","lower secondary degree","Female","494","0.467836215525694","0.438064288514968","0.497608142536419"
"SPD","1997","secondary school degree","Male","212","0.351552920310153","0.313349249857766","0.389756590762539"
"SPD","1997","secondary school degree","Female","267","0.35556311419224","0.319505058723682","0.391621169660798"
"SPD","1997","college entrance qualification","Male","203","0.33483333244441","0.297864093856459","0.371802571032361"
"SPD","1997","college entrance qualification","Female","113","0.289044007490251","0.243937876917153","0.334150138063348"
"SPD","1997","Other degree","Male","100","0.546608487014532","0.473269258642373","0.619947715386691"
"SPD","1997","Other degree","Female","46","0.374394322039586","0.286700272005025","0.462088372074147"
"SPD","1997","no degree/no degree yet","Male","49","0.489216920541607","0.387621156072095","0.590812685011119"
"SPD","1997","no degree/no degree yet","Female","34","0.349276269448388","0.241381517319441","0.457171021577335"
"FDP","1997","lower secondary degree","Male","","","",""
"FDP","1997","lower secondary degree","Female","","","",""
"FDP","1997","secondary school degree","Male","","","",""
"FDP","1997","secondary school degree","Female","","","",""
"FDP","1997","college entrance qualification","Male","","","",""
"FDP","1997","college entrance qualification","Female","","","",""
"FDP","1997","Other degree","Male","","","",""
"FDP","1997","Other degree","Female","","","",""
"FDP","1997","no degree/no degree yet","Male","","","",""
"FDP","1997","no degree/no degree yet","Female","","","",""
"Grüne","1997","lower secondary degree","Male","37","0.031537657230784","0.0214674711627889","0.0416078432987792"
"Grüne","1997","lower secondary degree","Female","36","0.029722679259135","0.0195898835605501","0.0398554749577199"
"Grüne","1997","secondary school degree","Male","44","0.0585561414160726","0.0397692076324565","0.0773430751996887"
"Grüne","1997","secondary school degree","Female","83","0.124036584111595","0.0992068745420035","0.148866293681186"
"Grüne","1997","college entrance qualification","Male","115","0.183446994737005","0.153128445518336","0.213765543955673"
"Grüne","1997","college entrance qualification","Female","121","0.307694026314845","0.261769910858583","0.353618141771108"
"Grüne","1997","Other degree","Male","","","",""
"Grüne","1997","Other degree","Female","","","",""
"Grüne","1997","no degree/no degree yet","Male","","","",""
"Grüne","1997","no degree/no degree yet","Female","","","",""
"PDS/Linke","1997","lower secondary degree","Male","38","0.0196149336857489","0.0116244480104594","0.0276054193610384"
"PDS/Linke","1997","lower secondary degree","Female","41","0.026286388988449","0.0167404543971666","0.0358323235797315"
"PDS/Linke","1997","secondary school degree","Male","43","0.0490534866805683","0.0317718268585528","0.0663351465025837"
"PDS/Linke","1997","secondary school degree","Female","45","0.037949171628872","0.0235560857796872","0.0523422574780567"
