"party","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"FDP","2010","Urban Area","548","0.0610603938742958","0.0556877945623344","0.0664329931862572","3"
"NPD Combination","2010","Urban Area","97","0.0135387784674379","0.0109457005198244","0.0161318564150513","6"
"NPD Combination","2010","Rural Area","67","0.0225616275405421","0.0175678381471165","0.0275554169339677","6"
"Other","2010","Urban Area","76","0.0112816262765626","0.0089118465546408","0.0136514059984844","8"
"Other","2010","Rural Area","38","0.0107784935991868","0.00730612255116626","0.0142508646472073","8"
"PDS/Linke","2010","Urban Area","456","0.0645908871350661","0.0590755477087396","0.0701062265613926","5"
"PDS/Linke","2010","Rural Area","451","0.132354860992634","0.120959152409696","0.143750569575571","5"
"SPD","2010","Rural Area","894","0.260685441841626","0.245922485485377","0.275448398197876","2"
"SPD","2010","Urban Area","2348","0.338815591308654","0.328195486138013","0.349435696479295","2"
"AfD","2011","Rural Area","","","","","7"
"AfD","2011","Urban Area","","","","","7"
"CDU/CSU","2011","Urban Area","2370","0.353561398090896","0.341815693662038","0.365307102519754","1"
"CDU/CSU","2011","Rural Area","1188","0.45240408293934","0.433841875898072","0.470966289980608","1"
"FDP","2011","Rural Area","77","0.023052679762296","0.0174559732223501","0.0286493863022418","3"
"FDP","2011","Urban Area","249","0.0314081152482283","0.0271228830792564","0.0356933474172002","3"
"NPD Combination","2011","Rural Area","52","0.0261389197532781","0.0201887606782196","0.0320890788283367","6"
"NPD Combination","2011","Urban Area","59","0.0102587219468038","0.00778306492871702","0.0127343789648905","6"
"Other","2011","Urban Area","70","0.0142946292414726","0.0113782566046851","0.0172110018782601","8"
"Other","2011","Rural Area","38","0.0154527526772192","0.0108527565938494","0.020052748760589","8"
"PDS/Linke","2011","Urban Area","294","0.0458994364234581","0.0407580084247054","0.0510408644222108","5"
"PDS/Linke","2011","Rural Area","304","0.10062162882623","0.0894026547342436","0.111840602918216","5"
"SPD","2011","Rural Area","754","0.273167356517594","0.256549773162056","0.289784939873132","2"
"SPD","2011","Urban Area","2080","0.349785600253354","0.338068712740728","0.36150248776598","2"
"AfD","2012","Rural Area","","","","","7"
"AfD","2012","Urban Area","","","","","7"
"CDU/CSU","2012","Rural Area","1193","0.449635483290761","0.43110020918932","0.468170757392202","1"
"CDU/CSU","2012","Urban Area","2317","0.36391793745911","0.351878696324706","0.375957178593515","1"
"FDP","2012","Rural Area","57","0.0227603023883274","0.0172033960651837","0.0283172087114712","3"
"FDP","2012","Urban Area","187","0.0262933942774191","0.0222895406465474","0.0302972479082908","3"
"NPD Combination","2012","Urban Area","56","0.0121381093379813","0.00939802174671231","0.0148781969292503","6"
"NPD Combination","2012","Rural Area","33","0.0155846444615483","0.0109695440903107","0.020199744832786","6"
"Other","2012","Rural Area","83","0.0335741022572615","0.0268624415195912","0.0402857629949318","8"
"Other","2012","Urban Area","177","0.0312854089351678","0.0269291905244642","0.0356416273458713","8"
"PDS/Linke","2012","Urban Area","274","0.0446677514223522","0.039498649780944","0.0498368530637604","5"
"PDS/Linke","2012","Rural Area","267","0.0842037355085711","0.0738568742770657","0.0945505967400765","5"
"SPD","2012","Rural Area","823","0.299053562735958","0.281994293709114","0.316112831762801","2"
"SPD","2012","Urban Area","2045","0.342348107375259","0.330474769944818","0.354221444805699","2"
"AfD","2013","Rural Area","","","","","7"
"AfD","2013","Urban Area","","","","","7"
"CDU/CSU","2013","Urban Area","2640","0.386576225836287","0.375040962422035","0.398111489250539","1"
"CDU/CSU","2013","Rural Area","1322","0.471425694660445","0.453127819424177","0.489723569896713","1"
"FDP","2013","Urban Area","226","0.0303649659116652","0.0263003436454239","0.0344295881779064","3"
"FDP","2013","Rural Area","58","0.0212058283351044","0.0159248507839384","0.0264868058862704","3"
"NPD Combination","2013","Urban Area","42","0.00778629946384817","0.00570421758290572","0.00986838134479061","6"
"NPD Combination","2013","Rural Area","21","","","","6"
"Other","2013","Rural Area","58","0.0262884666053654","0.0204238611809046","0.0321530720298263","8"
"Other","2013","Urban Area","129","0.019587144515489","0.0163045313571738","0.0228697576738042","8"
"PDS/Linke","2013","Urban Area","300","0.0399650776735932","0.0353251256510577","0.0446050296961288","5"
"PDS/Linke","2013","Rural Area","255","0.0779475449373686","0.0681205654812683","0.0877745243934689","5"
"SPD","2013","Rural Area","813","0.279696208146736","0.263243319698067","0.296149096595405","2"
"SPD","2013","Urban Area","2318","0.345624164296323","0.334358797942033","0.356889530650612","2"
"AfD","2014","Rural Area","71","0.0201609404234323","0.0156660607914888","0.0246558200553759","7"
"AfD","2014","Urban Area","148","0.0166529586822324","0.0138805044173952","0.0194254129470696","7"
"CDU/CSU","2014","Urban Area","3108","0.384872439779421","0.374330845920009","0.395414033638833","1"
"CDU/CSU","2014","Rural Area","1696","0.458039478045653","0.44210563330975","0.473973322781557","1"
"FDP","2014","Rural Area","73","0.019022093893933","0.0146534758741231","0.0233907119137429","3"
"FDP","2014","Urban Area","239","0.0280599085205426","0.0244820088808087","0.0316378081602764","3"
"NPD Combination","2014","Urban Area","64","0.00899738146880539","0.00695159289487794","0.0110431700427328","6"
"NPD Combination","2014","Rural Area","38","0.0124431761586721","0.00889804774479068","0.0159883045725536","6"
"Other","2014","Rural Area","77","0.020885469031218","0.0163122272391198","0.0254587108233162","8"
"Other","2014","Urban Area","136","0.0151829061677283","0.0125336709252251","0.0178321414102316","8"
"PDS/Linke","2014","Urban Area","533","0.0585900249180973","0.0535017974291873","0.0636782524070072","5"
"PDS/Linke","2014","Rural Area","403","0.097988708584787","0.0884809246609182","0.107496492508656","5"
"SPD","2014","Rural Area","1022","0.280517506458581","0.266150198537904","0.294884814379258","2"
"SPD","2014","Urban Area","2570","0.331269513813898","0.321072298793998","0.341466728833799","2"
"AfD","2015","Rural Area","109","0.0372259585766847","0.0307102785662855","0.0437416385870839","7"
"AfD","2015","Urban Area","168","0.0259156733182014","0.0222136964134431","0.0296176502229597","7"
"CDU/CSU","2015","Urban Area","2691","0.392076342671936","0.380701012258966","0.403451673084906","1"
"CDU/CSU","2015","Rural Area","1455","0.467587761296153","0.450415392793878","0.484760129798428","1"
"FDP","2015","Urban Area","219","0.0280868979252882","0.0242372608771218","0.0319365349734546","3"
"FDP","2015","Rural Area","59","0.0165276728727866","0.0121397241578535","0.0209156215877197","3"
"NPD Combination","2015","Urban Area","58","0.00840257929009716","0.00627577179185755","0.0105293867883368","6"
"NPD Combination","2015","Rural Area","43","0.0157501200551944","0.0114649384082379","0.020035301702151","6"
"Other","2015","Rural Area","52","0.0164118299089471","0.0120390283548394","0.0207846314630547","8"
"Other","2015","Urban Area","110","0.014619360329126","0.0118228245717231","0.0174158960865289","8"
"PDS/Linke","2015","Urban Area","473","0.05760560797548","0.0521768196579948","0.0630343962929652","5"
"PDS/Linke","2015","Rural Area","368","0.0983741354209582","0.0881240316595252","0.108624239182391","5"
"SPD","2015","Rural Area","818","0.254496858792257","0.23950551483244","0.269488202752074","2"
"SPD","2015","Urban Area","2171","0.315267207968955","0.304441553964072","0.326092861973838","2"
"AfD","2016","Rural Area","224","0.069100842816419","0.0599947316093966","0.0782069540234415","7"
"AfD","2016","Urban Area","302","0.0480008207945761","0.0427936195503153","0.053208022038837","7"
"CDU/CSU","2016","Urban Area","2381","0.370848063678978","0.35908182862206","0.382614298735897","1"
"CDU/CSU","2016","Rural Area","1292","0.450159941365741","0.432297468981221","0.468022413750262","1"
"FDP","2016","Urban Area","229","0.0351590967061165","0.030672588657534","0.0396456047546991","3"
"FDP","2016","Rural Area","58","0.0167756476289269","0.0121645329863761","0.0213867622714777","3"
"NPD Combination","2016","Urban Area","40","0.00723841462784462","0.00517348168076158","0.00930334757492767","6"
"NPD Combination","2016","Rural Area","31","0.0130005463467454","0.0089334991052769","0.0170675935882138","6"
"Other","2016","Rural Area","45","0.0179592623118611","0.0131911227584823","0.0227274018652399","8"
"Other","2016","Urban Area","108","0.0176323770865969","0.0144264458998163","0.0208383082733775","8"
"PDS/Linke","2016","Urban Area","426","0.0581729297260839","0.0524711846502974","0.0638746748018705","5"
"PDS/Linke","2016","Rural Area","290","0.0848868399527386","0.0748799864309807","0.0948936934744966","5"
"SPD","2016","Rural Area","685","0.241191886980585","0.22583202584303","0.256551748118139","2"
"SPD","2016","Urban Area","1800","0.286200726797919","0.275190781522089","0.297210672073749","2"
"AfD","2017","Rural Area","211","0.0635219612892096","0.0553774650723255","0.0716664575060936","7"
"AfD","2017","Urban Area","308","0.0502817722251579","0.0453341797361925","0.0552293647141232","7"
"CDU/CSU","2017","Urban Area","2837","0.352512321291322","0.341695637061669","0.363329005520976","1"
"CDU/CSU","2017","Rural Area","1462","0.432206447939174","0.415664207578027","0.44874868830032","1"
"FDP","2017","Urban Area","346","0.0481861484230998","0.0433374143729492","0.0530348824732504","3"
"FDP","2017","Rural Area","96","0.0218319788112591","0.0169521255959017","0.0267118320266165","3"
"NPD Combination","2017","Urban Area","46","0.00475624332178312","0.00319852829387854","0.0063139583496877","6"
"NPD Combination","2017","Rural Area","42","0.0112232735469693","0.0077055446223775","0.0147410024715611","6"
"Other","2017","Urban Area","93","0.0121135801175058","0.00963683672903538","0.0145903235059762","8"
"Other","2017","Rural Area","26","","","","8"
"PDS/Linke","2017","Urban Area","514","0.0705817654888093","0.0647828991350907","0.076380631842528","5"
"PDS/Linke","2017","Rural Area","315","0.0766515652416196","0.0677678055877795","0.0855353248954596","5"
"SPD","2017","Rural Area","939","0.281991532219773","0.266965777518885","0.29701728692066","2"
"SPD","2017","Urban Area","2272","0.330997196584019","0.320343081756091","0.341651311411948","2"
"AfD","2018","Urban Area","413","0.0596980613487726","0.0544074758928977","0.0649886468046475","7"
"AfD","2018","Rural Area","312","0.0941020114697332","0.0843776533045544","0.103826369634912","7"
"CDU/CSU","2018","Urban Area","2763","0.349827661538905","0.339178111175905","0.360477211901905","1"
"CDU/CSU","2018","Rural Area","1380","0.39936526414606","0.38305307638593","0.41567745190619","1"
"FDP","2018","Rural Area","135","0.0380684579425813","0.0316949787757452","0.0444419371094173","3"
"FDP","2018","Urban Area","414","0.0536533899075832","0.0486217025021205","0.0586850773130458","3"
"NPD Combination","2018","Urban Area","16","","","","6"
"NPD Combination","2018","Rural Area","14","","","","6"
"Other","2018","Urban Area","103","0.0127367621615064","0.0102327527527132","0.0152407715702995","8"
"Other","2018","Rural Area","63","0.0227268228130703","0.0177631951329405","0.0276904504932001","8"
"PDS/Linke","2018","Urban Area","639","0.0814351981457968","0.0753278745367207","0.0875425217548729","5"
"PDS/Linke","2018","Rural Area","358","0.0815180592099979","0.0724045828420124","0.0906315355779834","5"
"SPD","2018","Rural Area","787","0.249546467389443","0.23513329896621","0.263959635812676","2"
"SPD","2018","Urban Area","1963","0.274963604915409","0.264993322405925","0.284933887424894","2"
"AfD","2019","Rural Area","337","0.101712944275581","0.0917344683440331","0.111691420207129","7"
"AfD","2019","Urban Area","378","0.0654902467627361","0.0596824429892683","0.0712980505362039","7"
"CDU/CSU","2019","Urban Area","2310","0.323713241157929","0.312728814935855","0.334697667380002","1"
"CDU/CSU","2019","Rural Area","1373","0.376035106404362","0.360044578402717","0.392025634406007","1"
"FDP","2019","Rural Area","162","0.045947491749114","0.0390357807053084","0.0528592027929196","3"
"FDP","2019","Urban Area","473","0.0536912269768158","0.0483994711151772","0.0589829828384545","3"
"NPD Combination","2019","Urban Area","12","","","","6"
"NPD Combination","2019","Rural Area","18","","","","6"
"Other","2019","Urban Area","146","0.0205406510759703","0.0172107447799368","0.0238705573720038","8"
"Other","2019","Rural Area","85","0.0204487693996198","0.0157766310296919","0.0251209077695477","8"
"PDS/Linke","2019","Urban Area","433","0.0676199030354763","0.0617251519519957","0.073514654118957","5"
"PDS/Linke","2019","Rural Area","332","0.0812409192674998","0.0722219529063436","0.090259885628656","5"
"SPD","2019","Rural Area","595","0.19736184420762","0.184222913314564","0.210500775100676","2"
"SPD","2019","Urban Area","1378","0.223453155820243","0.213673833108834","0.233232478531652","2"
