"party","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"SPD","2015","Baden-Württemberg","lower secondary degree","90","0.290166166133669","0.238022287740984","0.342310044526354"
"SPD","2015","Baden-Württemberg","secondary school degree","60","0.243975366882224","0.193670496041289","0.29428023772316"
"SPD","2015","Baden-Württemberg","college entrance qualification","83","0.161283807734741","0.128850778434879","0.193716837034602"
"SPD","2015","Baden-Württemberg","Other degree","33","0.290125638260293","0.20992472100032","0.370326555520266"
"SPD","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"SPD","2015","Bavaria","lower secondary degree","126","0.259646296660948","0.220626238302281","0.298666355019615"
"SPD","2015","Bavaria","secondary school degree","104","0.271762353168381","0.227497050447399","0.316027655889362"
"SPD","2015","Bavaria","college entrance qualification","118","0.211088170175048","0.176921394711957","0.245254945638138"
"SPD","2015","Bavaria","Other degree","","","",""
"SPD","2015","Bavaria","no degree/no degree yet","","","",""
"SPD","2015","Berlin","lower secondary degree","","","",""
"SPD","2015","Berlin","secondary school degree","33","0.255734975313741","0.176682762811489","0.334787187815993"
"SPD","2015","Berlin","college entrance qualification","44","0.190500745041765","0.139415941402072","0.241585548681457"
"SPD","2015","Berlin","Other degree","","","",""
"SPD","2015","Berlin","no degree/no degree yet","","","",""
"SPD","2015","Brandenburg","lower secondary degree","","","",""
"SPD","2015","Brandenburg","secondary school degree","38","0.25349981150706","0.177842655522083","0.329156967492036"
"SPD","2015","Brandenburg","college entrance qualification","","","",""
"SPD","2015","Brandenburg","Other degree","","","",""
"SPD","2015","Brandenburg","no degree/no degree yet","","","",""
"SPD","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"SPD","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"SPD","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"SPD","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"SPD","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"SPD","2015","Saxony","lower secondary degree","","","",""
"SPD","2015","Saxony","secondary school degree","","","",""
"SPD","2015","Saxony","college entrance qualification","35","0.193816567340548","0.13457010557679","0.253063029104307"
"SPD","2015","Saxony","Other degree","","","",""
"SPD","2015","Saxony","no degree/no degree yet","","","",""
"SPD","2015","Saxony-Anhalt","lower secondary degree","","","",""
"SPD","2015","Saxony-Anhalt","secondary school degree","","","",""
"SPD","2015","Saxony-Anhalt","college entrance qualification","","","",""
"SPD","2015","Saxony-Anhalt","Other degree","","","",""
"SPD","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"SPD","2015","Thuringia","lower secondary degree","","","",""
"SPD","2015","Thuringia","secondary school degree","","","",""
"SPD","2015","Thuringia","college entrance qualification","","","",""
"SPD","2015","Thuringia","Other degree","","","",""
"SPD","2015","Thuringia","no degree/no degree yet","","","",""
"FDP","2015","Schleswig-Holstein","lower secondary degree","","","",""
"FDP","2015","Schleswig-Holstein","secondary school degree","","","",""
"FDP","2015","Schleswig-Holstein","college entrance qualification","","","",""
"FDP","2015","Schleswig-Holstein","Other degree","","","",""
"FDP","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"FDP","2015","Hamburg","lower secondary degree","","","",""
"FDP","2015","Hamburg","secondary school degree","","","",""
"FDP","2015","Hamburg","college entrance qualification","","","",""
"FDP","2015","Hamburg","Other degree","","","",""
"FDP","2015","Hamburg","no degree/no degree yet","","","",""
"FDP","2015","Lower Saxony","lower secondary degree","","","",""
"FDP","2015","Lower Saxony","secondary school degree","","","",""
"FDP","2015","Lower Saxony","college entrance qualification","","","",""
"FDP","2015","Lower Saxony","Other degree","","","",""
"FDP","2015","Lower Saxony","no degree/no degree yet","","","",""
"FDP","2015","Bremen","lower secondary degree","","","",""
"FDP","2015","Bremen","secondary school degree","","","",""
"FDP","2015","Bremen","college entrance qualification","","","",""
"FDP","2015","Bremen","Other degree","","","",""
"FDP","2015","Bremen","no degree/no degree yet","","","",""
"FDP","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"FDP","2015","North Rhine-Westphalia","secondary school degree","","","",""
"FDP","2015","North Rhine-Westphalia","college entrance qualification","45","0.0358565057965536","0.0238222775722575","0.0478907340208497"
"FDP","2015","North Rhine-Westphalia","Other degree","","","",""
"FDP","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"FDP","2015","Hesse","lower secondary degree","","","",""
"FDP","2015","Hesse","secondary school degree","","","",""
"FDP","2015","Hesse","college entrance qualification","","","",""
"FDP","2015","Hesse","Other degree","","","",""
"FDP","2015","Hesse","no degree/no degree yet","","","",""
"FDP","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"FDP","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"FDP","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"FDP","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"FDP","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"FDP","2015","Baden-Württemberg","lower secondary degree","","","",""
"FDP","2015","Baden-Württemberg","secondary school degree","","","",""
"FDP","2015","Baden-Württemberg","college entrance qualification","","","",""
"FDP","2015","Baden-Württemberg","Other degree","","","",""
"FDP","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"FDP","2015","Bavaria","lower secondary degree","","","",""
"FDP","2015","Bavaria","secondary school degree","","","",""
"FDP","2015","Bavaria","college entrance qualification","","","",""
"FDP","2015","Bavaria","Other degree","","","",""
"FDP","2015","Bavaria","no degree/no degree yet","","","",""
"FDP","2015","Berlin","lower secondary degree","","","",""
"FDP","2015","Berlin","secondary school degree","","","",""
"FDP","2015","Berlin","college entrance qualification","","","",""
"FDP","2015","Berlin","Other degree","","","",""
"FDP","2015","Berlin","no degree/no degree yet","","","",""
"FDP","2015","Brandenburg","lower secondary degree","","","",""
"FDP","2015","Brandenburg","secondary school degree","","","",""
"FDP","2015","Brandenburg","college entrance qualification","","","",""
"FDP","2015","Brandenburg","Other degree","","","",""
"FDP","2015","Brandenburg","no degree/no degree yet","","","",""
"FDP","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"FDP","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"FDP","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"FDP","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"FDP","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"FDP","2015","Saxony","lower secondary degree","","","",""
"FDP","2015","Saxony","secondary school degree","","","",""
"FDP","2015","Saxony","college entrance qualification","","","",""
"FDP","2015","Saxony","Other degree","","","",""
"FDP","2015","Saxony","no degree/no degree yet","","","",""
"FDP","2015","Saxony-Anhalt","lower secondary degree","","","",""
"FDP","2015","Saxony-Anhalt","secondary school degree","","","",""
"FDP","2015","Saxony-Anhalt","college entrance qualification","","","",""
"FDP","2015","Saxony-Anhalt","Other degree","","","",""
"FDP","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"FDP","2015","Thuringia","lower secondary degree","","","",""
"FDP","2015","Thuringia","secondary school degree","","","",""
"FDP","2015","Thuringia","college entrance qualification","","","",""
"FDP","2015","Thuringia","Other degree","","","",""
"FDP","2015","Thuringia","no degree/no degree yet","","","",""
"Grüne","2015","Schleswig-Holstein","lower secondary degree","","","",""
"Grüne","2015","Schleswig-Holstein","secondary school degree","","","",""
"Grüne","2015","Schleswig-Holstein","college entrance qualification","","","",""
"Grüne","2015","Schleswig-Holstein","Other degree","","","",""
"Grüne","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"Grüne","2015","Hamburg","lower secondary degree","","","",""
"Grüne","2015","Hamburg","secondary school degree","","","",""
"Grüne","2015","Hamburg","college entrance qualification","33","0.230947755034595","0.151830786810805","0.310064723258384"
"Grüne","2015","Hamburg","Other degree","","","",""
"Grüne","2015","Hamburg","no degree/no degree yet","","","",""
"Grüne","2015","Lower Saxony","lower secondary degree","","","",""
"Grüne","2015","Lower Saxony","secondary school degree","","","",""
"Grüne","2015","Lower Saxony","college entrance qualification","87","0.201946229095007","0.161475955336474","0.242416502853541"
"Grüne","2015","Lower Saxony","Other degree","","","",""
"Grüne","2015","Lower Saxony","no degree/no degree yet","","","",""
"Grüne","2015","Bremen","lower secondary degree","","","",""
"Grüne","2015","Bremen","secondary school degree","","","",""
"Grüne","2015","Bremen","college entrance qualification","","","",""
"Grüne","2015","Bremen","Other degree","","","",""
"Grüne","2015","Bremen","no degree/no degree yet","","","",""
"Grüne","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"Grüne","2015","North Rhine-Westphalia","secondary school degree","38","0.0826188901145238","0.0568363554348167","0.108401424794231"
"Grüne","2015","North Rhine-Westphalia","college entrance qualification","202","0.221727978317847","0.194841161961159","0.248614794674534"
"Grüne","2015","North Rhine-Westphalia","Other degree","","","",""
"Grüne","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Grüne","2015","Hesse","lower secondary degree","","","",""
"Grüne","2015","Hesse","secondary school degree","","","",""
"Grüne","2015","Hesse","college entrance qualification","77","0.265598094328399","0.217283876869846","0.313912311786951"
"Grüne","2015","Hesse","Other degree","","","",""
"Grüne","2015","Hesse","no degree/no degree yet","","","",""
"Grüne","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Grüne","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Grüne","2015","Rhineland-Palatinate,Saarland","college entrance qualification","47","0.311541110902373","0.24425753186213","0.378824689942617"
"Grüne","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Grüne","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Grüne","2015","Baden-Württemberg","lower secondary degree","","","",""
"Grüne","2015","Baden-Württemberg","secondary school degree","59","0.19357427826323","0.147296224586333","0.239852331940127"
"Grüne","2015","Baden-Württemberg","college entrance qualification","192","0.400039585189403","0.356838227156643","0.443240943222162"
"Grüne","2015","Baden-Württemberg","Other degree","","","",""
"Grüne","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"Grüne","2015","Bavaria","lower secondary degree","","","",""
"Grüne","2015","Bavaria","secondary school degree","44","0.106738322395476","0.0760140387531209","0.137462606037832"
"Grüne","2015","Bavaria","college entrance qualification","155","0.236985203404921","0.201382341707443","0.272588065102399"
"Grüne","2015","Bavaria","Other degree","","","",""
"Grüne","2015","Bavaria","no degree/no degree yet","","","",""
"Grüne","2015","Berlin","lower secondary degree","","","",""
"Grüne","2015","Berlin","secondary school degree","","","",""
"Grüne","2015","Berlin","college entrance qualification","82","0.379855044244644","0.316717059019828","0.44299302946946"
"Grüne","2015","Berlin","Other degree","","","",""
"Grüne","2015","Berlin","no degree/no degree yet","","","",""
"Grüne","2015","Brandenburg","lower secondary degree","","","",""
"Grüne","2015","Brandenburg","secondary school degree","","","",""
"Grüne","2015","Brandenburg","college entrance qualification","","","",""
"Grüne","2015","Brandenburg","Other degree","","","",""
"Grüne","2015","Brandenburg","no degree/no degree yet","","","",""
"Grüne","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Grüne","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Grüne","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Grüne","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"Grüne","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Grüne","2015","Saxony","lower secondary degree","","","",""
"Grüne","2015","Saxony","secondary school degree","","","",""
"Grüne","2015","Saxony","college entrance qualification","34","0.150752715008547","0.0971237160373535","0.204381713979741"
"Grüne","2015","Saxony","Other degree","","","",""
"Grüne","2015","Saxony","no degree/no degree yet","","","",""
"Grüne","2015","Saxony-Anhalt","lower secondary degree","","","",""
"Grüne","2015","Saxony-Anhalt","secondary school degree","","","",""
"Grüne","2015","Saxony-Anhalt","college entrance qualification","","","",""
"Grüne","2015","Saxony-Anhalt","Other degree","","","",""
"Grüne","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"Grüne","2015","Thuringia","lower secondary degree","","","",""
"Grüne","2015","Thuringia","secondary school degree","","","",""
"Grüne","2015","Thuringia","college entrance qualification","","","",""
"Grüne","2015","Thuringia","Other degree","","","",""
"Grüne","2015","Thuringia","no degree/no degree yet","","","",""
"PDS/Linke","2015","Schleswig-Holstein","lower secondary degree","","","",""
"PDS/Linke","2015","Schleswig-Holstein","secondary school degree","","","",""
"PDS/Linke","2015","Schleswig-Holstein","college entrance qualification","","","",""
"PDS/Linke","2015","Schleswig-Holstein","Other degree","","","",""
"PDS/Linke","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"PDS/Linke","2015","Hamburg","lower secondary degree","","","",""
"PDS/Linke","2015","Hamburg","secondary school degree","","","",""
"PDS/Linke","2015","Hamburg","college entrance qualification","","","",""
"PDS/Linke","2015","Hamburg","Other degree","","","",""
"PDS/Linke","2015","Hamburg","no degree/no degree yet","","","",""
"PDS/Linke","2015","Lower Saxony","lower secondary degree","","","",""
"PDS/Linke","2015","Lower Saxony","secondary school degree","","","",""
"PDS/Linke","2015","Lower Saxony","college entrance qualification","","","",""
"PDS/Linke","2015","Lower Saxony","Other degree","","","",""
"PDS/Linke","2015","Lower Saxony","no degree/no degree yet","","","",""
"PDS/Linke","2015","Bremen","lower secondary degree","","","",""
"PDS/Linke","2015","Bremen","secondary school degree","","","",""
"PDS/Linke","2015","Bremen","college entrance qualification","","","",""
"PDS/Linke","2015","Bremen","Other degree","","","",""
"PDS/Linke","2015","Bremen","no degree/no degree yet","","","",""
"PDS/Linke","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"PDS/Linke","2015","North Rhine-Westphalia","secondary school degree","","","",""
"PDS/Linke","2015","North Rhine-Westphalia","college entrance qualification","35","0.0359466570258395","0.0238978732796403","0.0479954407720386"
"PDS/Linke","2015","North Rhine-Westphalia","Other degree","","","",""
"PDS/Linke","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"PDS/Linke","2015","Hesse","lower secondary degree","","","",""
"PDS/Linke","2015","Hesse","secondary school degree","","","",""
"PDS/Linke","2015","Hesse","college entrance qualification","","","",""
"PDS/Linke","2015","Hesse","Other degree","","","",""
"PDS/Linke","2015","Hesse","no degree/no degree yet","","","",""
"PDS/Linke","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"PDS/Linke","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"PDS/Linke","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"PDS/Linke","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"PDS/Linke","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"PDS/Linke","2015","Baden-Württemberg","lower secondary degree","","","",""
"PDS/Linke","2015","Baden-Württemberg","secondary school degree","","","",""
"PDS/Linke","2015","Baden-Württemberg","college entrance qualification","","","",""
"PDS/Linke","2015","Baden-Württemberg","Other degree","","","",""
"PDS/Linke","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"PDS/Linke","2015","Bavaria","lower secondary degree","","","",""
"PDS/Linke","2015","Bavaria","secondary school degree","","","",""
"PDS/Linke","2015","Bavaria","college entrance qualification","","","",""
"PDS/Linke","2015","Bavaria","Other degree","","","",""
"PDS/Linke","2015","Bavaria","no degree/no degree yet","","","",""
"PDS/Linke","2015","Berlin","lower secondary degree","","","",""
"PDS/Linke","2015","Berlin","secondary school degree","","","",""
"PDS/Linke","2015","Berlin","college entrance qualification","37","0.208522720778782","0.155674413686193","0.261371027871371"
"PDS/Linke","2015","Berlin","Other degree","","","",""
"PDS/Linke","2015","Berlin","no degree/no degree yet","","","",""
"PDS/Linke","2015","Brandenburg","lower secondary degree","","","",""
"PDS/Linke","2015","Brandenburg","secondary school degree","38","0.374929456800364","0.290734606639681","0.459124306961048"
"PDS/Linke","2015","Brandenburg","college entrance qualification","34","0.315314482246304","0.228876597281906","0.401752367210702"
"PDS/Linke","2015","Brandenburg","Other degree","","","",""
"PDS/Linke","2015","Brandenburg","no degree/no degree yet","","","",""
"PDS/Linke","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"PDS/Linke","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"PDS/Linke","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"PDS/Linke","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"PDS/Linke","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"PDS/Linke","2015","Saxony","lower secondary degree","","","",""
"PDS/Linke","2015","Saxony","secondary school degree","49","0.240692701816017","0.183943456253164","0.297441947378871"
"PDS/Linke","2015","Saxony","college entrance qualification","","","",""
"PDS/Linke","2015","Saxony","Other degree","","","",""
"PDS/Linke","2015","Saxony","no degree/no degree yet","","","",""
"PDS/Linke","2015","Saxony-Anhalt","lower secondary degree","","","",""
"PDS/Linke","2015","Saxony-Anhalt","secondary school degree","33","0.242575037824964","0.165882990986548","0.31926708466338"
"PDS/Linke","2015","Saxony-Anhalt","college entrance qualification","32","0.28581860378648","0.199809450639564","0.371827756933396"
"PDS/Linke","2015","Saxony-Anhalt","Other degree","","","",""
"PDS/Linke","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"PDS/Linke","2015","Thuringia","lower secondary degree","","","",""
"PDS/Linke","2015","Thuringia","secondary school degree","","","",""
"PDS/Linke","2015","Thuringia","college entrance qualification","","","",""
"PDS/Linke","2015","Thuringia","Other degree","","","",""
"PDS/Linke","2015","Thuringia","no degree/no degree yet","","","",""
"NPD Combination","2015","Schleswig-Holstein","lower secondary degree","","","",""
"NPD Combination","2015","Schleswig-Holstein","secondary school degree","","","",""
"NPD Combination","2015","Schleswig-Holstein","college entrance qualification","","","",""
"NPD Combination","2015","Schleswig-Holstein","Other degree","","","",""
"NPD Combination","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"NPD Combination","2015","Hamburg","lower secondary degree","","","",""
"NPD Combination","2015","Hamburg","secondary school degree","","","",""
"NPD Combination","2015","Hamburg","college entrance qualification","","","",""
"NPD Combination","2015","Hamburg","Other degree","","","",""
"NPD Combination","2015","Hamburg","no degree/no degree yet","","","",""
"NPD Combination","2015","Lower Saxony","lower secondary degree","","","",""
"NPD Combination","2015","Lower Saxony","secondary school degree","","","",""
"NPD Combination","2015","Lower Saxony","college entrance qualification","","","",""
"NPD Combination","2015","Lower Saxony","Other degree","","","",""
"NPD Combination","2015","Lower Saxony","no degree/no degree yet","","","",""
"NPD Combination","2015","Bremen","lower secondary degree","","","",""
"NPD Combination","2015","Bremen","secondary school degree","","","",""
"NPD Combination","2015","Bremen","college entrance qualification","","","",""
"NPD Combination","2015","Bremen","Other degree","","","",""
"NPD Combination","2015","Bremen","no degree/no degree yet","","","",""
"NPD Combination","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"NPD Combination","2015","North Rhine-Westphalia","secondary school degree","","","",""
"NPD Combination","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"NPD Combination","2015","North Rhine-Westphalia","Other degree","","","",""
"NPD Combination","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"NPD Combination","2015","Hesse","lower secondary degree","","","",""
"NPD Combination","2015","Hesse","secondary school degree","","","",""
"NPD Combination","2015","Hesse","college entrance qualification","","","",""
"NPD Combination","2015","Hesse","Other degree","","","",""
"NPD Combination","2015","Hesse","no degree/no degree yet","","","",""
"NPD Combination","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"NPD Combination","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"NPD Combination","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"NPD Combination","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"NPD Combination","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"NPD Combination","2015","Baden-Württemberg","lower secondary degree","","","",""
"NPD Combination","2015","Baden-Württemberg","secondary school degree","","","",""
"NPD Combination","2015","Baden-Württemberg","college entrance qualification","","","",""
"NPD Combination","2015","Baden-Württemberg","Other degree","","","",""
"NPD Combination","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"NPD Combination","2015","Bavaria","lower secondary degree","","","",""
"NPD Combination","2015","Bavaria","secondary school degree","","","",""
"NPD Combination","2015","Bavaria","college entrance qualification","","","",""
"NPD Combination","2015","Bavaria","Other degree","","","",""
"NPD Combination","2015","Bavaria","no degree/no degree yet","","","",""
"NPD Combination","2015","Berlin","lower secondary degree","","","",""
"NPD Combination","2015","Berlin","secondary school degree","","","",""
"NPD Combination","2015","Berlin","college entrance qualification","","","",""
"NPD Combination","2015","Berlin","Other degree","","","",""
"NPD Combination","2015","Berlin","no degree/no degree yet","","","",""
"NPD Combination","2015","Brandenburg","lower secondary degree","","","",""
"NPD Combination","2015","Brandenburg","secondary school degree","","","",""
"NPD Combination","2015","Brandenburg","college entrance qualification","","","",""
"NPD Combination","2015","Brandenburg","Other degree","","","",""
"NPD Combination","2015","Brandenburg","no degree/no degree yet","","","",""
"NPD Combination","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"NPD Combination","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"NPD Combination","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"NPD Combination","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"NPD Combination","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"NPD Combination","2015","Saxony","lower secondary degree","","","",""
"NPD Combination","2015","Saxony","secondary school degree","","","",""
"NPD Combination","2015","Saxony","college entrance qualification","","","",""
"NPD Combination","2015","Saxony","Other degree","","","",""
"NPD Combination","2015","Saxony","no degree/no degree yet","","","",""
"NPD Combination","2015","Saxony-Anhalt","lower secondary degree","","","",""
"NPD Combination","2015","Saxony-Anhalt","secondary school degree","","","",""
"NPD Combination","2015","Saxony-Anhalt","college entrance qualification","","","",""
"NPD Combination","2015","Saxony-Anhalt","Other degree","","","",""
"NPD Combination","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"NPD Combination","2015","Thuringia","lower secondary degree","","","",""
"NPD Combination","2015","Thuringia","secondary school degree","","","",""
"NPD Combination","2015","Thuringia","college entrance qualification","","","",""
"NPD Combination","2015","Thuringia","Other degree","","","",""
"NPD Combination","2015","Thuringia","no degree/no degree yet","","","",""
"AfD","2015","Schleswig-Holstein","lower secondary degree","","","",""
"AfD","2015","Schleswig-Holstein","secondary school degree","","","",""
"AfD","2015","Schleswig-Holstein","college entrance qualification","","","",""
"AfD","2015","Schleswig-Holstein","Other degree","","","",""
"AfD","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"AfD","2015","Hamburg","lower secondary degree","","","",""
"AfD","2015","Hamburg","secondary school degree","","","",""
"AfD","2015","Hamburg","college entrance qualification","","","",""
"AfD","2015","Hamburg","Other degree","","","",""
"AfD","2015","Hamburg","no degree/no degree yet","","","",""
"AfD","2015","Lower Saxony","lower secondary degree","","","",""
"AfD","2015","Lower Saxony","secondary school degree","","","",""
"AfD","2015","Lower Saxony","college entrance qualification","","","",""
"AfD","2015","Lower Saxony","Other degree","","","",""
"AfD","2015","Lower Saxony","no degree/no degree yet","","","",""
"AfD","2015","Bremen","lower secondary degree","","","",""
"AfD","2015","Bremen","secondary school degree","","","",""
"AfD","2015","Bremen","college entrance qualification","","","",""
"AfD","2015","Bremen","Other degree","","","",""
"AfD","2015","Bremen","no degree/no degree yet","","","",""
"AfD","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"AfD","2015","North Rhine-Westphalia","secondary school degree","","","",""
"AfD","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"AfD","2015","North Rhine-Westphalia","Other degree","","","",""
"AfD","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"AfD","2015","Hesse","lower secondary degree","","","",""
"AfD","2015","Hesse","secondary school degree","","","",""
"AfD","2015","Hesse","college entrance qualification","","","",""
"AfD","2015","Hesse","Other degree","","","",""
"AfD","2015","Hesse","no degree/no degree yet","","","",""
"AfD","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"AfD","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"AfD","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"AfD","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"AfD","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"AfD","2015","Baden-Württemberg","lower secondary degree","","","",""
"AfD","2015","Baden-Württemberg","secondary school degree","","","",""
"AfD","2015","Baden-Württemberg","college entrance qualification","","","",""
"AfD","2015","Baden-Württemberg","Other degree","","","",""
"AfD","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"AfD","2015","Bavaria","lower secondary degree","","","",""
"AfD","2015","Bavaria","secondary school degree","","","",""
"AfD","2015","Bavaria","college entrance qualification","","","",""
"AfD","2015","Bavaria","Other degree","","","",""
"AfD","2015","Bavaria","no degree/no degree yet","","","",""
"AfD","2015","Berlin","lower secondary degree","","","",""
"AfD","2015","Berlin","secondary school degree","","","",""
"AfD","2015","Berlin","college entrance qualification","","","",""
"AfD","2015","Berlin","Other degree","","","",""
"AfD","2015","Berlin","no degree/no degree yet","","","",""
"AfD","2015","Brandenburg","lower secondary degree","","","",""
"AfD","2015","Brandenburg","secondary school degree","","","",""
"AfD","2015","Brandenburg","college entrance qualification","","","",""
"AfD","2015","Brandenburg","Other degree","","","",""
"AfD","2015","Brandenburg","no degree/no degree yet","","","",""
"AfD","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"AfD","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"AfD","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"AfD","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"AfD","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"AfD","2015","Saxony","lower secondary degree","","","",""
"AfD","2015","Saxony","secondary school degree","30","0.164599086610114","0.115374619016564","0.213823554203663"
"AfD","2015","Saxony","college entrance qualification","","","",""
"AfD","2015","Saxony","Other degree","","","",""
"AfD","2015","Saxony","no degree/no degree yet","","","",""
"AfD","2015","Saxony-Anhalt","lower secondary degree","","","",""
"AfD","2015","Saxony-Anhalt","secondary school degree","","","",""
"AfD","2015","Saxony-Anhalt","college entrance qualification","","","",""
"AfD","2015","Saxony-Anhalt","Other degree","","","",""
"AfD","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"AfD","2015","Thuringia","lower secondary degree","","","",""
"AfD","2015","Thuringia","secondary school degree","","","",""
"AfD","2015","Thuringia","college entrance qualification","","","",""
"AfD","2015","Thuringia","Other degree","","","",""
"AfD","2015","Thuringia","no degree/no degree yet","","","",""
"Other","2015","Schleswig-Holstein","lower secondary degree","","","",""
"Other","2015","Schleswig-Holstein","secondary school degree","","","",""
"Other","2015","Schleswig-Holstein","college entrance qualification","","","",""
"Other","2015","Schleswig-Holstein","Other degree","","","",""
"Other","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","2015","Hamburg","lower secondary degree","","","",""
"Other","2015","Hamburg","secondary school degree","","","",""
"Other","2015","Hamburg","college entrance qualification","","","",""
"Other","2015","Hamburg","Other degree","","","",""
"Other","2015","Hamburg","no degree/no degree yet","","","",""
"Other","2015","Lower Saxony","lower secondary degree","","","",""
"Other","2015","Lower Saxony","secondary school degree","","","",""
"Other","2015","Lower Saxony","college entrance qualification","","","",""
"Other","2015","Lower Saxony","Other degree","","","",""
"Other","2015","Lower Saxony","no degree/no degree yet","","","",""
"Other","2015","Bremen","lower secondary degree","","","",""
"Other","2015","Bremen","secondary school degree","","","",""
"Other","2015","Bremen","college entrance qualification","","","",""
"Other","2015","Bremen","Other degree","","","",""
