"party","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"AfD","1993","Part Time","Urban Area","","","","","7"
"AfD","1993","Not Working","Urban Area","","","","","7"
"AfD","1993","Not Working","Rural Area","","","","","7"
"CDU/CSU","1993","Full Time","Rural Area","270","0.441812876442876","0.404705268168124","0.478920484717628","2"
"CDU/CSU","1993","Full Time","Urban Area","465","0.328287207372314","0.305483453842841","0.351090960901786","2"
"CDU/CSU","1993","Part Time","Rural Area","109","0.407926407115134","0.349414776474936","0.466438037755332","2"
"CDU/CSU","1993","Not Working","Rural Area","214","0.43646136305017","0.393249043050322","0.479673683050018","2"
"CDU/CSU","1993","Not Working","Urban Area","473","0.43053903620507","0.402512027654687","0.458566044755453","2"
"CDU/CSU","1993","Part Time","Urban Area","184","0.314925799056901","0.278185995332018","0.351665602781783","2"
"FDP","1993","Not Working","Urban Area","41","0.0396895691034434","0.0286390542022525","0.0507400840046344","3"
"FDP","1993","Part Time","Rural Area","9","","","","3"
"FDP","1993","Full Time","Rural Area","34","0.0542264178528112","0.0373043699739576","0.0711484657316649","3"
"FDP","1993","Full Time","Urban Area","73","0.0509217631664444","0.0402462128309404","0.0615973135019484","3"
"FDP","1993","Part Time","Urban Area","24","","","","3"
"FDP","1993","Not Working","Rural Area","22","","","","3"
"Grüne","1993","Full Time","Rural Area","52","0.0667662691308382","0.0481141732163497","0.0854183650453266","4"
"Grüne","1993","Full Time","Urban Area","166","0.0963027392431153","0.0819769567836058","0.110628521702625","4"
"Grüne","1993","Not Working","Rural Area","18","","","","4"
"Grüne","1993","Not Working","Urban Area","81","0.0550268846897153","0.0421195762282899","0.0679341931511407","4"
"Grüne","1993","Part Time","Rural Area","26","","","","4"
"Grüne","1993","Part Time","Urban Area","95","0.165821480479178","0.136403435966015","0.195239524992341","4"
"NPD","1993","Not Working","Rural Area","15","","","","6"
"NPD","1993","Part Time","Rural Area","9","","","","6"
"NPD","1993","Not Working","Urban Area","25","","","","6"
"NPD","1993","Full Time","Rural Area","16","","","","6"
"NPD","1993","Full Time","Urban Area","55","0.0346054277172003","0.0257295341482394","0.0434813212861613","6"
"NPD","1993","Part Time","Urban Area","19","","","","6"
"Other","1993","Full Time","Urban Area","9","","","","8"
"Other","1993","Not Working","Rural Area","5","","","","8"
"Other","1993","Part Time","Rural Area","6","","","","8"
"Other","1993","Not Working","Urban Area","9","","","","8"
"Other","1993","Full Time","Rural Area","9","","","","8"
"Other","1993","Part Time","Urban Area","7","","","","8"
"PDS/Linke","1993","Part Time","Rural Area","11","","","","5"
"PDS/Linke","1993","Full Time","Rural Area","33","0.0310301996462651","0.0180732945527945","0.0439871047397357","5"
"PDS/Linke","1993","Part Time","Urban Area","7","","","","5"
"PDS/Linke","1993","Full Time","Urban Area","25","","","","5"
"PDS/Linke","1993","Not Working","Urban Area","25","","","","5"
"PDS/Linke","1993","Not Working","Rural Area","42","0.0696120617225747","0.0474379047996202","0.0917862186455291","5"
"SPD","1993","Full Time","Urban Area","836","0.47507958020499","0.450829260717095","0.499329899692884","1"
"SPD","1993","Full Time","Rural Area","274","0.371330022356568","0.335226858349515","0.407433186363622","1"
"SPD","1993","Part Time","Urban Area","278","0.414850359952549","0.37587921976947","0.453821500135628","1"
"SPD","1993","Part Time","Rural Area","101","0.393223002678438","0.335066610385152","0.451379394971724","1"
"SPD","1993","Not Working","Urban Area","545","0.429124383125858","0.401108724135864","0.457140042115852","1"
"SPD","1993","Not Working","Rural Area","190","0.351814927763456","0.310206675238359","0.393423180288553","1"
"AfD","1994","Full Time","Urban Area","","","","","7"
"AfD","1994","Full Time","Rural Area","","","","","7"
"AfD","1994","Part Time","Urban Area","","","","","7"
"AfD","1994","Part Time","Rural Area","","","","","7"
"AfD","1994","Not Working","Urban Area","","","","","7"
"AfD","1994","Not Working","Rural Area","","","","","7"
"CDU/CSU","1994","Part Time","Rural Area","97","0.401070599075005","0.340194523545184","0.461946674604825","2"
"CDU/CSU","1994","Not Working","Rural Area","234","0.422962488310328","0.38186128385898","0.464063692761676","2"
"CDU/CSU","1994","Full Time","Urban Area","477","0.327637268415771","0.304969970315162","0.35030456651638","2"
"CDU/CSU","1994","Full Time","Rural Area","263","0.425778268077132","0.389070053654576","0.462486482499688","2"
"CDU/CSU","1994","Not Working","Urban Area","506","0.417976442565497","0.391257180969538","0.444695704161456","2"
"CDU/CSU","1994","Part Time","Urban Area","185","0.32324377282183","0.287506915514098","0.358980630129562","2"
"FDP","1994","Not Working","Urban Area","31","0.0305283529515613","0.0212087478387073","0.0398479580644153","3"
"FDP","1994","Part Time","Rural Area","8","","","","3"
"FDP","1994","Not Working","Rural Area","14","","","","3"
"FDP","1994","Full Time","Rural Area","21","","","","3"
"FDP","1994","Part Time","Urban Area","24","","","","3"
"FDP","1994","Full Time","Urban Area","53","0.0393856354140873","0.0299917608250188","0.0487795100031558","3"
"Grüne","1994","Full Time","Rural Area","45","0.0543110460433075","0.0374862447454694","0.0711358473411455","4"
"Grüne","1994","Full Time","Urban Area","139","0.0898186795386257","0.0760101134260085","0.103627245651243","4"
"Grüne","1994","Not Working","Rural Area","26","","","","4"
"Grüne","1994","Part Time","Rural Area","19","","","","4"
"Grüne","1994","Not Working","Urban Area","96","0.0585980026175162","0.0458744839341068","0.0713215213009255","4"
"Grüne","1994","Part Time","Urban Area","94","0.151341205011008","0.123958251053422","0.178724158968594","4"
"NPD","1994","Not Working","Rural Area","6","","","","6"
"NPD","1994","Full Time","Rural Area","15","","","","6"
"NPD","1994","Part Time","Rural Area","3","","","","6"
"NPD","1994","Not Working","Urban Area","15","","","","6"
"NPD","1994","Full Time","Urban Area","41","0.0212939288062277","0.0143219616671517","0.0282658959453038","6"
"NPD","1994","Part Time","Urban Area","13","","","","6"
"Other","1994","Full Time","Urban Area","18","","","","8"
"Other","1994","Full Time","Rural Area","16","","","","8"
"Other","1994","Not Working","Rural Area","7","","","","8"
"Other","1994","Part Time","Urban Area","3","","","","8"
"Other","1994","Part Time","Rural Area","7","","","","8"
"Other","1994","Not Working","Urban Area","14","","","","8"
"PDS/Linke","1994","Part Time","Rural Area","15","","","","5"
"PDS/Linke","1994","Full Time","Rural Area","48","0.0414924851363703","0.0266872882708542","0.0562976820018865","5"
"PDS/Linke","1994","Part Time","Urban Area","20","","","","5"
"PDS/Linke","1994","Full Time","Urban Area","36","0.0135401705125471","0.00795864311958489","0.0191216979055093","5"
"PDS/Linke","1994","Not Working","Urban Area","35","0.0190152847335438","0.0116164929681458","0.0264140764989418","5"
"PDS/Linke","1994","Not Working","Rural Area","56","0.0787820237642545","0.0563692107515693","0.10119483677694","5"
"SPD","1994","Full Time","Rural Area","289","0.411635081572183","0.375099899409555","0.44817026373481","1"
"SPD","1994","Part Time","Urban Area","319","0.435573601984655","0.397688402481549","0.47345880148776","1"
"SPD","1994","Part Time","Rural Area","100","0.437002542764888","0.375393619864742","0.498611465665033","1"
"SPD","1994","Full Time","Urban Area","883","0.498673847099401","0.474526480906954","0.522821213291847","1"
"SPD","1994","Not Working","Urban Area","612","0.450204814973813","0.423253261575889","0.477156368371737","1"
"SPD","1994","Not Working","Rural Area","212","0.406164379124738","0.365305576222707","0.44702318202677","1"
"AfD","1995","Full Time","Urban Area","","","","","7"
"AfD","1995","Full Time","Rural Area","","","","","7"
"AfD","1995","Part Time","Urban Area","","","","","7"
"AfD","1995","Part Time","Rural Area","","","","","7"
"AfD","1995","Not Working","Urban Area","","","","","7"
"AfD","1995","Not Working","Rural Area","","","","","7"
"CDU/CSU","1995","Not Working","Urban Area","589","0.431887180138962","0.406752918554332","0.457021441723592","2"
"CDU/CSU","1995","Not Working","Rural Area","288","0.427636437392768","0.390230822782485","0.46504205200305","2"
"CDU/CSU","1995","Full Time","Urban Area","589","0.353354639724374","0.330965185868962","0.375744093579786","2"
"CDU/CSU","1995","Full Time","Rural Area","383","0.483090205991022","0.448845539886907","0.517334872095137","2"
"CDU/CSU","1995","Part Time","Rural Area","147","0.434977823405396","0.381408464762363","0.488547182048429","2"
"CDU/CSU","1995","Part Time","Urban Area","259","0.344747876069304","0.311605048018117","0.377890704120491","2"
"FDP","1995","Not Working","Urban Area","36","0.0321281827599184","0.0231803948316864","0.0410759706881504","3"
"FDP","1995","Full Time","Urban Area","48","0.0276368040875443","0.0199585375445738","0.0353150706305148","3"
"FDP","1995","Part Time","Rural Area","7","","","","3"
"FDP","1995","Not Working","Rural Area","14","","","","3"
"FDP","1995","Full Time","Rural Area","24","","","","3"
"FDP","1995","Part Time","Urban Area","17","","","","3"
"Grüne","1995","Full Time","Urban Area","187","0.109297189014593","0.094682959428357","0.123911418600829","4"
"Grüne","1995","Full Time","Rural Area","53","0.0586688468016055","0.0425643770136507","0.0747733165895603","4"
"Grüne","1995","Not Working","Rural Area","33","0.0397228464752996","0.02495619809781","0.0544894948527892","4"
"Grüne","1995","Not Working","Urban Area","141","0.0786865870973473","0.0650244785722132","0.0923486956224814","4"
"Grüne","1995","Part Time","Rural Area","29","","","","4"
"Grüne","1995","Part Time","Urban Area","129","0.17800808624772","0.151334083991659","0.204682088503781","4"
"NPD","1995","Not Working","Rural Area","3","","","","6"
"NPD","1995","Full Time","Urban Area","25","","","","6"
"NPD","1995","Part Time","Rural Area","7","","","","6"
"NPD","1995","Not Working","Urban Area","7","","","","6"
"NPD","1995","Full Time","Rural Area","9","","","","6"
"NPD","1995","Part Time","Urban Area","5","","","","6"
"Other","1995","Full Time","Urban Area","15","","","","8"
"Other","1995","Full Time","Rural Area","5","","","","8"
"Other","1995","Part Time","Urban Area","9","","","","8"
"Other","1995","Part Time","Rural Area","3","","","","8"
"Other","1995","Not Working","Urban Area","15","","","","8"
"Other","1995","Not Working","Rural Area","4","","","","8"
"PDS/Linke","1995","Part Time","Rural Area","22","","","","5"
"PDS/Linke","1995","Full Time","Rural Area","60","0.0583187370636593","0.0422594057120759","0.0743780684152427","5"
"PDS/Linke","1995","Part Time","Urban Area","20","","","","5"
"PDS/Linke","1995","Full Time","Urban Area","50","0.0175258312693076","0.0113796565571188","0.0236720059814964","5"
"PDS/Linke","1995","Not Working","Urban Area","46","0.0239312665498651","0.016176178696813","0.0316863544029172","5"
"PDS/Linke","1995","Not Working","Rural Area","70","0.0816450046470755","0.0609419914068745","0.102348017887277","5"
"SPD","1995","Full Time","Rural Area","284","0.358489284408921","0.325625960595519","0.391352608222323","1"
"SPD","1995","Part Time","Urban Area","351","0.413761660703017","0.379417984790839","0.448105336615194","1"
"SPD","1995","Part Time","Rural Area","114","0.366759094220097","0.314684599040224","0.41883358939997","1"
"SPD","1995","Full Time","Urban Area","837","0.468525085972676","0.445152173771699","0.491897998173654","1"
"SPD","1995","Not Working","Urban Area","658","0.423054029708514","0.397985482292617","0.448122577124411","1"
"SPD","1995","Not Working","Rural Area","260","0.415043055838371","0.377789135550858","0.452296976125885","1"
"AfD","1996","Part Time","Rural Area","","","","","7"
"AfD","1996","Full Time","Urban Area","","","","","7"
"AfD","1996","Full Time","Rural Area","","","","","7"
"AfD","1996","Part Time","Urban Area","","","","","7"
"AfD","1996","Not Working","Rural Area","","","","","7"
"AfD","1996","Not Working","Urban Area","","","","","7"
"CDU/CSU","1996","Not Working","Rural Area","285","0.500587886403673","0.460035971057684","0.541139801749662","2"
"CDU/CSU","1996","Part Time","Rural Area","145","0.430021654161259","0.376687128722498","0.483356179600021","2"
"CDU/CSU","1996","Not Working","Urban Area","568","0.449562348254759","0.423153516162355","0.475971180347162","2"
"CDU/CSU","1996","Full Time","Urban Area","602","0.390955248347237","0.367237364014831","0.414673132679642","2"
"CDU/CSU","1996","Full Time","Rural Area","377","0.505813148886665","0.471382418787011","0.540243878986319","2"
"CDU/CSU","1996","Part Time","Urban Area","239","0.337729031670137","0.30370010941876","0.371757953921514","2"
"FDP","1996","Part Time","Rural Area","2","","","","3"
"FDP","1996","Not Working","Urban Area","36","0.0297833776255885","0.0207589120511815","0.0388078431999956","3"
"FDP","1996","Full Time","Urban Area","37","0.0305296808589877","0.0221675644062664","0.0388917973117091","3"
"FDP","1996","Not Working","Rural Area","10","","","","3"
"FDP","1996","Full Time","Rural Area","16","","","","3"
"FDP","1996","Part Time","Urban Area","16","","","","3"
"Grüne","1996","Full Time","Rural Area","60","0.0599603262314692","0.0436105931604289","0.0763100593025095","4"
"Grüne","1996","Full Time","Urban Area","197","0.122833148905179","0.106878519583392","0.138787778226967","4"
"Grüne","1996","Part Time","Rural Area","26","","","","4"
"Grüne","1996","Not Working","Urban Area","120","0.0748491440963362","0.0608790329994436","0.0888192551932287","4"
"Grüne","1996","Not Working","Rural Area","41","0.056258428217714","0.0375704634038068","0.0749463930316211","4"
"Grüne","1996","Part Time","Urban Area","132","0.193667979263934","0.16523436926291","0.222101589264957","4"
"NPD","1996","Part Time","Rural Area","3","","","","6"
"NPD","1996","Not Working","Urban Area","10","","","","6"
"NPD","1996","Not Working","Rural Area","4","","","","6"
"NPD","1996","Full Time","Urban Area","30","0.0205394819256859","0.0136454065077129","0.0274335573436589","6"
"NPD","1996","Part Time","Urban Area","11","","","","6"
"NPD","1996","Full Time","Rural Area","18","","","","6"
"Other","1996","Full Time","Urban Area","12","","","","8"
"Other","1996","Full Time","Rural Area","11","","","","8"
"Other","1996","Part Time","Urban Area","3","","","","8"
"Other","1996","Part Time","Rural Area","7","","","","8"
"Other","1996","Not Working","Urban Area","12","","","","8"
"Other","1996","Not Working","Rural Area","4","","","","8"
"PDS/Linke","1996","Part Time","Rural Area","27","","","","5"
"PDS/Linke","1996","Part Time","Urban Area","25","","","","5"
"PDS/Linke","1996","Full Time","Rural Area","65","0.0565304572378761","0.0406262958876791","0.0724346185880731","5"
"PDS/Linke","1996","Not Working","Urban Area","46","0.0229168138563555","0.014972744051879","0.0308608836608321","5"
"PDS/Linke","1996","Not Working","Rural Area","67","0.0838743699975001","0.0613924281723595","0.106356311822641","5"
"PDS/Linke","1996","Full Time","Urban Area","50","0.0237746252603998","0.0163697165893406","0.031179533931459","5"
"SPD","1996","Part Time","Rural Area","121","0.399119153898444","0.3463622185398","0.451876089257088","1"
"SPD","1996","Not Working","Urban Area","571","0.405497224678219","0.379431425235131","0.431563024121307","1"
"SPD","1996","Part Time","Urban Area","316","0.402169887381883","0.366888975100127","0.437450799663639","1"
"SPD","1996","Full Time","Rural Area","263","0.309325647280167","0.277494652494638","0.341156642065697","1"
"SPD","1996","Not Working","Rural Area","173","0.32242307473589","0.284514799170262","0.360331350301519","1"
"SPD","1996","Full Time","Urban Area","698","0.403535015423606","0.379688720561961","0.427381310285252","1"
"AfD","1997","Part Time","Urban Area","","","","","7"
"AfD","1997","Full Time","Rural Area","","","","","7"
"AfD","1997","Full Time","Urban Area","","","","","7"
"AfD","1997","Part Time","Rural Area","","","","","7"
"AfD","1997","Not Working","Urban Area","","","","","7"
"AfD","1997","Not Working","Rural Area","","","","","7"
"CDU/CSU","1997","Not Working","Rural Area","253","0.453701542683132","0.413219712393583","0.494183372972682","2"
"CDU/CSU","1997","Part Time","Rural Area","116","0.370826521422332","0.315518913142944","0.426134129701719","2"
"CDU/CSU","1997","Not Working","Urban Area","558","0.438442126805206","0.411934004894844","0.464950248715569","2"
"CDU/CSU","1997","Full Time","Urban Area","502","0.341505980579002","0.317642687510226","0.365369273647777","2"
"CDU/CSU","1997","Full Time","Rural Area","300","0.486617346987011","0.44902256313935","0.524212130834672","2"
"CDU/CSU","1997","Part Time","Urban Area","220","0.357894115168543","0.321376727661315","0.394411502675772","2"
"FDP","1997","Full Time","Rural Area","16","","","","3"
"FDP","1997","Full Time","Urban Area","39","0.0276596974134498","0.019407147558932","0.0359122472679676","3"
"FDP","1997","Not Working","Rural Area","14","","","","3"
"FDP","1997","Not Working","Urban Area","21","","","","3"
"FDP","1997","Part Time","Urban Area","15","","","","3"
"FDP","1997","Part Time","Rural Area","3","","","","3"
"Grüne","1997","Full Time","Urban Area","186","0.126927582218524","0.110175899512407","0.143679264924642","4"
"Grüne","1997","Full Time","Rural Area","44","0.0578176469936902","0.0402622403643033","0.075373053623077","4"
"Grüne","1997","Part Time","Rural Area","24","","","","4"
"Grüne","1997","Not Working","Urban Area","99","0.0537404749802338","0.0416934047140338","0.0657875452464339","4"
"Grüne","1997","Part Time","Urban Area","109","0.181392547537948","0.152038589879651","0.210746505196245","4"
"Grüne","1997","Not Working","Rural Area","28","","","","4"
"NPD","1997","Not Working","Urban Area","25","","","","6"
"NPD","1997","Part Time","Rural Area","10","","","","6"
"NPD","1997","Not Working","Rural Area","5","","","","6"
"NPD","1997","Full Time","Urban Area","34","0.0233309693697209","0.0157347866847405","0.0309271520547014","6"
"NPD","1997","Full Time","Rural Area","19","","","","6"
"NPD","1997","Part Time","Urban Area","6","","","","6"
"Other","1997","Part Time","Rural Area","5","","","","8"
"Other","1997","Full Time","Rural Area","6","","","","8"
"Other","1997","Full Time","Urban Area","9","","","","8"
"Other","1997","Part Time","Urban Area","8","","","","8"
"Other","1997","Not Working","Urban Area","15","","","","8"
"Other","1997","Not Working","Rural Area","5","","","","8"
"PDS/Linke","1997","Full Time","Urban Area","42","0.0190362409753646","0.0121596628878487","0.0259128190628805","5"
"PDS/Linke","1997","Full Time","Rural Area","49","0.0383838406358427","0.023933160302587","0.0528345209690984","5"
"PDS/Linke","1997","Not Working","Urban Area","43","0.0211887234567364","0.013495161783574","0.0288822851298988","5"
"PDS/Linke","1997","Part Time","Urban Area","17","","","","5"
"PDS/Linke","1997","Part Time","Rural Area","16","","","","5"
"PDS/Linke","1997","Not Working","Rural Area","74","0.0822825282168723","0.0599381466769274","0.104626909756817","5"
"SPD","1997","Part Time","Rural Area","119","0.428098733667649","0.371442619896265","0.484754847439034","1"
"SPD","1997","Not Working","Urban Area","585","0.442909052261239","0.416372414865333","0.469445689657144","1"
"SPD","1997","Part Time","Urban Area","287","0.396373551336551","0.359112460876961","0.433634641796142","1"
"SPD","1997","Full Time","Rural Area","245","0.359699956011236","0.323602619171092","0.39579729285138","1"
"SPD","1997","Not Working","Rural Area","202","0.360199831436769","0.321164852214514","0.399234810659025","1"
"SPD","1997","Full Time","Urban Area","705","0.454007876976974","0.428953697558514","0.479062056395434","1"
"AfD","1998","Full Time","Rural Area","","","","","7"
"AfD","1998","Full Time","Urban Area","","","","","7"
"AfD","1998","Part Time","Rural Area","","","","","7"
"AfD","1998","Part Time","Urban Area","","","","","7"
"AfD","1998","Not Working","Urban Area","","","","","7"
"AfD","1998","Not Working","Rural Area","","","","","7"
"CDU/CSU","1998","Full Time","Urban Area","523","0.323171492400818","0.300787507564609","0.345555477237027","2"
"CDU/CSU","1998","Full Time","Rural Area","279","0.395534604681402","0.35999121444101","0.431077994921793","2"
"CDU/CSU","1998","Part Time","Urban Area","209","0.29391238169384","0.261630740027483","0.326194023360196","2"
"CDU/CSU","1998","Part Time","Rural Area","127","0.362931491008359","0.311745202838984","0.414117779177734","2"
"CDU/CSU","1998","Not Working","Rural Area","292","0.453758395514062","0.416475680636615","0.491041110391509","2"
"CDU/CSU","1998","Not Working","Urban Area","605","0.405958293486219","0.381790017194613","0.430126569777825","2"
"FDP","1998","Full Time","Urban Area","38","0.0276657391819199","0.0198159048137517","0.0355155735500881","3"
"FDP","1998","Part Time","Rural Area","2","","","","3"
"FDP","1998","Not Working","Rural Area","8","","","","3"
"FDP","1998","Part Time","Urban Area","30","0.0488041254241994","0.033536179266353","0.0640720715820458","3"
"FDP","1998","Full Time","Rural Area","19","","","","3"
"FDP","1998","Not Working","Urban Area","32","0.0277173686417166","0.0196381611414278","0.0357965761420053","3"
"Grüne","1998","Full Time","Rural Area","50","0.0743652102377115","0.0552936762957072","0.0934367441797158","4"
"Grüne","1998","Part Time","Urban Area","122","0.170649241736349","0.143990559506962","0.197307923965736","4"
"Grüne","1998","Full Time","Urban Area","193","0.126543144345781","0.110631260513696","0.142455028177865","4"
"Grüne","1998","Part Time","Rural Area","32","0.0890579838203133","0.0587379250807474","0.119378042559879","4"
"Grüne","1998","Not Working","Urban Area","105","0.0518203411156605","0.0409111650650291","0.0627295171662919","4"
"Grüne","1998","Not Working","Rural Area","32","0.0367004653618147","0.0226199268072382","0.0507810039163911","4"
"NPD","1998","Full Time","Urban Area","25","","","","6"
"NPD","1998","Part Time","Rural Area","7","","","","6"
"NPD","1998","Not Working","Urban Area","21","","","","6"
"NPD","1998","Not Working","Rural Area","6","","","","6"
"NPD","1998","Full Time","Rural Area","17","","","","6"
"NPD","1998","Part Time","Urban Area","16","","","","6"
"Other","1998","Part Time","Rural Area","6","","","","8"
"Other","1998","Full Time","Urban Area","20","","","","8"
"Other","1998","Full Time","Rural Area","21","","","","8"
"Other","1998","Part Time","Urban Area","9","","","","8"
"Other","1998","Not Working","Urban Area","10","","","","8"
"Other","1998","Not Working","Rural Area","14","","","","8"
"PDS/Linke","1998","Full Time","Urban Area","47","0.0191506137178187","0.0125910633643026","0.0257101640713347","5"
"PDS/Linke","1998","Part Time","Rural Area","24","","","","5"
"PDS/Linke","1998","Full Time","Rural Area","46","0.040324463465156","0.0260247479835182","0.0546241789467937","5"
"PDS/Linke","1998","Part Time","Urban Area","14","","","","5"
"PDS/Linke","1998","Not Working","Urban Area","43","0.0160284927653579","0.00984784343743171","0.022209142093284","5"
"PDS/Linke","1998","Not Working","Rural Area","77","0.076105923372118","0.0562484894351268","0.0959633573091092","5"
"SPD","1998","Part Time","Rural Area","141","0.458149472563814","0.40511092927442","0.511188015853209","1"
"SPD","1998","Not Working","Urban Area","770","0.475712402055514","0.451134006533042","0.500290797577987","1"
"SPD","1998","Full Time","Urban Area","831","0.475725340791595","0.451823071446707","0.499627610136482","1"
"SPD","1998","Full Time","Rural Area","295","0.409959033433019","0.374207703768142","0.445710363097897","1"
"SPD","1998","Part Time","Urban Area","365","0.430041014907283","0.394958225642613","0.465123804171953","1"
"SPD","1998","Not Working","Rural Area","256","0.383815135809729","0.34739686114742","0.420233410472038","1"
"AfD","1999","Full Time","Urban Area","","","","","7"
"AfD","1999","Part Time","Rural Area","","","","","7"
"AfD","1999","Full Time","Rural Area","","","","","7"
"AfD","1999","Part Time","Urban Area","","","","","7"
"AfD","1999","Not Working","Urban Area","","","","","7"
"AfD","1999","Not Working","Rural Area","","","","","7"
"CDU/CSU","1999","Full Time","Urban Area","663","0.381669218051436","0.359264307251056","0.404074128851816","2"
"CDU/CSU","1999","Full Time","Rural Area","351","0.433708011058063","0.400469765905608","0.466946256210517","2"
"CDU/CSU","1999","Part Time","Urban Area","283","0.354011468539092","0.321863043771623","0.386159893306561","2"
"CDU/CSU","1999","Part Time","Rural Area","151","0.435965414029379","0.385574120429356","0.486356707629403","2"
"CDU/CSU","1999","Not Working","Rural Area","332","0.460367263388781","0.425024315324613","0.495710211452949","2"
"CDU/CSU","1999","Not Working","Urban Area","632","0.450287825098465","0.425382638854785","0.475193011342145","2"
"FDP","1999","Full Time","Urban Area","50","0.0313133910143054","0.023280980117077","0.0393458019115337","3"
"FDP","1999","Part Time","Rural Area","6","","","","3"
"FDP","1999","Part Time","Urban Area","23","","","","3"
"FDP","1999","Not Working","Rural Area","11","","","","3"
"FDP","1999","Full Time","Rural Area","19","","","","3"
"FDP","1999","Not Working","Urban Area","26","","","","3"
"Grüne","1999","Full Time","Urban Area","149","0.076683038122738","0.0644110682493673","0.0889550079961086","4"
"Grüne","1999","Full Time","Rural Area","44","0.0486142541916908","0.0341904675523079","0.0630380408310737","4"
"Grüne","1999","Part Time","Urban Area","91","0.119459809408134","0.0976564141147825","0.141263204701486","4"
"Grüne","1999","Not Working","Urban Area","86","0.0449917196010673","0.0346153154595706","0.055368123742564","4"
"Grüne","1999","Not Working","Rural Area","30","0.0392855343182872","0.0255097952229679","0.0530612734136065","4"
"Grüne","1999","Part Time","Rural Area","20","","","","4"
"NPD","1999","Full Time","Urban Area","30","0.0153564696415848","0.00968527665004707","0.0210276626331226","6"
"NPD","1999","Part Time","Rural Area","9","","","","6"
"NPD","1999","Not Working","Urban Area","11","","","","6"
"NPD","1999","Not Working","Rural Area","3","","","","6"
"NPD","1999","Full Time","Rural Area","20","","","","6"
"NPD","1999","Part Time","Urban Area","6","","","","6"
"Other","1999","Part Time","Rural Area","8","","","","8"
"Other","1999","Not Working","Urban Area","14","","","","8"
"Other","1999","Not Working","Rural Area","9","","","","8"
"Other","1999","Full Time","Urban Area","21","","","","8"
"Other","1999","Full Time","Rural Area","8","","","","8"
"Other","1999","Part Time","Urban Area","12","","","","8"
"PDS/Linke","1999","Full Time","Urban Area","56","0.0229464342027726","0.0160407612178661","0.0298521071876792","5"
"PDS/Linke","1999","Full Time","Rural Area","70","0.06480729972886","0.048295984343122","0.0813186151145979","5"
"PDS/Linke","1999","Part Time","Rural Area","24","","","","5"
"PDS/Linke","1999","Part Time","Urban Area","24","","","","5"
"PDS/Linke","1999","Not Working","Rural Area","81","0.0757135115612157","0.0569553009159321","0.0944717222064993","5"
"PDS/Linke","1999","Not Working","Urban Area","49","0.0251963107275666","0.0173511097559967","0.0330415116991364","5"
"SPD","1999","Part Time","Rural Area","154","0.409764824036858","0.359789398331638","0.459740249742078","1"
"SPD","1999","Not Working","Urban Area","715","0.443226075920825","0.418358748722615","0.468093403119035","1"
"SPD","1999","Full Time","Urban Area","837","0.463974956774537","0.440974893633027","0.486975019916047","1"
"SPD","1999","Full Time","Rural Area","342","0.405751825766125","0.372818671759532","0.438684979772717","1"
"SPD","1999","Part Time","Urban Area","411","0.448570800742662","0.415135979329188","0.482005622156135","1"
"SPD","1999","Not Working","Rural Area","298","0.399572198888166","0.364840227071073","0.434304170705259","1"
"AfD","2000","Part Time","Rural Area","","","","","7"
"AfD","2000","Full Time","Urban Area","","","","","7"
"AfD","2000","Full Time","Rural Area","","","","","7"
"AfD","2000","Part Time","Urban Area","","","","","7"
"AfD","2000","Not Working","Rural Area","","","","","7"
"AfD","2000","Not Working","Urban Area","","","","","7"
"CDU/CSU","2000","Full Time","Urban Area","1102","0.35485341949379","0.337886766372929","0.371820072614651","2"
"CDU/CSU","2000","Full Time","Rural Area","618","0.469874928207876","0.443427384066275","0.496322472349477","2"
"CDU/CSU","2000","Part Time","Urban Area","448","0.316235038119386","0.292250966674279","0.340219109564493","2"
"CDU/CSU","2000","Part Time","Rural Area","250","0.390819600029237","0.352627332006725","0.429011868051748","2"
"CDU/CSU","2000","Not Working","Urban Area","1196","0.438279779543649","0.41995053196095","0.456609027126349","2"
"CDU/CSU","2000","Not Working","Rural Area","568","0.463668983037749","0.436210264660764","0.491127701414733","2"
"FDP","2000","Full Time","Rural Area","40","0.0325811079967568","0.0231731526135823","0.0419890633799312","3"
"FDP","2000","Part Time","Urban Area","36","0.0307090239133594","0.0218103644886731","0.0396076833380456","3"
"FDP","2000","Part Time","Rural Area","13","","","","3"
"FDP","2000","Not Working","Urban Area","74","0.0329651696801819","0.0263695195910289","0.0395608197693348","3"
"FDP","2000","Full Time","Urban Area","98","0.0326440435510301","0.0263426353606813","0.0389454517413789","3"
"FDP","2000","Not Working","Rural Area","19","","","","3"
"Grüne","2000","Full Time","Urban Area","280","0.0958862433729088","0.0854454818902104","0.106327004855607","4"
"Grüne","2000","Full Time","Rural Area","64","0.0431159875374369","0.0323524789800648","0.0538794960948089","4"
"Grüne","2000","Part Time","Urban Area","179","0.127340657410968","0.11014691525928","0.144534399562655","4"
"Grüne","2000","Part Time","Rural Area","43","0.0718708564128476","0.0516548700700372","0.092086842755658","4"
"Grüne","2000","Not Working","Urban Area","145","0.0474478865578339","0.039594414547887","0.0553013585677807","4"
"Grüne","2000","Not Working","Rural Area","38","0.023900600681914","0.0154903059738075","0.0323108953900206","4"
"NPD","2000","Part Time","Rural Area","12","","","","6"
