"party","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"NPD","2014","Part Time","Rural Area","6","","","","6"
"NPD","2014","Full Time","Rural Area","24","","","","6"
"NPD","2014","Not Working","Urban Area","18","","","","6"
"NPD","2014","Part Time","Urban Area","17","","","","6"
"NPD","2014","Not Working","Rural Area","7","","","","6"
"Other","2014","Part Time","Rural Area","17","","","","8"
"Other","2014","Not Working","Urban Area","14","","","","8"
"Other","2014","Not Working","Rural Area","15","","","","8"
"Other","2014","Full Time","Urban Area","25","","","","8"
"Other","2014","Full Time","Rural Area","15","","","","8"
"Other","2014","Part Time","Urban Area","20","","","","8"
"PDS/Linke","2014","Full Time","Rural Area","125","0.0967491230417955","0.0812029075733014","0.11229533851029","5"
"PDS/Linke","2014","Full Time","Urban Area","202","0.0547719277650968","0.046642044380073","0.0629018111501205","5"
"PDS/Linke","2014","Part Time","Rural Area","89","0.0631247366894716","0.0472807496918584","0.0789687236870847","5"
"PDS/Linke","2014","Part Time","Urban Area","134","0.0700080662118298","0.0590583069593651","0.0809578254642945","5"
"PDS/Linke","2014","Not Working","Rural Area","180","0.115945795641128","0.0992049697977634","0.132686621484493","5"
"PDS/Linke","2014","Not Working","Urban Area","184","0.0548795384659859","0.0466457992821954","0.0631132776497763","5"
"SPD","2014","Part Time","Rural Area","243","0.306688812291396","0.276646256775135","0.336731367807657","1"
"SPD","2014","Not Working","Urban Area","1037","0.365053251906416","0.347647408966962","0.38245909484587","1"
"SPD","2014","Full Time","Urban Area","890","0.322520294316099","0.305818479427108","0.33922210920509","1"
"SPD","2014","Full Time","Rural Area","350","0.26789032930047","0.244600647335363","0.291180011265578","1"
"SPD","2014","Part Time","Urban Area","641","0.316557378825943","0.296597027134487","0.336517730517398","1"
"SPD","2014","Not Working","Rural Area","427","0.29334857462135","0.269541581870045","0.317155567372655","1"
"AfD","2015","Full Time","Rural Area","55","0.0518554251370951","0.0392146491650757","0.0644962011091144","7"
"AfD","2015","Part Time","Urban Area","31","0.023000412731889","0.0159119588842182","0.0300888665795599","7"
"AfD","2015","Not Working","Rural Area","32","0.0272216180110386","0.0181679175196568","0.0362753185024205","7"
"AfD","2015","Part Time","Rural Area","21","","","","7"
"AfD","2015","Not Working","Urban Area","60","0.0251694991539079","0.0192633112470142","0.0310756870608016","7"
"AfD","2015","Full Time","Urban Area","74","0.0287590401814493","0.0222543868595646","0.035263693503334","7"
"CDU/CSU","2015","Full Time","Urban Area","934","0.368936643018021","0.350157064366228","0.387716221669814","2"
"CDU/CSU","2015","Full Time","Rural Area","524","0.465996442664998","0.437558201784052","0.494434683545944","2"
"CDU/CSU","2015","Part Time","Rural Area","347","0.432842700484505","0.398226648308949","0.467458752660061","2"
"CDU/CSU","2015","Part Time","Urban Area","550","0.325166792476225","0.303016073488538","0.347317511463912","2"
"CDU/CSU","2015","Not Working","Urban Area","1207","0.464679008816752","0.445873327053478","0.483484690580026","2"
"CDU/CSU","2015","Not Working","Rural Area","584","0.497891061153522","0.470072904950879","0.525709217356165","2"
"FDP","2015","Full Time","Urban Area","85","0.0293790102633025","0.0228067177213536","0.0359513028052514","3"
"FDP","2015","Part Time","Urban Area","39","0.0229942521774621","0.0159067253527976","0.0300817790021266","3"
"FDP","2015","Part Time","Rural Area","11","","","","3"
"FDP","2015","Not Working","Urban Area","89","0.0279200351114711","0.0217082790161018","0.0341317912068404","3"
"FDP","2015","Not Working","Rural Area","12","","","","3"
"FDP","2015","Full Time","Rural Area","34","0.0182057381911197","0.0105840049584696","0.0258274714237698","3"
"Grüne","2015","Full Time","Urban Area","479","0.190103841210632","0.174832274904456","0.205375407516807","4"
"Grüne","2015","Full Time","Rural Area","124","0.110720494509558","0.0928320530961684","0.128608935922947","4"
"Grüne","2015","Part Time","Urban Area","417","0.237444329701025","0.217323161565761","0.257565497836289","4"
"Grüne","2015","Part Time","Rural Area","129","0.132443520088461","0.108761161034202","0.156125879142721","4"
"Grüne","2015","Not Working","Urban Area","248","0.0787379289072338","0.0685827165857988","0.0888931412286688","4"
"Grüne","2015","Not Working","Rural Area","76","0.0524604689345234","0.0400560349182902","0.0648649029507567","4"
"NPD","2015","Full Time","Urban Area","24","","","","6"
"NPD","2015","Part Time","Rural Area","11","","","","6"
"NPD","2015","Full Time","Rural Area","20","","","","6"
"NPD","2015","Not Working","Urban Area","13","","","","6"
"NPD","2015","Part Time","Urban Area","19","","","","6"
"NPD","2015","Not Working","Rural Area","11","","","","6"
"Other","2015","Part Time","Rural Area","8","","","","8"
"Other","2015","Not Working","Urban Area","11","","","","8"
"Other","2015","Not Working","Rural Area","11","","","","8"
"Other","2015","Full Time","Urban Area","29","","","","8"
"Other","2015","Full Time","Rural Area","17","","","","8"
"Other","2015","Part Time","Urban Area","22","","","","8"
"PDS/Linke","2015","Part Time","Rural Area","81","0.117117980989964","0.0946520795487346","0.139583882431193","5"
"PDS/Linke","2015","Full Time","Rural Area","126","0.0815719192762454","0.0659680511961935","0.0971757873562973","5"
"PDS/Linke","2015","Full Time","Urban Area","176","0.0602846269220615","0.0510211308641447","0.0695481229799783","5"
"PDS/Linke","2015","Part Time","Urban Area","129","0.0643778029460676","0.0527725437339198","0.0759830621582154","5"
"PDS/Linke","2015","Not Working","Rural Area","158","0.101799445720583","0.0849757437488808","0.118623147692286","5"
"PDS/Linke","2015","Not Working","Urban Area","152","0.0472972254340441","0.0392933196821118","0.0553011311859764","5"
"SPD","2015","Full Time","Urban Area","735","0.30074772205399","0.282899638737151","0.318595805370829","1"
"SPD","2015","Full Time","Rural Area","282","0.23222474849907","0.208152832577978","0.256296664420161","1"
"SPD","2015","Part Time","Urban Area","511","0.306207092674095","0.284411982829328","0.328002202518862","1"
"SPD","2015","Part Time","Rural Area","179","0.233161511014724","0.203619428504125","0.262703593525322","1"
"SPD","2015","Not Working","Urban Area","922","0.345976012217593","0.328040026408079","0.363911998027106","1"
"SPD","2015","Not Working","Rural Area","357","0.292200431859451","0.266898261607665","0.317502602111237","1"
"AfD","2016","Part Time","Urban Area","69","0.0402253872382672","0.0307647240203688","0.0496860504561656","7"
"AfD","2016","Not Working","Rural Area","66","0.0464808921637151","0.0339600048693419","0.0590017794580883","7"
"AfD","2016","Full Time","Rural Area","93","0.0818480232233903","0.0657066828701475","0.0979893635766331","7"
"AfD","2016","Part Time","Rural Area","61","0.0783211818204632","0.0591943557945766","0.0974480078463498","7"
"AfD","2016","Not Working","Urban Area","97","0.0486592265659901","0.039989779945008","0.0573286731869721","7"
"AfD","2016","Full Time","Urban Area","131","0.0526760567121045","0.0436481862761758","0.0617039271480333","7"
"CDU/CSU","2016","Full Time","Urban Area","826","0.336413295918187","0.317318507691761","0.355508084144614","2"
"CDU/CSU","2016","Full Time","Rural Area","469","0.429245976991811","0.400101530057398","0.458390423926225","2"
"CDU/CSU","2016","Part Time","Rural Area","311","0.412503139551303","0.377457830645841","0.447548448456766","2"
"CDU/CSU","2016","Part Time","Urban Area","525","0.322756709905944","0.300245603950563","0.345267815861324","2"
"CDU/CSU","2016","Not Working","Urban Area","1030","0.444064047178894","0.424043501620004","0.464084592737784","2"
"CDU/CSU","2016","Not Working","Rural Area","512","0.506927280475454","0.477192721762957","0.53666183918795","2"
"FDP","2016","Full Time","Urban Area","89","0.0363871153162415","0.0288195784547219","0.0439546521777611","3"
"FDP","2016","Full Time","Rural Area","28","","","","3"
"FDP","2016","Part Time","Rural Area","11","","","","3"
"FDP","2016","Part Time","Urban Area","39","0.0275569493555503","0.0196749844944686","0.035438914216632","3"
"FDP","2016","Not Working","Urban Area","95","0.0367078893558178","0.0291308519790423","0.0442849267325934","3"
"FDP","2016","Not Working","Rural Area","18","","","","3"
"Grüne","2016","Not Working","Urban Area","228","0.101622777817803","0.0894478717860218","0.113797683849583","4"
"Grüne","2016","Not Working","Rural Area","67","0.0548017627279925","0.0412657144731008","0.0683378109828842","4"
"Grüne","2016","Full Time","Urban Area","479","0.200686729831266","0.184500441512053","0.216873018150479","4"
"Grüne","2016","Full Time","Rural Area","147","0.124629737299049","0.105181289517731","0.144078185080368","4"
"Grüne","2016","Part Time","Urban Area","447","0.265837562824127","0.2445664069364","0.287108718711854","4"
"Grüne","2016","Part Time","Rural Area","133","0.156258293516934","0.130409529290229","0.182107057743639","4"
"NPD","2016","Part Time","Rural Area","7","","","","6"
"NPD","2016","Full Time","Urban Area","19","","","","6"
"NPD","2016","Part Time","Urban Area","11","","","","6"
"NPD","2016","Not Working","Urban Area","10","","","","6"
"NPD","2016","Full Time","Rural Area","17","","","","6"
"NPD","2016","Not Working","Rural Area","7","","","","6"
"Other","2016","Part Time","Rural Area","7","","","","8"
"Other","2016","Not Working","Urban Area","10","","","","8"
"Other","2016","Not Working","Rural Area","8","","","","8"
"Other","2016","Full Time","Urban Area","28","","","","8"
"Other","2016","Full Time","Rural Area","22","","","","8"
"Other","2016","Part Time","Urban Area","26","","","","8"
"PDS/Linke","2016","Full Time","Urban Area","149","0.0593674036226633","0.0498171815031015","0.0689176257422252","5"
"PDS/Linke","2016","Full Time","Rural Area","97","0.0671219029601803","0.0523878309066814","0.0818559750136793","5"
"PDS/Linke","2016","Part Time","Rural Area","63","0.0919271425152318","0.0713589695465051","0.112495315483959","5"
"PDS/Linke","2016","Part Time","Urban Area","122","0.0738300115450972","0.0612393468874272","0.0864206762027671","5"
"PDS/Linke","2016","Not Working","Rural Area","125","0.0965286397083677","0.0789648403799176","0.114092439036818","5"
"PDS/Linke","2016","Not Working","Urban Area","147","0.0486581578389182","0.039988801554636","0.0573275141232004","5"
"SPD","2016","Full Time","Urban Area","631","0.289735937095843","0.271402641708499","0.308069232483187","1"
"SPD","2016","Full Time","Rural Area","235","0.227390015013467","0.202710077017919","0.252069953009015","1"
"SPD","2016","Part Time","Urban Area","418","0.247719649342515","0.226934319330513","0.268504979354518","1"
"SPD","2016","Part Time","Rural Area","165","0.230879190847372","0.200880440422151","0.260877941272594","1"
"SPD","2016","Not Working","Urban Area","749","0.314718374699986","0.296005680766393","0.333431068633579","1"
"SPD","2016","Not Working","Rural Area","283","0.266803080393025","0.240498043577164","0.293108117208886","1"
"AfD","2017","Part Time","Urban Area","63","0.0400083293304582","0.0313121518034883","0.0487045068574281","7"
"AfD","2017","Not Working","Rural Area","57","0.0418644037094391","0.0310189335019511","0.0527098739169271","7"
"AfD","2017","Full Time","Urban Area","140","0.0593070230670104","0.0503927767320116","0.0682212694020093","7"
"AfD","2017","Full Time","Rural Area","107","0.0760069561255202","0.061362650243537","0.0906512620075035","7"
"AfD","2017","Not Working","Urban Area","100","0.0476633178521642","0.0397549092849032","0.0555717264194252","7"
"AfD","2017","Part Time","Rural Area","45","0.0803145895330601","0.0620653335019874","0.0985638455641328","7"
"CDU/CSU","2017","Full Time","Urban Area","948","0.34103906151371","0.323147859650524","0.358930263376896","2"
"CDU/CSU","2017","Full Time","Rural Area","523","0.432317109951081","0.404941620994064","0.459692598908098","2"
"CDU/CSU","2017","Part Time","Urban Area","647","0.295119770691845","0.274881366113974","0.315358175269716","2"
"CDU/CSU","2017","Part Time","Rural Area","338","0.391099198096036","0.358331568225248","0.423866827966825","2"
"CDU/CSU","2017","Not Working","Urban Area","1242","0.405320129673615","0.387096184012164","0.423544075335066","2"
"CDU/CSU","2017","Not Working","Rural Area","601","0.466652067292765","0.439636484032956","0.493667650552573","2"
"FDP","2017","Full Time","Urban Area","135","0.0456372047336853","0.0377608750538732","0.0535135344134974","3"
"FDP","2017","Full Time","Rural Area","51","0.0331494754892404","0.0232565265029213","0.0430424244755596","3"
"FDP","2017","Part Time","Rural Area","19","","","","3"
"FDP","2017","Part Time","Urban Area","80","0.0497700823818921","0.0401202896311134","0.0594198751326708","3"
"FDP","2017","Not Working","Urban Area","120","0.0429429141527761","0.0354177429613173","0.0504680853442349","3"
"FDP","2017","Not Working","Rural Area","24","","","","3"
"Grüne","2017","Full Time","Rural Area","144","0.112994611360415","0.09550018260922","0.130489040111611","4"
"Grüne","2017","Part Time","Urban Area","383","0.174946620389127","0.158088340546111","0.191804900232143","4"
"Grüne","2017","Not Working","Urban Area","224","0.0721320456294763","0.0625290016331037","0.081735089625849","4"
"Grüne","2017","Not Working","Rural Area","88","0.0628172921549229","0.0496782355906565","0.0759563487191894","4"
"Grüne","2017","Part Time","Rural Area","114","0.136730249374521","0.113660979043641","0.159799519705402","4"
"Grüne","2017","Full Time","Urban Area","444","0.155630685967958","0.141949572194176","0.169311799741741","4"
"NPD","2017","Full Time","Rural Area","22","","","","6"
"NPD","2017","Part Time","Rural Area","13","","","","6"
"NPD","2017","Full Time","Urban Area","22","","","","6"
"NPD","2017","Part Time","Urban Area","12","","","","6"
"NPD","2017","Not Working","Rural Area","6","","","","6"
"NPD","2017","Not Working","Urban Area","12","","","","6"
"Other","2017","Full Time","Urban Area","32","0.0105413240572878","0.00668694848303562","0.0143956996315401","8"
"Other","2017","Full Time","Rural Area","11","","","","8"
"Other","2017","Part Time","Urban Area","35","0.0234213610286746","0.0167104863162814","0.0301322357410677","8"
"Other","2017","Part Time","Rural Area","9","","","","8"
"Other","2017","Not Working","Urban Area","26","","","","8"
"Other","2017","Not Working","Rural Area","6","","","","8"
"PDS/Linke","2017","Full Time","Rural Area","98","0.0670957229495439","0.0532704494693413","0.0809209964297466","5"
"PDS/Linke","2017","Full Time","Urban Area","186","0.0671722062488068","0.0577250050886333","0.0766194074089804","5"
"PDS/Linke","2017","Part Time","Urban Area","160","0.103009997850484","0.0895218304722321","0.116498165228736","5"
"PDS/Linke","2017","Part Time","Rural Area","72","0.0657100197612131","0.0490726396802217","0.0823473998422044","5"
"PDS/Linke","2017","Not Working","Urban Area","161","0.0548865627210293","0.046432281457588","0.0633408439844707","5"
"PDS/Linke","2017","Not Working","Rural Area","140","0.0872841430245936","0.0719997598347486","0.102568526214439","5"
"SPD","2017","Full Time","Urban Area","790","0.314110697751637","0.296593041651416","0.331628353851859","1"
"SPD","2017","Full Time","Rural Area","302","0.244067121084634","0.22033131270398","0.267802929465287","1"
"SPD","2017","Part Time","Urban Area","571","0.308891066503933","0.28838910641113","0.329393026596736","1"
"SPD","2017","Part Time","Rural Area","242","0.278234281573797","0.248143619852154","0.30832494329544","1"
"SPD","2017","Not Working","Urban Area","903","0.366545150833929","0.348658736862046","0.384431564805812","1"
"SPD","2017","Not Working","Rural Area","388","0.319264989550718","0.294019887242594","0.344510091858842","1"
"AfD","2018","Full Time","Urban Area","192","0.0734555301999496","0.0636836810928398","0.0832273793070594","7"
"AfD","2018","Full Time","Rural Area","163","0.128620109617361","0.110127703173567","0.147112516061155","7"
"AfD","2018","Part Time","Urban Area","94","0.053861067434883","0.0440215805711275","0.0637005542986384","7"
"AfD","2018","Part Time","Rural Area","71","0.0989738090964649","0.0795285899416857","0.118419028251244","7"
"AfD","2018","Not Working","Urban Area","124","0.0498148428986333","0.0418704637037195","0.0577592220935471","7"
"AfD","2018","Not Working","Rural Area","75","0.0532622895036093","0.0409605122297691","0.0655640667774495","7"
"CDU/CSU","2018","Full Time","Urban Area","872","0.312518325578016","0.295156328590356","0.329880322565677","2"
"CDU/CSU","2018","Full Time","Rural Area","466","0.368867497530729","0.342215442959816","0.395519552101641","2"
"CDU/CSU","2018","Part Time","Urban Area","650","0.319118628602208","0.29880117297273","0.339436084231685","2"
"CDU/CSU","2018","Part Time","Rural Area","331","0.356309530117316","0.325125212077182","0.387493848157449","2"
"CDU/CSU","2018","Not Working","Urban Area","1241","0.412243506089491","0.3942692017224","0.430217810456581","2"
"CDU/CSU","2018","Not Working","Rural Area","583","0.465623279385062","0.43829676657605","0.492949792194075","2"
"FDP","2018","Full Time","Urban Area","170","0.0603063537238405","0.0513896148267718","0.0692230926209093","3"
"FDP","2018","Part Time","Rural Area","36","0.035431643792235","0.0233938708347201","0.04746941674975","3"
"FDP","2018","Not Working","Rural Area","29","","","","3"
"FDP","2018","Part Time","Urban Area","100","0.0526002104007127","0.0428700970851626","0.0623303237162628","3"
"FDP","2018","Full Time","Rural Area","70","0.0556677724229387","0.0430029369251115","0.068332607920766","3"
"FDP","2018","Not Working","Urban Area","136","0.0460898902374663","0.0384333419717513","0.0537464385031813","3"
"Grüne","2018","Full Time","Urban Area","560","0.191355886315393","0.176621535803412","0.206090236827373","4"
"Grüne","2018","Full Time","Rural Area","146","0.115699226211316","0.0980306946874711","0.133367757735162","4"
"Grüne","2018","Part Time","Urban Area","460","0.218654510449664","0.200638513884741","0.236670507014587","4"
"Grüne","2018","Part Time","Rural Area","155","0.172346177820844","0.14775330958839","0.196939046053298","4"
"Grüne","2018","Not Working","Urban Area","338","0.101352660778382","0.0903324808456999","0.112372840711064","4"
"Grüne","2018","Not Working","Rural Area","106","0.0628745190157897","0.0495767336941479","0.0761723043374314","4"
"NPD","2018","Full Time","Urban Area","6","","","","6"
"NPD","2018","Full Time","Rural Area","8","","","","6"
"NPD","2018","Part Time","Urban Area","4","","","","6"
"NPD","2018","Part Time","Rural Area","4","","","","6"
"NPD","2018","Not Working","Urban Area","6","","","","6"
"NPD","2018","Not Working","Rural Area","2","","","","6"
"Other","2018","Full Time","Urban Area","44","0.0153127817471407","0.0107133141281245","0.0199122493661568","8"
"Other","2018","Full Time","Rural Area","26","","","","8"
"Other","2018","Part Time","Urban Area","38","0.0165999626808495","0.011030975971175","0.022168949390524","8"
"Other","2018","Part Time","Rural Area","19","","","","8"
"Other","2018","Not Working","Urban Area","21","","","","8"
"Other","2018","Not Working","Rural Area","18","","","","8"
"PDS/Linke","2018","Full Time","Urban Area","218","0.0762695997959403","0.0663274633020726","0.0862117362898079","5"
"PDS/Linke","2018","Part Time","Urban Area","202","0.118696195320262","0.10459880458875","0.132793586051775","5"
"PDS/Linke","2018","Full Time","Rural Area","123","0.0708763869081255","0.0567013969513092","0.0850513768649418","5"
"PDS/Linke","2018","Part Time","Rural Area","92","0.0888262675957179","0.0703013922312517","0.107351142960184","5"
"PDS/Linke","2018","Not Working","Rural Area","136","0.0836149697261552","0.0684506086191722","0.0987793308331382","5"
"PDS/Linke","2018","Not Working","Urban Area","206","0.0607787423499239","0.0520543282033067","0.069503156496541","5"
"SPD","2018","Full Time","Urban Area","676","0.268819174996377","0.252212836433184","0.285425513559571","1"
"SPD","2018","Full Time","Rural Area","257","0.227922519832085","0.204750745654079","0.251094294010091","1"
"SPD","2018","Part Time","Urban Area","474","0.219746085528546","0.201697795254256","0.237794375802837","1"
"SPD","2018","Part Time","Rural Area","198","0.220904095696246","0.193890565858285","0.247917625534206","1"
"SPD","2018","Not Working","Urban Area","809","0.3196556067635","0.302626885760195","0.336684327766806","1"
"SPD","2018","Not Working","Rural Area","331","0.292466773257181","0.267546385655316","0.317387160859046","1"
"AfD","2019","Full Time","Urban Area","170","0.0825049133574696","0.0723340118648761","0.092675814850063","7"
"AfD","2019","Part Time","Urban Area","92","0.0586608236336955","0.0479959474476326","0.0693256998197583","7"
"AfD","2019","Full Time","Rural Area","180","0.142891777858607","0.124753271449805","0.161030284267408","7"
"AfD","2019","Part Time","Rural Area","75","0.111462376335229","0.0906342427592386","0.13229050991122","7"
"AfD","2019","Not Working","Urban Area","112","0.0500302357218886","0.0410061865560852","0.0590542848876919","7"
"AfD","2019","Not Working","Rural Area","78","0.0531537411780169","0.0404448497874045","0.0658626325686294","7"
"CDU/CSU","2019","Full Time","Urban Area","917","0.282063305447288","0.265427875135933","0.298698735758643","2"
"CDU/CSU","2019","Full Time","Rural Area","580","0.357951162203006","0.333104045901314","0.382798278504698","2"
"CDU/CSU","2019","Part Time","Urban Area","526","0.269301279341012","0.249168809614228","0.289433749067796","2"
"CDU/CSU","2019","Part Time","Rural Area","286","0.315059289026539","0.284314541658178","0.3458040363949","2"
"CDU/CSU","2019","Not Working","Urban Area","867","0.412057388761898","0.391683374381202","0.432431403142593","2"
"CDU/CSU","2019","Not Working","Rural Area","507","0.439668309473383","0.411550195282763","0.467786423664003","2"
"FDP","2019","Part Time","Rural Area","32","0.0374760749762825","0.0249061955857541","0.0500459543668108","3"
"FDP","2019","Full Time","Urban Area","231","0.0591242493554352","0.0504052503934752","0.0678432483173951","3"
"FDP","2019","Full Time","Rural Area","83","0.0474116532182523","0.0363968877575265","0.058426418678978","3"
"FDP","2019","Part Time","Urban Area","96","0.0390688678235894","0.0302751967292534","0.0478625389179253","3"
"FDP","2019","Not Working","Urban Area","131","0.0461616007601264","0.037475834895915","0.0548473666243377","3"
"FDP","2019","Not Working","Rural Area","42","0.0373525283359192","0.0266102931842879","0.0480947634875504","3"
"Grüne","2019","Full Time","Urban Area","760","0.279503687800004","0.262914416083469","0.296092959516538","4"
"Grüne","2019","Full Time","Rural Area","223","0.183256352253464","0.163204593365542","0.203308111141386","4"
"Grüne","2019","Part Time","Rural Area","243","0.275813018173232","0.246234185440341","0.305391850906124","4"
"Grüne","2019","Part Time","Urban Area","657","0.313257619207815","0.292207409862002","0.334307828553629","4"
"Grüne","2019","Not Working","Urban Area","399","0.159997573082163","0.144822623568863","0.175172522595462","4"
"Grüne","2019","Not Working","Rural Area","152","0.105886095015193","0.0884553116095082","0.123316878420877","4"
"NPD","2019","Full Time","Urban Area","5","","","","6"
"NPD","2019","Full Time","Rural Area","9","","","","6"
"NPD","2019","Part Time","Urban Area","2","","","","6"
"NPD","2019","Not Working","Rural Area","2","","","","6"
"NPD","2019","Part Time","Rural Area","6","","","","6"
"NPD","2019","Not Working","Urban Area","5","","","","6"
"Other","2019","Full Time","Urban Area","56","0.0236543886988741","0.0180364716551585","0.0292723057425896","8"
"Other","2019","Full Time","Rural Area","38","0.0291620834571004","0.0204411552490987","0.0378830116651021","8"
"Other","2019","Part Time","Urban Area","46","0.0219726649841999","0.015319542229447","0.0286257877389529","8"
"Other","2019","Part Time","Rural Area","30","0.0252377050783634","0.0148571019902779","0.0356183081664489","8"
"Other","2019","Not Working","Urban Area","44","0.0171885918024375","0.011808551482977","0.0225686321218979","8"
"Other","2019","Not Working","Rural Area","17","","","","8"
"PDS/Linke","2019","Full Time","Urban Area","166","0.0740860051082649","0.0644038712851009","0.083768138931429","5"
"PDS/Linke","2019","Full Time","Rural Area","120","0.0750396641362982","0.0613848099169102","0.0886945183556861","5"
"PDS/Linke","2019","Part Time","Urban Area","148","0.0925618802203126","0.0794086244111847","0.10571513602944","5"
"PDS/Linke","2019","Part Time","Rural Area","73","0.0618563129918903","0.0459131315181038","0.0777994944656768","5"
"PDS/Linke","2019","Not Working","Urban Area","111","0.0423547344571183","0.0340182373943862","0.0506912315198504","5"
"PDS/Linke","2019","Not Working","Rural Area","134","0.0983852697329573","0.0815128816784522","0.115257657787462","5"
"SPD","2019","Full Time","Urban Area","506","0.196279858859775","0.181597089980268","0.210962627739283","1"
"SPD","2019","Full Time","Rural Area","197","0.15762160687109","0.13873553852713","0.17650767521505","1"
"SPD","2019","Part Time","Urban Area","298","0.204611719082782","0.186302765696254","0.22292067246931","1"
"SPD","2019","Part Time","Rural Area","132","0.170418295118902","0.145533390219608","0.195303200018196","1"
"SPD","2019","Not Working","Urban Area","573","0.270808640862979","0.252414381641725","0.289202900084232","1"
"SPD","2019","Not Working","Rural Area","265","0.254978566410106","0.230287648423498","0.279669484396715","1"
