"party","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Grüne","2000","16-34 y.","276","0.133994955573295","0.119963125549735","0.148026785596855","4"
"Grüne","2000","35-65 y.","447","0.0721045185595113","0.0657183605151798","0.0784906766038427","4"
"Grüne","2000","66 and older","26","","","","4"
"NPD","2000","16-34 y.","70","0.0292517512585569","0.0223104782907408","0.0361930242263731","6"
"NPD","2000","66 and older","5","","","","6"
"NPD","2000","35-65 y.","47","0.00670628970762392","0.0046912254966121","0.00872135391863575","6"
"Other","2000","16-34 y.","39","0.0191384004264855","0.0134946660627987","0.0247821347901724","8"
"Other","2000","35-65 y.","56","0.00835223266584772","0.00610530597731062","0.0105991593543848","8"
"Other","2000","66 and older","15","","","","8"
"PDS/Linke","2000","16-34 y.","133","0.0489884031621645","0.040097427368549","0.05787937895578","5"
"PDS/Linke","2000","35-65 y.","281","0.0331216049431946","0.0287033527061236","0.0375398571802656","5"
"PDS/Linke","2000","66 and older","116","0.0489593767944557","0.0395259922858494","0.058392761303062","5"
"SPD","2000","16-34 y.","915","0.402355581205548","0.382156280767408","0.422554881643688","1"
"SPD","2000","35-65 y.","2889","0.469477441025806","0.45715581044694","0.481799071604671","1"
"SPD","2000","66 and older","799","0.389658748871481","0.368339169105365","0.410978328637597","1"
"AfD","2001","35-65 y.","","","","","7"
"AfD","2001","16-34 y.","","","","","7"
"AfD","2001","66 and older","","","","","7"
"CDU/CSU","2001","16-34 y.","622","0.339268975402482","0.317659110289946","0.360878840515017","2"
"CDU/CSU","2001","66 and older","870","0.484842468322819","0.462081121651262","0.507603814994377","2"
"CDU/CSU","2001","35-65 y.","2041","0.368482900689591","0.355775659383057","0.381190141996126","2"
"FDP","2001","16-34 y.","65","0.037266152168439","0.0286208927504405","0.0459114115864374","3"
"FDP","2001","35-65 y.","173","0.0350693004586155","0.0302235431030139","0.0399150578142171","3"
"FDP","2001","66 and older","67","0.0408549793503612","0.0318394291539393","0.0498705295467831","3"
"Grüne","2001","16-34 y.","241","0.141945491042246","0.126016587869036","0.157874394215456","4"
"Grüne","2001","35-65 y.","428","0.076065249892532","0.0690818992456738","0.0830486005393902","4"
"Grüne","2001","66 and older","30","0.015646329206039","0.00999423470722673","0.0212984237048512","4"
"NPD","2001","16-34 y.","45","0.0206469732741517","0.0141566629053421","0.0271372836429612","6"
"NPD","2001","66 and older","4","","","","6"
"NPD","2001","35-65 y.","49","0.00645031778613213","0.00434151774976309","0.00855911782250117","6"
"Other","2001","16-34 y.","35","0.0191522891995421","0.0128965480587622","0.0254080303403221","8"
"Other","2001","35-65 y.","45","0.01043526876828","0.00775841914861353","0.0131121183879464","8"
"Other","2001","66 and older","10","","","","8"
"PDS/Linke","2001","16-34 y.","91","0.0448585186320826","0.0354108652830803","0.0543061719810849","5"
"PDS/Linke","2001","35-65 y.","229","0.0309040849627828","0.0263453811490081","0.0354627887765576","5"
"PDS/Linke","2001","66 and older","113","0.0475339405222395","0.0378432602839651","0.0572246207605139","5"
"SPD","2001","16-34 y.","745","0.396861600281057","0.374531243502197","0.419191957059917","1"
"SPD","2001","35-65 y.","2571","0.472592877442066","0.459441639616176","0.485744115267957","1"
"SPD","2001","66 and older","758","0.402514594634868","0.380179794706798","0.424849394562937","1"
"AfD","2002","35-65 y.","","","","","7"
"AfD","2002","16-34 y.","","","","","7"
"AfD","2002","66 and older","","","","","7"
"CDU/CSU","2002","16-34 y.","666","0.327995201392285","0.307066027030884","0.348924375753686","2"
"CDU/CSU","2002","66 and older","1005","0.49023479402621","0.468631593060741","0.511837994991679","2"
"CDU/CSU","2002","35-65 y.","2484","0.381126926941026","0.369229315331291","0.39302453855076","2"
"FDP","2002","35-65 y.","294","0.0379246538796518","0.0332452607487948","0.0426040470105087","3"
"FDP","2002","16-34 y.","110","0.0566199946607629","0.0463170727144608","0.0669229166070649","3"
"FDP","2002","66 and older","80","0.0367753243278752","0.028641908045843","0.0449087406099074","3"
"Grüne","2002","16-34 y.","194","0.115982975835668","0.101708518659053","0.130257433012282","4"
"Grüne","2002","35-65 y.","538","0.0761053862920343","0.0696094300261371","0.0826013425579316","4"
"Grüne","2002","66 and older","24","","","","4"
"NPD","2002","16-34 y.","39","0.0284763995808781","0.0210615664687146","0.0358912326930415","6"
"NPD","2002","35-65 y.","34","0.0057337078676217","0.00388404185549864","0.00758337387974477","6"
"NPD","2002","66 and older","2","","","","6"
"Other","2002","16-34 y.","31","0.0162790609737752","0.0106377141984333","0.0219204077491171","8"
"Other","2002","35-65 y.","61","0.0120675678100636","0.00939272864957457","0.0147424069705527","8"
"Other","2002","66 and older","11","","","","8"
"PDS/Linke","2002","16-34 y.","115","0.0547753984999918","0.0446317907885269","0.0649190062114566","5"
"PDS/Linke","2002","35-65 y.","301","0.0422232344458857","0.0372968071770784","0.047149661714693","5"
"PDS/Linke","2002","66 and older","137","0.0559117115467247","0.0459830971582574","0.065840325935192","5"
"SPD","2002","16-34 y.","778","0.39987096905664","0.37803289071634","0.421709047396939","1"
"SPD","2002","35-65 y.","2689","0.444818522763717","0.432644528487473","0.456992517039962","1"
"SPD","2002","66 and older","798","0.399482471939298","0.378316283728966","0.420648660149629","1"
"AfD","2003","35-65 y.","","","","","7"
"AfD","2003","16-34 y.","","","","","7"
"AfD","2003","66 and older","","","","","7"
"CDU/CSU","2003","16-34 y.","846","0.389741703513571","0.368742708945542","0.410740698081599","2"
"CDU/CSU","2003","66 and older","1074","0.503209313186103","0.48192088138349","0.524497744988717","2"
"CDU/CSU","2003","35-65 y.","2736","0.420904227629542","0.408757343232317","0.433051112026767","2"
"FDP","2003","35-65 y.","252","0.0366089899281928","0.0319884447065946","0.041229535149791","3"
"FDP","2003","16-34 y.","111","0.0559623308317104","0.0460655084799069","0.065859153183514","3"
"FDP","2003","66 and older","61","0.0270525088045112","0.0201448466678726","0.0339601709411499","3"
"Grüne","2003","16-34 y.","301","0.170288172733253","0.154103307087295","0.18647303837921","4"
"Grüne","2003","35-65 y.","657","0.0998967434603326","0.0925190621884111","0.107274424732254","4"
"Grüne","2003","66 and older","43","0.0186332444596873","0.0128756307409825","0.024390858178392","4"
"NPD","2003","16-34 y.","26","","","","6"
"NPD","2003","66 and older","3","","","","6"
"NPD","2003","35-65 y.","36","0.00640078064423428","0.00443868510688629","0.00836287618158228","6"
"Other","2003","16-34 y.","38","0.0212712979375237","0.0150585837718505","0.0274840121031968","8"
"Other","2003","35-65 y.","45","0.00714683843408833","0.00507432406238238","0.00921935280579429","8"
"Other","2003","66 and older","8","","","","8"
"PDS/Linke","2003","16-34 y.","74","0.0315737988755592","0.024044580386425","0.0391030173646935","5"
"PDS/Linke","2003","35-65 y.","197","0.024378099113799","0.0205837372491733","0.0281724609784247","5"
"PDS/Linke","2003","66 and older","115","0.0439733407856119","0.0352433789546924","0.0527033026165314","5"
"SPD","2003","16-34 y.","676","0.31746037572039","0.297417413264243","0.337503338176537","1"
"SPD","2003","35-65 y.","2423","0.404664320789811","0.392588227206948","0.416740414372674","1"
"SPD","2003","66 and older","815","0.399775880876003","0.378919083183783","0.420632678568223","1"
"AfD","2004","35-65 y.","","","","","7"
"AfD","2004","16-34 y.","","","","","7"
"AfD","2004","66 and older","","","","","7"
"CDU/CSU","2004","16-34 y.","679","0.403956501383811","0.380394245330832","0.42751875743679","2"
"CDU/CSU","2004","35-65 y.","2339","0.426166678459738","0.412943912920661","0.439389443998816","2"
"CDU/CSU","2004","66 and older","1013","0.52574112474533","0.503469563486155","0.548012686004505","2"
"FDP","2004","16-34 y.","94","0.0600625542543673","0.0486531763037511","0.0714719322049835","3"
"FDP","2004","35-65 y.","222","0.034293361592407","0.0294274153292248","0.0391593078555893","3"
"FDP","2004","66 and older","67","0.0345314016378323","0.0263874884779354","0.0426753147977293","3"
"Grüne","2004","16-34 y.","241","0.152581012161644","0.135314288694833","0.169847735628455","4"
"Grüne","2004","35-65 y.","583","0.104925813829058","0.0967315421254489","0.113120085532667","4"
"Grüne","2004","66 and older","54","0.0233127146078753","0.0165824654134341","0.0300429638023164","4"
"NPD","2004","16-34 y.","28","","","","6"
"NPD","2004","35-65 y.","38","0.00937331230531462","0.0067967465741069","0.0119498780365223","6"
"NPD","2004","66 and older","3","","","","6"
"Other","2004","16-34 y.","24","","","","8"
"Other","2004","35-65 y.","58","0.0116620790898435","0.00879142812225952","0.0145327300574275","8"
"Other","2004","66 and older","10","","","","8"
"PDS/Linke","2004","35-65 y.","227","0.0365724336789604","0.0315533303632278","0.0415915369946929","5"
"PDS/Linke","2004","16-34 y.","69","0.0363050000073135","0.0273231951339649","0.0452868048806621","5"
"PDS/Linke","2004","66 and older","123","0.0495556561246903","0.0398758443000572","0.0592354679493233","5"
"SPD","2004","16-34 y.","531","0.31318545423593","0.290914894819032","0.335456013652827","1"
"SPD","2004","35-65 y.","1906","0.377006321044678","0.364047789007467","0.389964853081889","1"
"SPD","2004","66 and older","661","0.359178096340008","0.337779733359575","0.380576459320441","1"
"AfD","2005","35-65 y.","","","","","7"
"AfD","2005","16-34 y.","","","","","7"
"AfD","2005","66 and older","","","","","7"
"CDU/CSU","2005","16-34 y.","563","0.33100151862638","0.308001264847887","0.354001772404874","2"
"CDU/CSU","2005","35-65 y.","2131","0.389769099443009","0.37656929339091","0.402968905495109","2"
"CDU/CSU","2005","66 and older","1071","0.511039211389279","0.489899693371437","0.53217872940712","2"
"FDP","2005","16-34 y.","96","0.0581694655662946","0.0467291240594015","0.0696098070731877","3"
"FDP","2005","35-65 y.","217","0.0344865145478263","0.02954772439722","0.0394253046984326","3"
"FDP","2005","66 and older","72","0.0270356647734515","0.0201768679272289","0.0338944616196741","3"
"Grüne","2005","16-34 y.","266","0.192961832992603","0.173673805612352","0.212249860372853","4"
"Grüne","2005","35-65 y.","588","0.114024161575895","0.105421632831313","0.122626690320477","4"
"Grüne","2005","66 and older","48","0.0189059852365259","0.0131464701149131","0.0246655003581387","4"
"NPD","2005","16-34 y.","65","0.0468254101194799","0.0364994108059353","0.0571514094330245","6"
"NPD","2005","35-65 y.","57","0.0171338050156709","0.0136215110408852","0.0206460989904566","6"
"NPD","2005","66 and older","7","","","","6"
"Other","2005","16-34 y.","13","","","","8"
"Other","2005","35-65 y.","59","0.0151119746865742","0.0118100224500438","0.0184139269231045","8"
"Other","2005","66 and older","13","","","","8"
"PDS/Linke","2005","16-34 y.","71","0.0360634402733135","0.0269504087636535","0.0451764717829735","5"
"PDS/Linke","2005","35-65 y.","230","0.0379185435389313","0.0327490440669239","0.0430880430109388","5"
"PDS/Linke","2005","66 and older","136","0.0455875070959378","0.0367664236145563","0.0544085905773193","5"
"SPD","2005","16-34 y.","534","0.32767011005041","0.304728986071936","0.350611234028884","1"
"SPD","2005","35-65 y.","1962","0.391555901192093","0.378345257537802","0.404766544846385","1"
"SPD","2005","66 and older","801","0.388148768927762","0.367539955947866","0.408757581907658","1"
"AfD","2006","35-65 y.","","","","","7"
"AfD","2006","16-34 y.","","","","","7"
"AfD","2006","66 and older","","","","","7"
"CDU/CSU","2006","16-34 y.","604","0.301987739280422","0.281026758273367","0.322948720287476","2"
"CDU/CSU","2006","35-65 y.","2469","0.389499075042265","0.377251902872089","0.401746247212441","2"
"CDU/CSU","2006","66 and older","1251","0.504531961590872","0.484842345348653","0.52422157783309","2"
"FDP","2006","16-34 y.","112","0.0672267429782847","0.0557941563203521","0.0786593296362173","3"
"FDP","2006","35-65 y.","295","0.0443926016134007","0.039219696703349","0.0495655065234524","3"
"FDP","2006","66 and older","86","0.0328182743956418","0.0258021545350339","0.0398343942562498","3"
"Grüne","2006","16-34 y.","261","0.143647401753922","0.127634847258059","0.159659956249786","4"
"Grüne","2006","35-65 y.","630","0.102853831626149","0.0952245914769612","0.110483071775337","4"
"Grüne","2006","66 and older","51","0.0160268435129465","0.0110814516340444","0.0209722353918487","4"
"NPD","2006","16-34 y.","66","0.0392776877931234","0.0304090418173396","0.0481463337689072","6"
"NPD","2006","35-65 y.","62","0.016882637946267","0.0136469824086909","0.0201182934838432","6"
"NPD","2006","66 and older","4","","","","6"
"Other","2006","16-34 y.","23","","","","8"
"Other","2006","35-65 y.","57","0.0100238565558356","0.0075219606823918","0.0125257524292795","8"
"Other","2006","66 and older","12","","","","8"
"PDS/Linke","2006","16-34 y.","93","0.0457606468757984","0.0362203879348813","0.0553009058167154","5"
"PDS/Linke","2006","35-65 y.","363","0.0604742953579749","0.0544877099010998","0.06646088081485","5"
"PDS/Linke","2006","66 and older","160","0.0512343304581513","0.0425518242780054","0.0599168366382971","5"
"SPD","2006","16-34 y.","684","0.38571990137327","0.363496799885369","0.40794300286117","1"
"SPD","2006","35-65 y.","2214","0.375873701858107","0.363709134809383","0.388038268906832","1"
"SPD","2006","66 and older","913","0.389507592109612","0.370303968509174","0.408711215710049","1"
"AfD","2007","16-34 y.","","","","","7"
"AfD","2007","35-65 y.","","","","","7"
"AfD","2007","66 and older","","","","","7"
"CDU/CSU","2007","16-34 y.","499","0.317275797620223","0.293777706339779","0.340773888900667","2"
"CDU/CSU","2007","35-65 y.","1916","0.36858816343886","0.355135394953048","0.382040931924672","2"
"CDU/CSU","2007","66 and older","1146","0.491233846132771","0.470904344461668","0.511563347803874","2"
"FDP","2007","16-34 y.","100","0.0612045537214762","0.0491022284879381","0.0733068789550144","3"
"FDP","2007","35-65 y.","268","0.0435788817270289","0.0378858023920815","0.0492719610619762","3"
"FDP","2007","66 and older","84","0.0310247470333074","0.0239740191554738","0.038075474911141","3"
"Grüne","2007","16-34 y.","233","0.168592506379124","0.149690079544751","0.187494933213497","4"
"Grüne","2007","66 and older","59","0.0243018381497736","0.0180400150901306","0.0305636612094165","4"
"Grüne","2007","35-65 y.","578","0.1245020109299","0.1152953875827","0.1337086342771","4"
"NPD","2007","16-34 y.","57","0.0450459937673126","0.0345744484011002","0.055517539133525","6"
"NPD","2007","35-65 y.","52","0.0142941570267145","0.0109840841441018","0.0176042299093272","6"
"NPD","2007","66 and older","6","","","","6"
"Other","2007","16-34 y.","18","","","","8"
"Other","2007","35-65 y.","49","0.00915311098762526","0.00649745231041819","0.0118087696648323","8"
"Other","2007","66 and older","11","","","","8"
"PDS/Linke","2007","35-65 y.","300","0.0619858766599692","0.0552617531945952","0.0687100001253433","5"
"PDS/Linke","2007","16-34 y.","82","0.0549691428966316","0.0434618294710412","0.0664764563222221","5"
"PDS/Linke","2007","66 and older","168","0.0562499039845624","0.0468804801897517","0.065619327779373","5"
"SPD","2007","16-34 y.","518","0.339984696164655","0.316068167104457","0.363901225224854","1"
"SPD","2007","35-65 y.","1777","0.377897799229902","0.364376990573962","0.391418607885843","1"
"SPD","2007","66 and older","849","0.390664887914287","0.370824334667661","0.410505441160913","1"
"AfD","2008","35-65 y.","","","","","7"
"AfD","2008","16-34 y.","","","","","7"
"AfD","2008","66 and older","","","","","7"
"CDU/CSU","2008","16-34 y.","472","0.335890290089123","0.310602298894951","0.361178281283295","2"
"CDU/CSU","2008","35-65 y.","1832","0.387469112600644","0.373367753845275","0.401570471356013","2"
"CDU/CSU","2008","66 and older","1196","0.505859038018638","0.485704885537477","0.526013190499798","2"
"FDP","2008","16-34 y.","86","0.0670430290783712","0.0536523280777318","0.0804337300790106","3"
"FDP","2008","35-65 y.","251","0.0437865582842566","0.0378637694599712","0.049709347108542","3"
"FDP","2008","66 and older","102","0.0385637155084312","0.0308017082549983","0.0463257227618641","3"
"Grüne","2008","16-34 y.","185","0.143274037364353","0.12451543811089","0.162032636617816","4"
"Grüne","2008","35-65 y.","547","0.128801341319715","0.119105238483797","0.138497444155632","4"
"Grüne","2008","66 and older","64","0.0254602942962502","0.0191105558906129","0.0318100327018874","4"
"NPD","2008","16-34 y.","50","0.0344163953455138","0.0246558670624207","0.0441769236286068","6"
"NPD","2008","35-65 y.","49","0.0135776569716339","0.0102278306746655","0.0169274832686024","6"
"NPD","2008","66 and older","2","","","","6"
"Other","2008","16-34 y.","13","","","","8"
"Other","2008","35-65 y.","33","0.00799962033355436","0.00542110909870812","0.0105781315684006","8"
"Other","2008","66 and older","12","","","","8"
"PDS/Linke","2008","16-34 y.","83","0.0539303728588092","0.0418362617744028","0.0660244839432156","5"
"PDS/Linke","2008","35-65 y.","330","0.0717094537637982","0.064241380119247","0.0791775274083494","5"
"PDS/Linke","2008","66 and older","185","0.0589272998600798","0.0494345024352495","0.0684200972849101","5"
"SPD","2008","16-34 y.","451","0.352917199092571","0.327330631360173","0.378503766824969","1"
"SPD","2008","35-65 y.","1543","0.346656256726398","0.332881028250539","0.360431485202258","1"
"SPD","2008","66 and older","803","0.364629254247944","0.345226485081636","0.384032023414252","1"
"AfD","2009","16-34 y.","","","","","7"
"AfD","2009","35-65 y.","","","","","7"
"AfD","2009","66 and older","","","","","7"
"CDU/CSU","2009","16-34 y.","377","0.307595559729044","0.281319582976521","0.333871536481566","2"
"CDU/CSU","2009","66 and older","1141","0.502799237626577","0.482392121410595","0.523206353842559","2"
"CDU/CSU","2009","35-65 y.","1540","0.358939842303494","0.344271092524008","0.37360859208298","2"
"FDP","2009","16-34 y.","122","0.106199532499327","0.0886578798510102","0.123741185147643","3"
"FDP","2009","35-65 y.","339","0.0763611166518414","0.0682399183968798","0.0844823149068029","3"
"FDP","2009","66 and older","150","0.0566490053448932","0.0472138025342297","0.0660842081555567","3"
"Grüne","2009","16-34 y.","201","0.181897294153579","0.159933571565735","0.203861016741423","4"
"Grüne","2009","35-65 y.","561","0.143403762681384","0.132686071773536","0.154121453589232","4"
"Grüne","2009","66 and older","69","0.0293661570661135","0.0224753559870716","0.0362569581451554","4"
"NPD","2009","16-34 y.","46","0.0408795490071472","0.0296055357933113","0.0521535622209832","6"
"NPD","2009","35-65 y.","46","0.0202864023839208","0.015975333530179","0.0245974712376626","6"
"NPD","2009","66 and older","9","","","","6"
"Other","2009","16-34 y.","21","","","","8"
"Other","2009","35-65 y.","38","0.0110304216173536","0.0078365283696655","0.0142243148650416","8"
"Other","2009","66 and older","17","","","","8"
"PDS/Linke","2009","16-34 y.","64","0.0435117548820883","0.0318964120152438","0.0551270977489328","5"
"PDS/Linke","2009","35-65 y.","296","0.0738638002257154","0.0658657131612387","0.0818618872901922","5"
"PDS/Linke","2009","66 and older","176","0.0590355949713308","0.0494158843163605","0.068655305626301","5"
"SPD","2009","16-34 y.","354","0.306909438612518","0.280649782733633","0.333169094491402","1"
"SPD","2009","35-65 y.","1288","0.31611465413629","0.301896381521255","0.330332926751326","1"
"SPD","2009","66 and older","744","0.342549674047963","0.323180473700321","0.361918874395604","1"
"AfD","2010","16-34 y.","","","","","7"
"AfD","2010","35-65 y.","","","","","7"
"AfD","2010","66 and older","","","","","7"
"CDU/CSU","2010","16-34 y.","705","0.304069199453743","0.285036258115286","0.3231021407922","2"
"CDU/CSU","2010","35-65 y.","2292","0.356242708815931","0.344343525360548","0.368141892271314","2"
"CDU/CSU","2010","66 and older","1179","0.485424406122597","0.465573332310643","0.505275479934552","2"
"FDP","2010","16-34 y.","204","0.0886661305667879","0.0769048584492183","0.100427402684357","3"
"FDP","2010","35-65 y.","389","0.0536747614231723","0.048074757123464","0.0592747657228806","3"
"FDP","2010","66 and older","117","0.043340932478973","0.0352532083368073","0.0514286566211388","3"
"Grüne","2010","16-34 y.","397","0.187394357501301","0.17124873342146","0.203539981581141","4"
"Grüne","2010","66 and older","102","0.0386597744294811","0.0310026302693898","0.0463169185895724","4"
"Grüne","2010","35-65 y.","1118","0.154668570106623","0.145683993186212","0.163653147027034","4"
"NPD","2010","16-34 y.","88","0.0397976963437947","0.031709587192906","0.0478858054946835","6"
"NPD","2010","35-65 y.","68","0.0156343785106965","0.0125518889280732","0.0187168680933198","6"
"NPD","2010","66 and older","5","","","","6"
"Other","2010","16-34 y.","47","0.0279922154214737","0.0211674115998466","0.0348170192431009","8"
"Other","2010","35-65 y.","60","0.00988942982349209","0.00743070139540167","0.0123481582515825","8"
"Other","2010","66 and older","7","","","","8"
"PDS/Linke","2010","16-34 y.","184","0.0806784358999867","0.0694103766125646","0.0919464951874088","5"
"PDS/Linke","2010","35-65 y.","495","0.092036316569999","0.0848534641859646","0.0992191689540333","5"
"PDS/Linke","2010","66 and older","202","0.064426335073977","0.0546748824307357","0.0741777877172183","5"
"SPD","2010","16-34 y.","619","0.271401964812913","0.253003264040713","0.289800665585114","1"
"SPD","2010","35-65 y.","1800","0.317853834750086","0.306283776742584","0.329423892757589","1"
"SPD","2010","66 and older","823","0.362740474382459","0.343643930089018","0.3818370186759","1"
"AfD","2011","16-34 y.","","","","","7"
"AfD","2011","35-65 y.","","","","","7"
"AfD","2011","66 and older","","","","","7"
"CDU/CSU","2011","16-34 y.","435","0.296620129416373","0.272607707333198","0.320632551499548","2"
"CDU/CSU","2011","35-65 y.","1711","0.344401997149599","0.330898907318424","0.357905086980774","2"
"CDU/CSU","2011","66 and older","1412","0.493317344690091","0.475026306598161","0.511608382782021","2"
"FDP","2011","16-34 y.","54","0.0301476326099471","0.0211584518599775","0.0391368133599167","3"
"FDP","2011","35-65 y.","163","0.0262163869656963","0.0216759341624545","0.0307568397689381","3"
"FDP","2011","66 and older","83","0.0241970968041363","0.0185753688356687","0.029818824772604","3"
"Grüne","2011","16-34 y.","371","0.268834391938095","0.245527144753805","0.292141639122385","4"
"Grüne","2011","35-65 y.","990","0.206157264356122","0.194661229442029","0.217653299270216","4"
"Grüne","2011","66 and older","167","0.0511642369214653","0.0431032926986885","0.0592251811442421","4"
"NPD","2011","16-34 y.","46","0.0343751830507523","0.0247973467502241","0.0439530193512805","6"
"NPD","2011","35-65 y.","58","0.0157540361820592","0.0122154542485705","0.019292618115548","6"
"NPD","2011","66 and older","3","","","","6"
"Other","2011","16-34 y.","41","0.0343078782989003","0.0247390895772736","0.043876667020527","8"
"Other","2011","35-65 y.","53","0.0154184251175298","0.0119171408254695","0.0189197094095901","8"
"Other","2011","66 and older","14","","","","8"
"PDS/Linke","2011","16-34 y.","82","0.0543459477184279","0.0424283034439726","0.0662635919928832","5"
"PDS/Linke","2011","35-65 y.","323","0.0706456104698212","0.0633642122419521","0.0779270086976903","5"
"PDS/Linke","2011","66 and older","179","0.0479907632995467","0.0401707669119883","0.0558107596871051","5"
"SPD","2011","16-34 y.","361","0.281368836967504","0.257729694844621","0.305007979090388","1"
"SPD","2011","35-65 y.","1459","0.321406279759172","0.308134975302164","0.33467758421618","1"
"SPD","2011","66 and older","1012","0.377018490105444","0.359287783395058","0.394749196815829","1"
"AfD","2012","16-34 y.","","","","","7"
"AfD","2012","35-65 y.","","","","","7"
"AfD","2012","66 and older","","","","","7"
"CDU/CSU","2012","16-34 y.","421","0.324828836374382","0.2985502253477","0.351107447401064","2"
"CDU/CSU","2012","35-65 y.","1637","0.350159770725231","0.336214733936291","0.364104807514171","2"
"CDU/CSU","2012","66 and older","1452","0.512137590521014","0.493963935026503","0.530311246015526","2"
"FDP","2012","16-34 y.","32","0.0332149137195121","0.0231595053885745","0.0432703220504497","3"
"FDP","2012","35-65 y.","118","0.0196375654843713","0.0155813558063393","0.0236937751624033","3"
"FDP","2012","66 and older","78","0.021023939802312","0.0158078702459086","0.0262400093587153","3"
"Grüne","2012","16-34 y.","324","0.266016295756662","0.241221216235481","0.290811375277844","4"
"Grüne","2012","66 and older","154","0.0485329907632146","0.04072002932848","0.0563459521979493","4"
"Grüne","2012","35-65 y.","865","0.195281390665984","0.183692664660256","0.206870116671713","4"
"NPD","2012","16-34 y.","34","0.0305589476643716","0.0209007058134736","0.0402171895152696","6"
"NPD","2012","66 and older","3","","","","6"
"NPD","2012","35-65 y.","50","0.0147170999594776","0.011196839191881","0.0182373607270743","6"
"Other","2012","16-34 y.","18","","","","8"
"Other","2012","35-65 y.","30","0.00940491549630405","0.00658322889353745","0.0122266020990706","8"
"Other","2012","66 and older","9","","","","8"
"PDS/Linke","2012","16-34 y.","60","0.0438877069010963","0.0323931013745132","0.0553823124276793","5"
"PDS/Linke","2012","35-65 y.","300","0.0693521799434642","0.0619253071819083","0.07677905270502","5"
"PDS/Linke","2012","66 and older","170","0.0459785724763077","0.0383637971802317","0.0535933477723838","5"
"SPD","2012","16-34 y.","331","0.291528772448371","0.266027021720545","0.317030523176197","1"
"SPD","2012","35-65 y.","1495","0.341447077725167","0.327584618437634","0.355309537012701","1"
"SPD","2012","66 and older","1040","0.367751751974934","0.350220154991774","0.385283348958095","1"
"AfD","2013","16-34 y.","","","","","7"
"AfD","2013","35-65 y.","","","","","7"
"AfD","2013","66 and older","","","","","7"
"CDU/CSU","2013","16-34 y.","560","0.330170795751787","0.307486467559972","0.352855123943603","2"
"CDU/CSU","2013","35-65 y.","1945","0.387379421495355","0.373849431255638","0.400909411735072","2"
"CDU/CSU","2013","66 and older","1457","0.505808560617593","0.487599417515196","0.52401770371999","2"
"FDP","2013","16-34 y.","46","0.027617697013926","0.0197129712462766","0.0355224227815754","3"
"FDP","2013","35-65 y.","141","0.0255544367703266","0.0211717002003947","0.0299371733402585","3"
"FDP","2013","66 and older","85","0.025630682187416","0.0198750809807357","0.0313862833940963","3"
"Grüne","2013","16-34 y.","369","0.238671583755215","0.218109793162825","0.259233374347606","4"
"Grüne","2013","35-65 y.","926","0.185178432464884","0.174389961941975","0.195966902987793","4"
"Grüne","2013","66 and older","169","0.0558020325305866","0.0474420503480527","0.0641620147131205","4"
"NPD","2013","16-34 y.","22","","","","6"
"NPD","2013","35-65 y.","37","0.0104756550654152","0.0076479295129897","0.0133033806178408","6"
"NPD","2013","66 and older","4","","","","6"
"Other","2013","16-34 y.","26","","","","8"
"Other","2013","35-65 y.","53","0.0142035455659567","0.0109171076686734","0.0174899834632399","8"
"Other","2013","66 and older","21","","","","8"
"PDS/Linke","2013","16-34 y.","85","0.0472515527361351","0.0370169327593242","0.0574861727129461","5"
"PDS/Linke","2013","35-65 y.","292","0.0574661133857983","0.0510023147442692","0.0639299120273274","5"
"PDS/Linke","2013","66 and older","162","0.0424356213744622","0.0350938968291486","0.0497773459197758","5"
"SPD","2013","16-34 y.","543","0.32075820928327","0.298243017861376","0.343273400705164","1"
"SPD","2013","35-65 y.","1586","0.319742395252264","0.306789399162354","0.332695391342175","1"
"SPD","2013","66 and older","998","0.358230310049909","0.340767280948603","0.375693339151215","1"
"AfD","2014","16-34 y.","39","0.0147090452230399","0.00940509202196061","0.0200129984241192","7"
"AfD","2014","35-65 y.","132","0.017313806988773","0.0141886356130681","0.0204389783644778","7"
"AfD","2014","66 and older","38","0.0135917096045515","0.00949051008169749","0.0176929091274055","7"
"CDU/CSU","2014","16-34 y.","695","0.343159778124599","0.322242592394551","0.364076963854647","2"
"CDU/CSU","2014","35-65 y.","2582","0.376653779475036","0.365044481589295","0.388263077360777","2"
"CDU/CSU","2014","66 and older","1527","0.512490251801671","0.494785903113868","0.530194600489473","2"
"FDP","2014","35-65 y.","165","0.0237692274905331","0.0201195549071509","0.0274189000739154","3"
"FDP","2014","16-34 y.","59","0.028163795303699","0.0208748058710404","0.0354527847363575","3"
"FDP","2014","66 and older","78","0.020710955758652","0.015666654495378","0.0257552570219261","3"
"Grüne","2014","16-34 y.","371","0.192843577612858","0.175461301783658","0.210225853442058","4"
"Grüne","2014","66 and older","153","0.0467006984576267","0.039227236584981","0.0541741603302724","4"
"Grüne","2014","35-65 y.","1187","0.171817102675789","0.162779225200474","0.180854980151103","4"
"NPD","2014","16-34 y.","42","0.0245347436142826","0.0177188648223678","0.0313506224061975","6"
"NPD","2014","66 and older","4","","","","6"
"NPD","2014","35-65 y.","53","0.00959626163226435","0.00726050656129493","0.0119320167032338","6"
"Other","2014","16-34 y.","24","","","","8"
"Other","2014","35-65 y.","68","0.0106369441110502","0.00817908826296893","0.0130947999591314","8"
"Other","2014","66 and older","14","","","","8"
