"party","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Grüne","1992","66 and older","Female","5","","","","4"
"Grüne","1992","16-34 y.","Female","117","0.148613420371949","0.122522379805494","0.174704460938404","4"
"Grüne","1992","66 and older","Male","2","","","","4"
"Grüne","1992","35-65 y.","Female","88","0.0565737315885837","0.0446288705428838","0.0685185926342837","4"
"Grüne","1992","35-65 y.","Male","76","0.0432584989342956","0.033633017106078","0.0528839807625133","4"
"NPD","1992","66 and older","Female","","","","","6"
"NPD","1992","66 and older","Male","","","","","6"
"NPD","1992","35-65 y.","Female","","","","","6"
"NPD","1992","16-34 y.","Male","","","","","6"
"NPD","1992","35-65 y.","Male","","","","","6"
"NPD","1992","16-34 y.","Female","","","","","6"
"Other","1992","66 and older","Female","4","","","","8"
"Other","1992","16-34 y.","Male","44","0.0468589892346352","0.0332102256164842","0.0605077528527862","8"
"Other","1992","66 and older","Male","4","","","","8"
"Other","1992","35-65 y.","Female","14","","","","8"
"Other","1992","16-34 y.","Female","20","","","","8"
"Other","1992","35-65 y.","Male","33","0.0256818231829816","0.0181974957812402","0.033166150584723","8"
"PDS/Linke","1992","35-65 y.","Female","36","0.0134480324295201","0.0074926581032142","0.019403406755826","5"
"PDS/Linke","1992","16-34 y.","Male","12","","","","5"
"PDS/Linke","1992","35-65 y.","Male","41","0.0167880257321109","0.0107092958969716","0.0228667555672502","5"
"PDS/Linke","1992","16-34 y.","Female","13","","","","5"
"PDS/Linke","1992","66 and older","Male","15","","","","5"
"PDS/Linke","1992","66 and older","Female","9","","","","5"
"SPD","1992","16-34 y.","Male","416","0.396565239314302","0.364972247150645","0.428158231477959","1"
"SPD","1992","16-34 y.","Female","356","0.514239677078926","0.477579648802175","0.550899705355677","1"
"SPD","1992","35-65 y.","Male","821","0.454942628184187","0.431381891031255","0.478503365337119","1"
"SPD","1992","35-65 y.","Female","656","0.448159710955296","0.422447299159749","0.473872122750844","1"
"SPD","1992","66 and older","Male","146","0.436890195418214","0.384475681385414","0.489304709451015","1"
"SPD","1992","66 and older","Female","157","0.3783331138593","0.331952179795273","0.424714047923327","1"
"AfD","1993","35-65 y.","Female","","","","","7"
"AfD","1993","16-34 y.","Male","","","","","7"
"AfD","1993","16-34 y.","Female","","","","","7"
"AfD","1993","35-65 y.","Male","","","","","7"
"AfD","1993","66 and older","Male","","","","","7"
"AfD","1993","66 and older","Female","","","","","7"
"CDU/CSU","1993","35-65 y.","Female","484","0.41384826629318","0.386674864489869","0.441021668096492","2"
"CDU/CSU","1993","66 and older","Female","201","0.499790504760932","0.450419729568589","0.549161279953276","2"
"CDU/CSU","1993","16-34 y.","Male","228","0.346347647670246","0.313273088681778","0.379422206658715","2"
"CDU/CSU","1993","16-34 y.","Female","129","0.24081614865456","0.20517909348204","0.276453203827079","2"
"CDU/CSU","1993","66 and older","Male","139","0.435695612788672","0.38067580095231","0.490715424625034","2"
"CDU/CSU","1993","35-65 y.","Male","534","0.362439438900018","0.338818810465491","0.386060067334546","2"
"FDP","1993","66 and older","Male","11","","","","3"
"FDP","1993","35-65 y.","Female","43","0.0363125275809084","0.0259916943624032","0.0466333607994137","3"
"FDP","1993","66 and older","Female","20","","","","3"
"FDP","1993","16-34 y.","Female","17","","","","3"
"FDP","1993","35-65 y.","Male","80","0.0525008771479805","0.0415415046308696","0.0634602496650915","3"
"FDP","1993","16-34 y.","Male","32","0.0490207959674548","0.034012194833218","0.0640293971016917","3"
"Grüne","1993","16-34 y.","Female","118","0.229490126297987","0.194442659577513","0.264537593018461","4"
"Grüne","1993","16-34 y.","Male","121","0.156241405097598","0.131002430904917","0.18148037929028","4"
"Grüne","1993","66 and older","Female","6","","","","4"
"Grüne","1993","35-65 y.","Female","93","0.0713705394209607","0.0571669165723199","0.0855741622696014","4"
"Grüne","1993","66 and older","Male","1","","","","4"
"Grüne","1993","35-65 y.","Male","99","0.0636493247787637","0.0516535261809502","0.0756451233765773","4"
"NPD","1993","66 and older","Female","2","","","","6"
"NPD","1993","16-34 y.","Female","18","","","","6"
"NPD","1993","35-65 y.","Female","16","","","","6"
"NPD","1993","66 and older","Male","11","","","","6"
"NPD","1993","16-34 y.","Male","47","0.0594416695314957","0.0430054136687235","0.0758779253942679","6"
"NPD","1993","35-65 y.","Male","45","0.036527217240738","0.027309125620588","0.045745308860888","6"
"Other","1993","16-34 y.","Male","13","","","","8"
"Other","1993","66 and older","Female","2","","","","8"
"Other","1993","35-65 y.","Female","11","","","","8"
"Other","1993","66 and older","Male","4","","","","8"
"Other","1993","16-34 y.","Female","5","","","","8"
"Other","1993","35-65 y.","Male","10","","","","8"
"PDS/Linke","1993","35-65 y.","Female","40","0.0180882700977073","0.0107354632964609","0.0254410768989536","5"
"PDS/Linke","1993","35-65 y.","Male","43","0.0199886414227096","0.0131113061882836","0.0268659766571357","5"
"PDS/Linke","1993","16-34 y.","Female","17","","","","5"
"PDS/Linke","1993","16-34 y.","Male","14","","","","5"
"PDS/Linke","1993","66 and older","Male","14","","","","5"
"PDS/Linke","1993","66 and older","Female","15","","","","5"
"SPD","1993","16-34 y.","Female","249","0.42346416443008","0.382282204582378","0.464646124277782","1"
"SPD","1993","35-65 y.","Male","780","0.459554396562954","0.435066163047432","0.484042630078475","1"
"SPD","1993","35-65 y.","Female","575","0.435084146716516","0.407731653161291","0.46243664027174","1"
"SPD","1993","16-34 y.","Male","340","0.361558582704589","0.328161049457625","0.394956115951553","1"
"SPD","1993","66 and older","Male","132","0.424874220053071","0.370023491329212","0.47972494877693","1"
"SPD","1993","66 and older","Female","148","0.382208459985801","0.33422725987703","0.430189660094572","1"
"AfD","1994","16-34 y.","Male","","","","","7"
"AfD","1994","16-34 y.","Female","","","","","7"
"AfD","1994","35-65 y.","Male","","","","","7"
"AfD","1994","35-65 y.","Female","","","","","7"
"AfD","1994","66 and older","Male","","","","","7"
"AfD","1994","66 and older","Female","","","","","7"
"CDU/CSU","1994","66 and older","Male","153","0.447372017299311","0.394206591527797","0.500537443070826","2"
"CDU/CSU","1994","66 and older","Female","230","0.504399478115813","0.457945674745396","0.550853281486229","2"
"CDU/CSU","1994","16-34 y.","Male","222","0.310612191061773","0.279093079257022","0.342131302866524","2"
"CDU/CSU","1994","16-34 y.","Female","115","0.205296103552931","0.172592748641563","0.2379994584643","2"
"CDU/CSU","1994","35-65 y.","Female","483","0.395778344173314","0.369477286690321","0.422079401656307","2"
"CDU/CSU","1994","35-65 y.","Male","559","0.372529572017192","0.348780121418148","0.396279022616236","2"
"FDP","1994","66 and older","Male","8","","","","3"
"FDP","1994","16-34 y.","Male","19","","","","3"
"FDP","1994","35-65 y.","Female","34","0.0268181592004996","0.0181293445281001","0.0355069738728992","3"
"FDP","1994","66 and older","Female","16","","","","3"
"FDP","1994","16-34 y.","Female","14","","","","3"
"FDP","1994","35-65 y.","Male","60","0.0427007166476515","0.0327691443563898","0.0526322889389132","3"
"Grüne","1994","16-34 y.","Female","117","0.219767606225212","0.186240728495923","0.253294483954502","4"
"Grüne","1994","16-34 y.","Male","120","0.153957129045768","0.129374461392601","0.178539796698936","4"
"Grüne","1994","66 and older","Female","7","","","","4"
"Grüne","1994","35-65 y.","Female","94","0.0714347348741129","0.0575828144141974","0.0852866553340284","4"
"Grüne","1994","66 and older","Male","2","","","","4"
"Grüne","1994","35-65 y.","Male","79","0.0558058493427403","0.0445300568944309","0.0670816417910497","4"
"NPD","1994","66 and older","Female","1","","","","6"
"NPD","1994","16-34 y.","Female","12","","","","6"
"NPD","1994","35-65 y.","Female","7","","","","6"
"NPD","1994","66 and older","Male","6","","","","6"
"NPD","1994","16-34 y.","Male","37","0.0414160976598827","0.0278444499927917","0.0549877453269738","6"
"NPD","1994","35-65 y.","Male","30","0.0178207524923101","0.0113219258027203","0.0243195791818998","6"
"Other","1994","16-34 y.","Male","20","","","","8"
"Other","1994","16-34 y.","Female","5","","","","8"
"Other","1994","66 and older","Female","4","","","","8"
"Other","1994","35-65 y.","Male","20","","","","8"
"Other","1994","35-65 y.","Female","15","","","","8"
"Other","1994","66 and older","Male","1","","","","8"
"PDS/Linke","1994","35-65 y.","Female","69","0.0274113623896138","0.0186296550450542","0.0361930697341735","5"
"PDS/Linke","1994","16-34 y.","Female","24","","","","5"
"PDS/Linke","1994","35-65 y.","Male","54","0.0223613776311725","0.0150983948851475","0.0296243603771975","5"
"PDS/Linke","1994","16-34 y.","Male","27","","","","5"
"PDS/Linke","1994","66 and older","Male","15","","","","5"
"PDS/Linke","1994","66 and older","Female","21","","","","5"
"SPD","1994","16-34 y.","Female","299","0.500126793035278","0.459644111375554","0.540609474695001","1"
"SPD","1994","35-65 y.","Male","790","0.479099500212912","0.454559938301541","0.503639062124283","1"
"SPD","1994","35-65 y.","Female","626","0.463627844577996","0.436807341413991","0.490448347742001","1"
"SPD","1994","16-34 y.","Male","383","0.404017340826669","0.37059400925256","0.437440672400778","1"
"SPD","1994","66 and older","Male","151","0.462333791914116","0.409023305881361","0.515644277946871","1"
"SPD","1994","66 and older","Female","166","0.383975744312665","0.338788184726399","0.42916330389893","1"
"AfD","1995","16-34 y.","Male","","","","","7"
"AfD","1995","16-34 y.","Female","","","","","7"
"AfD","1995","35-65 y.","Male","","","","","7"
"AfD","1995","35-65 y.","Female","","","","","7"
"AfD","1995","66 and older","Male","","","","","7"
"AfD","1995","66 and older","Female","","","","","7"
"CDU/CSU","1995","66 and older","Female","256","0.522379701275841","0.478465556334894","0.566293846216788","2"
"CDU/CSU","1995","35-65 y.","Female","612","0.407871221518873","0.383133020929185","0.432609422108561","2"
"CDU/CSU","1995","66 and older","Male","163","0.456132818647794","0.405105865728738","0.50715977156685","2"
"CDU/CSU","1995","16-34 y.","Male","323","0.34687277748895","0.316298426122584","0.377447128855317","2"
"CDU/CSU","1995","16-34 y.","Female","197","0.269480620749563","0.237294673052923","0.301666568446202","2"
"CDU/CSU","1995","35-65 y.","Male","704","0.400110892039777","0.37755319966683","0.422668584412725","2"
"FDP","1995","35-65 y.","Female","35","0.0258200211700192","0.0178364649621034","0.033803577377935","3"
"FDP","1995","66 and older","Male","14","","","","3"
"FDP","1995","16-34 y.","Male","14","","","","3"
"FDP","1995","66 and older","Female","17","","","","3"
"FDP","1995","16-34 y.","Female","10","","","","3"
"FDP","1995","35-65 y.","Male","56","0.0300657943153447","0.022203008000712","0.0379285806299774","3"
"Grüne","1995","16-34 y.","Female","160","0.244760343901675","0.213571478134687","0.275949209668663","4"
"Grüne","1995","16-34 y.","Male","147","0.17073013121265","0.146560151802092","0.194900110623208","4"
"Grüne","1995","35-65 y.","Female","132","0.0944025223864516","0.079684214220825","0.109120830552078","4"
"Grüne","1995","66 and older","Male","2","","","","4"
"Grüne","1995","66 and older","Female","11","","","","4"
"Grüne","1995","35-65 y.","Male","120","0.0731322817790735","0.061144676494032","0.0851198870641149","4"
"NPD","1995","35-65 y.","Female","7","","","","6"
"NPD","1995","66 and older","Female","1","","","","6"
"NPD","1995","16-34 y.","Male","22","","","","6"
"NPD","1995","35-65 y.","Male","21","","","","6"
"NPD","1995","66 and older","Male","","","","","6"
"NPD","1995","16-34 y.","Female","5","","","","6"
"Other","1995","16-34 y.","Male","11","","","","8"
"Other","1995","16-34 y.","Female","8","","","","8"
"Other","1995","35-65 y.","Male","21","","","","8"
"Other","1995","35-65 y.","Female","9","","","","8"
"Other","1995","66 and older","Male","1","","","","8"
"Other","1995","66 and older","Female","1","","","","8"
"PDS/Linke","1995","35-65 y.","Female","62","0.0234073714392481","0.0157965499685064","0.0310181929099899","5"
"PDS/Linke","1995","35-65 y.","Male","73","0.0273736760422337","0.0198607594786265","0.0348865926058409","5"
"PDS/Linke","1995","16-34 y.","Female","45","0.0436020081807625","0.0287884552109673","0.0584155611505577","5"
"PDS/Linke","1995","16-34 y.","Male","44","0.0388384035890119","0.0264275360402805","0.0512492711377433","5"
"PDS/Linke","1995","66 and older","Male","19","","","","5"
"PDS/Linke","1995","66 and older","Female","25","","","","5"
"SPD","1995","35-65 y.","Female","659","0.438677962575983","0.413698824669652","0.463657100482313","1"
"SPD","1995","66 and older","Male","167","0.44780275490986","0.3968581678128","0.49874734200692","1"
"SPD","1995","35-65 y.","Male","817","0.445731064229219","0.422845284425639","0.468616844032799","1"
"SPD","1995","16-34 y.","Female","305","0.412663205427305","0.376950056982016","0.448376353872593","1"
"SPD","1995","66 and older","Female","186","0.367204696195879","0.324825215201485","0.409584177190272","1"
"SPD","1995","16-34 y.","Male","370","0.3897117583306","0.358385212804844","0.421038303856357","1"
"AfD","1996","16-34 y.","Male","","","","","7"
"AfD","1996","16-34 y.","Female","","","","","7"
"AfD","1996","35-65 y.","Male","","","","","7"
"AfD","1996","35-65 y.","Female","","","","","7"
"AfD","1996","66 and older","Female","","","","","7"
"AfD","1996","66 and older","Male","","","","","7"
"CDU/CSU","1996","66 and older","Female","251","0.543690021049406","0.498515317120299","0.588864724978513","2"
"CDU/CSU","1996","35-65 y.","Female","590","0.431609742991226","0.405857208093029","0.457362277889422","2"
"CDU/CSU","1996","66 and older","Male","171","0.476254428147859","0.424734626123337","0.527774230172381","2"
"CDU/CSU","1996","16-34 y.","Male","327","0.392182465146257","0.359702247789194","0.42466268250332","2"
"CDU/CSU","1996","16-34 y.","Female","187","0.305027129859253","0.269356460101872","0.340697799616634","2"
"CDU/CSU","1996","35-65 y.","Male","690","0.417121022017867","0.393674866747022","0.440567177288712","2"
"FDP","1996","35-65 y.","Female","30","0.023469872856303","0.0155985224952102","0.0313412232173958","3"
"FDP","1996","66 and older","Male","9","","","","3"
"FDP","1996","16-34 y.","Male","9","","","","3"
"FDP","1996","16-34 y.","Female","6","","","","3"
"FDP","1996","35-65 y.","Male","45","0.0280570300479509","0.0202048067449257","0.0359092533509762","3"
"FDP","1996","66 and older","Female","18","","","","3"
"Grüne","1996","16-34 y.","Male","142","0.177367009855492","0.151955661388364","0.20277835832262","4"
"Grüne","1996","16-34 y.","Female","152","0.254800248470586","0.221040874982434","0.288559621958738","4"
"Grüne","1996","66 and older","Male","2","","","","4"
"Grüne","1996","66 and older","Female","6","","","","4"
"Grüne","1996","35-65 y.","Female","154","0.116241277808726","0.0995765549220656","0.132906000695386","4"
"Grüne","1996","35-65 y.","Male","120","0.0803851712237465","0.067456843429426","0.093313499018067","4"
"NPD","1996","35-65 y.","Female","8","","","","6"
"NPD","1996","66 and older","Male","2","","","","6"
"NPD","1996","66 and older","Female","","","","","6"
"NPD","1996","16-34 y.","Male","34","0.0424357243994264","0.0290254394481585","0.0558460093506943","6"
"NPD","1996","35-65 y.","Male","23","","","","6"
"NPD","1996","16-34 y.","Female","9","","","","6"
"Other","1996","16-34 y.","Male","11","","","","8"
"Other","1996","16-34 y.","Female","9","","","","8"
"Other","1996","35-65 y.","Male","16","","","","8"
"Other","1996","35-65 y.","Female","11","","","","8"
"Other","1996","66 and older","Male","","","","","8"
"Other","1996","66 and older","Female","2","","","","8"
"PDS/Linke","1996","35-65 y.","Female","77","0.0279034980385335","0.0193403181469736","0.0364666779300935","5"
"PDS/Linke","1996","35-65 y.","Male","74","0.0275056438748639","0.019728755699487","0.0352825320502408","5"
"PDS/Linke","1996","16-34 y.","Male","41","0.0488223666995124","0.0344863513505013","0.0631583820485234","5"
"PDS/Linke","1996","16-34 y.","Female","37","0.0422209918252275","0.0266414394059069","0.057800544244548","5"
"PDS/Linke","1996","66 and older","Female","29","","","","5"
"PDS/Linke","1996","66 and older","Male","22","","","","5"
"SPD","1996","35-65 y.","Female","551","0.387357996250127","0.362029424590109","0.412686567910145","1"
"SPD","1996","66 and older","Male","155","0.444173572188444","0.392918075817669","0.495429068559219","1"
"SPD","1996","35-65 y.","Male","731","0.421097587170102","0.397620432674537","0.444574741665667","1"
"SPD","1996","16-34 y.","Female","240","0.349446157331217","0.312506755217952","0.386385559444482","1"
"SPD","1996","66 and older","Female","161","0.340933551932378","0.297941405946891","0.383925697917865","1"
"SPD","1996","16-34 y.","Male","304","0.313941886358394","0.283067857014383","0.344815915702406","1"
"AfD","1997","16-34 y.","Male","","","","","7"
"AfD","1997","16-34 y.","Female","","","","","7"
"AfD","1997","35-65 y.","Female","","","","","7"
"AfD","1997","35-65 y.","Male","","","","","7"
"AfD","1997","66 and older","Male","","","","","7"
"AfD","1997","66 and older","Female","","","","","7"
"CDU/CSU","1997","16-34 y.","Male","249","0.344496047979868","0.310047637951199","0.378944458008537","2"
"CDU/CSU","1997","16-34 y.","Female","170","0.29629850254383","0.259169011961916","0.333427993125744","2"
"CDU/CSU","1997","35-65 y.","Male","600","0.389081471698286","0.365041637338874","0.413121306057697","2"
"CDU/CSU","1997","35-65 y.","Female","525","0.405239173320064","0.378894242358972","0.431584104281156","2"
"CDU/CSU","1997","66 and older","Female","233","0.515330768361449","0.469906559059888","0.560754977663009","2"
"CDU/CSU","1997","66 and older","Male","172","0.463336499425825","0.413655320310045","0.513017678541605","2"
"FDP","1997","16-34 y.","Male","16","","","","3"
"FDP","1997","35-65 y.","Male","35","0.0229036556710569","0.0155273204579704","0.0302799908841434","3"
"FDP","1997","16-34 y.","Female","6","","","","3"
"FDP","1997","35-65 y.","Female","31","0.0236122879890493","0.0154643002927399","0.0317602756853586","3"
"FDP","1997","66 and older","Female","15","","","","3"
"FDP","1997","66 and older","Male","5","","","","3"
"Grüne","1997","16-34 y.","Female","129","0.259414978769503","0.223774378393741","0.295055579145265","4"
"Grüne","1997","35-65 y.","Male","117","0.074840164501321","0.0618655250150219","0.08781480398762","4"
"Grüne","1997","35-65 y.","Female","129","0.0964526105074503","0.0806108794097286","0.112294341605172","4"
"Grüne","1997","66 and older","Male","5","","","","4"
"Grüne","1997","16-34 y.","Male","100","0.158566878519949","0.132087642990238","0.185046114049659","4"
"Grüne","1997","66 and older","Female","10","","","","4"
"NPD","1997","16-34 y.","Male","37","0.0480780652206844","0.0325697878185395","0.0635863426228293","6"
"NPD","1997","35-65 y.","Female","6","","","","6"
"NPD","1997","66 and older","Male","5","","","","6"
"NPD","1997","66 and older","Female","3","","","","6"
"NPD","1997","16-34 y.","Female","14","","","","6"
"NPD","1997","35-65 y.","Male","34","0.0215367734248263","0.0143789312011363","0.0286946156485164","6"
"Other","1997","35-65 y.","Female","8","","","","8"
"Other","1997","16-34 y.","Male","14","","","","8"
"Other","1997","16-34 y.","Female","8","","","","8"
"Other","1997","35-65 y.","Male","12","","","","8"
"Other","1997","66 and older","Male","4","","","","8"
"Other","1997","66 and older","Female","2","","","","8"
"PDS/Linke","1997","16-34 y.","Female","25","","","","5"
"PDS/Linke","1997","16-34 y.","Male","33","0.0352919587391435","0.0219159903658506","0.0486679271124364","5"
"PDS/Linke","1997","35-65 y.","Female","66","0.0258338639000706","0.0173208885835317","0.0343468392166094","5"
"PDS/Linke","1997","35-65 y.","Male","64","0.022862397576116","0.0154925535425445","0.0302322416096874","5"
"PDS/Linke","1997","66 and older","Male","25","","","","5"
"PDS/Linke","1997","66 and older","Female","28","","","","5"
"SPD","1997","35-65 y.","Female","569","0.440026739448551","0.413389246048437","0.466664232848665","1"
"SPD","1997","16-34 y.","Male","282","0.365550513032935","0.330639566276541","0.400461459789329","1"
"SPD","1997","16-34 y.","Female","229","0.354549886750615","0.315651638741475","0.393448134759755","1"
"SPD","1997","66 and older","Male","171","0.447755051505927","0.398212458700162","0.497297644311693","1"
"SPD","1997","35-65 y.","Male","718","0.461883663204254","0.437301282691864","0.486466043716645","1"
"SPD","1997","66 and older","Female","174","0.360892499062867","0.317241167143944","0.40454383098179","1"
"AfD","1998","16-34 y.","Female","","","","","7"
"AfD","1998","16-34 y.","Male","","","","","7"
"AfD","1998","35-65 y.","Female","","","","","7"
"AfD","1998","35-65 y.","Male","","","","","7"
"AfD","1998","66 and older","Male","","","","","7"
"AfD","1998","66 and older","Female","","","","","7"
"CDU/CSU","1998","16-34 y.","Male","240","0.296556521407041","0.265083229227321","0.328029813586761","2"
"CDU/CSU","1998","16-34 y.","Female","132","0.218072580052587","0.184083429268452","0.252061730836721","2"
"CDU/CSU","1998","35-65 y.","Male","646","0.369967263960722","0.347749893514067","0.392184634407377","2"
"CDU/CSU","1998","35-65 y.","Female","547","0.357597928689347","0.333882139414077","0.381313717964616","2"
"CDU/CSU","1998","66 and older","Female","264","0.506562434531738","0.464779461256443","0.548345407807033","2"
"CDU/CSU","1998","66 and older","Male","206","0.437092900858095","0.392248894921021","0.481936906795169","2"
"FDP","1998","16-34 y.","Male","21","","","","3"
"FDP","1998","35-65 y.","Female","43","0.0322904534627763","0.0235437137293665","0.0410371931961861","3"
"FDP","1998","66 and older","Female","12","","","","3"
"FDP","1998","16-34 y.","Female","5","","","","3"
"FDP","1998","35-65 y.","Male","42","0.0238112515847056","0.016795285833324","0.0308272173360872","3"
"FDP","1998","66 and older","Male","6","","","","3"
"Grüne","1998","16-34 y.","Female","124","0.230115064706608","0.195469950448144","0.264760178965072","4"
"Grüne","1998","35-65 y.","Male","115","0.0674643114941573","0.0559218289446787","0.0790067940436359","4"
"Grüne","1998","66 and older","Male","5","","","","4"
"Grüne","1998","66 and older","Female","15","","","","4"
"Grüne","1998","16-34 y.","Male","108","0.150125589372367","0.125511794926048","0.174739383818687","4"
"Grüne","1998","35-65 y.","Female","167","0.117092831174511","0.101183229947329","0.133002432401692","4"
"NPD","1998","16-34 y.","Male","34","0.0397990578959877","0.0263283229791394","0.0532697928128359","6"
"NPD","1998","35-65 y.","Female","11","","","","6"
"NPD","1998","66 and older","Male","6","","","","6"
"NPD","1998","66 and older","Female","2","","","","6"
"NPD","1998","16-34 y.","Female","11","","","","6"
"NPD","1998","35-65 y.","Male","28","","","","6"
"Other","1998","35-65 y.","Female","14","","","","8"
"Other","1998","16-34 y.","Male","25","","","","8"
"Other","1998","16-34 y.","Female","10","","","","8"
"Other","1998","35-65 y.","Male","21","","","","8"
"Other","1998","66 and older","Male","4","","","","8"
"Other","1998","66 and older","Female","6","","","","8"
"PDS/Linke","1998","16-34 y.","Male","34","0.0341561563990678","0.0216402650339562","0.0466720477641794","5"
"PDS/Linke","1998","16-34 y.","Female","27","","","","5"
"PDS/Linke","1998","35-65 y.","Female","64","0.0225073614784873","0.0151680442461185","0.0298466787108561","5"
"PDS/Linke","1998","35-65 y.","Male","69","0.0237277345554114","0.0167237841347344","0.0307316849760884","5"
"PDS/Linke","1998","66 and older","Male","27","","","","5"
"PDS/Linke","1998","66 and older","Female","30","0.0341000667580493","0.0189326916023299","0.0492674419137688","5"
"SPD","1998","35-65 y.","Female","723","0.4497708103242","0.42515557083035","0.47438604981805","1"
"SPD","1998","66 and older","Male","216","0.471363035883211","0.426234038315506","0.516492033450917","1"
"SPD","1998","16-34 y.","Male","347","0.411055074601007","0.377150275193519","0.444959874008495","1"
"SPD","1998","16-34 y.","Female","258","0.458197570040677","0.41718628036886","0.499208859712493","1"
"SPD","1998","35-65 y.","Male","893","0.48517727012694","0.462178292565909","0.508176247687971","1"
"SPD","1998","66 and older","Female","221","0.387366161892781","0.346653633262518","0.428078690523045","1"
"AfD","1999","35-65 y.","Female","","","","","7"
"AfD","1999","16-34 y.","Male","","","","","7"
"AfD","1999","35-65 y.","Male","","","","","7"
"AfD","1999","16-34 y.","Female","","","","","7"
"AfD","1999","66 and older","Male","","","","","7"
"AfD","1999","66 and older","Female","","","","","7"
"CDU/CSU","1999","16-34 y.","Male","314","0.363543458141948","0.331635169385643","0.395451746898253","2"
"CDU/CSU","1999","16-34 y.","Female","216","0.328407698517439","0.293790022959881","0.363025374074997","2"
"CDU/CSU","1999","35-65 y.","Male","737","0.401083472830635","0.379154861209072","0.423012084452199","2"
"CDU/CSU","1999","35-65 y.","Female","622","0.395480962541759","0.37167101897382","0.419290906109699","2"
"CDU/CSU","1999","66 and older","Male","229","0.484005405267833","0.439891824315341","0.528118986220324","2"
"CDU/CSU","1999","66 and older","Female","294","0.544668933579258","0.503678123105671","0.585659744052845","2"
"FDP","1999","16-34 y.","Female","14","","","","3"
"FDP","1999","35-65 y.","Male","50","0.0280937767040637","0.0207006551235482","0.0354868982845792","3"
"FDP","1999","35-65 y.","Female","31","0.0239122350940938","0.0164727118646663","0.0313517583235212","3"
"FDP","1999","66 and older","Male","7","","","","3"
"FDP","1999","16-34 y.","Male","22","","","","3"
"FDP","1999","66 and older","Female","11","","","","3"
"Grüne","1999","16-34 y.","Female","108","0.156215602876533","0.129453740444578","0.182977465308488","4"
"Grüne","1999","16-34 y.","Male","80","0.10228683470514","0.0821857434101955","0.122387926000084","4"
"Grüne","1999","35-65 y.","Male","107","0.0578011226977576","0.047359931902008","0.0682423134935071","4"
"Grüne","1999","35-65 y.","Female","112","0.070310636671209","0.057860617215415","0.082760656127003","4"
"Grüne","1999","66 and older","Male","3","","","","4"
"Grüne","1999","66 and older","Female","10","","","","4"
"NPD","1999","16-34 y.","Male","35","0.0397659874796163","0.026803588123252","0.0527283868359806","6"
"NPD","1999","35-65 y.","Female","7","","","","6"
"NPD","1999","66 and older","Male","3","","","","6"
"NPD","1999","66 and older","Female","","","","","6"
"NPD","1999","16-34 y.","Female","11","","","","6"
"NPD","1999","35-65 y.","Male","23","","","","6"
"Other","1999","35-65 y.","Female","10","","","","8"
"Other","1999","66 and older","Male","4","","","","8"
"Other","1999","66 and older","Female","2","","","","8"
"Other","1999","16-34 y.","Male","25","","","","8"
"Other","1999","16-34 y.","Female","16","","","","8"
"Other","1999","35-65 y.","Male","15","","","","8"
"PDS/Linke","1999","16-34 y.","Female","35","0.0392343827579055","0.0249230354026222","0.0535457301131889","5"
"PDS/Linke","1999","35-65 y.","Female","84","0.0363876253575845","0.0272692256578274","0.0455060250573417","5"
"PDS/Linke","1999","16-34 y.","Male","39","0.038554828831144","0.0257833078810809","0.0513263497812072","5"
"PDS/Linke","1999","35-65 y.","Male","75","0.0241149673308422","0.0172513466964739","0.0309785879652105","5"
"PDS/Linke","1999","66 and older","Female","36","0.0438030943898727","0.0269576441056769","0.0606485446740684","5"
"PDS/Linke","1999","66 and older","Male","35","0.0476919556950637","0.0288799143854176","0.0665039970047099","5"
"SPD","1999","16-34 y.","Male","358","0.406478161162143","0.373896146889866","0.439060175434419","1"
"SPD","1999","35-65 y.","Female","754","0.465238405930496","0.440949471198923","0.489527340662068","1"
"SPD","1999","66 and older","Male","212","0.434721007928692","0.390962614543196","0.478479401314189","1"
"SPD","1999","16-34 y.","Female","307","0.427451905273435","0.390985916022393","0.463917894524477","1"
"SPD","1999","35-65 y.","Male","912","0.467956617365028","0.445631850970917","0.490281383759138","1"
"SPD","1999","66 and older","Female","214","0.360600825413983","0.321077274547183","0.400124376280783","1"
"AfD","2000","35-65 y.","Female","","","","","7"
"AfD","2000","16-34 y.","Male","","","","","7"
"AfD","2000","16-34 y.","Female","","","","","7"
"AfD","2000","35-65 y.","Male","","","","","7"
"AfD","2000","66 and older","Female","","","","","7"
"AfD","2000","66 and older","Male","","","","","7"
"CDU/CSU","2000","16-34 y.","Male","437","0.343816594375882","0.317485487053812","0.370147701697952","2"
"CDU/CSU","2000","16-34 y.","Female","331","0.31934800091807","0.290651841480047","0.348044160356094","2"
"CDU/CSU","2000","35-65 y.","Male","1282","0.385333533317613","0.368796414251016","0.401870652384211","2"
"CDU/CSU","2000","35-65 y.","Female","1136","0.378172396362853","0.360746925699933","0.395597867025773","2"
"CDU/CSU","2000","66 and older","Male","467","0.487885977448253","0.456348501216031","0.519423453680474","2"
"CDU/CSU","2000","66 and older","Female","529","0.517607612806899","0.487311249779359","0.547903975834438","2"
"FDP","2000","16-34 y.","Female","14","","","","3"
"FDP","2000","35-65 y.","Male","91","0.0276898133217259","0.0221143094414551","0.0332653172019967","3"
"FDP","2000","66 and older","Male","18","","","","3"
