"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1993","higher vocational","West Germany","136","0.518928785721428","0.459983087466786","0.577874483976069","2"
"CDU/CSU","1993","higher education","West Germany","155","0.365996633698394","0.321976282552559","0.410016984844229","2"
"CDU/CSU","1993","in school","East Germany","1","","","","2"
"CDU/CSU","1993","higher vocational","East Germany","33","0.369688022677034","0.268253933283517","0.471122112070551","2"
"CDU/CSU","1993","middle vocational","West Germany","746","0.402782941185524","0.381157934146413","0.424407948224635","2"
"CDU/CSU","1993","general elemantary","West Germany","274","0.415349790512665","0.380384199391092","0.450315381634238","2"
"CDU/CSU","1993","general elemantary","East Germany","34","0.374986528855285","0.274968254236696","0.475004803473873","2"
"CDU/CSU","1993","higher education","East Germany","59","0.168361307157119","0.127680000046814","0.209042614267423","2"
"FDP","1993","middle vocational","East Germany","27","","","","3"
"FDP","1993","in school","West Germany","2","","","","3"
"FDP","1993","inadequately","East Germany","","","","","3"
"FDP","1993","general elemantary","West Germany","10","","","","3"
"FDP","1993","general elemantary","East Germany","2","","","","3"
"FDP","1993","middle vocational","West Germany","66","0.0430113059636052","0.0340659147392687","0.0519566971879416","3"
"FDP","1993","in school","East Germany","","","","","3"
"FDP","1993","inadequately","West Germany","","","","","3"
"FDP","1993","vocational + Abi","West Germany","14","","","","3"
"FDP","1993","vocational + Abi","East Germany","2","","","","3"
"FDP","1993","higher education","East Germany","20","","","","3"
"FDP","1993","higher vocational","West Germany","10","","","","3"
"FDP","1993","higher vocational","East Germany","4","","","","3"
"FDP","1993","higher education","West Germany","44","0.10670608191712","0.0784923230322539","0.134919840801987","3"
"NPD","1993","higher education","West Germany","6","","","","6"
"NPD","1993","in school","East Germany","2","","","","6"
"NPD","1993","in school","West Germany","","","","","6"
"NPD","1993","inadequately","West Germany","1","","","","6"
"NPD","1993","inadequately","East Germany","","","","","6"
"NPD","1993","higher vocational","East Germany","2","","","","6"
"NPD","1993","vocational + Abi","East Germany","","","","","6"
"NPD","1993","middle vocational","West Germany","63","0.0338655263578659","0.0258901290869228","0.041840923628809","6"
"NPD","1993","higher education","East Germany","3","","","","6"
"NPD","1993","general elemantary","West Germany","19","","","","6"
"NPD","1993","vocational + Abi","West Germany","5","","","","6"
"NPD","1993","general elemantary","East Germany","5","","","","6"
"NPD","1993","higher vocational","West Germany","9","","","","6"
"NPD","1993","middle vocational","East Germany","22","","","","6"
"Other","1993","higher vocational","West Germany","6","","","","8"
"Other","1993","in school","East Germany","1","","","","8"
"Other","1993","inadequately","West Germany","1","","","","8"
"Other","1993","inadequately","East Germany","","","","","8"
"Other","1993","higher vocational","East Germany","1","","","","8"
"Other","1993","higher education","West Germany","3","","","","8"
"Other","1993","vocational + Abi","East Germany","","","","","8"
"Other","1993","in school","West Germany","","","","","8"
"Other","1993","general elemantary","West Germany","6","","","","8"
"Other","1993","general elemantary","East Germany","1","","","","8"
"Other","1993","middle vocational","West Germany","14","","","","8"
"Other","1993","middle vocational","East Germany","5","","","","8"
"Other","1993","vocational + Abi","West Germany","2","","","","8"
"Other","1993","higher education","East Germany","5","","","","8"
"PDS/Linke","1993","inadequately","East Germany","","","","","5"
"PDS/Linke","1993","higher education","West Germany","1","","","","5"
"PDS/Linke","1993","higher education","East Germany","74","0.27508603036661","0.226536625208432","0.323635435524787","5"
"PDS/Linke","1993","general elemantary","West Germany","1","","","","5"
"PDS/Linke","1993","general elemantary","East Germany","9","","","","5"
"PDS/Linke","1993","middle vocational","West Germany","6","","","","5"
"PDS/Linke","1993","higher vocational","West Germany","","","","","5"
"PDS/Linke","1993","inadequately","West Germany","","","","","5"
"PDS/Linke","1993","higher vocational","East Germany","6","","","","5"
"PDS/Linke","1993","vocational + Abi","East Germany","3","","","","5"
"PDS/Linke","1993","in school","East Germany","1","","","","5"
"PDS/Linke","1993","in school","West Germany","1","","","","5"
"PDS/Linke","1993","middle vocational","East Germany","41","0.0788783250648621","0.0566326351136771","0.101124015016047","5"
"PDS/Linke","1993","vocational + Abi","West Germany","","","","","5"
"SPD","1993","higher vocational","East Germany","37","0.421306389016067","0.31755072095186","0.525062057080275","1"
"SPD","1993","higher education","West Germany","156","0.298184776418467","0.25638025066122","0.339989302175714","1"
"SPD","1993","in school","West Germany","16","","","","1"
"SPD","1993","in school","East Germany","2","","","","1"
"SPD","1993","inadequately","West Germany","75","0.814734456754514","0.73262290974585","0.896846003763177","1"
"SPD","1993","inadequately","East Germany","","","","","1"
"SPD","1993","middle vocational","East Germany","224","0.401879444210815","0.361417122422702","0.442341765998928","1"
"SPD","1993","vocational + Abi","East Germany","8","","","","1"
"SPD","1993","higher vocational","West Germany","90","0.304481374076581","0.250190316981494","0.358772431171667","1"
"SPD","1993","higher education","East Germany","114","0.324808017415124","0.273894462786912","0.375721572043337","1"
"SPD","1993","general elemantary","West Germany","413","0.504592536364481","0.469116302770404","0.540068769958557","1"
"SPD","1993","general elemantary","East Germany","28","","","","1"
"SPD","1993","middle vocational","West Germany","965","0.458948877637144","0.436977568832415","0.480920186441872","1"
"SPD","1993","vocational + Abi","West Germany","64","0.349479067882538","0.275132526525083","0.423825609239994","1"
"AfD","1994","in school","West Germany","","","","","7"
"AfD","1994","in school","East Germany","","","","","7"
"AfD","1994","inadequately","West Germany","","","","","7"
"AfD","1994","vocational + Abi","West Germany","","","","","7"
"AfD","1994","vocational + Abi","East Germany","","","","","7"
"AfD","1994","higher vocational","West Germany","","","","","7"
"AfD","1994","higher vocational","East Germany","","","","","7"
"AfD","1994","inadequately","East Germany","","","","","7"
"AfD","1994","general elemantary","West Germany","","","","","7"
"AfD","1994","general elemantary","East Germany","","","","","7"
"AfD","1994","middle vocational","West Germany","","","","","7"
"AfD","1994","middle vocational","East Germany","","","","","7"
"AfD","1994","higher education","West Germany","","","","","7"
"AfD","1994","higher education","East Germany","","","","","7"
"CDU/CSU","1994","in school","West Germany","11","","","","2"
"CDU/CSU","1994","in school","East Germany","2","","","","2"
"CDU/CSU","1994","inadequately","West Germany","12","","","","2"
"CDU/CSU","1994","inadequately","East Germany","","","","","2"
"CDU/CSU","1994","middle vocational","West Germany","750","0.396240017155223","0.375189874459218","0.417290159851228","2"
"CDU/CSU","1994","vocational + Abi","West Germany","40","0.256146987655526","0.188298883276841","0.32399509203421","2"
"CDU/CSU","1994","vocational + Abi","East Germany","4","","","","2"
"CDU/CSU","1994","higher vocational","West Germany","148","0.566657552339868","0.508821386605631","0.624493718074106","2"
"CDU/CSU","1994","higher vocational","East Germany","25","","","","2"
"CDU/CSU","1994","higher education","West Germany","174","0.366228595011907","0.323571380130086","0.408885809893727","2"
"CDU/CSU","1994","middle vocational","East Germany","224","0.362674234011584","0.3236148231717","0.401733644851467","2"
"CDU/CSU","1994","general elemantary","West Germany","254","0.373834969450461","0.339924868599128","0.407745070301793","2"
"CDU/CSU","1994","general elemantary","East Germany","36","0.360329659352564","0.266699552955946","0.453959765749182","2"
"CDU/CSU","1994","higher education","East Germany","67","0.196659427496973","0.154410482511327","0.238908372482619","2"
"FDP","1994","higher education","West Germany","36","0.0853433937159804","0.060605424591513","0.110081362840448","3"
"FDP","1994","higher vocational","East Germany","4","","","","3"
"FDP","1994","inadequately","West Germany","","","","","3"
"FDP","1994","inadequately","East Germany","","","","","3"
"FDP","1994","vocational + Abi","East Germany","1","","","","3"
"FDP","1994","higher vocational","West Germany","7","","","","3"
"FDP","1994","vocational + Abi","West Germany","8","","","","3"
"FDP","1994","in school","East Germany","","","","","3"
"FDP","1994","general elemantary","West Germany","10","","","","3"
"FDP","1994","general elemantary","East Germany","4","","","","3"
"FDP","1994","middle vocational","West Germany","44","0.0261491202525436","0.0192813068554267","0.0330169336496605","3"
"FDP","1994","middle vocational","East Germany","13","","","","3"
"FDP","1994","higher education","East Germany","19","","","","3"
"FDP","1994","in school","West Germany","1","","","","3"
"NPD","1994","in school","East Germany","2","","","","6"
"NPD","1994","inadequately","West Germany","1","","","","6"
"NPD","1994","inadequately","East Germany","","","","","6"
"NPD","1994","higher education","West Germany","4","","","","6"
"NPD","1994","in school","West Germany","","","","","6"
"NPD","1994","higher vocational","East Germany","1","","","","6"
"NPD","1994","general elemantary","West Germany","13","","","","6"
"NPD","1994","general elemantary","East Germany","6","","","","6"
"NPD","1994","higher vocational","West Germany","5","","","","6"
"NPD","1994","middle vocational","East Germany","10","","","","6"
"NPD","1994","middle vocational","West Germany","44","0.0186127206108978","0.0127961251991937","0.0244293160226019","6"
"NPD","1994","higher education","East Germany","2","","","","6"
"NPD","1994","vocational + Abi","West Germany","2","","","","6"
"NPD","1994","vocational + Abi","East Germany","","","","","6"
"Other","1994","in school","East Germany","1","","","","8"
"Other","1994","inadequately","West Germany","4","","","","8"
"Other","1994","inadequately","East Germany","","","","","8"
"Other","1994","higher vocational","West Germany","5","","","","8"
"Other","1994","higher vocational","East Germany","1","","","","8"
"Other","1994","higher education","West Germany","1","","","","8"
"Other","1994","in school","West Germany","","","","","8"
"Other","1994","vocational + Abi","East Germany","1","","","","8"
"Other","1994","general elemantary","West Germany","4","","","","8"
"Other","1994","general elemantary","East Germany","4","","","","8"
"Other","1994","middle vocational","West Germany","22","","","","8"
"Other","1994","middle vocational","East Germany","11","","","","8"
"Other","1994","vocational + Abi","West Germany","1","","","","8"
"Other","1994","higher education","East Germany","8","","","","8"
"PDS/Linke","1994","vocational + Abi","West Germany","2","","","","5"
"PDS/Linke","1994","in school","West Germany","1","","","","5"
"PDS/Linke","1994","in school","East Germany","1","","","","5"
"PDS/Linke","1994","inadequately","West Germany","","","","","5"
"PDS/Linke","1994","inadequately","East Germany","1","","","","5"
"PDS/Linke","1994","general elemantary","West Germany","3","","","","5"
"PDS/Linke","1994","general elemantary","East Germany","10","","","","5"
"PDS/Linke","1994","middle vocational","West Germany","8","","","","5"
"PDS/Linke","1994","middle vocational","East Germany","65","0.11896892706432","0.0926663086785715","0.145271545450068","5"
"PDS/Linke","1994","vocational + Abi","East Germany","5","","","","5"
"PDS/Linke","1994","higher vocational","East Germany","10","","","","5"
"PDS/Linke","1994","higher education","West Germany","1","","","","5"
"PDS/Linke","1994","higher education","East Germany","102","0.317648701619211","0.268162264625521","0.367135138612902","5"
"PDS/Linke","1994","higher vocational","West Germany","","","","","5"
"SPD","1994","inadequately","East Germany","","","","","1"
"SPD","1994","inadequately","West Germany","78","0.774277260168822","0.692339516626772","0.856215003710872","1"
"SPD","1994","general elemantary","East Germany","32","0.357020248233059","0.263580324289643","0.450460172176476","1"
"SPD","1994","in school","East Germany","1","","","","1"
"SPD","1994","general elemantary","West Germany","459","0.551373782598334","0.5165151701987","0.586232394997969","1"
"SPD","1994","higher vocational","East Germany","30","0.367142160770035","0.25947755852954","0.47480676301053","1"
"SPD","1994","higher education","West Germany","185","0.34504402976927","0.302952630616117","0.387135428922423","1"
"SPD","1994","in school","West Germany","12","","","","1"
"SPD","1994","middle vocational","West Germany","1100","0.501004570850118","0.479486028818526","0.522523112881709","1"
"SPD","1994","middle vocational","East Germany","210","0.365444638697693","0.326321638211189","0.404567639184198","1"
"SPD","1994","higher education","East Germany","103","0.284247119778795","0.236302683015084","0.332191556542507","1"
"SPD","1994","vocational + Abi","West Germany","73","0.399858900240411","0.32371596799973","0.476001832481092","1"
"SPD","1994","vocational + Abi","East Germany","6","","","","1"
"SPD","1994","higher vocational","West Germany","97","0.319877998459875","0.265439124442591","0.374316872477158","1"
"AfD","1995","in school","West Germany","","","","","7"
"AfD","1995","in school","East Germany","","","","","7"
"AfD","1995","inadequately","West Germany","","","","","7"
"AfD","1995","inadequately","East Germany","","","","","7"
"AfD","1995","general elemantary","West Germany","","","","","7"
"AfD","1995","general elemantary","East Germany","","","","","7"
"AfD","1995","middle vocational","East Germany","","","","","7"
"AfD","1995","vocational + Abi","West Germany","","","","","7"
"AfD","1995","middle vocational","West Germany","","","","","7"
"AfD","1995","vocational + Abi","East Germany","","","","","7"
"AfD","1995","higher vocational","West Germany","","","","","7"
"AfD","1995","higher vocational","East Germany","","","","","7"
"AfD","1995","higher education","West Germany","","","","","7"
"AfD","1995","higher education","East Germany","","","","","7"
"CDU/CSU","1995","in school","West Germany","11","","","","2"
"CDU/CSU","1995","in school","East Germany","6","","","","2"
"CDU/CSU","1995","inadequately","West Germany","18","","","","2"
"CDU/CSU","1995","inadequately","East Germany","","","","","2"
"CDU/CSU","1995","general elemantary","East Germany","46","0.423743905778738","0.327846357647964","0.519641453909513","2"
"CDU/CSU","1995","middle vocational","West Germany","934","0.418245622531603","0.398319151424768","0.438172093638438","2"
"CDU/CSU","1995","middle vocational","East Germany","309","0.423931817627676","0.387375327965625","0.460488307289728","2"
"CDU/CSU","1995","vocational + Abi","West Germany","73","0.334372956434935","0.270259753257403","0.398486159612468","2"
"CDU/CSU","1995","general elemantary","West Germany","318","0.426281713505809","0.392266925066515","0.460296501945102","2"
"CDU/CSU","1995","vocational + Abi","East Germany","14","","","","2"
"CDU/CSU","1995","higher vocational","West Germany","141","0.482424578521227","0.426067800660923","0.53878135638153","2"
"CDU/CSU","1995","higher vocational","East Germany","39","0.377090516620527","0.283035214714051","0.471145818527004","2"
"CDU/CSU","1995","higher education","West Germany","214","0.378166042170613","0.339069996608435","0.417262087732792","2"
"CDU/CSU","1995","higher education","East Germany","108","0.246968953977834","0.204003418326072","0.289934489629595","2"
"FDP","1995","inadequately","East Germany","","","","","3"
"FDP","1995","inadequately","West Germany","1","","","","3"
"FDP","1995","vocational + Abi","West Germany","7","","","","3"
"FDP","1995","in school","East Germany","1","","","","3"
"FDP","1995","general elemantary","West Germany","11","","","","3"
"FDP","1995","general elemantary","East Germany","1","","","","3"
"FDP","1995","higher vocational","East Germany","3","","","","3"
"FDP","1995","higher education","West Germany","32","0.0638445995529801","0.0441344278442333","0.0835547712617269","3"
"FDP","1995","middle vocational","West Germany","51","0.0269689628604784","0.0204250074562485","0.0335129182647083","3"
"FDP","1995","middle vocational","East Germany","14","","","","3"
"FDP","1995","higher vocational","West Germany","10","","","","3"
"FDP","1995","vocational + Abi","East Germany","","","","","3"
"FDP","1995","higher education","East Germany","13","","","","3"
"FDP","1995","in school","West Germany","","","","","3"
"NPD","1995","in school","West Germany","1","","","","6"
"NPD","1995","in school","East Germany","","","","","6"
"NPD","1995","inadequately","West Germany","1","","","","6"
"NPD","1995","inadequately","East Germany","","","","","6"
"NPD","1995","general elemantary","West Germany","6","","","","6"
"NPD","1995","general elemantary","East Germany","2","","","","6"
"NPD","1995","middle vocational","West Germany","30","0.0142171295271743","0.00943477844382325","0.0189994806105253","6"
"NPD","1995","middle vocational","East Germany","12","","","","6"
"NPD","1995","vocational + Abi","East Germany","","","","","6"
"NPD","1995","higher vocational","West Germany","1","","","","6"
"NPD","1995","higher vocational","East Germany","","","","","6"
"NPD","1995","higher education","West Germany","","","","","6"
"NPD","1995","vocational + Abi","West Germany","1","","","","6"
"NPD","1995","higher education","East Germany","","","","","6"
"Other","1995","in school","East Germany","1","","","","8"
"Other","1995","inadequately","West Germany","4","","","","8"
"Other","1995","inadequately","East Germany","","","","","8"
"Other","1995","in school","West Germany","2","","","","8"
"Other","1995","general elemantary","West Germany","9","","","","8"
"Other","1995","general elemantary","East Germany","1","","","","8"
"Other","1995","vocational + Abi","East Germany","","","","","8"
"Other","1995","higher vocational","West Germany","1","","","","8"
"Other","1995","higher vocational","East Germany","2","","","","8"
"Other","1995","higher education","West Germany","2","","","","8"
"Other","1995","middle vocational","West Germany","20","","","","8"
"Other","1995","middle vocational","East Germany","4","","","","8"
"Other","1995","vocational + Abi","West Germany","1","","","","8"
"Other","1995","higher education","East Germany","4","","","","8"
"PDS/Linke","1995","inadequately","East Germany","","","","","5"
"PDS/Linke","1995","general elemantary","West Germany","2","","","","5"
"PDS/Linke","1995","in school","West Germany","","","","","5"
"PDS/Linke","1995","in school","East Germany","7","","","","5"
"PDS/Linke","1995","inadequately","West Germany","","","","","5"
"PDS/Linke","1995","general elemantary","East Germany","16","","","","5"
"PDS/Linke","1995","middle vocational","East Germany","86","0.135546895636753","0.110225068372132","0.160868722901374","5"
"PDS/Linke","1995","middle vocational","West Germany","16","","","","5"
"PDS/Linke","1995","vocational + Abi","West Germany","2","","","","5"
"PDS/Linke","1995","vocational + Abi","East Germany","7","","","","5"
"PDS/Linke","1995","higher vocational","West Germany","1","","","","5"
"PDS/Linke","1995","higher vocational","East Germany","13","","","","5"
"PDS/Linke","1995","higher education","West Germany","3","","","","5"
"PDS/Linke","1995","higher education","East Germany","115","0.338663477224601","0.29151278816519","0.385814166284012","5"
"SPD","1995","inadequately","West Germany","69","0.566145690621781","0.469008810226355","0.663282571017207","1"
"SPD","1995","inadequately","East Germany","1","","","","1"
"SPD","1995","general elemantary","East Germany","27","","","","1"
"SPD","1995","in school","East Germany","2","","","","1"
"SPD","1995","general elemantary","West Germany","422","0.514273032666285","0.479896421638183","0.548649643694386","1"
"SPD","1995","higher vocational","West Germany","119","0.382462328236277","0.327650955396353","0.437273701076202","1"
"SPD","1995","higher vocational","East Germany","39","0.345688734284331","0.25339274752387","0.437984721044792","1"
"SPD","1995","higher education","West Germany","196","0.315809065379187","0.278332886385285","0.353285244373088","1"
"SPD","1995","in school","West Germany","26","","","","1"
"SPD","1995","middle vocational","West Germany","1140","0.466054955082754","0.445903254258978","0.486206655906529","1"
"SPD","1995","middle vocational","East Germany","235","0.339291125339709","0.304266713159068","0.37431553752035","1"
"SPD","1995","vocational + Abi","East Germany","10","","","","1"
"SPD","1995","vocational + Abi","West Germany","76","0.35390064867006","0.288916601513303","0.418884695826817","1"
"SPD","1995","higher education","East Germany","113","0.286410950045278","0.241369588936341","0.331452311154214","1"
"AfD","1996","in school","West Germany","","","","","7"
"AfD","1996","general elemantary","West Germany","","","","","7"
"AfD","1996","general elemantary","East Germany","","","","","7"
"AfD","1996","middle vocational","West Germany","","","","","7"
"AfD","1996","middle vocational","East Germany","","","","","7"
"AfD","1996","vocational + Abi","West Germany","","","","","7"
"AfD","1996","in school","East Germany","","","","","7"
"AfD","1996","inadequately","West Germany","","","","","7"
"AfD","1996","inadequately","East Germany","","","","","7"
"AfD","1996","vocational + Abi","East Germany","","","","","7"
"AfD","1996","higher vocational","West Germany","","","","","7"
"AfD","1996","higher vocational","East Germany","","","","","7"
"AfD","1996","higher education","West Germany","","","","","7"
"AfD","1996","higher education","East Germany","","","","","7"
"CDU/CSU","1996","in school","West Germany","19","","","","2"
"CDU/CSU","1996","general elemantary","East Germany","44","0.522017341834189","0.416445669565646","0.627589014102732","2"
"CDU/CSU","1996","general elemantary","West Germany","295","0.428677289440922","0.39282651575772","0.464528063124125","2"
"CDU/CSU","1996","vocational + Abi","West Germany","59","0.324511434807536","0.257406989487676","0.391615880127395","2"
"CDU/CSU","1996","inadequately","East Germany","1","","","","2"
"CDU/CSU","1996","middle vocational","West Germany","938","0.458934297004229","0.437992269745668","0.479876324262791","2"
"CDU/CSU","1996","middle vocational","East Germany","287","0.440191149379615","0.401366387348856","0.479015911410375","2"
"CDU/CSU","1996","in school","East Germany","5","","","","2"
"CDU/CSU","1996","inadequately","West Germany","23","","","","2"
"CDU/CSU","1996","vocational + Abi","East Germany","9","","","","2"
"CDU/CSU","1996","higher vocational","West Germany","142","0.482329631488124","0.426434043604146","0.538225219372101","2"
"CDU/CSU","1996","higher vocational","East Germany","41","0.414679543024318","0.316127500040809","0.513231586007826","2"
"CDU/CSU","1996","higher education","West Germany","228","0.402809725760106","0.363662970378717","0.441956481141494","2"
"CDU/CSU","1996","higher education","East Germany","101","0.248127657948539","0.204469660473457","0.29178565542362","2"
"FDP","1996","vocational + Abi","West Germany","7","","","","3"
"FDP","1996","general elemantary","East Germany","1","","","","3"
"FDP","1996","general elemantary","West Germany","9","","","","3"
"FDP","1996","higher vocational","East Germany","3","","","","3"
"FDP","1996","inadequately","West Germany","1","","","","3"
"FDP","1996","inadequately","East Germany","","","","","3"
"FDP","1996","middle vocational","West Germany","39","0.0269282768437809","0.020125359905857","0.0337311937817047","3"
"FDP","1996","middle vocational","East Germany","7","","","","3"
"FDP","1996","vocational + Abi","East Germany","","","","","3"
"FDP","1996","higher vocational","West Germany","7","","","","3"
"FDP","1996","in school","East Germany","1","","","","3"
"FDP","1996","higher education","West Germany","31","0.0547903740020151","0.0366266190013625","0.0729541290026677","3"
"FDP","1996","higher education","East Germany","9","","","","3"
"FDP","1996","in school","West Germany","","","","","3"
"NPD","1996","in school","West Germany","","","","","6"
"NPD","1996","vocational + Abi","East Germany","","","","","6"
"NPD","1996","higher vocational","West Germany","3","","","","6"
"NPD","1996","higher vocational","East Germany","2","","","","6"
"NPD","1996","in school","East Germany","2","","","","6"
"NPD","1996","inadequately","West Germany","1","","","","6"
"NPD","1996","inadequately","East Germany","","","","","6"
"NPD","1996","higher education","West Germany","2","","","","6"
"NPD","1996","general elemantary","West Germany","11","","","","6"
"NPD","1996","general elemantary","East Germany","5","","","","6"
"NPD","1996","middle vocational","West Germany","35","0.0181825392368671","0.0125673925917283","0.0237976858820059","6"
"NPD","1996","middle vocational","East Germany","12","","","","6"
"NPD","1996","vocational + Abi","West Germany","","","","","6"
"NPD","1996","higher education","East Germany","1","","","","6"
"Other","1996","in school","West Germany","2","","","","8"
"Other","1996","in school","East Germany","1","","","","8"
"Other","1996","inadequately","West Germany","1","","","","8"
"Other","1996","inadequately","East Germany","","","","","8"
"Other","1996","general elemantary","West Germany","3","","","","8"
"Other","1996","general elemantary","East Germany","","","","","8"
"Other","1996","vocational + Abi","East Germany","","","","","8"
"Other","1996","higher vocational","West Germany","7","","","","8"
"Other","1996","higher vocational","East Germany","1","","","","8"
"Other","1996","higher education","West Germany","2","","","","8"
"Other","1996","middle vocational","West Germany","23","","","","8"
"Other","1996","middle vocational","East Germany","5","","","","8"
"Other","1996","vocational + Abi","West Germany","1","","","","8"
"Other","1996","higher education","East Germany","3","","","","8"
"PDS/Linke","1996","general elemantary","West Germany","4","","","","5"
"PDS/Linke","1996","general elemantary","East Germany","14","","","","5"
"PDS/Linke","1996","middle vocational","West Germany","15","","","","5"
"PDS/Linke","1996","middle vocational","East Germany","91","0.149955900727345","0.122032341275941","0.17787946017875","5"
"PDS/Linke","1996","vocational + Abi","West Germany","1","","","","5"
"PDS/Linke","1996","in school","West Germany","","","","","5"
"PDS/Linke","1996","in school","East Germany","5","","","","5"
"PDS/Linke","1996","inadequately","West Germany","","","","","5"
"PDS/Linke","1996","inadequately","East Germany","","","","","5"
"PDS/Linke","1996","vocational + Abi","East Germany","8","","","","5"
"PDS/Linke","1996","higher vocational","West Germany","2","","","","5"
"PDS/Linke","1996","higher vocational","East Germany","12","","","","5"
"PDS/Linke","1996","higher education","West Germany","5","","","","5"
"PDS/Linke","1996","higher education","East Germany","121","0.35058132478932","0.302352026394278","0.398810623184362","5"
"SPD","1996","in school","East Germany","1","","","","1"
"SPD","1996","inadequately","West Germany","60","0.535641337068897","0.432604942140832","0.638677731996962","1"
"SPD","1996","higher vocational","East Germany","31","0.32396932834179","0.230353858248654","0.417584798434925","1"
"SPD","1996","higher vocational","West Germany","113","0.352110818871596","0.298682814618688","0.405538823124505","1"
"SPD","1996","general elemantary","West Germany","359","0.481132517708631","0.4449371383691","0.517327897048161","1"
"SPD","1996","higher education","West Germany","194","0.303374006334662","0.266681408899366","0.340066603769957","1"
"SPD","1996","inadequately","East Germany","","","","","1"
"SPD","1996","general elemantary","East Germany","17","","","","1"
"SPD","1996","middle vocational","West Germany","975","0.420422017094678","0.399676840999871","0.441167193189484","1"
"SPD","1996","vocational + Abi","East Germany","7","","","","1"
"SPD","1996","in school","West Germany","19","","","","1"
"SPD","1996","middle vocational","East Germany","174","0.293672103630735","0.258051375251779","0.329292832009692","1"
"SPD","1996","vocational + Abi","West Germany","68","0.29297428933255","0.227742446762627","0.358206131902473","1"
"SPD","1996","higher education","East Germany","93","0.234799210857585","0.191955193197864","0.277643228517307","1"
"AfD","1997","in school","West Germany","","","","","7"
"AfD","1997","general elemantary","West Germany","","","","","7"
"AfD","1997","general elemantary","East Germany","","","","","7"
"AfD","1997","higher education","West Germany","","","","","7"
"AfD","1997","higher education","East Germany","","","","","7"
"AfD","1997","middle vocational","East Germany","","","","","7"
"AfD","1997","middle vocational","West Germany","","","","","7"
"AfD","1997","vocational + Abi","West Germany","","","","","7"
"AfD","1997","inadequately","East Germany","","","","","7"
"AfD","1997","vocational + Abi","East Germany","","","","","7"
"AfD","1997","in school","East Germany","","","","","7"
"AfD","1997","inadequately","West Germany","","","","","7"
"AfD","1997","higher vocational","West Germany","","","","","7"
"AfD","1997","higher vocational","East Germany","","","","","7"
"CDU/CSU","1997","general elemantary","East Germany","32","0.37671622851947","0.26631286478249","0.48711959225645","2"
"CDU/CSU","1997","higher education","East Germany","89","0.257947082696249","0.211646785400009","0.30424737999249","2"
"CDU/CSU","1997","in school","West Germany","20","","","","2"
"CDU/CSU","1997","higher education","West Germany","203","0.381849512533946","0.341356624403717","0.422342400664175","2"
"CDU/CSU","1997","general elemantary","West Germany","278","0.420162117449489","0.383830334346892","0.456493900552085","2"
"CDU/CSU","1997","middle vocational","West Germany","804","0.414806187134737","0.393509649037709","0.436102725231765","2"
"CDU/CSU","1997","middle vocational","East Germany","241","0.403829667428952","0.363794239471713","0.443865095386191","2"
"CDU/CSU","1997","inadequately","East Germany","","","","","2"
"CDU/CSU","1997","vocational + Abi","West Germany","57","0.339974310524599","0.268129843717258","0.41181877733194","2"
"CDU/CSU","1997","in school","East Germany","6","","","","2"
"CDU/CSU","1997","inadequately","West Germany","15","","","","2"
"CDU/CSU","1997","vocational + Abi","East Germany","12","","","","2"
"CDU/CSU","1997","higher vocational","West Germany","136","0.48102138410045","0.423014093018011","0.53902867518289","2"
"CDU/CSU","1997","higher vocational","East Germany","30","0.36909550473042","0.264649374537002","0.473541634923839","2"
"FDP","1997","in school","East Germany","1","","","","3"
"FDP","1997","inadequately","West Germany","","","","","3"
"FDP","1997","inadequately","East Germany","","","","","3"
"FDP","1997","general elemantary","West Germany","9","","","","3"
"FDP","1997","general elemantary","East Germany","","","","","3"
"FDP","1997","vocational + Abi","West Germany","5","","","","3"
"FDP","1997","higher education","East Germany","10","","","","3"
"FDP","1997","higher vocational","East Germany","4","","","","3"
"FDP","1997","higher education","West Germany","28","","","","3"
"FDP","1997","middle vocational","West Germany","37","0.0244337366458578","0.0177601413432104","0.0311073319485052","3"
"FDP","1997","middle vocational","East Germany","8","","","","3"
"FDP","1997","vocational + Abi","East Germany","","","","","3"
"FDP","1997","higher vocational","West Germany","4","","","","3"
"FDP","1997","in school","West Germany","1","","","","3"
"NPD","1997","higher education","West Germany","3","","","","6"
"NPD","1997","in school","West Germany","1","","","","6"
"NPD","1997","in school","East Germany","3","","","","6"
"NPD","1997","vocational + Abi","East Germany","","","","","6"
"NPD","1997","higher vocational","West Germany","4","","","","6"
"NPD","1997","higher vocational","East Germany","2","","","","6"
"NPD","1997","inadequately","West Germany","1","","","","6"
"NPD","1997","inadequately","East Germany","","","","","6"
"NPD","1997","general elemantary","West Germany","8","","","","6"
"NPD","1997","higher education","East Germany","1","","","","6"
"NPD","1997","general elemantary","East Germany","3","","","","6"
"NPD","1997","middle vocational","West Germany","45","0.0215709461428271","0.0152912908720199","0.0278506014136343","6"
"NPD","1997","middle vocational","East Germany","23","","","","6"
"NPD","1997","vocational + Abi","West Germany","2","","","","6"
"Other","1997","in school","West Germany","","","","","8"
"Other","1997","in school","East Germany","1","","","","8"
"Other","1997","inadequately","West Germany","3","","","","8"
"Other","1997","inadequately","East Germany","","","","","8"
"Other","1997","general elemantary","West Germany","7","","","","8"
"Other","1997","general elemantary","East Germany","3","","","","8"
"Other","1997","vocational + Abi","East Germany","","","","","8"
