"party","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"AfD","1992","(3a) lower tertiary education","higher education","","","",""
"AfD","1992","(3b) higher tertiary education","in school","","","",""
"AfD","1992","(3b) higher tertiary education","inadequately","","","",""
"AfD","1992","(3b) higher tertiary education","general elemantary","","","",""
"AfD","1992","(3b) higher tertiary education","middle vocational","","","",""
"AfD","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"AfD","1992","(3b) higher tertiary education","higher vocational","","","",""
"AfD","1992","(3b) higher tertiary education","higher education","","","",""
"Other","1992","(0) in school","in school","","","",""
"Other","1992","(0) in school","inadequately","","","",""
"Other","1992","(0) in school","general elemantary","","","",""
"Other","1992","(0) in school","middle vocational","","","",""
"Other","1992","(0) in school","vocational + Abi","","","",""
"Other","1992","(0) in school","higher vocational","","","",""
"Other","1992","(0) in school","higher education","","","",""
"Other","1992","(1a) inadequately completed","in school","","","",""
"Other","1992","(1a) inadequately completed","inadequately","","","",""
"Other","1992","(1a) inadequately completed","general elemantary","","","",""
"Other","1992","(1a) inadequately completed","middle vocational","","","",""
"Other","1992","(1a) inadequately completed","vocational + Abi","","","",""
"Other","1992","(1a) inadequately completed","higher vocational","","","",""
"Other","1992","(1a) inadequately completed","higher education","","","",""
"Other","1992","(1b) general elementary school","in school","","","",""
"Other","1992","(1b) general elementary school","inadequately","","","",""
"Other","1992","(1b) general elementary school","general elemantary","","","",""
"Other","1992","(1b) general elementary school","middle vocational","","","",""
"Other","1992","(1b) general elementary school","vocational + Abi","","","",""
"Other","1992","(1b) general elementary school","higher vocational","","","",""
"Other","1992","(1b) general elementary school","higher education","","","",""
"Other","1992","(1c) basic vocational qualification","in school","","","",""
"Other","1992","(1c) basic vocational qualification","inadequately","","","",""
"Other","1992","(1c) basic vocational qualification","general elemantary","","","",""
"Other","1992","(1c) basic vocational qualification","middle vocational","35","0.0214447671402652","0.0147283269147492","0.0281612073657813"
"Other","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","1992","(1c) basic vocational qualification","higher vocational","","","",""
"Other","1992","(1c) basic vocational qualification","higher education","","","",""
"Other","1992","(2b) intermediate general qualification","in school","","","",""
"Other","1992","(2b) intermediate general qualification","inadequately","","","",""
"Other","1992","(2b) intermediate general qualification","general elemantary","","","",""
"Other","1992","(2b) intermediate general qualification","middle vocational","","","",""
"Other","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","1992","(2b) intermediate general qualification","higher vocational","","","",""
"Other","1992","(2b) intermediate general qualification","higher education","","","",""
"Other","1992","(2a) intermediate vocational","in school","","","",""
"Other","1992","(2a) intermediate vocational","inadequately","","","",""
"Other","1992","(2a) intermediate vocational","general elemantary","","","",""
"Other","1992","(2a) intermediate vocational","middle vocational","","","",""
"Other","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","1992","(2a) intermediate vocational","higher vocational","","","",""
"Other","1992","(2a) intermediate vocational","higher education","","","",""
"Other","1992","(2c_gen) general maturity certificate","in school","","","",""
"Other","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","1992","(2c_gen) general maturity certificate","middle vocational","","","",""
"Other","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","1992","(2c_gen) general maturity certificate","higher education","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","1992","(3a) lower tertiary education","in school","","","",""
"Other","1992","(3a) lower tertiary education","inadequately","","","",""
"Other","1992","(3a) lower tertiary education","general elemantary","","","",""
"Other","1992","(3a) lower tertiary education","middle vocational","","","",""
"Other","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","1992","(3a) lower tertiary education","higher vocational","","","",""
"Other","1992","(3a) lower tertiary education","higher education","","","",""
"Other","1992","(3b) higher tertiary education","in school","","","",""
"Other","1992","(3b) higher tertiary education","inadequately","","","",""
"Other","1992","(3b) higher tertiary education","general elemantary","","","",""
"Other","1992","(3b) higher tertiary education","middle vocational","","","",""
"Other","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","1992","(3b) higher tertiary education","higher vocational","","","",""
"Other","1992","(3b) higher tertiary education","higher education","","","",""
"CDU/CSU","1993","(0) in school","in school","","","",""
"CDU/CSU","1993","(0) in school","inadequately","","","",""
"CDU/CSU","1993","(0) in school","general elemantary","","","",""
"CDU/CSU","1993","(0) in school","middle vocational","","","",""
"CDU/CSU","1993","(0) in school","vocational + Abi","","","",""
"CDU/CSU","1993","(0) in school","higher vocational","","","",""
"CDU/CSU","1993","(0) in school","higher education","","","",""
"CDU/CSU","1993","(1a) inadequately completed","in school","","","",""
"CDU/CSU","1993","(1a) inadequately completed","inadequately","","","",""
"CDU/CSU","1993","(1a) inadequately completed","general elemantary","","","",""
"CDU/CSU","1993","(1a) inadequately completed","middle vocational","","","",""
"CDU/CSU","1993","(1a) inadequately completed","vocational + Abi","","","",""
"CDU/CSU","1993","(1a) inadequately completed","higher vocational","","","",""
"CDU/CSU","1993","(1a) inadequately completed","higher education","","","",""
"CDU/CSU","1993","(1b) general elementary school","in school","","","",""
"CDU/CSU","1993","(1b) general elementary school","inadequately","","","",""
"CDU/CSU","1993","(1b) general elementary school","general elemantary","259","0.414326348523891","0.377989700685144","0.450662996362638"
"CDU/CSU","1993","(1b) general elementary school","middle vocational","","","",""
"CDU/CSU","1993","(1b) general elementary school","vocational + Abi","","","",""
"CDU/CSU","1993","(1b) general elementary school","higher vocational","","","",""
"CDU/CSU","1993","(1b) general elementary school","higher education","","","",""
"CDU/CSU","1993","(1c) basic vocational qualification","in school","","","",""
"CDU/CSU","1993","(1c) basic vocational qualification","inadequately","","","",""
"CDU/CSU","1993","(1c) basic vocational qualification","general elemantary","","","",""
"CDU/CSU","1993","(1c) basic vocational qualification","middle vocational","605","0.400151011785734","0.375807892921505","0.424494130649963"
"CDU/CSU","1993","(1c) basic vocational qualification","vocational + Abi","","","",""
"CDU/CSU","1993","(1c) basic vocational qualification","higher vocational","87","0.571118829437864","0.494191393357427","0.6480462655183"
"CDU/CSU","1993","(1c) basic vocational qualification","higher education","","","",""
"CDU/CSU","1993","(2b) intermediate general qualification","in school","","","",""
"CDU/CSU","1993","(2b) intermediate general qualification","inadequately","","","",""
"CDU/CSU","1993","(2b) intermediate general qualification","general elemantary","49","0.401897609008904","0.322641106387036","0.481154111630772"
"CDU/CSU","1993","(2b) intermediate general qualification","middle vocational","","","",""
"CDU/CSU","1993","(2b) intermediate general qualification","vocational + Abi","","","",""
"CDU/CSU","1993","(2b) intermediate general qualification","higher vocational","","","",""
"CDU/CSU","1993","(2b) intermediate general qualification","higher education","","","",""
"CDU/CSU","1993","(2a) intermediate vocational","in school","","","",""
"CDU/CSU","1993","(2a) intermediate vocational","inadequately","","","",""
"CDU/CSU","1993","(2a) intermediate vocational","general elemantary","","","",""
"CDU/CSU","1993","(2a) intermediate vocational","middle vocational","301","0.412991485610018","0.378326582620336","0.447656388599701"
"CDU/CSU","1993","(2a) intermediate vocational","vocational + Abi","","","",""
"CDU/CSU","1993","(2a) intermediate vocational","higher vocational","56","0.460304625515887","0.375277373596829","0.545331877434944"
"CDU/CSU","1993","(2a) intermediate vocational","higher education","","","",""
"CDU/CSU","1993","(2c_gen) general maturity certificate","in school","","","",""
"CDU/CSU","1993","(2c_gen) general maturity certificate","inadequately","","","",""
"CDU/CSU","1993","(2c_gen) general maturity certificate","general elemantary","","","",""
