"party","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1992","(3a) lower tertiary education","higher education","132","0.380794398301342","0.331843022212408","0.429745774390276"
"CDU/CSU","1992","(3b) higher tertiary education","in school","","","",""
"CDU/CSU","1992","(3b) higher tertiary education","inadequately","","","",""
"CDU/CSU","1992","(3b) higher tertiary education","general elemantary","","","",""
"CDU/CSU","1992","(3b) higher tertiary education","middle vocational","","","",""
"CDU/CSU","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"CDU/CSU","1992","(3b) higher tertiary education","higher vocational","","","",""
"CDU/CSU","1992","(3b) higher tertiary education","higher education","127","0.322221338481427","0.27946870783168","0.364973969131174"
"SPD","1992","(0) in school","in school","","","",""
"SPD","1992","(0) in school","inadequately","","","",""
"SPD","1992","(0) in school","general elemantary","","","",""
"SPD","1992","(0) in school","middle vocational","","","",""
"SPD","1992","(0) in school","vocational + Abi","","","",""
"SPD","1992","(0) in school","higher vocational","","","",""
"SPD","1992","(0) in school","higher education","","","",""
"SPD","1992","(1a) inadequately completed","in school","","","",""
"SPD","1992","(1a) inadequately completed","inadequately","74","0.733840769600835","0.646341034707007","0.821340504494663"
"SPD","1992","(1a) inadequately completed","general elemantary","","","",""
"SPD","1992","(1a) inadequately completed","middle vocational","","","",""
"SPD","1992","(1a) inadequately completed","vocational + Abi","","","",""
"SPD","1992","(1a) inadequately completed","higher vocational","","","",""
"SPD","1992","(1a) inadequately completed","higher education","","","",""
"SPD","1992","(1b) general elementary school","in school","","","",""
"SPD","1992","(1b) general elementary school","inadequately","","","",""
"SPD","1992","(1b) general elementary school","general elemantary","427","0.516049325342335","0.481527296746872","0.550571353937798"
"SPD","1992","(1b) general elementary school","middle vocational","","","",""
"SPD","1992","(1b) general elementary school","vocational + Abi","","","",""
"SPD","1992","(1b) general elementary school","higher vocational","","","",""
"SPD","1992","(1b) general elementary school","higher education","","","",""
"SPD","1992","(1c) basic vocational qualification","in school","","","",""
"SPD","1992","(1c) basic vocational qualification","inadequately","","","",""
"SPD","1992","(1c) basic vocational qualification","general elemantary","","","",""
"SPD","1992","(1c) basic vocational qualification","middle vocational","902","0.494873594860573","0.471692550857435","0.518054638863711"
"SPD","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"SPD","1992","(1c) basic vocational qualification","higher vocational","62","0.351718189608936","0.28076812430331","0.422668254914563"
"SPD","1992","(1c) basic vocational qualification","higher education","","","",""
"SPD","1992","(2b) intermediate general qualification","in school","","","",""
"SPD","1992","(2b) intermediate general qualification","inadequately","","","",""
"SPD","1992","(2b) intermediate general qualification","general elemantary","74","0.376643053281486","0.305057540566967","0.448228565996004"
"SPD","1992","(2b) intermediate general qualification","middle vocational","","","",""
"SPD","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"SPD","1992","(2b) intermediate general qualification","higher vocational","","","",""
"SPD","1992","(2b) intermediate general qualification","higher education","","","",""
"SPD","1992","(2a) intermediate vocational","in school","","","",""
"SPD","1992","(2a) intermediate vocational","inadequately","","","",""
"SPD","1992","(2a) intermediate vocational","general elemantary","","","",""
"SPD","1992","(2a) intermediate vocational","middle vocational","385","0.422060422232211","0.390076708705324","0.454044135759098"
"SPD","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"SPD","1992","(2a) intermediate vocational","higher vocational","52","0.310705930927686","0.235638992162982","0.385772869692389"
"SPD","1992","(2a) intermediate vocational","higher education","","","",""
"SPD","1992","(2c_gen) general maturity certificate","in school","","","",""
"SPD","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"SPD","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"SPD","1992","(2c_gen) general maturity certificate","middle vocational","82","0.334244831682721","0.266813957494256","0.401675705871185"
"SPD","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"SPD","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"SPD","1992","(2c_gen) general maturity certificate","higher education","","","",""
"SPD","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"SPD","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"SPD","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"SPD","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"SPD","1992","(2c_voc) vocational maturity certificate","vocational + Abi","94","0.441395523357691","0.370226098566502","0.51256494814888"
"SPD","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"SPD","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"SPD","1992","(3a) lower tertiary education","in school","","","",""
"SPD","1992","(3a) lower tertiary education","inadequately","","","",""
"SPD","1992","(3a) lower tertiary education","general elemantary","","","",""
"SPD","1992","(3a) lower tertiary education","middle vocational","","","",""
"SPD","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"SPD","1992","(3a) lower tertiary education","higher vocational","","","",""
"SPD","1992","(3a) lower tertiary education","higher education","127","0.32146253429153","0.27438060081131","0.36854446777175"
"SPD","1992","(3b) higher tertiary education","in school","","","",""
"SPD","1992","(3b) higher tertiary education","inadequately","","","",""
"SPD","1992","(3b) higher tertiary education","general elemantary","","","",""
"SPD","1992","(3b) higher tertiary education","middle vocational","","","",""
"SPD","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"SPD","1992","(3b) higher tertiary education","higher vocational","","","",""
"SPD","1992","(3b) higher tertiary education","higher education","157","0.31458793179311","0.272107526574825","0.357068337011396"
"FDP","1992","(0) in school","in school","","","",""
"FDP","1992","(0) in school","inadequately","","","",""
"FDP","1992","(0) in school","general elemantary","","","",""
"FDP","1992","(0) in school","middle vocational","","","",""
"FDP","1992","(0) in school","vocational + Abi","","","",""
"FDP","1992","(0) in school","higher vocational","","","",""
"FDP","1992","(0) in school","higher education","","","",""
"FDP","1992","(1a) inadequately completed","in school","","","",""
"FDP","1992","(1a) inadequately completed","inadequately","","","",""
"FDP","1992","(1a) inadequately completed","general elemantary","","","",""
"FDP","1992","(1a) inadequately completed","middle vocational","","","",""
"FDP","1992","(1a) inadequately completed","vocational + Abi","","","",""
"FDP","1992","(1a) inadequately completed","higher vocational","","","",""
"FDP","1992","(1a) inadequately completed","higher education","","","",""
"FDP","1992","(1b) general elementary school","in school","","","",""
"FDP","1992","(1b) general elementary school","inadequately","","","",""
"FDP","1992","(1b) general elementary school","general elemantary","","","",""
"FDP","1992","(1b) general elementary school","middle vocational","","","",""
"FDP","1992","(1b) general elementary school","vocational + Abi","","","",""
"FDP","1992","(1b) general elementary school","higher vocational","","","",""
"FDP","1992","(1b) general elementary school","higher education","","","",""
"FDP","1992","(1c) basic vocational qualification","in school","","","",""
"FDP","1992","(1c) basic vocational qualification","inadequately","","","",""
"FDP","1992","(1c) basic vocational qualification","general elemantary","","","",""
"FDP","1992","(1c) basic vocational qualification","middle vocational","49","0.0273314156122161","0.0197718068027386","0.0348910244216936"
"FDP","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"FDP","1992","(1c) basic vocational qualification","higher vocational","","","",""
"FDP","1992","(1c) basic vocational qualification","higher education","","","",""
"FDP","1992","(2b) intermediate general qualification","in school","","","",""
"FDP","1992","(2b) intermediate general qualification","inadequately","","","",""
"FDP","1992","(2b) intermediate general qualification","general elemantary","","","",""
"FDP","1992","(2b) intermediate general qualification","middle vocational","","","",""
"FDP","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"FDP","1992","(2b) intermediate general qualification","higher vocational","","","",""
"FDP","1992","(2b) intermediate general qualification","higher education","","","",""
"FDP","1992","(2a) intermediate vocational","in school","","","",""
"FDP","1992","(2a) intermediate vocational","inadequately","","","",""
"FDP","1992","(2a) intermediate vocational","general elemantary","","","",""
"FDP","1992","(2a) intermediate vocational","middle vocational","41","0.0483982838829307","0.034500583526292","0.0622959842395694"
"FDP","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"FDP","1992","(2a) intermediate vocational","higher vocational","","","",""
"FDP","1992","(2a) intermediate vocational","higher education","","","",""
"FDP","1992","(2c_gen) general maturity certificate","in school","","","",""
"FDP","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"FDP","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"FDP","1992","(2c_gen) general maturity certificate","middle vocational","","","",""
"FDP","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"FDP","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"FDP","1992","(2c_gen) general maturity certificate","higher education","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"FDP","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"FDP","1992","(3a) lower tertiary education","in school","","","",""
"FDP","1992","(3a) lower tertiary education","inadequately","","","",""
"FDP","1992","(3a) lower tertiary education","general elemantary","","","",""
"FDP","1992","(3a) lower tertiary education","middle vocational","","","",""
"FDP","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"FDP","1992","(3a) lower tertiary education","higher vocational","","","",""
"FDP","1992","(3a) lower tertiary education","higher education","31","0.0921899748512223","0.0630263484178833","0.121353601284561"
"FDP","1992","(3b) higher tertiary education","in school","","","",""
"FDP","1992","(3b) higher tertiary education","inadequately","","","",""
"FDP","1992","(3b) higher tertiary education","general elemantary","","","",""
"FDP","1992","(3b) higher tertiary education","middle vocational","","","",""
"FDP","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"FDP","1992","(3b) higher tertiary education","higher vocational","","","",""
"FDP","1992","(3b) higher tertiary education","higher education","51","0.128132910777807","0.0975557443891049","0.158710077166508"
"Grüne","1992","(0) in school","in school","","","",""
"Grüne","1992","(0) in school","inadequately","","","",""
"Grüne","1992","(0) in school","general elemantary","","","",""
"Grüne","1992","(0) in school","middle vocational","","","",""
"Grüne","1992","(0) in school","vocational + Abi","","","",""
"Grüne","1992","(0) in school","higher vocational","","","",""
"Grüne","1992","(0) in school","higher education","","","",""
"Grüne","1992","(1a) inadequately completed","in school","","","",""
"Grüne","1992","(1a) inadequately completed","inadequately","","","",""
"Grüne","1992","(1a) inadequately completed","general elemantary","","","",""
"Grüne","1992","(1a) inadequately completed","middle vocational","","","",""
"Grüne","1992","(1a) inadequately completed","vocational + Abi","","","",""
"Grüne","1992","(1a) inadequately completed","higher vocational","","","",""
"Grüne","1992","(1a) inadequately completed","higher education","","","",""
"Grüne","1992","(1b) general elementary school","in school","","","",""
"Grüne","1992","(1b) general elementary school","inadequately","","","",""
"Grüne","1992","(1b) general elementary school","general elemantary","","","",""
"Grüne","1992","(1b) general elementary school","middle vocational","","","",""
"Grüne","1992","(1b) general elementary school","vocational + Abi","","","",""
"Grüne","1992","(1b) general elementary school","higher vocational","","","",""
"Grüne","1992","(1b) general elementary school","higher education","","","",""
"Grüne","1992","(1c) basic vocational qualification","in school","","","",""
"Grüne","1992","(1c) basic vocational qualification","inadequately","","","",""
"Grüne","1992","(1c) basic vocational qualification","general elemantary","","","",""
"Grüne","1992","(1c) basic vocational qualification","middle vocational","47","0.0252886561594028","0.0180094050592374","0.0325679072595681"
"Grüne","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"Grüne","1992","(1c) basic vocational qualification","higher vocational","","","",""
"Grüne","1992","(1c) basic vocational qualification","higher education","","","",""
"Grüne","1992","(2b) intermediate general qualification","in school","","","",""
"Grüne","1992","(2b) intermediate general qualification","inadequately","","","",""
"Grüne","1992","(2b) intermediate general qualification","general elemantary","","","",""
"Grüne","1992","(2b) intermediate general qualification","middle vocational","","","",""
"Grüne","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"Grüne","1992","(2b) intermediate general qualification","higher vocational","","","",""
"Grüne","1992","(2b) intermediate general qualification","higher education","","","",""
"Grüne","1992","(2a) intermediate vocational","in school","","","",""
"Grüne","1992","(2a) intermediate vocational","inadequately","","","",""
"Grüne","1992","(2a) intermediate vocational","general elemantary","","","",""
"Grüne","1992","(2a) intermediate vocational","middle vocational","57","0.0534017365984512","0.0388417526553519","0.0679617205415505"
"Grüne","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"Grüne","1992","(2a) intermediate vocational","higher vocational","","","",""
"Grüne","1992","(2a) intermediate vocational","higher education","","","",""
"Grüne","1992","(2c_gen) general maturity certificate","in school","","","",""
"Grüne","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"Grüne","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"Grüne","1992","(2c_gen) general maturity certificate","middle vocational","37","0.1864559782902","0.130782564570768","0.242129392009632"
"Grüne","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Grüne","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"Grüne","1992","(2c_gen) general maturity certificate","higher education","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Grüne","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Grüne","1992","(3a) lower tertiary education","in school","","","",""
"Grüne","1992","(3a) lower tertiary education","inadequately","","","",""
"Grüne","1992","(3a) lower tertiary education","general elemantary","","","",""
"Grüne","1992","(3a) lower tertiary education","middle vocational","","","",""
"Grüne","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Grüne","1992","(3a) lower tertiary education","higher vocational","","","",""
"Grüne","1992","(3a) lower tertiary education","higher education","52","0.126189260921385","0.0927141458641068","0.159664375978664"
"Grüne","1992","(3b) higher tertiary education","in school","","","",""
"Grüne","1992","(3b) higher tertiary education","inadequately","","","",""
"Grüne","1992","(3b) higher tertiary education","general elemantary","","","",""
"Grüne","1992","(3b) higher tertiary education","middle vocational","","","",""
"Grüne","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Grüne","1992","(3b) higher tertiary education","higher vocational","","","",""
"Grüne","1992","(3b) higher tertiary education","higher education","88","0.181157729524931","0.145923051306224","0.216392407743637"
"PDS/Linke","1992","(0) in school","in school","","","",""
"PDS/Linke","1992","(0) in school","inadequately","","","",""
"PDS/Linke","1992","(0) in school","general elemantary","","","",""
"PDS/Linke","1992","(0) in school","middle vocational","","","",""
"PDS/Linke","1992","(0) in school","vocational + Abi","","","",""
"PDS/Linke","1992","(0) in school","higher vocational","","","",""
"PDS/Linke","1992","(0) in school","higher education","","","",""
"PDS/Linke","1992","(1a) inadequately completed","in school","","","",""
"PDS/Linke","1992","(1a) inadequately completed","inadequately","","","",""
"PDS/Linke","1992","(1a) inadequately completed","general elemantary","","","",""
"PDS/Linke","1992","(1a) inadequately completed","middle vocational","","","",""
"PDS/Linke","1992","(1a) inadequately completed","vocational + Abi","","","",""
"PDS/Linke","1992","(1a) inadequately completed","higher vocational","","","",""
"PDS/Linke","1992","(1a) inadequately completed","higher education","","","",""
"PDS/Linke","1992","(1b) general elementary school","in school","","","",""
"PDS/Linke","1992","(1b) general elementary school","inadequately","","","",""
"PDS/Linke","1992","(1b) general elementary school","general elemantary","","","",""
"PDS/Linke","1992","(1b) general elementary school","middle vocational","","","",""
"PDS/Linke","1992","(1b) general elementary school","vocational + Abi","","","",""
"PDS/Linke","1992","(1b) general elementary school","higher vocational","","","",""
"PDS/Linke","1992","(1b) general elementary school","higher education","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","in school","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","inadequately","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","general elemantary","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","middle vocational","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","higher vocational","","","",""
"PDS/Linke","1992","(1c) basic vocational qualification","higher education","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","in school","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","inadequately","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","general elemantary","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","middle vocational","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","higher vocational","","","",""
"PDS/Linke","1992","(2b) intermediate general qualification","higher education","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","in school","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","inadequately","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","general elemantary","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","middle vocational","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","higher vocational","","","",""
"PDS/Linke","1992","(2a) intermediate vocational","higher education","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","in school","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","middle vocational","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"PDS/Linke","1992","(2c_gen) general maturity certificate","higher education","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"PDS/Linke","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","in school","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","inadequately","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","general elemantary","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","middle vocational","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","higher vocational","","","",""
"PDS/Linke","1992","(3a) lower tertiary education","higher education","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","in school","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","inadequately","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","general elemantary","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","middle vocational","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","higher vocational","","","",""
"PDS/Linke","1992","(3b) higher tertiary education","higher education","33","0.0485164589302378","0.0288608303892627","0.068172087471213"
"NPD Combination","1992","(0) in school","in school","","","",""
"NPD Combination","1992","(0) in school","inadequately","","","",""
"NPD Combination","1992","(0) in school","general elemantary","","","",""
"NPD Combination","1992","(0) in school","middle vocational","","","",""
"NPD Combination","1992","(0) in school","vocational + Abi","","","",""
"NPD Combination","1992","(0) in school","higher vocational","","","",""
"NPD Combination","1992","(0) in school","higher education","","","",""
"NPD Combination","1992","(1a) inadequately completed","in school","","","",""
"NPD Combination","1992","(1a) inadequately completed","inadequately","","","",""
"NPD Combination","1992","(1a) inadequately completed","general elemantary","","","",""
"NPD Combination","1992","(1a) inadequately completed","middle vocational","","","",""
"NPD Combination","1992","(1a) inadequately completed","vocational + Abi","","","",""
"NPD Combination","1992","(1a) inadequately completed","higher vocational","","","",""
"NPD Combination","1992","(1a) inadequately completed","higher education","","","",""
"NPD Combination","1992","(1b) general elementary school","in school","","","",""
"NPD Combination","1992","(1b) general elementary school","inadequately","","","",""
"NPD Combination","1992","(1b) general elementary school","general elemantary","","","",""
"NPD Combination","1992","(1b) general elementary school","middle vocational","","","",""
"NPD Combination","1992","(1b) general elementary school","vocational + Abi","","","",""
"NPD Combination","1992","(1b) general elementary school","higher vocational","","","",""
"NPD Combination","1992","(1b) general elementary school","higher education","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","in school","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","inadequately","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","general elemantary","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","middle vocational","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","higher vocational","","","",""
"NPD Combination","1992","(1c) basic vocational qualification","higher education","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","in school","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","inadequately","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","general elemantary","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","middle vocational","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","higher vocational","","","",""
"NPD Combination","1992","(2b) intermediate general qualification","higher education","","","",""
"NPD Combination","1992","(2a) intermediate vocational","in school","","","",""
"NPD Combination","1992","(2a) intermediate vocational","inadequately","","","",""
"NPD Combination","1992","(2a) intermediate vocational","general elemantary","","","",""
"NPD Combination","1992","(2a) intermediate vocational","middle vocational","","","",""
"NPD Combination","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"NPD Combination","1992","(2a) intermediate vocational","higher vocational","","","",""
"NPD Combination","1992","(2a) intermediate vocational","higher education","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","in school","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","middle vocational","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"NPD Combination","1992","(2c_gen) general maturity certificate","higher education","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"NPD Combination","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"NPD Combination","1992","(3a) lower tertiary education","in school","","","",""
"NPD Combination","1992","(3a) lower tertiary education","inadequately","","","",""
"NPD Combination","1992","(3a) lower tertiary education","general elemantary","","","",""
"NPD Combination","1992","(3a) lower tertiary education","middle vocational","","","",""
"NPD Combination","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"NPD Combination","1992","(3a) lower tertiary education","higher vocational","","","",""
"NPD Combination","1992","(3a) lower tertiary education","higher education","","","",""
"NPD Combination","1992","(3b) higher tertiary education","in school","","","",""
"NPD Combination","1992","(3b) higher tertiary education","inadequately","","","",""
"NPD Combination","1992","(3b) higher tertiary education","general elemantary","","","",""
"NPD Combination","1992","(3b) higher tertiary education","middle vocational","","","",""
"NPD Combination","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"NPD Combination","1992","(3b) higher tertiary education","higher vocational","","","",""
"NPD Combination","1992","(3b) higher tertiary education","higher education","","","",""
"AfD","1992","(0) in school","in school","","","",""
"AfD","1992","(0) in school","inadequately","","","",""
"AfD","1992","(0) in school","general elemantary","","","",""
"AfD","1992","(0) in school","middle vocational","","","",""
"AfD","1992","(0) in school","vocational + Abi","","","",""
"AfD","1992","(0) in school","higher vocational","","","",""
"AfD","1992","(0) in school","higher education","","","",""
"AfD","1992","(1a) inadequately completed","in school","","","",""
"AfD","1992","(1a) inadequately completed","inadequately","","","",""
"AfD","1992","(1a) inadequately completed","general elemantary","","","",""
"AfD","1992","(1a) inadequately completed","middle vocational","","","",""
"AfD","1992","(1a) inadequately completed","vocational + Abi","","","",""
"AfD","1992","(1a) inadequately completed","higher vocational","","","",""
"AfD","1992","(1a) inadequately completed","higher education","","","",""
"AfD","1992","(1b) general elementary school","in school","","","",""
"AfD","1992","(1b) general elementary school","inadequately","","","",""
"AfD","1992","(1b) general elementary school","general elemantary","","","",""
"AfD","1992","(1b) general elementary school","middle vocational","","","",""
"AfD","1992","(1b) general elementary school","vocational + Abi","","","",""
"AfD","1992","(1b) general elementary school","higher vocational","","","",""
"AfD","1992","(1b) general elementary school","higher education","","","",""
"AfD","1992","(1c) basic vocational qualification","in school","","","",""
"AfD","1992","(1c) basic vocational qualification","inadequately","","","",""
"AfD","1992","(1c) basic vocational qualification","general elemantary","","","",""
"AfD","1992","(1c) basic vocational qualification","middle vocational","","","",""
"AfD","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"AfD","1992","(1c) basic vocational qualification","higher vocational","","","",""
"AfD","1992","(1c) basic vocational qualification","higher education","","","",""
"AfD","1992","(2b) intermediate general qualification","in school","","","",""
"AfD","1992","(2b) intermediate general qualification","inadequately","","","",""
"AfD","1992","(2b) intermediate general qualification","general elemantary","","","",""
"AfD","1992","(2b) intermediate general qualification","middle vocational","","","",""
"AfD","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"AfD","1992","(2b) intermediate general qualification","higher vocational","","","",""
"AfD","1992","(2b) intermediate general qualification","higher education","","","",""
"AfD","1992","(2a) intermediate vocational","in school","","","",""
"AfD","1992","(2a) intermediate vocational","inadequately","","","",""
"AfD","1992","(2a) intermediate vocational","general elemantary","","","",""
"AfD","1992","(2a) intermediate vocational","middle vocational","","","",""
"AfD","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"AfD","1992","(2a) intermediate vocational","higher vocational","","","",""
"AfD","1992","(2a) intermediate vocational","higher education","","","",""
"AfD","1992","(2c_gen) general maturity certificate","in school","","","",""
"AfD","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"AfD","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"AfD","1992","(2c_gen) general maturity certificate","middle vocational","","","",""
"AfD","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"AfD","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"AfD","1992","(2c_gen) general maturity certificate","higher education","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"AfD","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"AfD","1992","(3a) lower tertiary education","in school","","","",""
"AfD","1992","(3a) lower tertiary education","inadequately","","","",""
"AfD","1992","(3a) lower tertiary education","general elemantary","","","",""
"AfD","1992","(3a) lower tertiary education","middle vocational","","","",""
"AfD","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"AfD","1992","(3a) lower tertiary education","higher vocational","","","",""
