"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","1993","Couple + C. LE and GT 16","Male","85","0.427822380379567","0.363741638203103","0.491903122556032","1"
"CDU/CSU","1993","Couple + C. GT 16 ","Male","218","0.433728234280537","0.393873843964919","0.473582624596155","1"
"CDU/CSU","1993","Single parent ","Female","41","0.42705071938343","0.341691378293718","0.512410060473143","1"
"CDU/CSU","1993","Couple + C. LE 16 ","Male","186","0.331450952322433","0.294095031489056","0.368806873155811","1"
"CDU/CSU","1993","Couple + C. GT 16 ","Female","139","0.436749287218284","0.384935690955733","0.488562883480834","1"
"CDU/CSU","1993","1-pers.-HH","Female","145","0.427801717321063","0.375442208017616","0.480161226624511","1"
"CDU/CSU","1993","Single parent ","Male","20","","","","1"
"CDU/CSU","1993","(Married) couple without C. ","Male","284","0.383647018442058","0.349908398844464","0.417385638039653","1"
"CDU/CSU","1993","(Married) couple without C. ","Female","249","0.413855133114892","0.375334366172788","0.452375900056997","1"
"FDP","1993","Couple + C. GT 16 ","Male","28","","","","3"
"FDP","1993","Couple + C. GT 16 ","Female","14","","","","3"
"FDP","1993","Couple + C. LE and GT 16","Male","8","","","","3"
"FDP","1993","Couple + C. LE 16 ","Female","15","","","","3"
"FDP","1993","Couple + C. LE 16 ","Male","28","","","","3"
"FDP","1993","Couple + C. LE and GT 16","Female","6","","","","3"
"FDP","1993","1-pers.-HH","Male","14","","","","3"
"FDP","1993","1-pers.-HH","Female","22","","","","3"
"FDP","1993","(Married) couple without C. ","Male","32","0.0365742567043109","0.0235502826283312","0.0495982307802906","3"
"FDP","1993","Single parent ","Male","3","","","","3"
"FDP","1993","Single parent ","Female","1","","","","3"
"FDP","1993","(Married) couple without C. ","Female","19","","","","3"
"NPD Combination","1993","Couple + C. LE 16 ","Female","8","","","","6"
"NPD Combination","1993","Couple + C. GT 16 ","Male","23","","","","6"
"NPD Combination","1993","1-pers.-HH","Male","17","","","","6"
"NPD Combination","1993","1-pers.-HH","Female","1","","","","6"
"NPD Combination","1993","(Married) couple without C. ","Male","26","","","","6"
"NPD Combination","1993","(Married) couple without C. ","Female","11","","","","6"
"NPD Combination","1993","Single parent ","Male","4","","","","6"
"NPD Combination","1993","Couple + C. LE 16 ","Male","21","","","","6"
"NPD Combination","1993","Couple + C. GT 16 ","Female","8","","","","6"
"NPD Combination","1993","Couple + C. LE and GT 16","Male","8","","","","6"
"NPD Combination","1993","Couple + C. LE and GT 16","Female","3","","","","6"
"NPD Combination","1993","Single parent ","Female","3","","","","6"
"Other","1993","1-pers.-HH","Male","4","","","","8"
"Other","1993","Couple + C. LE 16 ","Female","5","","","","8"
"Other","1993","Couple + C. GT 16 ","Male","5","","","","8"
"Other","1993","Couple + C. LE 16 ","Male","9","","","","8"
"Other","1993","1-pers.-HH","Female","2","","","","8"
"Other","1993","(Married) couple without C. ","Male","5","","","","8"
"Other","1993","(Married) couple without C. ","Female","2","","","","8"
"Other","1993","Single parent ","Male","1","","","","8"
"Other","1993","Single parent ","Female","1","","","","8"
"Other","1993","Couple + C. GT 16 ","Female","6","","","","8"
"Other","1993","Couple + C. LE and GT 16","Male","","","","","8"
"Other","1993","Couple + C. LE and GT 16","Female","","","","","8"
"PDS/Linke","1993","1-pers.-HH","Male","6","","","","5"
"PDS/Linke","1993","1-pers.-HH","Female","8","","","","5"
"PDS/Linke","1993","Couple + C. LE 16 ","Female","14","","","","5"
"PDS/Linke","1993","(Married) couple without C. ","Male","37","0.0344437078337111","0.0217907985929363","0.0470966170744859","5"
"PDS/Linke","1993","(Married) couple without C. ","Female","31","0.0337182241274991","0.0196008959668038","0.0478355522881945","5"
"PDS/Linke","1993","Single parent ","Male","","","","","5"
"PDS/Linke","1993","Couple + C. LE 16 ","Male","9","","","","5"
"PDS/Linke","1993","Single parent ","Female","5","","","","5"
"PDS/Linke","1993","Couple + C. GT 16 ","Male","14","","","","5"
"PDS/Linke","1993","Couple + C. GT 16 ","Female","8","","","","5"
"PDS/Linke","1993","Couple + C. LE and GT 16","Male","4","","","","5"
"PDS/Linke","1993","Couple + C. LE and GT 16","Female","4","","","","5"
"SPD","1993","(Married) couple without C. ","Female","271","0.428180254316049","0.389480236846944","0.466880271785155","2"
"SPD","1993","1-pers.-HH","Male","112","0.422898068525727","0.361164035179142","0.484632101872313","2"
"SPD","1993","Couple + C. LE 16 ","Female","233","0.458996622846368","0.414829572671315","0.503163673021421","2"
"SPD","1993","1-pers.-HH","Female","141","0.40284882521007","0.350943223817503","0.454754426602637","2"
"SPD","1993","(Married) couple without C. ","Male","371","0.460564782648836","0.425981862920831","0.495147702376841","2"
"SPD","1993","Single parent ","Male","31","0.33711818380316","0.223925115642899","0.450311251963422","2"
"SPD","1993","Single parent ","Female","61","0.403608801507955","0.318944727489032","0.488272875526877","2"
"SPD","1993","Couple + C. LE 16 ","Male","292","0.450127958823808","0.410647518551896","0.489608399095721","2"
"SPD","1993","Couple + C. GT 16 ","Male","263","0.383773146124256","0.344665428585421","0.422880863663091","2"
"SPD","1993","Couple + C. GT 16 ","Female","147","0.39408656040046","0.343038662356335","0.445134458444586","2"
"SPD","1993","Couple + C. LE and GT 16","Male","106","0.397134344246325","0.33376060320535","0.4605080852873","2"
"SPD","1993","Couple + C. LE and GT 16","Female","63","0.4274289006333","0.343035637641857","0.511822163624744","2"
"AfD","1994","1-pers.-HH","Male","","","","","7"
"AfD","1994","(Married) couple without C. ","Male","","","","","7"
"AfD","1994","1-pers.-HH","Female","","","","","7"
"AfD","1994","(Married) couple without C. ","Female","","","","","7"
"AfD","1994","Single parent ","Male","","","","","7"
"AfD","1994","Single parent ","Female","","","","","7"
"AfD","1994","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1994","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1994","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","1994","Couple + C. LE 16 ","Female","","","","","7"
"AfD","1994","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1994","Couple + C. LE and GT 16","Male","","","","","7"
"CDU/CSU","1994","1-pers.-HH","Male","69","0.30221953552487","0.24596613528912","0.358472935760619","1"
"CDU/CSU","1994","Couple + C. LE and GT 16","Female","41","0.306015919801909","0.230484641222622","0.381547198381196","1"
"CDU/CSU","1994","Couple + C. LE 16 ","Female","112","0.262858606991989","0.222935332820487","0.302781881163491","1"
"CDU/CSU","1994","Couple + C. LE and GT 16","Male","75","0.421493782740828","0.354707381012487","0.488280184469168","1"
"CDU/CSU","1994","Single parent ","Female","35","0.409443564468519","0.319959268746568","0.498927860190469","1"
"CDU/CSU","1994","Couple + C. LE 16 ","Male","191","0.340640337525147","0.303000419463076","0.378280255587217","1"
"CDU/CSU","1994","Couple + C. GT 16 ","Male","221","0.434432505934561","0.39426512315862","0.474599888710501","1"
"CDU/CSU","1994","Single parent ","Male","19","","","","1"
"CDU/CSU","1994","Couple + C. GT 16 ","Female","137","0.437417101791448","0.38680247366929","0.488031729913605","1"
"CDU/CSU","1994","(Married) couple without C. ","Female","275","0.417824267719801","0.381392047296354","0.454256488143248","1"
"CDU/CSU","1994","1-pers.-HH","Female","164","0.418266467384094","0.369744163765098","0.46678877100309","1"
"CDU/CSU","1994","(Married) couple without C. ","Male","309","0.378345902038879","0.346266981136778","0.41042482294098","1"
"FDP","1994","Couple + C. LE 16 ","Female","16","","","","3"
"FDP","1994","Couple + C. GT 16 ","Male","17","","","","3"
"FDP","1994","Couple + C. GT 16 ","Female","9","","","","3"
"FDP","1994","Couple + C. LE and GT 16","Male","7","","","","3"
"FDP","1994","Couple + C. LE 16 ","Male","20","","","","3"
"FDP","1994","Couple + C. LE and GT 16","Female","6","","","","3"
"FDP","1994","1-pers.-HH","Female","18","","","","3"
"FDP","1994","(Married) couple without C. ","Male","21","","","","3"
"FDP","1994","Single parent ","Male","3","","","","3"
"FDP","1994","Single parent ","Female","","","","","3"
"FDP","1994","1-pers.-HH","Male","12","","","","3"
"FDP","1994","(Married) couple without C. ","Female","11","","","","3"
"NPD Combination","1994","1-pers.-HH","Male","9","","","","6"
"NPD Combination","1994","1-pers.-HH","Female","","","","","6"
"NPD Combination","1994","(Married) couple without C. ","Male","22","","","","6"
"NPD Combination","1994","(Married) couple without C. ","Female","9","","","","6"
"NPD Combination","1994","Couple + C. LE 16 ","Female","1","","","","6"
"NPD Combination","1994","Couple + C. GT 16 ","Male","14","","","","6"
"NPD Combination","1994","Couple + C. LE and GT 16","Female","4","","","","6"
"NPD Combination","1994","Single parent ","Male","4","","","","6"
"NPD Combination","1994","Single parent ","Female","","","","","6"
"NPD Combination","1994","Couple + C. LE 16 ","Male","14","","","","6"
"NPD Combination","1994","Couple + C. GT 16 ","Female","3","","","","6"
"NPD Combination","1994","Couple + C. LE and GT 16","Male","6","","","","6"
"Other","1994","1-pers.-HH","Male","6","","","","8"
"Other","1994","1-pers.-HH","Female","4","","","","8"
"Other","1994","(Married) couple without C. ","Male","11","","","","8"
"Other","1994","(Married) couple without C. ","Female","6","","","","8"
"Other","1994","Single parent ","Male","2","","","","8"
"Other","1994","Single parent ","Female","1","","","","8"
"Other","1994","Couple + C. LE 16 ","Male","7","","","","8"
"Other","1994","Couple + C. LE 16 ","Female","5","","","","8"
"Other","1994","Couple + C. GT 16 ","Male","11","","","","8"
"Other","1994","Couple + C. GT 16 ","Female","3","","","","8"
"Other","1994","Couple + C. LE and GT 16","Male","1","","","","8"
"Other","1994","Couple + C. LE and GT 16","Female","1","","","","8"
"PDS/Linke","1994","1-pers.-HH","Male","7","","","","5"
"PDS/Linke","1994","1-pers.-HH","Female","15","","","","5"
"PDS/Linke","1994","(Married) couple without C. ","Male","40","0.0349894314194491","0.022834981444282","0.0471438813946162","5"
"PDS/Linke","1994","(Married) couple without C. ","Female","36","0.0379914138920926","0.0238694868375899","0.0521133409465952","5"
"PDS/Linke","1994","Single parent ","Male","2","","","","5"
"PDS/Linke","1994","Couple + C. LE 16 ","Male","18","","","","5"
"PDS/Linke","1994","Couple + C. LE 16 ","Female","25","","","","5"
"PDS/Linke","1994","Single parent ","Female","6","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","Male","20","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","Female","16","","","","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","Male","7","","","","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","Female","11","","","","5"
"SPD","1994","1-pers.-HH","Male","112","0.426482991963635","0.365899804745932","0.487066179181337","2"
"SPD","1994","(Married) couple without C. ","Female","323","0.454884827484109","0.418101024976267","0.49166862999195","2"
"SPD","1994","Couple + C. LE 16 ","Female","236","0.485418372148679","0.440089502039511","0.530747242257847","2"
"SPD","1994","1-pers.-HH","Female","171","0.426066581512328","0.377423359922828","0.474709803101827","2"
"SPD","1994","(Married) couple without C. ","Male","439","0.49554869844117","0.462477218766706","0.528620178115634","2"
"SPD","1994","Single parent ","Male","24","","","","2"
"SPD","1994","Single parent ","Female","62","0.468968362043467","0.378154725469881","0.559781998617054","2"
"SPD","1994","Couple + C. LE 16 ","Male","309","0.480529894757541","0.440849139457833","0.520210650057249","2"
"SPD","1994","Couple + C. GT 16 ","Male","262","0.412165650288698","0.37227845168511","0.452052848892285","2"
"SPD","1994","Couple + C. GT 16 ","Female","166","0.419549467961481","0.369198351818339","0.469900584104624","2"
"SPD","1994","Couple + C. LE and GT 16","Female","64","0.447701828892343","0.366201134479311","0.529202523305375","2"
"SPD","1994","Couple + C. LE and GT 16","Male","96","0.41835481051494","0.351637290048242","0.485072330981639","2"
"AfD","1995","1-pers.-HH","Male","","","","","7"
"AfD","1995","1-pers.-HH","Female","","","","","7"
"AfD","1995","(Married) couple without C. ","Male","","","","","7"
"AfD","1995","(Married) couple without C. ","Female","","","","","7"
"AfD","1995","Single parent ","Male","","","","","7"
"AfD","1995","Single parent ","Female","","","","","7"
"AfD","1995","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1995","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1995","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","1995","Couple + C. LE 16 ","Female","","","","","7"
"AfD","1995","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1995","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","1995","1-pers.-HH","Male","78","0.326559775894582","0.269557487880268","0.383562063908896","1"
"CDU/CSU","1995","(Married) couple without C. ","Female","343","0.429397530278884","0.395742950377824","0.463052110179945","1"
"CDU/CSU","1995","Single parent ","Male","29","","","","1"
"CDU/CSU","1995","Couple + C. LE and GT 16","Female","64","0.336377111117835","0.26829451256055","0.404459709675119","1"
"CDU/CSU","1995","Couple + C. LE 16 ","Female","172","0.296420849788757","0.258495346917817","0.334346352659698","1"
"CDU/CSU","1995","Couple + C. GT 16 ","Male","267","0.445413754560633","0.406603706955267","0.484223802166","1"
"CDU/CSU","1995","(Married) couple without C. ","Male","398","0.412410142205343","0.381776822109693","0.443043462300993","1"
"CDU/CSU","1995","Couple + C. LE and GT 16","Male","94","0.402379296032841","0.341100366782921","0.463658225282761","1"
"CDU/CSU","1995","Single parent ","Female","38","0.325261446981181","0.2484786143445","0.402044279617861","1"
"CDU/CSU","1995","Couple + C. LE 16 ","Male","264","0.379969600724908","0.344540398245369","0.415398803204446","1"
"CDU/CSU","1995","1-pers.-HH","Female","187","0.444445964367736","0.397314949615399","0.491576979120072","1"
"CDU/CSU","1995","Couple + C. GT 16 ","Female","191","0.477222620161272","0.430230814776032","0.524214425546511","1"
"FDP","1995","Couple + C. LE 16 ","Female","13","","","","3"
"FDP","1995","Couple + C. GT 16 ","Male","16","","","","3"
"FDP","1995","Couple + C. GT 16 ","Female","7","","","","3"
"FDP","1995","Couple + C. LE and GT 16","Male","5","","","","3"
"FDP","1995","1-pers.-HH","Female","16","","","","3"
"FDP","1995","Couple + C. LE 16 ","Male","23","","","","3"
"FDP","1995","Couple + C. LE and GT 16","Female","4","","","","3"
"FDP","1995","(Married) couple without C. ","Female","17","","","","3"
"FDP","1995","Single parent ","Male","2","","","","3"
"FDP","1995","1-pers.-HH","Male","5","","","","3"
"FDP","1995","(Married) couple without C. ","Male","27","","","","3"
"FDP","1995","Single parent ","Female","3","","","","3"
"NPD Combination","1995","1-pers.-HH","Female","2","","","","6"
"NPD Combination","1995","1-pers.-HH","Male","12","","","","6"
"NPD Combination","1995","(Married) couple without C. ","Male","7","","","","6"
"NPD Combination","1995","(Married) couple without C. ","Female","6","","","","6"
"NPD Combination","1995","Couple + C. LE 16 ","Female","","","","","6"
"NPD Combination","1995","Couple + C. GT 16 ","Male","8","","","","6"
"NPD Combination","1995","Couple + C. LE and GT 16","Female","2","","","","6"
"NPD Combination","1995","Couple + C. GT 16 ","Female","1","","","","6"
"NPD Combination","1995","Couple + C. LE and GT 16","Male","4","","","","6"
"NPD Combination","1995","Single parent ","Female","1","","","","6"
"NPD Combination","1995","Couple + C. LE 16 ","Male","7","","","","6"
"NPD Combination","1995","Single parent ","Male","4","","","","6"
"Other","1995","1-pers.-HH","Male","4","","","","8"
"Other","1995","1-pers.-HH","Female","2","","","","8"
"Other","1995","(Married) couple without C. ","Male","5","","","","8"
"Other","1995","(Married) couple without C. ","Female","4","","","","8"
"Other","1995","Single parent ","Male","2","","","","8"
"Other","1995","Single parent ","Female","1","","","","8"
"Other","1995","Couple + C. LE 16 ","Male","8","","","","8"
"Other","1995","Couple + C. LE 16 ","Female","2","","","","8"
"Other","1995","Couple + C. GT 16 ","Male","8","","","","8"
"Other","1995","Couple + C. GT 16 ","Female","5","","","","8"
"Other","1995","Couple + C. LE and GT 16","Male","2","","","","8"
"Other","1995","Couple + C. LE and GT 16","Female","4","","","","8"
"PDS/Linke","1995","1-pers.-HH","Male","12","","","","5"
"PDS/Linke","1995","1-pers.-HH","Female","22","","","","5"
"PDS/Linke","1995","(Married) couple without C. ","Male","48","0.0403139511606644","0.0280738634948222","0.0525540388265066","5"
"PDS/Linke","1995","(Married) couple without C. ","Female","36","0.0320199510713305","0.0200500347554777","0.0439898673871832","5"
"PDS/Linke","1995","Single parent ","Male","3","","","","5"
"PDS/Linke","1995","Couple + C. LE 16 ","Male","24","","","","5"
"PDS/Linke","1995","Couple + C. LE 16 ","Female","26","","","","5"
"PDS/Linke","1995","Single parent ","Female","7","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","Male","15","","","","5"
"PDS/Linke","1995","Couple + C. GT 16 ","Female","27","","","","5"
"PDS/Linke","1995","Couple + C. GT 16 ","Male","27","","","","5"
"PDS/Linke","1995","Couple + C. LE and GT 16","Female","6","","","","5"
"SPD","1995","1-pers.-HH","Male","115","0.426329751853296","0.366217167264878","0.486442336441715","2"
"SPD","1995","(Married) couple without C. ","Female","355","0.43867169306916","0.404933186371921","0.472410199766399","2"
"SPD","1995","1-pers.-HH","Female","156","0.373313950877699","0.32743681711739","0.419191084638007","2"
"SPD","1995","(Married) couple without C. ","Male","454","0.463821714209326","0.432788811189872","0.49485461722878","2"
"SPD","1995","Single parent ","Male","29","","","","2"
"SPD","1995","Single parent ","Female","66","0.424956495876807","0.343934551851864","0.50597843990175","2"
"SPD","1995","Couple + C. LE 16 ","Male","323","0.435175380850621","0.398986977123362","0.47136378457788","2"
"SPD","1995","Couple + C. LE 16 ","Female","260","0.458557477596418","0.417177184403673","0.499937770789164","2"
"SPD","1995","Couple + C. GT 16 ","Male","248","0.387224314108473","0.34918699603098","0.425261632185967","2"
"SPD","1995","Couple + C. GT 16 ","Female","165","0.384284123703346","0.338520582445751","0.430047664960942","2"
"SPD","1995","Couple + C. LE and GT 16","Female","80","0.435248865523527","0.36380587806273","0.506691852984324","2"
"SPD","1995","Couple + C. LE and GT 16","Male","103","0.421016480008003","0.359319602256321","0.482713357759684","2"
"AfD","1996","1-pers.-HH","Male","","","","","7"
"AfD","1996","1-pers.-HH","Female","","","","","7"
"AfD","1996","(Married) couple without C. ","Male","","","","","7"
"AfD","1996","(Married) couple without C. ","Female","","","","","7"
"AfD","1996","Single parent ","Male","","","","","7"
"AfD","1996","Single parent ","Female","","","","","7"
"AfD","1996","Couple + C. LE 16 ","Female","","","","","7"
"AfD","1996","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1996","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1996","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","1996","Couple + C. LE and GT 16","Male","","","","","7"
"CDU/CSU","1996","Couple + C. LE and GT 16","Female","63","0.359517890675456","0.289416667887456","0.429619113463456","1"
"CDU/CSU","1996","1-pers.-HH","Male","77","0.331791863689245","0.273541320980591","0.390042406397898","1"
"CDU/CSU","1996","1-pers.-HH","Female","192","0.473870480182717","0.426455076339046","0.521285884026388","1"
"CDU/CSU","1996","Couple + C. LE and GT 16","Male","97","0.406413468103769","0.344911202587028","0.467915733620509","1"
"CDU/CSU","1996","Single parent ","Male","35","0.350543182584809","0.254087000693465","0.446999364476154","1"
"CDU/CSU","1996","(Married) couple without C. ","Female","337","0.467839054541777","0.432550227984992","0.503127881098562","1"
"CDU/CSU","1996","Single parent ","Female","34","0.326084289454109","0.244554943445252","0.407613635462965","1"
"CDU/CSU","1996","Couple + C. LE 16 ","Male","262","0.432888345000038","0.394680366127084","0.471096323872993","1"
"CDU/CSU","1996","Couple + C. GT 16 ","Male","251","0.473791253129873","0.432979361998086","0.514603144261661","1"
"CDU/CSU","1996","Couple + C. GT 16 ","Female","178","0.482575286791008","0.432465502630118","0.532685070951898","1"
"CDU/CSU","1996","(Married) couple without C. ","Male","414","0.437814785006569","0.406785107007717","0.46884446300542","1"
"CDU/CSU","1996","Couple + C. LE 16 ","Female","172","0.329379491154791","0.289138456354702","0.36962052595488","1"
"FDP","1996","Couple + C. LE and GT 16","Male","3","","","","3"
"FDP","1996","Couple + C. LE and GT 16","Female","1","","","","3"
"FDP","1996","1-pers.-HH","Male","7","","","","3"
"FDP","1996","1-pers.-HH","Female","16","","","","3"
"FDP","1996","(Married) couple without C. ","Female","12","","","","3"
"FDP","1996","Single parent ","Male","2","","","","3"
"FDP","1996","Single parent ","Female","2","","","","3"
"FDP","1996","Couple + C. LE 16 ","Female","16","","","","3"
"FDP","1996","Couple + C. GT 16 ","Female","5","","","","3"
"FDP","1996","(Married) couple without C. ","Male","21","","","","3"
"FDP","1996","Couple + C. LE 16 ","Male","16","","","","3"
"FDP","1996","Couple + C. GT 16 ","Male","11","","","","3"
"NPD Combination","1996","1-pers.-HH","Female","3","","","","6"
"NPD Combination","1996","1-pers.-HH","Male","13","","","","6"
"NPD Combination","1996","(Married) couple without C. ","Male","10","","","","6"
"NPD Combination","1996","Single parent ","Female","1","","","","6"
"NPD Combination","1996","Couple + C. LE 16 ","Male","11","","","","6"
"NPD Combination","1996","Couple + C. LE 16 ","Female","3","","","","6"
"NPD Combination","1996","Couple + C. LE and GT 16","Female","1","","","","6"
"NPD Combination","1996","(Married) couple without C. ","Female","6","","","","6"
"NPD Combination","1996","Couple + C. GT 16 ","Male","9","","","","6"
"NPD Combination","1996","Single parent ","Male","5","","","","6"
"NPD Combination","1996","Couple + C. LE and GT 16","Male","9","","","","6"
"NPD Combination","1996","Couple + C. GT 16 ","Female","2","","","","6"
"Other","1996","1-pers.-HH","Male","2","","","","8"
"Other","1996","1-pers.-HH","Female","4","","","","8"
"Other","1996","(Married) couple without C. ","Male","6","","","","8"
"Other","1996","(Married) couple without C. ","Female","6","","","","8"
"Other","1996","Single parent ","Male","2","","","","8"
"Other","1996","Single parent ","Female","1","","","","8"
"Other","1996","Couple + C. LE 16 ","Male","6","","","","8"
"Other","1996","Couple + C. LE 16 ","Female","4","","","","8"
"Other","1996","Couple + C. GT 16 ","Male","6","","","","8"
"Other","1996","Couple + C. GT 16 ","Female","4","","","","8"
"Other","1996","Couple + C. LE and GT 16","Male","3","","","","8"
"Other","1996","Couple + C. LE and GT 16","Female","3","","","","8"
"PDS/Linke","1996","1-pers.-HH","Male","14","","","","5"
"PDS/Linke","1996","1-pers.-HH","Female","26","","","","5"
"PDS/Linke","1996","(Married) couple without C. ","Male","54","0.0410065623306394","0.0286035594012403","0.0534095652600385","5"
"PDS/Linke","1996","(Married) couple without C. ","Female","44","0.0365702320958433","0.023295023015914","0.0498454411757727","5"
"PDS/Linke","1996","Single parent ","Male","5","","","","5"
"PDS/Linke","1996","Couple + C. LE 16 ","Male","20","","","","5"
"PDS/Linke","1996","Couple + C. LE 16 ","Female","27","","","","5"
"PDS/Linke","1996","Single parent ","Female","6","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","Male","24","","","","5"
"PDS/Linke","1996","Couple + C. GT 16 ","Female","20","","","","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","Male","14","","","","5"
"PDS/Linke","1996","Couple + C. LE and GT 16","Female","15","","","","5"
"SPD","1996","1-pers.-HH","Male","102","0.413489323894795","0.352566315385232","0.474412332404359","2"
"SPD","1996","1-pers.-HH","Female","144","0.337931264866718","0.293014443155525","0.382848086577911","2"
"SPD","1996","Single parent ","Male","35","0.364246252768978","0.266965667484828","0.461526838053129","2"
"SPD","1996","(Married) couple without C. ","Female","293","0.384095753271996","0.34969691045853","0.418494596085462","2"
"SPD","1996","(Married) couple without C. ","Male","419","0.431143633574929","0.400169109128855","0.462118158021003","2"
"SPD","1996","Single parent ","Female","56","0.421680045449735","0.335794150717752","0.507565940181719","2"
"SPD","1996","Couple + C. LE 16 ","Male","260","0.362696415339797","0.325621800808648","0.399771029870946","2"
"SPD","1996","Couple + C. LE 16 ","Female","206","0.394477495906973","0.352631037522951","0.436323954290995","2"
"SPD","1996","Couple + C. GT 16 ","Male","225","0.362849630766577","0.323549094093368","0.402150167439786","2"
"SPD","1996","Couple + C. GT 16 ","Female","134","0.341040769316921","0.293501901739052","0.388579636894789","2"
"SPD","1996","Couple + C. LE and GT 16","Male","89","0.370578854074649","0.310103832703804","0.431053875445494","2"
"SPD","1996","Couple + C. LE and GT 16","Female","71","0.383795445739149","0.312751970316792","0.454838921161506","2"
"AfD","1997","1-pers.-HH","Male","","","","","7"
"AfD","1997","1-pers.-HH","Female","","","","","7"
"AfD","1997","(Married) couple without C. ","Male","","","","","7"
"AfD","1997","(Married) couple without C. ","Female","","","","","7"
"AfD","1997","Single parent ","Male","","","","","7"
"AfD","1997","Single parent ","Female","","","","","7"
"AfD","1997","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1997","Couple + C. LE 16 ","Female","","","","","7"
"AfD","1997","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1997","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","1997","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","1997","Couple + C. LE and GT 16","Female","64","0.390416643023952","0.315979991073485","0.464853294974419","1"
"CDU/CSU","1997","1-pers.-HH","Male","72","0.308530265251563","0.251727862478606","0.365332668024521","1"
"CDU/CSU","1997","1-pers.-HH","Female","165","0.44078491548522","0.391699257552109","0.489870573418331","1"
"CDU/CSU","1997","Single parent ","Male","33","0.386350099932995","0.282224073302671","0.490476126563319","1"
"CDU/CSU","1997","Couple + C. LE and GT 16","Male","86","0.420558004642002","0.352482582691115","0.488633426592889","1"
"CDU/CSU","1997","(Married) couple without C. ","Female","325","0.436507313821798","0.40161280138143","0.471401826262165","1"
"CDU/CSU","1997","Single parent ","Female","39","0.31226471909386","0.229693724214504","0.394835713973217","1"
"CDU/CSU","1997","Couple + C. LE 16 ","Male","204","0.406485569693139","0.365804507388148","0.447166631998131","1"
"CDU/CSU","1997","Couple + C. GT 16 ","Male","203","0.445875575265549","0.40248021373595","0.489270936795149","1"
"CDU/CSU","1997","Couple + C. GT 16 ","Female","153","0.508181060187683","0.455805831655998","0.560556288719368","1"
"CDU/CSU","1997","(Married) couple without C. ","Male","372","0.396163036304999","0.365094096049143","0.427231976560856","1"
"CDU/CSU","1997","Couple + C. LE 16 ","Female","131","0.287686824841214","0.245674555914823","0.329699093767606","1"
"FDP","1997","Couple + C. GT 16 ","Male","8","","","","3"
"FDP","1997","Single parent ","Female","2","","","","3"
"FDP","1997","Couple + C. LE 16 ","Male","16","","","","3"
"FDP","1997","Couple + C. LE and GT 16","Male","3","","","","3"
"FDP","1997","Couple + C. LE 16 ","Female","16","","","","3"
"FDP","1997","Couple + C. LE and GT 16","Female","2","","","","3"
"FDP","1997","Couple + C. GT 16 ","Female","3","","","","3"
"FDP","1997","Single parent ","Male","1","","","","3"
"FDP","1997","1-pers.-HH","Male","8","","","","3"
"FDP","1997","1-pers.-HH","Female","16","","","","3"
"FDP","1997","(Married) couple without C. ","Male","17","","","","3"
"FDP","1997","(Married) couple without C. ","Female","11","","","","3"
"NPD Combination","1997","1-pers.-HH","Male","9","","","","6"
"NPD Combination","1997","1-pers.-HH","Female","4","","","","6"
"NPD Combination","1997","Couple + C. GT 16 ","Male","14","","","","6"
"NPD Combination","1997","(Married) couple without C. ","Male","18","","","","6"
"NPD Combination","1997","(Married) couple without C. ","Female","6","","","","6"
"NPD Combination","1997","Single parent ","Male","3","","","","6"
"NPD Combination","1997","Single parent ","Female","1","","","","6"
"NPD Combination","1997","Couple + C. LE 16 ","Female","6","","","","6"
"NPD Combination","1997","Couple + C. GT 16 ","Female","3","","","","6"
"NPD Combination","1997","Couple + C. LE and GT 16","Male","11","","","","6"
"NPD Combination","1997","Couple + C. LE 16 ","Male","13","","","","6"
"NPD Combination","1997","Couple + C. LE and GT 16","Female","1","","","","6"
"Other","1997","Couple + C. GT 16 ","Female","3","","","","8"
"Other","1997","Couple + C. LE and GT 16","Male","4","","","","8"
