"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Other","1997","Couple + C. LE and GT 16","Female","4","","","","8"
"Other","1997","1-pers.-HH","Male","3","","","","8"
"Other","1997","1-pers.-HH","Female","3","","","","8"
"Other","1997","(Married) couple without C. ","Female","4","","","","8"
"Other","1997","Single parent ","Male","","","","","8"
"Other","1997","Single parent ","Female","","","","","8"
"Other","1997","Couple + C. LE 16 ","Male","3","","","","8"
"Other","1997","Couple + C. LE 16 ","Female","3","","","","8"
"Other","1997","Couple + C. GT 16 ","Male","10","","","","8"
"Other","1997","(Married) couple without C. ","Male","7","","","","8"
"PDS/Linke","1997","Single parent ","Male","5","","","","5"
"PDS/Linke","1997","(Married) couple without C. ","Female","41","0.0337486296701454","0.0210431705401651","0.0464540888001257","5"
"PDS/Linke","1997","1-pers.-HH","Male","12","","","","5"
"PDS/Linke","1997","1-pers.-HH","Female","16","","","","5"
"PDS/Linke","1997","(Married) couple without C. ","Male","46","0.033084903196825","0.0217233234400929","0.0444464829535571","5"
"PDS/Linke","1997","Couple + C. LE 16 ","Female","17","","","","5"
"PDS/Linke","1997","Couple + C. GT 16 ","Male","30","0.0375546754068659","0.0209567861471473","0.0541525646665845","5"
"PDS/Linke","1997","Single parent ","Female","8","","","","5"
"PDS/Linke","1997","Couple + C. LE 16 ","Male","15","","","","5"
"PDS/Linke","1997","Couple + C. GT 16 ","Female","15","","","","5"
"PDS/Linke","1997","Couple + C. LE and GT 16","Male","6","","","","5"
"PDS/Linke","1997","Couple + C. LE and GT 16","Female","15","","","","5"
"SPD","1997","1-pers.-HH","Male","116","0.461580171081616","0.40027242818464","0.522887913978592","2"
"SPD","1997","(Married) couple without C. ","Female","321","0.426037694779656","0.391245411632991","0.460829977926321","2"
"SPD","1997","Single parent ","Female","48","0.42989466539851","0.341685444495281","0.51810388630174","2"
"SPD","1997","1-pers.-HH","Female","151","0.377125077004819","0.32920748945646","0.425042664553178","2"
"SPD","1997","(Married) couple without C. ","Male","438","0.477399005001156","0.44567007053347","0.509127939468842","2"
"SPD","1997","Single parent ","Male","33","0.376919039341804","0.273284451109111","0.480553627574496","2"
"SPD","1997","Couple + C. LE 16 ","Male","251","0.413818037181084","0.373026036037588","0.45461003832458","2"
"SPD","1997","Couple + C. LE 16 ","Female","202","0.439227216707603","0.393167766785479","0.485286666629728","2"
"SPD","1997","Couple + C. GT 16 ","Male","192","0.363323602969983","0.321334267264517","0.40531293867545","2"
"SPD","1997","Couple + C. GT 16 ","Female","136","0.355976103701428","0.305814029939337","0.406138177463518","2"
"SPD","1997","Couple + C. LE and GT 16","Male","78","0.437123584485517","0.368719654807246","0.505527514163788","2"
"SPD","1997","Couple + C. LE and GT 16","Female","58","0.355222004970373","0.282198755754653","0.428245254186093","2"
"AfD","1998","1-pers.-HH","Male","","","","","7"
"AfD","1998","(Married) couple without C. ","Male","","","","","7"
"AfD","1998","Single parent ","Female","","","","","7"
"AfD","1998","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1998","1-pers.-HH","Female","","","","","7"
"AfD","1998","(Married) couple without C. ","Female","","","","","7"
"AfD","1998","Single parent ","Male","","","","","7"
"AfD","1998","Couple + C. LE 16 ","Female","","","","","7"
"AfD","1998","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1998","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1998","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","1998","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","1998","Couple + C. LE and GT 16","Female","55","0.346651708927416","0.273815854456534","0.419487563398297","1"
"CDU/CSU","1998","(Married) couple without C. ","Female","350","0.40036965938346","0.368674048285827","0.432065270481094","1"
"CDU/CSU","1998","Single parent ","Male","27","","","","1"
"CDU/CSU","1998","1-pers.-HH","Male","106","0.321234789657028","0.270232317302123","0.372237262011934","1"
"CDU/CSU","1998","1-pers.-HH","Female","183","0.408204902620063","0.364597223865435","0.451812581374691","1"
"CDU/CSU","1998","(Married) couple without C. ","Male","438","0.407658283979401","0.379133001033364","0.436183566925438","1"
"CDU/CSU","1998","Single parent ","Female","34","0.235412173132257","0.166357632952509","0.304466713312004","1"
"CDU/CSU","1998","Couple + C. GT 16 ","Male","208","0.39035513229561","0.349733102857933","0.430977161733287","1"
"CDU/CSU","1998","Couple + C. GT 16 ","Female","140","0.409679169442382","0.360103545765699","0.459254793119065","1"
"CDU/CSU","1998","Couple + C. LE and GT 16","Male","66","0.302276184614726","0.241728757429234","0.362823611800217","1"
"CDU/CSU","1998","Couple + C. LE 16 ","Male","205","0.316221730052399","0.280799769177653","0.351643690927144","1"
"CDU/CSU","1998","Couple + C. LE 16 ","Female","137","0.268992382854888","0.230124218445927","0.30786054726385","1"
"FDP","1998","Couple + C. GT 16 ","Male","13","","","","3"
"FDP","1998","Single parent ","Female","2","","","","3"
"FDP","1998","Couple + C. LE 16 ","Male","23","","","","3"
"FDP","1998","Couple + C. LE 16 ","Female","13","","","","3"
"FDP","1998","Couple + C. GT 16 ","Female","4","","","","3"
"FDP","1998","Couple + C. LE and GT 16","Male","7","","","","3"
"FDP","1998","Couple + C. LE and GT 16","Female","5","","","","3"
"FDP","1998","Single parent ","Male","1","","","","3"
"FDP","1998","1-pers.-HH","Male","10","","","","3"
"FDP","1998","1-pers.-HH","Female","15","","","","3"
"FDP","1998","(Married) couple without C. ","Male","17","","","","3"
"FDP","1998","(Married) couple without C. ","Female","21","","","","3"
"NPD Combination","1998","1-pers.-HH","Male","10","","","","6"
"NPD Combination","1998","1-pers.-HH","Female","3","","","","6"
"NPD Combination","1998","(Married) couple without C. ","Male","18","","","","6"
"NPD Combination","1998","(Married) couple without C. ","Female","9","","","","6"
"NPD Combination","1998","Single parent ","Male","3","","","","6"
"NPD Combination","1998","Couple + C. LE 16 ","Male","14","","","","6"
"NPD Combination","1998","Couple + C. LE 16 ","Female","10","","","","6"
"NPD Combination","1998","Couple + C. GT 16 ","Male","14","","","","6"
"NPD Combination","1998","Couple + C. GT 16 ","Female","1","","","","6"
"NPD Combination","1998","Single parent ","Female","2","","","","6"
"NPD Combination","1998","Couple + C. LE and GT 16","Male","11","","","","6"
"NPD Combination","1998","Couple + C. LE and GT 16","Female","","","","","6"
"Other","1998","(Married) couple without C. ","Female","8","","","","8"
"Other","1998","Single parent ","Male","3","","","","8"
"Other","1998","Couple + C. LE 16 ","Female","6","","","","8"
"Other","1998","Single parent ","Female","2","","","","8"
"Other","1998","Couple + C. LE 16 ","Male","10","","","","8"
"Other","1998","Couple + C. GT 16 ","Male","16","","","","8"
"Other","1998","Couple + C. GT 16 ","Female","2","","","","8"
"Other","1998","Couple + C. LE and GT 16","Male","3","","","","8"
"Other","1998","Couple + C. LE and GT 16","Female","4","","","","8"
"Other","1998","1-pers.-HH","Male","4","","","","8"
"Other","1998","1-pers.-HH","Female","6","","","","8"
"Other","1998","(Married) couple without C. ","Male","10","","","","8"
"PDS/Linke","1998","(Married) couple without C. ","Female","42","0.029508962026858","0.0185618520326814","0.0404560720210346","5"
"PDS/Linke","1998","Couple + C. LE 16 ","Female","21","","","","5"
"PDS/Linke","1998","Couple + C. GT 16 ","Male","27","","","","5"
"PDS/Linke","1998","1-pers.-HH","Male","15","","","","5"
"PDS/Linke","1998","1-pers.-HH","Female","20","","","","5"
"PDS/Linke","1998","Single parent ","Male","4","","","","5"
"PDS/Linke","1998","Single parent ","Female","11","","","","5"
"PDS/Linke","1998","Couple + C. LE 16 ","Male","19","","","","5"
"PDS/Linke","1998","(Married) couple without C. ","Male","55","0.0318833475455711","0.0216847262096749","0.0420819688814673","5"
"PDS/Linke","1998","Couple + C. GT 16 ","Female","20","","","","5"
"PDS/Linke","1998","Couple + C. LE and GT 16","Male","11","","","","5"
"PDS/Linke","1998","Couple + C. LE and GT 16","Female","10","","","","5"
"SPD","1998","(Married) couple without C. ","Female","409","0.445617294380721","0.413464952881438","0.477769635880004","2"
"SPD","1998","Single parent ","Male","46","0.470377574161308","0.368386852571193","0.572368295751423","2"
"SPD","1998","1-pers.-HH","Male","139","0.431595539764271","0.377496772668542","0.48569430686","2"
"SPD","1998","1-pers.-HH","Female","207","0.405962680061215","0.362392625827858","0.449532734294573","2"
"SPD","1998","(Married) couple without C. ","Male","540","0.474517997950758","0.445531153968958","0.503504841932558","2"
"SPD","1998","Single parent ","Female","60","0.416844039219622","0.336594370684006","0.497093707755239","2"
"SPD","1998","Couple + C. LE 16 ","Male","323","0.48024250262768","0.442184168520623","0.518300836734737","2"
"SPD","1998","Couple + C. LE 16 ","Female","238","0.46728959928308","0.423557358126952","0.511021840439208","2"
"SPD","1998","Couple + C. GT 16 ","Male","236","0.417578350077166","0.37651248737646","0.458644212777871","2"
"SPD","1998","Couple + C. GT 16 ","Female","165","0.424269448400017","0.374446123198174","0.47409277360186","2"
"SPD","1998","Couple + C. LE and GT 16","Female","67","0.367954639724069","0.294147660210972","0.441761619237167","2"
"SPD","1998","Couple + C. LE and GT 16","Male","109","0.496055551592358","0.4301368804216","0.561974222763115","2"
"AfD","1999","(Married) couple without C. ","Female","","","","","7"
"AfD","1999","(Married) couple without C. ","Male","","","","","7"
"AfD","1999","1-pers.-HH","Male","","","","","7"
"AfD","1999","Single parent ","Female","","","","","7"
"AfD","1999","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1999","1-pers.-HH","Female","","","","","7"
"AfD","1999","Single parent ","Male","","","","","7"
"AfD","1999","Couple + C. LE 16 ","Female","","","","","7"
"AfD","1999","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1999","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1999","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","1999","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","1999","Couple + C. LE and GT 16","Female","76","0.426131421051292","0.355064152905773","0.49719868919681","1"
"CDU/CSU","1999","(Married) couple without C. ","Female","400","0.439079491215991","0.408087305090566","0.470071677341417","1"
"CDU/CSU","1999","Single parent ","Male","41","0.4285884233965","0.332076240264476","0.525100606528525","1"
"CDU/CSU","1999","1-pers.-HH","Female","216","0.447096797816086","0.40448571417407","0.489707881458102","1"
"CDU/CSU","1999","Single parent ","Female","47","0.29911856767206","0.230086846405552","0.368150288938568","1"
"CDU/CSU","1999","1-pers.-HH","Male","115","0.33524643563497","0.284993589478917","0.385499281791023","1"
"CDU/CSU","1999","Couple + C. GT 16 ","Male","233","0.408038070931349","0.368177923683295","0.447898218179403","1"
"CDU/CSU","1999","Couple + C. LE and GT 16","Male","89","0.371489442684033","0.310229206460694","0.432749678907371","1"
"CDU/CSU","1999","(Married) couple without C. ","Male","497","0.431679705202191","0.404099986261492","0.45925942414289","1"
"CDU/CSU","1999","Couple + C. GT 16 ","Female","161","0.426694902488136","0.378702815244949","0.474686989731322","1"
"CDU/CSU","1999","Couple + C. LE 16 ","Male","275","0.407533953553188","0.371667033005596","0.44340087410078","1"
"CDU/CSU","1999","Couple + C. LE 16 ","Female","191","0.346172200014208","0.307320087788699","0.385024312239717","1"
"FDP","1999","Couple + C. LE 16 ","Male","21","","","","3"
"FDP","1999","Couple + C. GT 16 ","Male","13","","","","3"
"FDP","1999","Single parent ","Female","","","","","3"
"FDP","1999","Couple + C. LE 16 ","Female","14","","","","3"
"FDP","1999","Couple + C. GT 16 ","Female","8","","","","3"
"FDP","1999","Couple + C. LE and GT 16","Male","5","","","","3"
"FDP","1999","Couple + C. LE and GT 16","Female","6","","","","3"
"FDP","1999","Single parent ","Male","1","","","","3"
"FDP","1999","(Married) couple without C. ","Female","20","","","","3"
"FDP","1999","1-pers.-HH","Female","12","","","","3"
"FDP","1999","1-pers.-HH","Male","15","","","","3"
"FDP","1999","(Married) couple without C. ","Male","28","","","","3"
"NPD Combination","1999","(Married) couple without C. ","Male","17","","","","6"
"NPD Combination","1999","1-pers.-HH","Male","6","","","","6"
"NPD Combination","1999","1-pers.-HH","Female","1","","","","6"
"NPD Combination","1999","(Married) couple without C. ","Female","7","","","","6"
"NPD Combination","1999","Single parent ","Male","2","","","","6"
"NPD Combination","1999","Couple + C. LE 16 ","Male","17","","","","6"
"NPD Combination","1999","Couple + C. LE 16 ","Female","6","","","","6"
"NPD Combination","1999","Couple + C. GT 16 ","Male","9","","","","6"
"NPD Combination","1999","Couple + C. GT 16 ","Female","","","","","6"
"NPD Combination","1999","Couple + C. LE and GT 16","Male","11","","","","6"
"NPD Combination","1999","Single parent ","Female","3","","","","6"
"NPD Combination","1999","Couple + C. LE and GT 16","Female","2","","","","6"
"Other","1999","(Married) couple without C. ","Female","8","","","","8"
"Other","1999","Single parent ","Male","3","","","","8"
"Other","1999","Single parent ","Female","1","","","","8"
"Other","1999","Couple + C. LE 16 ","Male","8","","","","8"
"Other","1999","Couple + C. LE 16 ","Female","6","","","","8"
"Other","1999","Couple + C. GT 16 ","Male","11","","","","8"
"Other","1999","Couple + C. LE and GT 16","Female","7","","","","8"
"Other","1999","Couple + C. GT 16 ","Female","1","","","","8"
"Other","1999","Couple + C. LE and GT 16","Male","7","","","","8"
"Other","1999","1-pers.-HH","Male","3","","","","8"
"Other","1999","1-pers.-HH","Female","3","","","","8"
"Other","1999","(Married) couple without C. ","Male","10","","","","8"
"PDS/Linke","1999","(Married) couple without C. ","Female","54","0.0379746356354147","0.0260383268604326","0.0499109444103967","5"
"PDS/Linke","1999","Single parent ","Female","14","","","","5"
"PDS/Linke","1999","Couple + C. LE 16 ","Male","29","","","","5"
"PDS/Linke","1999","Couple + C. LE 16 ","Female","26","","","","5"
"PDS/Linke","1999","Couple + C. GT 16 ","Male","25","","","","5"
"PDS/Linke","1999","Single parent ","Male","3","","","","5"
"PDS/Linke","1999","1-pers.-HH","Male","14","","","","5"
"PDS/Linke","1999","1-pers.-HH","Female","36","0.0542986659266012","0.0348777893982564","0.0737195424549461","5"
"PDS/Linke","1999","(Married) couple without C. ","Male","70","0.0362554444020149","0.0258471390906774","0.0466637497133523","5"
"PDS/Linke","1999","Couple + C. GT 16 ","Female","25","","","","5"
"PDS/Linke","1999","Couple + C. LE and GT 16","Male","7","","","","5"
"PDS/Linke","1999","Couple + C. LE and GT 16","Female","9","","","","5"
"SPD","1999","(Married) couple without C. ","Female","423","0.42843139329276","0.397528097235265","0.459334689350255","2"
"SPD","1999","Single parent ","Male","43","0.439344507249839","0.342552823362331","0.536136191137348","2"
"SPD","1999","1-pers.-HH","Male","151","0.444937170761899","0.392035588852581","0.497838752671218","2"
"SPD","1999","1-pers.-HH","Female","212","0.399546139184178","0.357568255811783","0.441524022556573","2"
"SPD","1999","(Married) couple without C. ","Male","553","0.448513857487139","0.42082100624523","0.476206708729049","2"
"SPD","1999","Single parent ","Female","84","0.485959350613287","0.410605848375533","0.561312852851041","2"
"SPD","1999","Couple + C. LE 16 ","Male","321","0.417461900654572","0.381466165401268","0.453457635907875","2"
"SPD","1999","Couple + C. LE 16 ","Female","259","0.428675671991072","0.388260667935526","0.469090676046618","2"
