"party","year","sex","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2012","Male","1850","0.398792921425411","0.384378905800204","0.413206937050617","2"
"FDP","2012","Male","152","0.0286417760487528","0.0237316922016092","0.0335518598958964","3"
"FDP","2012","Female","76","0.0150241192805425","0.0113398440700073","0.0187083944910777","3"
"NPD","2012","Male","63","0.0190510797626581","0.0150268550866203","0.0230753044386959","6"
"NPD","2012","Female","24","","","","6"
"Other","2012","Female","27","","","","8"
"Other","2012","Male","30","0.00828656835391147","0.00561799170430237","0.0109551450035206","8"
"PDS/Linke","2012","Male","304","0.0623920843935405","0.055272172731023","0.0695119960560579","5"
"PDS/Linke","2012","Female","226","0.0509012185966079","0.0442444332617571","0.0575580039314587","5"
"SPD","2012","Male","1493","0.344044105476511","0.330059712950041","0.358028498002981","1"
"SPD","2012","Female","1373","0.340706392410755","0.326352346599461","0.355060438222049","1"
"AfD","2013","Female","","","","","7"
"AfD","2013","Male","","","","","7"
"CDU/CSU","2013","Female","1895","0.416595120463971","0.402373230670343","0.430817010257599","2"
"CDU/CSU","2013","Male","2067","0.420847644772732","0.407039924255512","0.434655365289952","2"
"FDP","2013","Male","174","0.0300353769757713","0.0252616495801734","0.0348091043713693","3"
"FDP","2013","Female","98","0.0213971232278806","0.0172227033585053","0.0255715430972558","3"
"NPD","2013","Male","47","0.0128233310197426","0.00967659006934469","0.0159700719701404","6"
"NPD","2013","Female","16","","","","6"
"Other","2013","Female","42","0.00891299886109626","0.0062016649462342","0.0116243327759583","8"
"Other","2013","Male","58","0.0166578218609052","0.0130783037471166","0.0202373399746938","8"
"PDS/Linke","2013","Male","301","0.0560020756905457","0.049571487394481","0.0624326639866105","5"
"PDS/Linke","2013","Female","238","0.0444738818146294","0.0385270043356269","0.050420759293632","5"
"SPD","2013","Male","1668","0.335149508664776","0.321947366213031","0.348351651116521","1"
"SPD","2013","Female","1459","0.331205770989379","0.317628565310124","0.344782976668634","1"
"AfD","2014","Female","71","0.0103397895350724","0.0077592494852503","0.0129203295848944","7"
"AfD","2014","Male","138","0.0206528165793254","0.0170021531357853","0.0243034800228655","7"
"CDU/CSU","2014","Female","2353","0.416489047700736","0.403913178893854","0.429064916507619","2"
"CDU/CSU","2014","Male","2451","0.414106690189893","0.401462843928272","0.426750536451514","2"
"FDP","2014","Male","192","0.029131694999223","0.024814746650201","0.033448643348245","3"
"FDP","2014","Female","110","0.0176896698992249","0.0143269095389435","0.0210524302595062","3"
"NPD","2014","Male","68","0.0142356048502587","0.01119480146732","0.0172764082331975","6"
"NPD","2014","Female","31","0.00454296524151027","0.00282745756234301","0.00625847292067752","6"
"Other","2014","Female","58","0.00836628452142958","0.00604272577828638","0.0106898432645728","8"
"Other","2014","Male","48","0.00836646578232393","0.00602838002850535","0.0107045515361425","8"
"PDS/Linke","2014","Male","469","0.0738358900800848","0.0671232780844967","0.0805485020756729","5"
"PDS/Linke","2014","Female","445","0.0656240710702699","0.0593071695734936","0.0719409725670462","5"
"SPD","2014","Male","1810","0.330547422571107","0.318472326070849","0.342622519071364","1"
"SPD","2014","Female","1778","0.315804491838405","0.303946505103382","0.327662478573427","1"
"AfD","2015","Female","96","0.0209038697048743","0.0169518645960598","0.0248558748136887","7"
"AfD","2015","Male","177","0.0366618991044824","0.031520259705556","0.0418035385034089","7"
"CDU/CSU","2015","Female","1980","0.414645283607929","0.401035870054436","0.428254697161421","2"
"CDU/CSU","2015","Male","2166","0.425476244863865","0.411949402742673","0.439003086985056","2"
"FDP","2015","Male","177","0.0305437441816086","0.0258358140101437","0.0352516743530735","3"
"FDP","2015","Female","93","0.0174812720218351","0.0138609398514472","0.0211016041922231","3"
"NPD","2015","Male","66","0.01336465442705","0.0102229742714523","0.0165063345826478","6"
"NPD","2015","Female","32","0.00686316473462398","0.00458251683142768","0.00914381263782029","6"
"Other","2015","Female","43","0.00855681937528971","0.00601244166289857","0.0111011970876809","8"
"Other","2015","Male","55","0.0111586109323996","0.00828470100341955","0.0140325208613796","8"
"PDS/Linke","2015","Male","415","0.0684015415047208","0.0614951357089334","0.0753079473005082","5"
"PDS/Linke","2015","Female","407","0.0662674389378308","0.0593959186893151","0.0731389591863465","5"
"SPD","2015","Female","1465","0.301943900466707","0.289261549164993","0.31462625176842","1"
"SPD","2015","Male","1521","0.303771863167716","0.291189728623591","0.31635399771184","1"
"AfD","2016","Female","185","0.0379021405910856","0.0323765604811045","0.0434277207010668","7"
"AfD","2016","Male","332","0.067719822271097","0.0605660375523913","0.0748736069898028","7"
"CDU/CSU","2016","Female","1795","0.406756400631768","0.392542276139402","0.420970525124133","2"
"CDU/CSU","2016","Male","1878","0.39169933368611","0.377801717959033","0.405596949413188","2"
"FDP","2016","Male","189","0.0372416631921376","0.031850556649688","0.0426327697345872","3"
"FDP","2016","Female","91","0.0206976765134482","0.016578071515429","0.0248172815114675","3"
"NPD","2016","Male","48","0.012965796337345","0.00974494681057164","0.0161866458641183","6"
"NPD","2016","Female","23","","","","6"
"Other","2016","Female","43","0.00728451507281093","0.00482386924778767","0.00974516089783418","8"
"Other","2016","Male","58","0.0140298996198179","0.0106812948530461","0.0173785043865898","8"
"PDS/Linke","2016","Male","356","0.0679935386726134","0.0608263634794496","0.0751607138657772","5"
"PDS/Linke","2016","Female","347","0.0627401086905285","0.0557233096925965","0.0697569076884606","5"
"SPD","2016","Male","1275","0.276115504226104","0.263386783121076","0.288844225331131","1"
"SPD","2016","Female","1206","0.278070072409859","0.265105415320574","0.291034729499143","1"
"AfD","2017","Female","162","0.0293033200658825","0.0247459517719232","0.0338606883598418","7"
"AfD","2017","Male","350","0.0757334262975422","0.0688009168231431","0.0826659357719412","7"
"CDU/CSU","2017","Female","2067","0.386256818352491","0.37310016719491","0.399413469510072","2"
"CDU/CSU","2017","Male","2232","0.372376983588313","0.359709542555676","0.385044424620951","2"
"FDP","2017","Male","276","0.0455836270038015","0.0401182336388979","0.0510490203687051","3"
"FDP","2017","Female","153","0.0313728753680404","0.026662349257024","0.0360834014790569","3"
"NPD","2017","Male","58","0.00821234035765631","0.00584755969258812","0.0105771210227245","6"
"NPD","2017","Female","29","","","","6"
"Other","2017","Male","72","0.015638518719418","0.0123874723915205","0.0188895650473155","8"
"Other","2017","Female","47","0.00813423684772802","0.00570707466473262","0.0105613990307234","8"
"PDS/Linke","2017","Male","421","0.074651953791042","0.0677650947973086","0.0815388127847753","5"
"PDS/Linke","2017","Female","396","0.0686030073360436","0.0617725004595912","0.0754335142124959","5"
"SPD","2017","Male","1605","0.31043341465068","0.298310127809434","0.322556701491927","1"
"SPD","2017","Female","1591","0.329281505287403","0.316582557127259","0.341980453447548","1"
"AfD","2018","Male","468","0.091441373688438","0.0839821888584402","0.0989005585184358","7"
"AfD","2018","Female","251","0.0437985276322647","0.03831480273158","0.0492822525329495","7"
"CDU/CSU","2018","Female","1974","0.381189123491238","0.368174835305733","0.394203411676743","2"
"CDU/CSU","2018","Male","2169","0.354416116268383","0.342037372002283","0.366794860534484","2"
"FDP","2018","Female","207","0.0396917930514708","0.0344602852248015","0.0449233008781401","3"
"FDP","2018","Male","334","0.0568331248676157","0.0508415835677953","0.0628246661674362","3"
"NPD","2018","Male","18","","","","6"
"NPD","2018","Female","12","","","","6"
"Other","2018","Male","94","0.0212337402797799","0.0175029892709353","0.0249644912886245","8"
"Other","2018","Female","72","0.00945194737797078","0.00685914377322659","0.012044750982715","8"
"PDS/Linke","2018","Male","490","0.0785516834500992","0.0715893189102908","0.0855140479899076","5"
"PDS/Linke","2018","Female","487","0.0821349855121638","0.074777579875519","0.0894923911488087","5"
"SPD","2018","Male","1430","0.274087643816827","0.262544334244737","0.285630953388916","1"
"SPD","2018","Female","1315","0.264224376917286","0.252409469064721","0.276039284769852","1"
"AfD","2019","Female","242","0.0456054789152439","0.0400394640599009","0.0511714937705868","7"
"AfD","2019","Male","499","0.101576113928507","0.0938468260992165","0.109305401757798","7"
"CDU/CSU","2019","Female","1752","0.334709455329224","0.322119866452454","0.347299044205994","2"
"CDU/CSU","2019","Male","2049","0.325395304053653","0.313407673250982","0.337382934856323","2"
"FDP","2019","Female","229","0.0354398844350504","0.0305072074076065","0.0403725614624944","3"
"FDP","2019","Male","439","0.057538605050161","0.0515804131376626","0.0634967969626594","3"
"NPD","2019","Male","21","","","","6"
"NPD","2019","Female","8","","","","6"
"Other","2019","Male","143","0.0243535000445872","0.0204095629720494","0.028297437117125","8"
"Other","2019","Female","121","0.0189366754079887","0.0153002702105123","0.0225730806054652","8"
"PDS/Linke","2019","Male","457","0.08285102835221","0.0757980600536529","0.0899039966507672","5"
"PDS/Linke","2019","Female","447","0.0789219610385504","0.0717288124796525","0.0861151095974483","5"
"SPD","2019","Male","1150","0.21942674934657","0.208837756489579","0.230015742203562","1"
"SPD","2019","Female","978","0.211447968501182","0.200553932203848","0.222342004798516","1"
