"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1992","Not Employed","Other degree","10","","",""
"CDU/CSU","1992","Not Employed","no degree/no degree yet","16","","",""
"CDU/CSU","1992","Employed","lower secondary degree","594","0.41366343090837","0.388831361447494","0.438495500369245"
"CDU/CSU","1992","Employed","secondary school degree","416","0.405339946980411","0.375963970227605","0.434715923733217"
"CDU/CSU","1992","Employed","college entrance qualification","227","0.339789207568906","0.305846741531331","0.37373167360648"
"CDU/CSU","1992","Employed","Other degree","44","0.248291326661933","0.190543663289897","0.306038990033969"
"CDU/CSU","1992","Employed","no degree/no degree yet","14","","",""
"SPD","1992","Not Employed","lower secondary degree","507","0.473768459823709","0.444315085014614","0.503221834632805"
"SPD","1992","Not Employed","secondary school degree","113","0.305056861472532","0.256330266307767","0.353783456637297"
"SPD","1992","Not Employed","college entrance qualification","84","0.287489537833312","0.23022983162778","0.344749244038844"
"SPD","1992","Not Employed","Other degree","39","0.541140233157618","0.415054087741046","0.66722637857419"
"SPD","1992","Not Employed","no degree/no degree yet","57","0.625451899998693","0.523158026838089","0.727745773159297"
"SPD","1992","Employed","lower secondary degree","763","0.500212406980625","0.475001653601506","0.525423160359744"
"SPD","1992","Employed","secondary school degree","451","0.430861098527444","0.401231483563235","0.460490713491653"
"SPD","1992","Employed","college entrance qualification","286","0.353311951208073","0.31905695895079","0.387566943465355"
"SPD","1992","Employed","Other degree","148","0.64416051165943","0.580164489413695","0.708156533905165"
"SPD","1992","Employed","no degree/no degree yet","62","0.578603264878574","0.474844572977853","0.682361956779295"
"FDP","1992","Not Employed","lower secondary degree","32","0.0254211626362976","0.0161364226265233","0.0347059026460719"
"FDP","1992","Not Employed","secondary school degree","17","","",""
"FDP","1992","Not Employed","college entrance qualification","17","","",""
"FDP","1992","Not Employed","Other degree","1","","",""
"FDP","1992","Not Employed","no degree/no degree yet","2","","",""
"FDP","1992","Employed","lower secondary degree","46","0.0255814982836543","0.0176207918613236","0.0335422047059849"
"FDP","1992","Employed","secondary school degree","50","0.0416076454160508","0.029659335738881","0.0535559550932205"
"FDP","1992","Employed","college entrance qualification","73","0.118985549007689","0.0957829883063897","0.142188109708989"
"FDP","1992","Employed","Other degree","4","","",""
"FDP","1992","Employed","no degree/no degree yet","2","","",""
"Grüne","1992","Not Employed","lower secondary degree","18","","",""
"Grüne","1992","Not Employed","secondary school degree","27","","",""
"Grüne","1992","Not Employed","college entrance qualification","39","0.148480100077512","0.103494450401475","0.19346574975355"
"Grüne","1992","Not Employed","Other degree","7","","",""
"Grüne","1992","Not Employed","no degree/no degree yet","10","","",""
"Grüne","1992","Employed","lower secondary degree","49","0.0251417490548011","0.0172479814150837","0.0330355166945185"
"Grüne","1992","Employed","secondary school degree","98","0.0816015985950086","0.0652216278043397","0.0979815693856775"
"Grüne","1992","Employed","college entrance qualification","129","0.149999455043007","0.12441054810914","0.175588361976875"
"Grüne","1992","Employed","Other degree","13","","",""
"Grüne","1992","Employed","no degree/no degree yet","6","","",""
"PDS/Linke","1992","Not Employed","lower secondary degree","30","0.0201489039185751","0.0118605305110432","0.0284372773261069"
"PDS/Linke","1992","Not Employed","secondary school degree","5","","",""
"PDS/Linke","1992","Not Employed","college entrance qualification","17","","",""
"PDS/Linke","1992","Not Employed","Other degree","2","","",""
"PDS/Linke","1992","Not Employed","no degree/no degree yet","","","",""
"PDS/Linke","1992","Employed","lower secondary degree","19","","",""
"PDS/Linke","1992","Employed","secondary school degree","28","","",""
"PDS/Linke","1992","Employed","college entrance qualification","21","","",""
"PDS/Linke","1992","Employed","Other degree","3","","",""
"PDS/Linke","1992","Employed","no degree/no degree yet","1","","",""
"NPD Combination","1992","Not Employed","lower secondary degree","","","",""
"NPD Combination","1992","Not Employed","secondary school degree","","","",""
"NPD Combination","1992","Not Employed","college entrance qualification","","","",""
"NPD Combination","1992","Not Employed","Other degree","","","",""
"NPD Combination","1992","Not Employed","no degree/no degree yet","","","",""
"NPD Combination","1992","Employed","lower secondary degree","","","",""
"NPD Combination","1992","Employed","secondary school degree","","","",""
"NPD Combination","1992","Employed","college entrance qualification","","","",""
"NPD Combination","1992","Employed","Other degree","","","",""
"NPD Combination","1992","Employed","no degree/no degree yet","","","",""
"AfD","1992","Not Employed","lower secondary degree","","","",""
"AfD","1992","Not Employed","secondary school degree","","","",""
"AfD","1992","Not Employed","college entrance qualification","","","",""
"AfD","1992","Not Employed","Other degree","","","",""
"AfD","1992","Not Employed","no degree/no degree yet","","","",""
"AfD","1992","Employed","lower secondary degree","","","",""
"AfD","1992","Employed","secondary school degree","","","",""
"AfD","1992","Employed","college entrance qualification","","","",""
"AfD","1992","Employed","Other degree","","","",""
"AfD","1992","Employed","no degree/no degree yet","","","",""
"Other","1992","Not Employed","lower secondary degree","15","","",""
"Other","1992","Not Employed","secondary school degree","7","","",""
"Other","1992","Not Employed","college entrance qualification","6","","",""
"Other","1992","Not Employed","Other degree","1","","",""
"Other","1992","Not Employed","no degree/no degree yet","1","","",""
"Other","1992","Employed","lower secondary degree","40","0.0271977760848619","0.0189962469270673","0.0353993052426566"
"Other","1992","Employed","secondary school degree","30","0.0249849755258614","0.0156461266360532","0.0343238244156695"
"Other","1992","Employed","college entrance qualification","12","","",""
"Other","1992","Employed","Other degree","3","","",""
"Other","1992","Employed","no degree/no degree yet","2","","",""
"CDU/CSU","1993","Not Employed","lower secondary degree","456","0.451243056903396","0.420644811921192","0.481841301885601"
"CDU/CSU","1993","Not Employed","secondary school degree","141","0.485220236514803","0.430289589231179","0.540150883798428"
"CDU/CSU","1993","Not Employed","college entrance qualification","66","0.336067252269501","0.273648958436101","0.3984855461029"
"CDU/CSU","1993","Not Employed","Other degree","11","","",""
"CDU/CSU","1993","Not Employed","no degree/no degree yet","11","","",""
"CDU/CSU","1993","Employed","lower secondary degree","466","0.385203846928959","0.358407804173026","0.411999889684893"
"CDU/CSU","1993","Employed","secondary school degree","308","0.364738255454887","0.333114015442764","0.396362495467011"
"CDU/CSU","1993","Employed","college entrance qualification","202","0.330852627146639","0.296555548861886","0.365149705431391"
"CDU/CSU","1993","Employed","Other degree","33","0.145627526069385","0.0964959319215181","0.194759120217251"
"CDU/CSU","1993","Employed","no degree/no degree yet","4","","",""
"SPD","1993","Not Employed","lower secondary degree","454","0.453016513900951","0.422407780317737","0.483625247484164"
"SPD","1993","Not Employed","secondary school degree","110","0.296677126347172","0.246471321476019","0.346882931218325"
"SPD","1993","Not Employed","college entrance qualification","71","0.30578450832805","0.244902125621408","0.366666891034692"
"SPD","1993","Not Employed","Other degree","38","0.604963828165773","0.474576811891454","0.735350844440092"
"SPD","1993","Not Employed","no degree/no degree yet","50","0.484291319967621","0.373384985225757","0.595197654709485"
"SPD","1993","Employed","lower secondary degree","641","0.498292421139584","0.470761087133932","0.525823755145236"
"SPD","1993","Employed","secondary school degree","359","0.404395346427596","0.372152364227741","0.436638328627451"
"SPD","1993","Employed","college entrance qualification","263","0.322786543559174","0.288706554818016","0.356866532300333"
"SPD","1993","Employed","Other degree","138","0.622898789130568","0.555391106085518","0.690406472175618"
"SPD","1993","Employed","no degree/no degree yet","59","0.814853336650787","0.723205711712101","0.906500961589474"
"FDP","1993","Not Employed","lower secondary degree","28","","",""
"FDP","1993","Not Employed","secondary school degree","20","","",""
"FDP","1993","Not Employed","college entrance qualification","13","","",""
"FDP","1993","Not Employed","Other degree","","","",""
"FDP","1993","Not Employed","no degree/no degree yet","1","","",""
"FDP","1993","Employed","lower secondary degree","25","","",""
"FDP","1993","Employed","secondary school degree","47","0.0491801166696692","0.034973292922503","0.0633869404168354"
"FDP","1993","Employed","college entrance qualification","59","0.102196767901433","0.0801173253139082","0.124276210488958"
"FDP","1993","Employed","Other degree","6","","",""
"FDP","1993","Employed","no degree/no degree yet","1","","",""
"Grüne","1993","Not Employed","lower secondary degree","13","","",""
"Grüne","1993","Not Employed","secondary school degree","25","","",""
"Grüne","1993","Not Employed","college entrance qualification","42","0.166072631394351","0.11689700533057","0.215248257458132"
"Grüne","1993","Not Employed","Other degree","3","","",""
"Grüne","1993","Not Employed","no degree/no degree yet","12","","",""
"Grüne","1993","Employed","lower secondary degree","53","0.0379101417140191","0.0273942693596192","0.048426014068419"
"Grüne","1993","Employed","secondary school degree","99","0.105982948126102","0.0857600223950783","0.126205873857126"
"Grüne","1993","Employed","college entrance qualification","160","0.20796693904738","0.178383562094945","0.237550315999815"
"Grüne","1993","Employed","Other degree","18","","",""
"Grüne","1993","Employed","no degree/no degree yet","4","","",""
"PDS/Linke","1993","Not Employed","lower secondary degree","34","0.0247567834563269","0.0152023527481701","0.0343112141644837"
"PDS/Linke","1993","Not Employed","secondary school degree","15","","",""
"PDS/Linke","1993","Not Employed","college entrance qualification","16","","",""
"PDS/Linke","1993","Not Employed","Other degree","1","","",""
"PDS/Linke","1993","Not Employed","no degree/no degree yet","1","","",""
"PDS/Linke","1993","Employed","lower secondary degree","18","","",""
"PDS/Linke","1993","Employed","secondary school degree","29","","",""
"PDS/Linke","1993","Employed","college entrance qualification","27","","",""
"PDS/Linke","1993","Employed","Other degree","1","","",""
"PDS/Linke","1993","Employed","no degree/no degree yet","1","","",""
"NPD Combination","1993","Not Employed","lower secondary degree","23","","",""
"NPD Combination","1993","Not Employed","secondary school degree","6","","",""
"NPD Combination","1993","Not Employed","college entrance qualification","9","","",""
"NPD Combination","1993","Not Employed","Other degree","","","",""
"NPD Combination","1993","Not Employed","no degree/no degree yet","2","","",""
"NPD Combination","1993","Employed","lower secondary degree","52","0.043799800763521","0.0325311929034452","0.0550684086235967"
"NPD Combination","1993","Employed","secondary school degree","35","0.0379582776197803","0.0254036657699929","0.0505128894695677"
"NPD Combination","1993","Employed","college entrance qualification","8","","",""
"NPD Combination","1993","Employed","Other degree","1","","",""
"NPD Combination","1993","Employed","no degree/no degree yet","","","",""
"AfD","1993","Not Employed","lower secondary degree","","","",""
"AfD","1993","Not Employed","secondary school degree","","","",""
"AfD","1993","Not Employed","college entrance qualification","","","",""
"AfD","1993","Not Employed","Other degree","","","",""
"AfD","1993","Not Employed","no degree/no degree yet","","","",""
"AfD","1993","Employed","lower secondary degree","","","",""
"AfD","1993","Employed","secondary school degree","","","",""
"AfD","1993","Employed","college entrance qualification","","","",""
"AfD","1993","Employed","Other degree","","","",""
"AfD","1993","Employed","no degree/no degree yet","","","",""
"Other","1993","Not Employed","lower secondary degree","8","","",""
"Other","1993","Not Employed","secondary school degree","1","","",""
"Other","1993","Not Employed","college entrance qualification","3","","",""
"Other","1993","Not Employed","Other degree","1","","",""
"Other","1993","Not Employed","no degree/no degree yet","1","","",""
"Other","1993","Employed","lower secondary degree","12","","",""
"Other","1993","Employed","secondary school degree","13","","",""
"Other","1993","Employed","college entrance qualification","4","","",""
"Other","1993","Employed","Other degree","1","","",""
"Other","1993","Employed","no degree/no degree yet","","","",""
"CDU/CSU","1994","Not Employed","lower secondary degree","467","0.414038516151471","0.384996827924597","0.443080204378345"
"CDU/CSU","1994","Not Employed","secondary school degree","154","0.528814560621106","0.47395123062879","0.583677890613421"
"CDU/CSU","1994","Not Employed","college entrance qualification","84","0.360662388072599","0.303278825764292","0.418045950380906"
"CDU/CSU","1994","Not Employed","Other degree","14","","",""
"CDU/CSU","1994","Not Employed","no degree/no degree yet","17","","",""
"CDU/CSU","1994","Employed","lower secondary degree","445","0.369678899929683","0.343408217334529","0.395949582524837"
"CDU/CSU","1994","Employed","secondary school degree","320","0.395711592330898","0.363957447549208","0.427465737112589"
"CDU/CSU","1994","Employed","college entrance qualification","203","0.31299769148345","0.279220115988091","0.346775266978809"
"CDU/CSU","1994","Employed","Other degree","27","","",""
"CDU/CSU","1994","Employed","no degree/no degree yet","10","","",""
"SPD","1994","Not Employed","lower secondary degree","524","0.493167312150353","0.463689421604768","0.522645202695937"
"SPD","1994","Not Employed","secondary school degree","104","0.308480076042019","0.257716706773581","0.359243445310457"
"SPD","1994","Not Employed","college entrance qualification","94","0.338775851561802","0.282216746781481","0.395334956342124"
"SPD","1994","Not Employed","Other degree","40","0.51809934934902","0.394714141768669","0.64148455692937"
"SPD","1994","Not Employed","no degree/no degree yet","53","0.483346214138347","0.380673187730393","0.586019240546302"
"SPD","1994","Employed","lower secondary degree","694","0.52338745485011","0.496206012890445","0.550568896809774"
"SPD","1994","Employed","secondary school degree","391","0.428314398214132","0.396181576331072","0.460447220097192"
"SPD","1994","Employed","college entrance qualification","281","0.357826166464945","0.322908825921946","0.392743507007945"
"SPD","1994","Employed","Other degree","131","0.73370811347245","0.66821891204637","0.799197314898531"
"SPD","1994","Employed","no degree/no degree yet","58","0.74288665075808","0.64397645774324","0.841796843772921"
"FDP","1994","Not Employed","lower secondary degree","25","","",""
"FDP","1994","Not Employed","secondary school degree","8","","",""
"FDP","1994","Not Employed","college entrance qualification","11","","",""
"FDP","1994","Not Employed","Other degree","","","",""
"FDP","1994","Not Employed","no degree/no degree yet","1","","",""
"FDP","1994","Employed","lower secondary degree","23","","",""
"FDP","1994","Employed","secondary school degree","23","","",""
"FDP","1994","Employed","college entrance qualification","52","0.0876865063493815","0.067084133588986","0.108288879109777"
"FDP","1994","Employed","Other degree","3","","",""
"FDP","1994","Employed","no degree/no degree yet","","","",""
"Grüne","1994","Not Employed","lower secondary degree","18","","",""
"Grüne","1994","Not Employed","secondary school degree","27","","",""
"Grüne","1994","Not Employed","college entrance qualification","54","0.165902588829552","0.121448990689951","0.210356186969152"
"Grüne","1994","Not Employed","Other degree","5","","",""
"Grüne","1994","Not Employed","no degree/no degree yet","14","","",""
"Grüne","1994","Employed","lower secondary degree","54","0.0378754034545649","0.0274864357656521","0.0482643711434778"
"Grüne","1994","Employed","secondary school degree","89","0.0860438552263232","0.0678337895758594","0.104253920876787"
"Grüne","1994","Employed","college entrance qualification","135","0.202317771645303","0.17305531504142","0.231580228249187"
"Grüne","1994","Employed","Other degree","10","","",""
"Grüne","1994","Employed","no degree/no degree yet","4","","",""
"PDS/Linke","1994","Not Employed","lower secondary degree","53","0.0344276019823558","0.0236774956509665","0.045177708313745"
"PDS/Linke","1994","Not Employed","secondary school degree","16","","",""
"PDS/Linke","1994","Not Employed","college entrance qualification","17","","",""
"PDS/Linke","1994","Not Employed","Other degree","3","","",""
"PDS/Linke","1994","Not Employed","no degree/no degree yet","2","","",""
"PDS/Linke","1994","Employed","lower secondary degree","22","","",""
"PDS/Linke","1994","Employed","secondary school degree","51","0.0348033869735188","0.0229017266190387","0.0467050473279989"
"PDS/Linke","1994","Employed","college entrance qualification","43","0.0314719529881134","0.0187545991279144","0.0441893068483124"
"PDS/Linke","1994","Employed","Other degree","1","","",""
"PDS/Linke","1994","Employed","no degree/no degree yet","1","","",""
"NPD Combination","1994","Not Employed","lower secondary degree","10","","",""
"NPD Combination","1994","Not Employed","secondary school degree","2","","",""
"NPD Combination","1994","Not Employed","college entrance qualification","5","","",""
"NPD Combination","1994","Not Employed","Other degree","1","","",""
"NPD Combination","1994","Not Employed","no degree/no degree yet","2","","",""
"NPD Combination","1994","Employed","lower secondary degree","43","0.0268583185426714","0.0180598811020821","0.0356567559832606"
"NPD Combination","1994","Employed","secondary school degree","22","","",""
"NPD Combination","1994","Employed","college entrance qualification","3","","",""
"NPD Combination","1994","Employed","Other degree","2","","",""
"NPD Combination","1994","Employed","no degree/no degree yet","","","",""
"AfD","1994","Not Employed","lower secondary degree","","","",""
"AfD","1994","Not Employed","secondary school degree","","","",""
"AfD","1994","Not Employed","college entrance qualification","","","",""
"AfD","1994","Not Employed","Other degree","","","",""
"AfD","1994","Not Employed","no degree/no degree yet","","","",""
"AfD","1994","Employed","lower secondary degree","","","",""
"AfD","1994","Employed","secondary school degree","","","",""
"AfD","1994","Employed","college entrance qualification","","","",""
"AfD","1994","Employed","Other degree","","","",""
"AfD","1994","Employed","no degree/no degree yet","","","",""
"Other","1994","Not Employed","lower secondary degree","8","","",""
"Other","1994","Not Employed","secondary school degree","7","","",""
"Other","1994","Not Employed","college entrance qualification","4","","",""
"Other","1994","Not Employed","Other degree","","","",""
"Other","1994","Not Employed","no degree/no degree yet","2","","",""
"Other","1994","Employed","lower secondary degree","16","","",""
"Other","1994","Employed","secondary school degree","15","","",""
"Other","1994","Employed","college entrance qualification","7","","",""
"Other","1994","Employed","Other degree","1","","",""
"Other","1994","Employed","no degree/no degree yet","2","","",""
"CDU/CSU","1995","Not Employed","lower secondary degree","525","0.432216225809663","0.404338347847397","0.460094103771928"
"CDU/CSU","1995","Not Employed","secondary school degree","172","0.513662612106774","0.463409368385945","0.563915855827602"
"CDU/CSU","1995","Not Employed","college entrance qualification","101","0.361584223090273","0.307663623452627","0.415504822727919"
"CDU/CSU","1995","Not Employed","Other degree","45","0.516774642768854","0.419317682870261","0.614231602667447"
"CDU/CSU","1995","Not Employed","no degree/no degree yet","25","","",""
"CDU/CSU","1995","Employed","lower secondary degree","511","0.392514261550808","0.366191701369243","0.418836821732373"
"CDU/CSU","1995","Employed","secondary school degree","457","0.42208529640215","0.393004238932635","0.451166353871666"
"CDU/CSU","1995","Employed","college entrance qualification","273","0.336916670716332","0.30516046432177","0.368672877110893"
"CDU/CSU","1995","Employed","Other degree","96","0.372103000854803","0.31379583695665","0.430410164752957"
"CDU/CSU","1995","Employed","no degree/no degree yet","16","","",""
"SPD","1995","Not Employed","lower secondary degree","577","0.487805274588015","0.459676002916713","0.515934546259317"
"SPD","1995","Not Employed","secondary school degree","125","0.314740562185268","0.26804666060013","0.361434463770406"
"SPD","1995","Not Employed","college entrance qualification","88","0.28072387437513","0.23029425751973","0.33115349123053"
"SPD","1995","Not Employed","Other degree","49","0.374930611156607","0.280518660767271","0.469342561545943"
"SPD","1995","Not Employed","no degree/no degree yet","65","0.394537431659615","0.312395219840637","0.476679643478593"
"SPD","1995","Employed","lower secondary degree","663","0.503846584470854","0.476894676467276","0.530798492474432"
"SPD","1995","Employed","secondary school degree","430","0.395059748526639","0.366274774390976","0.423844722662302"
"SPD","1995","Employed","college entrance qualification","284","0.326555937908916","0.295048516071801","0.358063359746031"
"SPD","1995","Employed","Other degree","130","0.464610679818352","0.404448221511122","0.524773138125582"
"SPD","1995","Employed","no degree/no degree yet","45","0.507604746364231","0.387894739470428","0.627314753258035"
"FDP","1995","Not Employed","lower secondary degree","25","","",""
"FDP","1995","Not Employed","secondary school degree","11","","",""
"FDP","1995","Not Employed","college entrance qualification","13","","",""
"FDP","1995","Not Employed","Other degree","","","",""
"FDP","1995","Not Employed","no degree/no degree yet","1","","",""
"FDP","1995","Employed","lower secondary degree","25","","",""
"FDP","1995","Employed","secondary school degree","23","","",""
"FDP","1995","Employed","college entrance qualification","39","0.0480462977849101","0.0336774749872213","0.062415120582599"
"FDP","1995","Employed","Other degree","6","","",""
"FDP","1995","Employed","no degree/no degree yet","1","","",""
"Grüne","1995","Not Employed","lower secondary degree","22","","",""
"Grüne","1995","Not Employed","secondary school degree","43","0.0809665267060364","0.0535397536958195","0.108393299716253"
"Grüne","1995","Not Employed","college entrance qualification","71","0.200472636960711","0.155542019321586","0.245403254599835"
"Grüne","1995","Not Employed","Other degree","3","","",""
"Grüne","1995","Not Employed","no degree/no degree yet","31","0.326864685603884","0.248030637953677","0.405698733254091"
"Grüne","1995","Employed","lower secondary degree","57","0.0401872124142226","0.0296002938971321","0.050774130931313"
"Grüne","1995","Employed","secondary school degree","100","0.0930695262590361","0.0759627190928216","0.110176333425251"
"Grüne","1995","Employed","college entrance qualification","201","0.247661277136371","0.218659869825092","0.27666268444765"
"Grüne","1995","Employed","Other degree","24","","",""
"Grüne","1995","Employed","no degree/no degree yet","5","","",""
"PDS/Linke","1995","Not Employed","lower secondary degree","52","0.0333140314349993","0.0232151332531855","0.0434129296168131"
"PDS/Linke","1995","Not Employed","secondary school degree","26","","",""
"PDS/Linke","1995","Not Employed","college entrance qualification","28","","",""
"PDS/Linke","1995","Not Employed","Other degree","3","","",""
"PDS/Linke","1995","Not Employed","no degree/no degree yet","7","","",""
"PDS/Linke","1995","Employed","lower secondary degree","26","","",""
"PDS/Linke","1995","Employed","secondary school degree","72","0.0463774226317392","0.0339945964168378","0.0587602488466406"
"PDS/Linke","1995","Employed","college entrance qualification","50","0.0332102541241157","0.0211713923484054","0.045249115899826"
"PDS/Linke","1995","Employed","Other degree","3","","",""
"PDS/Linke","1995","Employed","no degree/no degree yet","","","",""
"NPD Combination","1995","Not Employed","lower secondary degree","7","","",""
"NPD Combination","1995","Not Employed","secondary school degree","1","","",""
"NPD Combination","1995","Not Employed","college entrance qualification","","","",""
"NPD Combination","1995","Not Employed","Other degree","","","",""
"NPD Combination","1995","Not Employed","no degree/no degree yet","1","","",""
"NPD Combination","1995","Employed","lower secondary degree","26","","",""
"NPD Combination","1995","Employed","secondary school degree","15","","",""
"NPD Combination","1995","Employed","college entrance qualification","1","","",""
"NPD Combination","1995","Employed","Other degree","2","","",""
"NPD Combination","1995","Employed","no degree/no degree yet","","","",""
"AfD","1995","Not Employed","lower secondary degree","","","",""
"AfD","1995","Not Employed","secondary school degree","","","",""
"AfD","1995","Not Employed","college entrance qualification","","","",""
"AfD","1995","Not Employed","Other degree","","","",""
"AfD","1995","Not Employed","no degree/no degree yet","","","",""
"AfD","1995","Employed","lower secondary degree","","","",""
"AfD","1995","Employed","secondary school degree","","","",""
"AfD","1995","Employed","college entrance qualification","","","",""
"AfD","1995","Employed","Other degree","","","",""
"AfD","1995","Employed","no degree/no degree yet","","","",""
"Other","1995","Not Employed","lower secondary degree","5","","",""
"Other","1995","Not Employed","secondary school degree","2","","",""
"Other","1995","Not Employed","college entrance qualification","4","","",""
"Other","1995","Not Employed","Other degree","1","","",""
"Other","1995","Not Employed","no degree/no degree yet","6","","",""
"Other","1995","Employed","lower secondary degree","14","","",""
"Other","1995","Employed","secondary school degree","11","","",""
"Other","1995","Employed","college entrance qualification","3","","",""
"Other","1995","Employed","Other degree","3","","",""
"Other","1995","Employed","no degree/no degree yet","","","",""
"CDU/CSU","1996","Not Employed","lower secondary degree","512","0.462312490193725","0.432835574975937","0.491789405411513"
"CDU/CSU","1996","Not Employed","secondary school degree","170","0.526624371416886","0.475048061727875","0.578200681105896"
"CDU/CSU","1996","Not Employed","college entrance qualification","88","0.413965861956867","0.352290916982883","0.475640806930851"
"CDU/CSU","1996","Not Employed","Other degree","38","0.442832132194252","0.340210378842639","0.545453885545864"
"CDU/CSU","1996","Not Employed","no degree/no degree yet","34","0.393265307214671","0.305501219575104","0.481029394854238"
"CDU/CSU","1996","Employed","lower secondary degree","504","0.422997293251455","0.39533184151067","0.450662744992239"
"CDU/CSU","1996","Employed","secondary school degree","451","0.447399350397728","0.417606670370221","0.477192030425236"
"CDU/CSU","1996","Employed","college entrance qualification","263","0.332253331390291","0.300381453878829","0.364125208901753"
"CDU/CSU","1996","Employed","Other degree","100","0.458154163679785","0.393762764495681","0.52254556286389"
"CDU/CSU","1996","Employed","no degree/no degree yet","18","","",""
"SPD","1996","Not Employed","lower secondary degree","473","0.45320171046418","0.423770468538579","0.482632952389781"
"SPD","1996","Not Employed","secondary school degree","105","0.272154800270118","0.226179523634289","0.318130076905948"
"SPD","1996","Not Employed","college entrance qualification","62","0.240871609725814","0.187327035046205","0.294416184405423"
"SPD","1996","Not Employed","Other degree","41","0.401306024785079","0.300039216979956","0.502572832590202"
"SPD","1996","Not Employed","no degree/no degree yet","49","0.277213182666574","0.19678899900683","0.357637366326317"
"SPD","1996","Employed","lower secondary degree","570","0.450477019542423","0.422615211448089","0.478338827636758"
"SPD","1996","Employed","secondary school degree","372","0.354846580127464","0.326177879069525","0.383515281185403"
"SPD","1996","Employed","college entrance qualification","270","0.309246798464393","0.277972961344155","0.34052063558463"
"SPD","1996","Employed","Other degree","108","0.402695972165859","0.339313301051918","0.4660786432798"
"SPD","1996","Employed","no degree/no degree yet","44","0.57716459079708","0.457982325085504","0.696346856508656"
"FDP","1996","Not Employed","lower secondary degree","24","","",""
"FDP","1996","Not Employed","secondary school degree","13","","",""
"FDP","1996","Not Employed","college entrance qualification","7","","",""
"FDP","1996","Not Employed","Other degree","1","","",""
"FDP","1996","Not Employed","no degree/no degree yet","1","","",""
"FDP","1996","Employed","lower secondary degree","15","","",""
"FDP","1996","Employed","secondary school degree","19","","",""
"FDP","1996","Employed","college entrance qualification","33","0.0457137407906277","0.0315808882860575","0.0598465932951979"
"FDP","1996","Employed","Other degree","1","","",""
"FDP","1996","Employed","no degree/no degree yet","1","","",""
"Grüne","1996","Not Employed","lower secondary degree","22","","",""
"Grüne","1996","Not Employed","secondary school degree","42","0.088045397860536","0.0587744503821235","0.117316345338948"
"Grüne","1996","Not Employed","college entrance qualification","61","0.223457323285093","0.171296431344611","0.275618215225575"
"Grüne","1996","Not Employed","Other degree","6","","",""
"Grüne","1996","Not Employed","no degree/no degree yet","24","","",""
"Grüne","1996","Employed","lower secondary degree","60","0.0487603321302262","0.0367000254784968","0.0608206387819556"
"Grüne","1996","Employed","secondary school degree","109","0.0902397444440926","0.0730717876936626","0.107407701194522"
"Grüne","1996","Employed","college entrance qualification","212","0.266281875228398","0.236372830813505","0.296190919643291"
"Grüne","1996","Employed","Other degree","19","","",""
"Grüne","1996","Employed","no degree/no degree yet","2","","",""
"PDS/Linke","1996","Not Employed","lower secondary degree","58","0.0339635990955566","0.0232545023162951","0.0446726958748181"
"PDS/Linke","1996","Not Employed","secondary school degree","22","","",""
"PDS/Linke","1996","Not Employed","college entrance qualification","25","","",""
"PDS/Linke","1996","Not Employed","Other degree","2","","",""
"PDS/Linke","1996","Not Employed","no degree/no degree yet","5","","",""
"PDS/Linke","1996","Employed","lower secondary degree","33","0.0207218908420141","0.0127447408018529","0.0286990408821753"
"PDS/Linke","1996","Employed","secondary school degree","79","0.0498245366301116","0.0367874742948983","0.062861598965325"
"PDS/Linke","1996","Employed","college entrance qualification","51","0.030689034947875","0.0190185127424292","0.0423595571533209"
"PDS/Linke","1996","Employed","Other degree","2","","",""
"PDS/Linke","1996","Employed","no degree/no degree yet","1","","",""
"NPD Combination","1996","Not Employed","lower secondary degree","5","","",""
"NPD Combination","1996","Not Employed","secondary school degree","3","","",""
"NPD Combination","1996","Not Employed","college entrance qualification","1","","",""
"NPD Combination","1996","Not Employed","Other degree","","","",""
"NPD Combination","1996","Not Employed","no degree/no degree yet","3","","",""
"NPD Combination","1996","Employed","lower secondary degree","32","0.031149487201484","0.0214212559858213","0.0408777184171466"
"NPD Combination","1996","Employed","secondary school degree","25","","",""
"NPD Combination","1996","Employed","college entrance qualification","4","","",""
"NPD Combination","1996","Employed","Other degree","","","",""
"NPD Combination","1996","Employed","no degree/no degree yet","","","",""
"AfD","1996","Not Employed","lower secondary degree","","","",""
"AfD","1996","Not Employed","secondary school degree","","","",""
"AfD","1996","Not Employed","college entrance qualification","","","",""
"AfD","1996","Not Employed","Other degree","","","",""
"AfD","1996","Not Employed","no degree/no degree yet","","","",""
"AfD","1996","Employed","lower secondary degree","","","",""
"AfD","1996","Employed","secondary school degree","","","",""
"AfD","1996","Employed","college entrance qualification","","","",""
"AfD","1996","Employed","Other degree","","","",""
"AfD","1996","Employed","no degree/no degree yet","","","",""
"Other","1996","Not Employed","lower secondary degree","5","","",""
"Other","1996","Not Employed","secondary school degree","5","","",""
"Other","1996","Not Employed","college entrance qualification","1","","",""
"Other","1996","Not Employed","Other degree","2","","",""
"Other","1996","Not Employed","no degree/no degree yet","3","","",""
"Other","1996","Employed","lower secondary degree","11","","",""
"Other","1996","Employed","secondary school degree","15","","",""
"Other","1996","Employed","college entrance qualification","6","","",""
"Other","1996","Employed","Other degree","","","",""
"Other","1996","Employed","no degree/no degree yet","","","",""
