"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1997","Not Employed","lower secondary degree","484","0.429039689754385","0.399936354888387","0.458143024620382"
"CDU/CSU","1997","Not Employed","secondary school degree","150","0.497212403887119","0.444830977124795","0.549593830649444"
"CDU/CSU","1997","Not Employed","college entrance qualification","87","0.430089379234055","0.366382426398182","0.493796332069928"
"CDU/CSU","1997","Not Employed","Other degree","43","0.47906113302611","0.378072379135833","0.580049886916387"
"CDU/CSU","1997","Not Employed","no degree/no degree yet","35","0.37559572460762","0.286698353230716","0.464493095984525"
"CDU/CSU","1997","Employed","lower secondary degree","419","0.38247954367502","0.354080637656619","0.410878449693422"
"CDU/CSU","1997","Employed","secondary school degree","357","0.416559484664855","0.384824007711613","0.448294961618097"
"CDU/CSU","1997","Employed","college entrance qualification","249","0.323271455042465","0.290489440292326","0.356053469792603"
"CDU/CSU","1997","Employed","Other degree","80","0.410191094248005","0.342022887473493","0.478359301022518"
"CDU/CSU","1997","Employed","no degree/no degree yet","10","","",""
"SPD","1997","Not Employed","lower secondary degree","513","0.487403559798319","0.458011961536911","0.516795158059726"
"SPD","1997","Not Employed","secondary school degree","110","0.283499972383848","0.23628294031672","0.330717004450976"
"SPD","1997","Not Employed","college entrance qualification","69","0.302347512614574","0.243248956269852","0.361446068959296"
"SPD","1997","Not Employed","Other degree","44","0.456607041795955","0.355910983705098","0.557303099886812"
"SPD","1997","Not Employed","no degree/no degree yet","43","0.284730284388564","0.201888887195953","0.367571681581175"
"SPD","1997","Employed","lower secondary degree","570","0.503200108326688","0.473983288726831","0.532416927926545"
"SPD","1997","Employed","secondary school degree","369","0.392663207283325","0.361226784233799","0.424099630332851"
"SPD","1997","Employed","college entrance qualification","247","0.322321495479278","0.289564715446755","0.355078275511801"
"SPD","1997","Employed","Other degree","102","0.478746943662418","0.409514380969522","0.547979506355313"
"SPD","1997","Employed","no degree/no degree yet","40","0.778869562218739","0.668179701732992","0.889559422704486"
"FDP","1997","Not Employed","lower secondary degree","20","","",""
"FDP","1997","Not Employed","secondary school degree","8","","",""
"FDP","1997","Not Employed","college entrance qualification","5","","",""
"FDP","1997","Not Employed","Other degree","","","",""
"FDP","1997","Not Employed","no degree/no degree yet","2","","",""
"FDP","1997","Employed","lower secondary degree","17","","",""
"FDP","1997","Employed","secondary school degree","19","","",""
"FDP","1997","Employed","college entrance qualification","35","0.0482054453096395","0.0331925529090577","0.0632183377102213"
"FDP","1997","Employed","Other degree","1","","",""
"FDP","1997","Employed","no degree/no degree yet","","","",""
"Grüne","1997","Not Employed","lower secondary degree","22","","",""
"Grüne","1997","Not Employed","secondary school degree","40","0.10253044761761","0.0707507063337574","0.134310188901463"
"Grüne","1997","Not Employed","college entrance qualification","36","0.123787623886111","0.0814089460152426","0.166166301756978"
"Grüne","1997","Not Employed","Other degree","4","","",""
"Grüne","1997","Not Employed","no degree/no degree yet","22","","",""
"Grüne","1997","Employed","lower secondary degree","51","0.0471289795539101","0.034745778975683","0.0595121801321371"
"Grüne","1997","Employed","secondary school degree","87","0.0891349025237157","0.0707923761819103","0.107477428865521"
"Grüne","1997","Employed","college entrance qualification","200","0.264648702865506","0.233729589561415","0.295567816169598"
"Grüne","1997","Employed","Other degree","14","","",""
"Grüne","1997","Employed","no degree/no degree yet","3","","",""
"PDS/Linke","1997","Not Employed","lower secondary degree","56","0.0308575695787051","0.0206888628077558","0.0410262763496545"
"PDS/Linke","1997","Not Employed","secondary school degree","30","0.050358691694994","0.0274483752926152","0.0732690080973729"
"PDS/Linke","1997","Not Employed","college entrance qualification","25","","",""
"PDS/Linke","1997","Not Employed","Other degree","1","","",""
"PDS/Linke","1997","Not Employed","no degree/no degree yet","5","","",""
"PDS/Linke","1997","Employed","lower secondary degree","23","","",""
"PDS/Linke","1997","Employed","secondary school degree","58","0.0390079888224893","0.0265443489364292","0.0514716287085494"
"PDS/Linke","1997","Employed","college entrance qualification","41","0.0254851714924478","0.0144397391292773","0.0365306038556182"
"PDS/Linke","1997","Employed","Other degree","2","","",""
"PDS/Linke","1997","Employed","no degree/no degree yet","","","",""
"NPD Combination","1997","Not Employed","lower secondary degree","8","","",""
"NPD Combination","1997","Not Employed","secondary school degree","9","","",""
"NPD Combination","1997","Not Employed","college entrance qualification","6","","",""
"NPD Combination","1997","Not Employed","Other degree","","","",""
"NPD Combination","1997","Not Employed","no degree/no degree yet","4","","",""
"NPD Combination","1997","Employed","lower secondary degree","34","0.0276118096553098","0.018036802590447","0.0371868167201725"
"NPD Combination","1997","Employed","secondary school degree","28","","",""
"NPD Combination","1997","Employed","college entrance qualification","5","","",""
"NPD Combination","1997","Employed","Other degree","","","",""
"NPD Combination","1997","Employed","no degree/no degree yet","1","","",""
"AfD","1997","Not Employed","lower secondary degree","","","",""
"AfD","1997","Not Employed","secondary school degree","","","",""
"AfD","1997","Not Employed","college entrance qualification","","","",""
"AfD","1997","Not Employed","Other degree","","","",""
"AfD","1997","Not Employed","no degree/no degree yet","","","",""
"AfD","1997","Employed","lower secondary degree","","","",""
"AfD","1997","Employed","secondary school degree","","","",""
"AfD","1997","Employed","college entrance qualification","","","",""
"AfD","1997","Employed","Other degree","","","",""
"AfD","1997","Employed","no degree/no degree yet","","","",""
"Other","1997","Not Employed","lower secondary degree","8","","",""
"Other","1997","Not Employed","secondary school degree","3","","",""
"Other","1997","Not Employed","college entrance qualification","4","","",""
"Other","1997","Not Employed","Other degree","2","","",""
"Other","1997","Not Employed","no degree/no degree yet","3","","",""
"Other","1997","Employed","lower secondary degree","11","","",""
"Other","1997","Employed","secondary school degree","9","","",""
"Other","1997","Employed","college entrance qualification","5","","",""
"Other","1997","Employed","Other degree","1","","",""
"Other","1997","Employed","no degree/no degree yet","","","",""
"CDU/CSU","1998","Not Employed","lower secondary degree","528","0.41058987100424","0.383723867153438","0.437455874855042"
"CDU/CSU","1998","Not Employed","secondary school degree","168","0.474083390563387","0.425926451049256","0.522240330077519"
"CDU/CSU","1998","Not Employed","college entrance qualification","95","0.352478015328778","0.298145083213","0.406810947444555"
"CDU/CSU","1998","Not Employed","Other degree","39","0.440820416280883","0.341504471603789","0.540136360957978"
"CDU/CSU","1998","Not Employed","no degree/no degree yet","31","0.346130465647302","0.257227302530133","0.43503362876447"
"CDU/CSU","1998","Employed","lower secondary degree","401","0.343126328506135","0.316163828423926","0.370088828588345"
"CDU/CSU","1998","Employed","secondary school degree","344","0.347102982590563","0.318184583873227","0.376021381307899"
"CDU/CSU","1998","Employed","college entrance qualification","247","0.294405313096607","0.264612005680598","0.324198620512616"
"CDU/CSU","1998","Employed","Other degree","85","0.412814076247578","0.346065806138955","0.479562346356202"
"CDU/CSU","1998","Employed","no degree/no degree yet","17","","",""
"SPD","1998","Not Employed","lower secondary degree","642","0.509665889591896","0.482364861810271","0.536966917373521"
"SPD","1998","Not Employed","secondary school degree","158","0.347905613262863","0.301968995670489","0.393842230855237"
"SPD","1998","Not Employed","college entrance qualification","94","0.308710223341193","0.256171993095347","0.361248453587039"
"SPD","1998","Not Employed","Other degree","48","0.436297476969611","0.337093561276396","0.535501392662826"
"SPD","1998","Not Employed","no degree/no degree yet","48","0.398044363670013","0.306569929786716","0.48951879755331"
"SPD","1998","Employed","lower secondary degree","640","0.52343298255418","0.495067854808442","0.551798110299918"
"SPD","1998","Employed","secondary school degree","441","0.422726425753946","0.39271799648678","0.452734855021113"
"SPD","1998","Employed","college entrance qualification","330","0.35377412224946","0.322518838299565","0.385029406199355"
"SPD","1998","Employed","Other degree","107","0.505919316540177","0.438137295136104","0.57370133794425"
"SPD","1998","Employed","no degree/no degree yet","46","0.641140645424827","0.52713340711015","0.755147883739504"
"FDP","1998","Not Employed","lower secondary degree","18","","",""
"FDP","1998","Not Employed","secondary school degree","8","","",""
"FDP","1998","Not Employed","college entrance qualification","13","","",""
"FDP","1998","Not Employed","Other degree","","","",""
"FDP","1998","Not Employed","no degree/no degree yet","4","","",""
"FDP","1998","Employed","lower secondary degree","19","","",""
"FDP","1998","Employed","secondary school degree","25","","",""
"FDP","1998","Employed","college entrance qualification","42","0.0555990386807297","0.0406201326350785","0.0705779447263809"
"FDP","1998","Employed","Other degree","2","","",""
"FDP","1998","Employed","no degree/no degree yet","","","",""
"Grüne","1998","Not Employed","lower secondary degree","18","","",""
"Grüne","1998","Not Employed","secondary school degree","43","0.0836493421687858","0.0569478717478036","0.110350812589768"
"Grüne","1998","Not Employed","college entrance qualification","57","0.170248486832899","0.127503466972777","0.212993506693022"
"Grüne","1998","Not Employed","Other degree","5","","",""
"Grüne","1998","Not Employed","no degree/no degree yet","13","","",""
"Grüne","1998","Employed","lower secondary degree","53","0.0506085613900542","0.0381597793867676","0.0630573433933408"
"Grüne","1998","Employed","secondary school degree","113","0.117577856358738","0.0980108811760467","0.13714483154143"
"Grüne","1998","Employed","college entrance qualification","228","0.254182425644689","0.225720956669317","0.28264389462006"
"Grüne","1998","Employed","Other degree","9","","",""
"Grüne","1998","Employed","no degree/no degree yet","","","",""
"PDS/Linke","1998","Not Employed","lower secondary degree","62","0.029648687469915","0.0203855652472041","0.0389118096926259"
"PDS/Linke","1998","Not Employed","secondary school degree","24","","",""
"PDS/Linke","1998","Not Employed","college entrance qualification","29","","",""
