"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"NPD Combination","1984","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"NPD Combination","1984","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(0) in school","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"NPD Combination","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(0) in school","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"NPD Combination","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"AfD","1984","1-pers.-HH","(0) in school","","","",""
"AfD","1984","1-pers.-HH","(1a) inadequately completed","","","",""
"AfD","1984","1-pers.-HH","(1b) general elementary school","","","",""
"AfD","1984","1-pers.-HH","(1c) basic vocational qualification","","","",""
"AfD","1984","1-pers.-HH","(2b) intermediate general qualification","","","",""
"AfD","1984","1-pers.-HH","(2a) intermediate vocational","","","",""
"AfD","1984","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"AfD","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","1-pers.-HH","(3a) lower tertiary education","","","",""
"AfD","1984","1-pers.-HH","(3b) higher tertiary education","","","",""
"AfD","1984","(Married) couple without C. ","(0) in school","","","",""
"AfD","1984","(Married) couple without C. ","(1a) inadequately completed","","","",""
"AfD","1984","(Married) couple without C. ","(1b) general elementary school","","","",""
"AfD","1984","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"AfD","1984","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"AfD","1984","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"AfD","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"AfD","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"AfD","1984","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"AfD","1984","Single parent ","(0) in school","","","",""
"AfD","1984","Single parent ","(1a) inadequately completed","","","",""
"AfD","1984","Single parent ","(1b) general elementary school","","","",""
"AfD","1984","Single parent ","(1c) basic vocational qualification","","","",""
"AfD","1984","Single parent ","(2b) intermediate general qualification","","","",""
"AfD","1984","Single parent ","(2a) intermediate vocational","","","",""
"AfD","1984","Single parent ","(2c_gen) general maturity certificate","","","",""
"AfD","1984","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","Single parent ","(3a) lower tertiary education","","","",""
"AfD","1984","Single parent ","(3b) higher tertiary education","","","",""
"AfD","1984","Couple + C. LE 16 ","(0) in school","","","",""
"AfD","1984","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"AfD","1984","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"AfD","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"AfD","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"AfD","1984","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"AfD","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"AfD","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"AfD","1984","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"AfD","1984","Couple + C. GT 16 ","(0) in school","","","",""
"AfD","1984","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"AfD","1984","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"AfD","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"AfD","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"AfD","1984","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"AfD","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"AfD","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"AfD","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"AfD","1984","Couple + C. LE and GT 16","(0) in school","","","",""
"AfD","1984","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"AfD","1984","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"AfD","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"AfD","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"AfD","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"AfD","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"AfD","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"AfD","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"AfD","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Other","1984","1-pers.-HH","(0) in school","","","",""
"Other","1984","1-pers.-HH","(1a) inadequately completed","1","","",""
"Other","1984","1-pers.-HH","(1b) general elementary school","2","","",""
"Other","1984","1-pers.-HH","(1c) basic vocational qualification","1","","",""
"Other","1984","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Other","1984","1-pers.-HH","(2a) intermediate vocational","1","","",""
"Other","1984","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"Other","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"Other","1984","1-pers.-HH","(3a) lower tertiary education","","","",""
"Other","1984","1-pers.-HH","(3b) higher tertiary education","","","",""
"Other","1984","(Married) couple without C. ","(0) in school","","","",""
"Other","1984","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Other","1984","(Married) couple without C. ","(1b) general elementary school","3","","",""
"Other","1984","(Married) couple without C. ","(1c) basic vocational qualification","4","","",""
"Other","1984","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Other","1984","(Married) couple without C. ","(2a) intermediate vocational","2","","",""
"Other","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Other","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","1","","",""
"Other","1984","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Other","1984","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"Other","1984","Single parent ","(0) in school","1","","",""
"Other","1984","Single parent ","(1a) inadequately completed","","","",""
"Other","1984","Single parent ","(1b) general elementary school","","","",""
"Other","1984","Single parent ","(1c) basic vocational qualification","1","","",""
"Other","1984","Single parent ","(2b) intermediate general qualification","2","","",""
"Other","1984","Single parent ","(2a) intermediate vocational","","","",""
"Other","1984","Single parent ","(2c_gen) general maturity certificate","","","",""
"Other","1984","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Other","1984","Single parent ","(3a) lower tertiary education","","","",""
"Other","1984","Single parent ","(3b) higher tertiary education","","","",""
"Other","1984","Couple + C. LE 16 ","(0) in school","","","",""
"Other","1984","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Other","1984","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"Other","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","1","","",""
"Other","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Other","1984","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Other","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Other","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Other","1984","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Other","1984","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Other","1984","Couple + C. GT 16 ","(0) in school","","","",""
"Other","1984","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Other","1984","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"Other","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","2","","",""
"Other","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Other","1984","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Other","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"Other","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Other","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Other","1984","Couple + C. LE and GT 16","(0) in school","","","",""
"Other","1984","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Other","1984","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Other","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Other","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Other","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Other","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Other","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Other","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"CDU/CSU","1985","1-pers.-HH","(0) in school","","","",""
"CDU/CSU","1985","1-pers.-HH","(1a) inadequately completed","4","","",""
"CDU/CSU","1985","1-pers.-HH","(1b) general elementary school","61","0.456611929532589","0.375254817903541","0.537969041161637"
"CDU/CSU","1985","1-pers.-HH","(1c) basic vocational qualification","73","0.374773840936063","0.30818472070478","0.441362961167347"
"CDU/CSU","1985","1-pers.-HH","(2b) intermediate general qualification","11","","",""
"CDU/CSU","1985","1-pers.-HH","(2a) intermediate vocational","55","0.522993321970083","0.430901901763922","0.615084742176243"
"CDU/CSU","1985","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"CDU/CSU","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","18","","",""
"CDU/CSU","1985","1-pers.-HH","(3a) lower tertiary education","9","","",""
"CDU/CSU","1985","1-pers.-HH","(3b) higher tertiary education","18","","",""
"CDU/CSU","1985","(Married) couple without C. ","(0) in school","","","",""
"CDU/CSU","1985","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"CDU/CSU","1985","(Married) couple without C. ","(1b) general elementary school","119","0.404892596627915","0.350770807579599","0.459014385676232"
"CDU/CSU","1985","(Married) couple without C. ","(1c) basic vocational qualification","265","0.442267748467548","0.403268199688496","0.4812672972466"
"CDU/CSU","1985","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"CDU/CSU","1985","(Married) couple without C. ","(2a) intermediate vocational","112","0.517911617475836","0.451883652837223","0.58393958211445"
"CDU/CSU","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"CDU/CSU","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","38","0.436682705355226","0.330618709051074","0.542746701659378"
"CDU/CSU","1985","(Married) couple without C. ","(3a) lower tertiary education","33","0.615045975772886","0.487604057425107","0.742487894120666"
"CDU/CSU","1985","(Married) couple without C. ","(3b) higher tertiary education","40","0.468684992086076","0.364423647789241","0.57294633638291"
