"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1989","(Married) couple without C. ","(2b) intermediate general qualification","15","","",""
"CDU/CSU","1989","(Married) couple without C. ","(2a) intermediate vocational","81","0.459712132770142","0.388660709916544","0.53076355562374"
"CDU/CSU","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","8","","",""
"CDU/CSU","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","26","","",""
"CDU/CSU","1989","(Married) couple without C. ","(3a) lower tertiary education","28","","",""
"CDU/CSU","1989","(Married) couple without C. ","(3b) higher tertiary education","25","","",""
"CDU/CSU","1989","Single parent ","(0) in school","","","",""
"CDU/CSU","1989","Single parent ","(1a) inadequately completed","1","","",""
"CDU/CSU","1989","Single parent ","(1b) general elementary school","12","","",""
"CDU/CSU","1989","Single parent ","(1c) basic vocational qualification","24","","",""
"CDU/CSU","1989","Single parent ","(2b) intermediate general qualification","4","","",""
"CDU/CSU","1989","Single parent ","(2a) intermediate vocational","14","","",""
"CDU/CSU","1989","Single parent ","(2c_gen) general maturity certificate","6","","",""
"CDU/CSU","1989","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"CDU/CSU","1989","Single parent ","(3a) lower tertiary education","","","",""
"CDU/CSU","1989","Single parent ","(3b) higher tertiary education","4","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(0) in school","","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(1b) general elementary school","32","0.290742044871263","0.220379080510611","0.361105009231914"
"CDU/CSU","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","144","0.351349088288282","0.306691963002375","0.396006213574188"
"CDU/CSU","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(2a) intermediate vocational","67","0.31300900778239","0.248902222145933","0.377115793418847"
"CDU/CSU","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","17","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(3a) lower tertiary education","9","","",""
"CDU/CSU","1989","Couple + C. LE 16 ","(3b) higher tertiary education","28","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(0) in school","6","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(1b) general elementary school","88","0.486522552033475","0.42017391293483","0.552871191132121"
"CDU/CSU","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","171","0.470296857843933","0.42101327268787","0.519580442999996"
"CDU/CSU","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","16","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(2a) intermediate vocational","70","0.56265577286092","0.480189991247323","0.645121554474517"
"CDU/CSU","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","23","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","14","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"CDU/CSU","1989","Couple + C. GT 16 ","(3b) higher tertiary education","22","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(0) in school","4","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(1b) general elementary school","22","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","45","0.378112396106496","0.297207471845245","0.459017320367748"
"CDU/CSU","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","27","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"CDU/CSU","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"SPD","1989","1-pers.-HH","(0) in school","1","","",""
"SPD","1989","1-pers.-HH","(1a) inadequately completed","8","","",""
"SPD","1989","1-pers.-HH","(1b) general elementary school","70","0.533192277682025","0.447759724706914","0.618624830657135"
"SPD","1989","1-pers.-HH","(1c) basic vocational qualification","112","0.544009190704721","0.474982944476588","0.613035436932855"
"SPD","1989","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"SPD","1989","1-pers.-HH","(2a) intermediate vocational","40","0.401140541584746","0.302581374820052","0.499699708349439"
"SPD","1989","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"SPD","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","15","","",""
"SPD","1989","1-pers.-HH","(3a) lower tertiary education","11","","",""
"SPD","1989","1-pers.-HH","(3b) higher tertiary education","15","","",""
"SPD","1989","(Married) couple without C. ","(0) in school","","","",""
"SPD","1989","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"SPD","1989","(Married) couple without C. ","(1b) general elementary school","157","0.615517460950807","0.55649920971428","0.674535712187333"
"SPD","1989","(Married) couple without C. ","(1c) basic vocational qualification","293","0.530096333058212","0.488461160474854","0.571731505641569"
"SPD","1989","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"SPD","1989","(Married) couple without C. ","(2a) intermediate vocational","81","0.397803649356117","0.328025309914938","0.467581988797296"
"SPD","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"SPD","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","32","0.445261462316351","0.327135500554416","0.563387424078287"
"SPD","1989","(Married) couple without C. ","(3a) lower tertiary education","18","","",""
"SPD","1989","(Married) couple without C. ","(3b) higher tertiary education","31","0.297676357973936","0.198711277839875","0.396641438107997"
"SPD","1989","Single parent ","(0) in school","3","","",""
"SPD","1989","Single parent ","(1a) inadequately completed","4","","",""
"SPD","1989","Single parent ","(1b) general elementary school","30","0.568077259809696","0.427946263568282","0.70820825605111"
"SPD","1989","Single parent ","(1c) basic vocational qualification","35","0.466995299545964","0.352547239621338","0.581443359470589"
"SPD","1989","Single parent ","(2b) intermediate general qualification","7","","",""
"SPD","1989","Single parent ","(2a) intermediate vocational","8","","",""
"SPD","1989","Single parent ","(2c_gen) general maturity certificate","9","","",""
"SPD","1989","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"SPD","1989","Single parent ","(3a) lower tertiary education","2","","",""
"SPD","1989","Single parent ","(3b) higher tertiary education","6","","",""
"SPD","1989","Couple + C. LE 16 ","(0) in school","","","",""
"SPD","1989","Couple + C. LE 16 ","(1a) inadequately completed","55","0.912057455812542","0.839171356908191","0.984943554716892"
"SPD","1989","Couple + C. LE 16 ","(1b) general elementary school","99","0.552713686264398","0.475671071520286","0.62975630100851"
"SPD","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","256","0.569336538588508","0.523016450935216","0.615656626241799"
"SPD","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","8","","",""
"SPD","1989","Couple + C. LE 16 ","(2a) intermediate vocational","107","0.577992561986208","0.509716063590959","0.646269060381456"
"SPD","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","14","","",""
"SPD","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","29","","",""
"SPD","1989","Couple + C. LE 16 ","(3a) lower tertiary education","18","","",""
"SPD","1989","Couple + C. LE 16 ","(3b) higher tertiary education","44","0.438109400285863","0.340374952644498","0.535843847927229"
"SPD","1989","Couple + C. GT 16 ","(0) in school","16","","",""
"SPD","1989","Couple + C. GT 16 ","(1a) inadequately completed","37","0.770363124446634","0.648817946792576","0.891908302100693"
"SPD","1989","Couple + C. GT 16 ","(1b) general elementary school","105","0.407042014413757","0.341826424842997","0.472257603984516"
"SPD","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","197","0.465193275503832","0.415942267453876","0.514444283553787"
"SPD","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","31","0.43445086682566","0.303450578702947","0.565451154948373"
"SPD","1989","Couple + C. GT 16 ","(2a) intermediate vocational","47","0.299252920773072","0.223125601317178","0.375380240228967"
"SPD","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","34","0.394130337863599","0.284267495481114","0.503993180246084"
"SPD","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","17","","",""
"SPD","1989","Couple + C. GT 16 ","(3a) lower tertiary education","6","","",""
"SPD","1989","Couple + C. GT 16 ","(3b) higher tertiary education","16","","",""
"SPD","1989","Couple + C. LE and GT 16","(0) in school","9","","",""
"SPD","1989","Couple + C. LE and GT 16","(1a) inadequately completed","34","0.85373507620527","0.745569810914475","0.961900341496065"
"SPD","1989","Couple + C. LE and GT 16","(1b) general elementary school","53","0.462479596083031","0.35889460012237","0.566064592043692"
"SPD","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","79","0.514704637601548","0.431319114212963","0.598090160990133"
"SPD","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"SPD","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"SPD","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","6","","",""
"SPD","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"SPD","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"SPD","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"FDP","1989","1-pers.-HH","(0) in school","","","",""
"FDP","1989","1-pers.-HH","(1a) inadequately completed","1","","",""
"FDP","1989","1-pers.-HH","(1b) general elementary school","3","","",""
"FDP","1989","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"FDP","1989","1-pers.-HH","(2b) intermediate general qualification","","","",""
"FDP","1989","1-pers.-HH","(2a) intermediate vocational","5","","",""
"FDP","1989","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"FDP","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"FDP","1989","1-pers.-HH","(3a) lower tertiary education","1","","",""
"FDP","1989","1-pers.-HH","(3b) higher tertiary education","2","","",""
"FDP","1989","(Married) couple without C. ","(0) in school","","","",""
"FDP","1989","(Married) couple without C. ","(1a) inadequately completed","","","",""
"FDP","1989","(Married) couple without C. ","(1b) general elementary school","1","","",""
"FDP","1989","(Married) couple without C. ","(1c) basic vocational qualification","9","","",""
"FDP","1989","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"FDP","1989","(Married) couple without C. ","(2a) intermediate vocational","9","","",""
"FDP","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"FDP","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","1","","",""
"FDP","1989","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"FDP","1989","(Married) couple without C. ","(3b) higher tertiary education","6","","",""
"FDP","1989","Single parent ","(0) in school","","","",""
"FDP","1989","Single parent ","(1a) inadequately completed","","","",""
"FDP","1989","Single parent ","(1b) general elementary school","","","",""
"FDP","1989","Single parent ","(1c) basic vocational qualification","2","","",""
"FDP","1989","Single parent ","(2b) intermediate general qualification","","","",""
"FDP","1989","Single parent ","(2a) intermediate vocational","1","","",""
"FDP","1989","Single parent ","(2c_gen) general maturity certificate","2","","",""
"FDP","1989","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"FDP","1989","Single parent ","(3a) lower tertiary education","1","","",""
"FDP","1989","Single parent ","(3b) higher tertiary education","","","",""
"FDP","1989","Couple + C. LE 16 ","(0) in school","","","",""
"FDP","1989","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"FDP","1989","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"FDP","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","9","","",""
"FDP","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"FDP","1989","Couple + C. LE 16 ","(2a) intermediate vocational","5","","",""
"FDP","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"FDP","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","2","","",""
"FDP","1989","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"FDP","1989","Couple + C. LE 16 ","(3b) higher tertiary education","13","","",""
"FDP","1989","Couple + C. GT 16 ","(0) in school","1","","",""
"FDP","1989","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"FDP","1989","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"FDP","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","4","","",""
"FDP","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"FDP","1989","Couple + C. GT 16 ","(2a) intermediate vocational","10","","",""
"FDP","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"FDP","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"FDP","1989","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"FDP","1989","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"FDP","1989","Couple + C. LE and GT 16","(0) in school","1","","",""
"FDP","1989","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"FDP","1989","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"FDP","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","3","","",""
"FDP","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"FDP","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"FDP","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"FDP","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"FDP","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"FDP","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Grüne","1989","1-pers.-HH","(0) in school","","","",""
"Grüne","1989","1-pers.-HH","(1a) inadequately completed","2","","",""
"Grüne","1989","1-pers.-HH","(1b) general elementary school","3","","",""
"Grüne","1989","1-pers.-HH","(1c) basic vocational qualification","7","","",""
"Grüne","1989","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Grüne","1989","1-pers.-HH","(2a) intermediate vocational","8","","",""
"Grüne","1989","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Grüne","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"Grüne","1989","1-pers.-HH","(3a) lower tertiary education","6","","",""
"Grüne","1989","1-pers.-HH","(3b) higher tertiary education","14","","",""
"Grüne","1989","(Married) couple without C. ","(0) in school","","","",""
"Grüne","1989","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Grüne","1989","(Married) couple without C. ","(1b) general elementary school","3","","",""
"Grüne","1989","(Married) couple without C. ","(1c) basic vocational qualification","7","","",""
"Grüne","1989","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Grüne","1989","(Married) couple without C. ","(2a) intermediate vocational","10","","",""
"Grüne","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Grüne","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","5","","",""
"Grüne","1989","(Married) couple without C. ","(3a) lower tertiary education","7","","",""
"Grüne","1989","(Married) couple without C. ","(3b) higher tertiary education","16","","",""
"Grüne","1989","Single parent ","(0) in school","3","","",""
"Grüne","1989","Single parent ","(1a) inadequately completed","2","","",""
"Grüne","1989","Single parent ","(1b) general elementary school","3","","",""
"Grüne","1989","Single parent ","(1c) basic vocational qualification","4","","",""
"Grüne","1989","Single parent ","(2b) intermediate general qualification","3","","",""
"Grüne","1989","Single parent ","(2a) intermediate vocational","3","","",""
"Grüne","1989","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Grüne","1989","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Grüne","1989","Single parent ","(3a) lower tertiary education","1","","",""
"Grüne","1989","Single parent ","(3b) higher tertiary education","4","","",""
"Grüne","1989","Couple + C. LE 16 ","(0) in school","","","",""
"Grüne","1989","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Grüne","1989","Couple + C. LE 16 ","(1b) general elementary school","17","","",""
"Grüne","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","19","","",""
"Grüne","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Grüne","1989","Couple + C. LE 16 ","(2a) intermediate vocational","18","","",""
"Grüne","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Grüne","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Grüne","1989","Couple + C. LE 16 ","(3a) lower tertiary education","8","","",""
"Grüne","1989","Couple + C. LE 16 ","(3b) higher tertiary education","13","","",""
"Grüne","1989","Couple + C. GT 16 ","(0) in school","3","","",""
"Grüne","1989","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Grüne","1989","Couple + C. GT 16 ","(1b) general elementary school","10","","",""
"Grüne","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","12","","",""
"Grüne","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"Grüne","1989","Couple + C. GT 16 ","(2a) intermediate vocational","6","","",""
"Grüne","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","16","","",""
"Grüne","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Grüne","1989","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Grüne","1989","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"Grüne","1989","Couple + C. LE and GT 16","(0) in school","2","","",""
"Grüne","1989","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"Grüne","1989","Couple + C. LE and GT 16","(1b) general elementary school","10","","",""
"Grüne","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"Grüne","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Grüne","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Grüne","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Grüne","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Grüne","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"PDS/Linke","1989","1-pers.-HH","(0) in school","","","",""
"PDS/Linke","1989","1-pers.-HH","(1a) inadequately completed","","","",""
"PDS/Linke","1989","1-pers.-HH","(1b) general elementary school","","","",""
"PDS/Linke","1989","1-pers.-HH","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","1-pers.-HH","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","1-pers.-HH","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","1-pers.-HH","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","1-pers.-HH","(3b) higher tertiary education","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(0) in school","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(1a) inadequately completed","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(1b) general elementary school","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"PDS/Linke","1989","Single parent ","(0) in school","","","",""
"PDS/Linke","1989","Single parent ","(1a) inadequately completed","","","",""
"PDS/Linke","1989","Single parent ","(1b) general elementary school","","","",""
"PDS/Linke","1989","Single parent ","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","Single parent ","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","Single parent ","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","Single parent ","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","Single parent ","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","Single parent ","(3b) higher tertiary education","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(0) in school","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(0) in school","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(0) in school","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"NPD Combination","1989","1-pers.-HH","(0) in school","","","",""
"NPD Combination","1989","1-pers.-HH","(1a) inadequately completed","","","",""
"NPD Combination","1989","1-pers.-HH","(1b) general elementary school","","","",""
"NPD Combination","1989","1-pers.-HH","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","1-pers.-HH","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","1-pers.-HH","(2a) intermediate vocational","","","",""
"NPD Combination","1989","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","1-pers.-HH","(3a) lower tertiary education","","","",""
"NPD Combination","1989","1-pers.-HH","(3b) higher tertiary education","","","",""
"NPD Combination","1989","(Married) couple without C. ","(0) in school","","","",""
"NPD Combination","1989","(Married) couple without C. ","(1a) inadequately completed","","","",""
"NPD Combination","1989","(Married) couple without C. ","(1b) general elementary school","","","",""
"NPD Combination","1989","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"NPD Combination","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"NPD Combination","1989","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"NPD Combination","1989","Single parent ","(0) in school","","","",""
"NPD Combination","1989","Single parent ","(1a) inadequately completed","","","",""
"NPD Combination","1989","Single parent ","(1b) general elementary school","","","",""
"NPD Combination","1989","Single parent ","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","Single parent ","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","Single parent ","(2a) intermediate vocational","","","",""
"NPD Combination","1989","Single parent ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1989","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","Single parent ","(3a) lower tertiary education","","","",""
"NPD Combination","1989","Single parent ","(3b) higher tertiary education","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(0) in school","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"NPD Combination","1989","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(0) in school","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"NPD Combination","1989","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(0) in school","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
