"party","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2003","Part Time","916","0.37660522542411","0.356981593231734","0.396228857616485","1"
"CDU/CSU","2003","Not Working","1815","0.45799490672955","0.442473102409518","0.473516711049581","1"
"FDP","2003","Full Time","233","0.0501539150557101","0.0436908206008689","0.0566170095105513","3"
"FDP","2003","Part Time","93","0.0374615275767371","0.0297709946556574","0.0451520604978167","3"
"FDP","2003","Not Working","127","0.0299960302453397","0.0246819410049655","0.035310119485714","3"
"NPD Combination","2003","Full Time","32","0.00730136867916902","0.00478037175834113","0.00982236559999691","6"
"NPD Combination","2003","Not Working","16","","","","6"
"NPD Combination","2003","Part Time","20","","","","6"
"Other","2003","Full Time","38","0.00897595280084347","0.00618312704515293","0.011768778556534","8"
"Other","2003","Part Time","21","","","","8"
"Other","2003","Not Working","32","0.00997300537410131","0.00687739181065771","0.0130686189375449","8"
"PDS/Linke","2003","Full Time","146","0.0270272092839998","0.0222253169927003","0.0318291015752994","5"
"PDS/Linke","2003","Part Time","73","0.033067107687024","0.0258252344683258","0.0403089809057223","5"
"PDS/Linke","2003","Not Working","189","0.0383640003319016","0.0323801944586075","0.0443478062051956","5"
"SPD","2003","Part Time","838","0.36699071621996","0.347470383115761","0.386511049324159","2"
"SPD","2003","Not Working","1531","0.403033139016954","0.387752001424246","0.418314276609662","2"
"SPD","2003","Full Time","1548","0.364153390398727","0.349904540114448","0.378402240683006","2"
"AfD","2004","Part Time","","","","","7"
"AfD","2004","Full Time","","","","","7"
"AfD","2004","Not Working","","","","","7"
"CDU/CSU","2004","Full Time","1638","0.44059542129837","0.424524718896414","0.456666123700327","1"
"CDU/CSU","2004","Part Time","780","0.383421114064008","0.361999236605893","0.404842991522124","1"
"CDU/CSU","2004","Not Working","1613","0.479462167926829","0.462704265611788","0.49622007024187","1"
"FDP","2004","Full Time","206","0.0529688144618453","0.0457187122830462","0.0602189166406444","3"
"FDP","2004","Part Time","85","0.0385924577400236","0.0301059272675442","0.0470789882125029","3"
"FDP","2004","Not Working","104","0.0297715735028735","0.024070531713868","0.035472615291879","3"
"NPD Combination","2004","Full Time","36","0.0107292516888703","0.00739426456779522","0.0140642388099454","6"
"NPD Combination","2004","Part Time","20","","","","6"
"NPD Combination","2004","Not Working","13","","","","6"
"Other","2004","Full Time","31","0.0109744675553596","0.007602003404406","0.0143469317063133","8"
"Other","2004","Part Time","22","","","","8"
"Other","2004","Not Working","39","0.0115059416363635","0.00792856680153483","0.0150833164711921","8"
"PDS/Linke","2004","Part Time","79","0.0435028913439967","0.0345156565900434","0.05249012609795","5"
"PDS/Linke","2004","Full Time","147","0.0314028836454335","0.0257573082510328","0.0370484590398342","5"
"PDS/Linke","2004","Not Working","206","0.0478250020332644","0.0406668285757555","0.0549831754907733","5"
"SPD","2004","Part Time","673","0.350031842905277","0.329017054989266","0.371046630821288","2"
"SPD","2004","Not Working","1211","0.376352234305106","0.36010111542201","0.392603353188203","2"
"SPD","2004","Full Time","1217","0.338983892220289","0.323660764800415","0.354307019640164","2"
"AfD","2005","Part Time","","","","","7"
"AfD","2005","Full Time","","","","","7"
"AfD","2005","Not Working","","","","","7"
"CDU/CSU","2005","Full Time","1513","0.412470801427731","0.396416716621812","0.42852488623365","1"
"CDU/CSU","2005","Part Time","703","0.330225060364008","0.309420554637071","0.351029566090945","1"
"CDU/CSU","2005","Not Working","1549","0.446271876041278","0.429866227196246","0.46267752488631","1"
"FDP","2005","Full Time","195","0.0463481359763435","0.039491907407432","0.0532043645452549","3"
"FDP","2005","Part Time","92","0.0451463733941691","0.0359616141511169","0.0543311326372214","3"
"FDP","2005","Not Working","112","0.0260869140189865","0.0208265376853699","0.0313472903526032","3"
"NPD Combination","2005","Full Time","59","0.0201114735636249","0.0155333817028246","0.0246895654244251","6"
"NPD Combination","2005","Part Time","42","0.0336962696406874","0.0257138292948085","0.0416787099865663","6"
"NPD Combination","2005","Not Working","32","0.0096938191098224","0.00646028414287551","0.0129273540767693","6"
"Other","2005","Full Time","30","0.0105231924404501","0.00719544172054358","0.0138509431603566","8"
"Other","2005","Part Time","23","","","","8"
"Other","2005","Not Working","32","0.0120829963616252","0.00847726876549833","0.0156887239577521","8"
"PDS/Linke","2005","Full Time","158","0.0328614659720371","0.0270476399592044","0.0386752919848697","5"
"PDS/Linke","2005","Part Time","90","0.0433677974342911","0.0343573963745183","0.052378198494064","5"
"PDS/Linke","2005","Not Working","207","0.0470662334988937","0.0400769695516712","0.0540554974461163","5"
"SPD","2005","Part Time","685","0.348129989181823","0.32705636841193","0.369203609951716","2"
"SPD","2005","Not Working","1375","0.408187541975445","0.391966928122953","0.424408155827938","2"
"SPD","2005","Full Time","1237","0.351552132464139","0.335981486800316","0.367122778127963","2"
"AfD","2006","Part Time","","","","","7"
"AfD","2006","Full Time","","","","","7"
"AfD","2006","Not Working","","","","","7"
"CDU/CSU","2006","Full Time","1655","0.389916552009894","0.374976413329703","0.404856690690085","1"
"CDU/CSU","2006","Part Time","845","0.351511449814507","0.331913909716047","0.371108989912968","1"
"CDU/CSU","2006","Not Working","1824","0.434663366436804","0.419532231387443","0.449794501486166","1"
"FDP","2006","Full Time","264","0.0654703104682693","0.0578933865976585","0.0730472343388801","3"
"FDP","2006","Part Time","103","0.0357014010670507","0.0280853637145887","0.0433174384195126","3"
"FDP","2006","Not Working","139","0.0349942183214106","0.0293849717677878","0.0406034648750333","3"
"NPD Combination","2006","Full Time","76","0.0235001563181494","0.018859860833121","0.0281404518031777","6"
"NPD Combination","2006","Part Time","36","0.0314786476807403","0.0243115503748515","0.0386457449866292","6"
"NPD Combination","2006","Not Working","24","","","","6"
"Other","2006","Full Time","38","0.0108721092882444","0.00769554754999761","0.0140486710264912","8"
"Other","2006","Part Time","20","","","","8"
"Other","2006","Not Working","34","0.00934641683375869","0.00640927510192156","0.0122835585655958","8"
"PDS/Linke","2006","Full Time","227","0.0480959855484158","0.0415417029123694","0.0546502681844623","5"
"PDS/Linke","2006","Part Time","115","0.0517097507950051","0.0426203023144385","0.0607991992755716","5"
"PDS/Linke","2006","Not Working","293","0.064530784756731","0.0570311580495475","0.0720304114639146","5"
"SPD","2006","Part Time","813","0.370321472765544","0.350500290422001","0.390142655109087","2"
"SPD","2006","Not Working","1586","0.408203717536042","0.39320113524044","0.423206299831644","2"
"SPD","2006","Full Time","1413","0.347554625385398","0.332967900684128","0.362141350086667","2"
"AfD","2007","Full Time","","","","","7"
"AfD","2007","Part Time","","","","","7"
"AfD","2007","Not Working","","","","","7"
"CDU/CSU","2007","Full Time","1367","0.382762360765018","0.366533752860705","0.398990968669332","1"
"CDU/CSU","2007","Part Time","634","0.323720056387177","0.302306121246957","0.345133991527397","1"
"CDU/CSU","2007","Not Working","1560","0.429606985192191","0.413362000642857","0.445851969741525","1"
"FDP","2007","Full Time","242","0.0602467698266597","0.0523023122275244","0.068191227425795","3"
"FDP","2007","Part Time","86","0.0333364224249447","0.0251207030167943","0.041552141833095","3"
"FDP","2007","Not Working","140","0.0380950552361905","0.031813069892909","0.0443770405794721","3"
"NPD Combination","2007","Full Time","64","0.0245395841176749","0.01937388770885","0.0297052805264998","6"
"NPD Combination","2007","Part Time","30","0.0210692982590698","0.0144965131215735","0.0276420833965662","6"
"NPD Combination","2007","Not Working","22","","","","6"
"Other","2007","Full Time","37","0.0103876591367487","0.00700247847869696","0.0137728397948004","8"
"Other","2007","Part Time","19","","","","8"
"Other","2007","Not Working","22","","","","8"
"PDS/Linke","2007","Part Time","96","0.0597230130422962","0.048877572849157","0.0705684532354355","5"
"PDS/Linke","2007","Full Time","203","0.0534666166770342","0.0459555818811629","0.0609776514729054","5"
"PDS/Linke","2007","Not Working","264","0.0645946242516285","0.0565279474813872","0.0726613010218698","5"
"SPD","2007","Part Time","663","0.377098110441033","0.354916890526921","0.399279330355144","2"
"SPD","2007","Not Working","1336","0.399132067631188","0.383061013618154","0.415203121644223","2"
"SPD","2007","Full Time","1148","0.335810976007367","0.320042716993804","0.351579235020931","2"
"AfD","2008","Part Time","","","","","7"
"AfD","2008","Full Time","","","","","7"
"AfD","2008","Not Working","","","","","7"
"CDU/CSU","2008","Full Time","1325","0.39487006597631","0.378061732344559","0.411678399608061","1"
"CDU/CSU","2008","Part Time","627","0.33731150931754","0.315141190806551","0.359481827828529","1"
"CDU/CSU","2008","Not Working","1548","0.456900519631645","0.440116984829314","0.473684054433975","1"
"FDP","2008","Full Time","216","0.061369998762266","0.053117252201048","0.069622745323484","3"
"FDP","2008","Part Time","107","0.0557553997504169","0.0449960169195794","0.0665147825812545","3"
"FDP","2008","Not Working","142","0.0387622048910602","0.0322586236524376","0.0452657861296827","3"
"NPD Combination","2008","Full Time","67","0.0210976404809269","0.0161561283404774","0.0260391526213763","6"
"NPD Combination","2008","Part Time","18","","","","6"
"NPD Combination","2008","Not Working","20","","","","6"
"Other","2008","Full Time","19","","","","8"
"Other","2008","Part Time","16","","","","8"
"Other","2008","Not Working","23","","","","8"
"PDS/Linke","2008","Full Time","215","0.0663877725702965","0.0578272446196502","0.0749483005209428","5"
"PDS/Linke","2008","Part Time","109","0.054320071215659","0.0436920138552664","0.0649481285760515","5"
"PDS/Linke","2008","Not Working","286","0.0683157253770265","0.0598155548484242","0.0768158959056289","5"
"SPD","2008","Part Time","594","0.363589316968818","0.34103259812882","0.386146035808816","2"
"SPD","2008","Not Working","1180","0.371290040193914","0.355011527078959","0.38756855330887","2"
"SPD","2008","Full Time","1026","0.317666814875485","0.301658065469271","0.333675564281699","2"
"AfD","2009","Full Time","","","","","7"
"AfD","2009","Part Time","","","","","7"
"AfD","2009","Not Working","","","","","7"
"CDU/CSU","2009","Full Time","1124","0.363005456735944","0.345540125023918","0.380470788447971","1"
"CDU/CSU","2009","Part Time","524","0.333405261644553","0.310152518658041","0.356658004631065","1"
"CDU/CSU","2009","Not Working","1410","0.441746201492835","0.424486360663874","0.459006042321795","1"
"FDP","2009","Full Time","300","0.102806242084131","0.0917754862991902","0.113836997869071","3"
"FDP","2009","Part Time","123","0.0839824669167165","0.0703019271458005","0.0976630066876324","3"
"FDP","2009","Not Working","221","0.0625642138211701","0.0541470013286039","0.0709814263137364","3"
"NPD Combination","2009","Full Time","62","0.029946388481249","0.0237559344748266","0.0361368424876714","6"
"NPD Combination","2009","Part Time","15","","","","6"
"NPD Combination","2009","Not Working","25","","","","6"
"Other","2009","Full Time","32","0.0110735276556533","0.00727270676635963","0.014874348544947","8"
"Other","2009","Part Time","17","","","","8"
"Other","2009","Not Working","27","","","","8"
"PDS/Linke","2009","Full Time","175","0.0534231413886364","0.0452555301500864","0.0615907526271863","5"
"PDS/Linke","2009","Part Time","103","0.0678474080704184","0.0554432537007519","0.080251562440085","5"
"PDS/Linke","2009","Not Working","260","0.0691519492190717","0.06033382644867","0.0779700719894734","5"
"SPD","2009","Part Time","502","0.305741406801666","0.283016883181532","0.328465930421799","2"
"SPD","2009","Not Working","1042","0.35139978744735","0.334806829153766","0.367992745740933","2"
"SPD","2009","Full Time","844","0.290924897630021","0.274428505597676","0.307421289662366","2"
"AfD","2010","Full Time","","","","","7"
"AfD","2010","Part Time","","","","","7"
"AfD","2010","Not Working","","","","","7"
"CDU/CSU","2010","Part Time","889","0.330916053568217","0.31338042950746","0.348451677628974","1"
"CDU/CSU","2010","Full Time","1638","0.35664520566723","0.342324700068491","0.370965711265968","1"
"CDU/CSU","2010","Not Working","1649","0.423580305328523","0.4081961612032","0.438964449453846","1"
"FDP","2010","Part Time","166","0.0606771827571416","0.0517802124066877","0.0695741531075956","3"
"FDP","2010","Full Time","370","0.080991284515156","0.0728349722594588","0.0891475967708533","3"
"FDP","2010","Not Working","219","0.0510195320564065","0.0441688639586831","0.0578702001541298","3"
"NPD Combination","2010","Full Time","84","0.0263169438210024","0.0215312884739418","0.0311025991680629","6"
"NPD Combination","2010","Part Time","39","0.0161443466913005","0.0114475913982132","0.0208411019843878","6"
"NPD Combination","2010","Not Working","41","0.0065341232061953","0.004025668914769","0.00904257749762161","6"
"Other","2010","Full Time","47","0.0127491070261387","0.00939506471795885","0.0161031493343186","8"
"Other","2010","Part Time","35","0.0181973901304495","0.0132161365923045","0.0231786436685946","8"
"Other","2010","Not Working","32","0.00602470835720378","0.00361540290454955","0.00843401380985801","8"
"PDS/Linke","2010","Full Time","320","0.0795758202152459","0.0714848713414797","0.0876667690890122","5"
"PDS/Linke","2010","Part Time","226","0.101636525349065","0.0903756292615521","0.112897421436578","5"
"PDS/Linke","2010","Not Working","361","0.078345927533764","0.0699797275562475","0.0867121275112806","5"
"SPD","2010","Full Time","1158","0.28481615868925","0.271323235606986","0.298309081771514","2"
"SPD","2010","Part Time","809","0.294233023676601","0.277250650608672","0.31121539674453","2"
"SPD","2010","Not Working","1275","0.358070193214619","0.343143489547813","0.372996896881425","2"
"AfD","2011","Full Time","","","","","7"
"AfD","2011","Part Time","","","","","7"
"AfD","2011","Not Working","","","","","7"
"CDU/CSU","2011","Part Time","618","0.304358514301873","0.28393043024684","0.324786598356907","1"
"CDU/CSU","2011","Full Time","1240","0.361484569716372","0.345102881650205","0.377866257782538","1"
"CDU/CSU","2011","Not Working","1700","0.431184383964482","0.415587364654359","0.446781403274604","1"
"FDP","2011","Part Time","62","0.0312086562850537","0.0234890556820248","0.0389282568880826","3"
"FDP","2011","Full Time","155","0.0333656719972716","0.0272420395323716","0.0394893044621716","3"
"FDP","2011","Not Working","109","0.0245283178764414","0.0196567858882838","0.029399849864599","3"
"NPD Combination","2011","Full Time","59","0.0210235169379223","0.0161317372892267","0.025915296586618","6"
"NPD Combination","2011","Part Time","32","0.0162798636904908","0.0106615842756699","0.0218981431053117","6"
"NPD Combination","2011","Not Working","20","","","","6"
"Other","2011","Full Time","48","0.0236249769012223","0.0184462608595743","0.0288036929428703","8"
"Other","2011","Part Time","27","","","","8"
"Other","2011","Not Working","33","0.00632872727991756","0.00383123646095008","0.00882621809888505","8"
"PDS/Linke","2011","Full Time","203","0.0509262963128086","0.0434299595532118","0.0584226330724053","5"
"PDS/Linke","2011","Part Time","123","0.0824172512176691","0.0702084266200121","0.0946260758153262","5"
"PDS/Linke","2011","Not Working","272","0.059938524840412","0.0524627623484491","0.067414287332375","5"
"SPD","2011","Full Time","932","0.301131306015083","0.285488890471033","0.316773721559133","2"
"SPD","2011","Not Working","1332","0.367704682766314","0.352519014597974","0.382890350934655","2"
"SPD","2011","Part Time","570","0.294612443814467","0.274373790468233","0.3148510971607","2"
"AfD","2012","Full Time","","","","","7"
"AfD","2012","Part Time","","","","","7"
"AfD","2012","Not Working","","","","","7"
"CDU/CSU","2012","Part Time","655","0.334000277748943","0.313077534660355","0.354923020837531","1"
"CDU/CSU","2012","Full Time","1142","0.341303306199074","0.324681944756412","0.357924667641736","1"
"CDU/CSU","2012","Not Working","1713","0.453422567408689","0.437644036560894","0.469201098256485","1"
"FDP","2012","Full Time","108","0.030821107689764","0.0247624041952125","0.0368798111843154","3"
"FDP","2012","Part Time","42","0.0177237718679493","0.0118704409587908","0.0235771027771078","3"
"FDP","2012","Not Working","94","0.0241858305071965","0.0193166798562292","0.0290549811581639","3"
"NPD Combination","2012","Full Time","46","0.0161382651678854","0.0117210448339729","0.020555485501798","6"
"NPD Combination","2012","Not Working","20","","","","6"
"NPD Combination","2012","Part Time","23","","","","6"
"Other","2012","Full Time","115","0.0402471352358425","0.0333574275017376","0.0471368429699474","8"
"Other","2012","Part Time","79","0.0458974065542222","0.0366141619104436","0.0551806511980008","8"
"Other","2012","Not Working","66","0.0180268489293377","0.0138098949099258","0.0222438029487497","8"
"PDS/Linke","2012","Full Time","186","0.0555313933452765","0.0475032216331267","0.0635595650574264","5"
"PDS/Linke","2012","Part Time","95","0.0510249113194632","0.0412631829302564","0.06078663970867","5"
"PDS/Linke","2012","Not Working","260","0.0578870125124839","0.0504853170404271","0.0652887079845407","5"
"SPD","2012","Full Time","960","0.318005624497937","0.301680315831382","0.334330933164492","2"
"SPD","2012","Part Time","577","0.298741127632727","0.27843650713058","0.319045748134875","2"
"SPD","2012","Not Working","1331","0.356174266614978","0.340996614849415","0.37135191838054","2"
"AfD","2013","Full Time","","","","","7"
"AfD","2013","Part Time","","","","","7"
"AfD","2013","Not Working","","","","","7"
"CDU/CSU","2013","Part Time","666","0.360348061625971","0.338327384982016","0.382368738269926","1"
"CDU/CSU","2013","Full Time","1164","0.388001511033008","0.370393161919253","0.405609860146762","1"
"CDU/CSU","2013","Not Working","2132","0.444869794379169","0.431007650048442","0.458731938709896","1"
"FDP","2013","Part Time","60","0.0337066686250863","0.0254289604546723","0.0419843767955002","3"
"FDP","2013","Full Time","97","0.0262922733661519","0.0205105789417646","0.0320739677905391","3"
"FDP","2013","Not Working","127","0.0266624147623151","0.0221687774769502","0.03115605204768","3"
"NPD Combination","2013","Full Time","35","0.0155853062176853","0.011109477376836","0.0200611350585346","6"
"NPD Combination","2013","Part Time","7","","","","6"
"NPD Combination","2013","Not Working","21","","","","6"
"Other","2013","Full Time","67","0.0245167149913298","0.0189285681190977","0.0301048618635619","8"
"Other","2013","Part Time","31","0.0225623919817442","0.015751016888687","0.0293737670748013","8"
"Other","2013","Not Working","89","0.0188806291385832","0.015084109214015","0.0226771490631514","8"
"PDS/Linke","2013","Full Time","158","0.0484812819503503","0.040720196370318","0.0562423675303826","5"
"PDS/Linke","2013","Part Time","90","0.0494373245393294","0.0394943675023126","0.0593802815763462","5"
"PDS/Linke","2013","Not Working","307","0.052517076030345","0.04629475387951","0.0587393981811799","5"
"SPD","2013","Full Time","854","0.298499596871226","0.281964277261678","0.315034916480775","2"
"SPD","2013","Not Working","1722","0.354919540537054","0.341572394078171","0.368266686995938","2"
"SPD","2013","Part Time","555","0.307499031973858","0.286333471499262","0.328664592448453","2"
"AfD","2014","Full Time","101","0.0237510799095562","0.0192946320362576","0.0282075277828549","7"
"AfD","2014","Part Time","46","0.0127238246742909","0.00874487197670876","0.0167027773718729","7"
"AfD","2014","Not Working","72","0.0147612634444566","0.0112007791807192","0.0183217477081939","7"
"CDU/CSU","2014","Part Time","1077","0.346546802412409","0.329652945891777","0.363440658933041","1"
"CDU/CSU","2014","Full Time","1786","0.384361871392713","0.370125484840946","0.398598257944479","1"
"CDU/CSU","2014","Not Working","1941","0.457524524588651","0.442815840866432","0.472233208310869","1"
"FDP","2014","Full Time","139","0.0286806022636049","0.0237958557488498","0.03356534877836","3"
"FDP","2014","Part Time","69","0.0203705540136296","0.0153555308260721","0.0253855772011872","3"
"FDP","2014","Not Working","104","0.0251994165787514","0.0205720948202053","0.0298267383372974","3"
"NPD Combination","2014","Full Time","52","0.0126179639486439","0.00935130256016788","0.0158846253371198","6"
"NPD Combination","2014","Not Working","27","","","","6"
"NPD Combination","2014","Part Time","23","","","","6"
"Other","2014","Full Time","88","0.0189794757863392","0.0149860279070802","0.0229729236655981","8"
"Other","2014","Part Time","64","0.0195790529641384","0.0146604389702273","0.0244976669580495","8"
"Other","2014","Not Working","61","0.0134144797805186","0.0100179857787832","0.0168109737822541","8"
"PDS/Linke","2014","Full Time","334","0.0672308965149956","0.0599020032851233","0.0745597897448678","5"
"PDS/Linke","2014","Part Time","230","0.0695300609900749","0.0605002618846405","0.0785598600955093","5"
"PDS/Linke","2014","Not Working","372","0.0727566406859949","0.0650881525336043","0.0804251288383854","5"
"SPD","2014","Full Time","1241","0.298477903007854","0.285085958613414","0.311869847402295","2"
"SPD","2014","Not Working","1467","0.338441794375085","0.324471595438862","0.352411993311308","2"
"SPD","2014","Part Time","884","0.306511451786111","0.290143904315717","0.322878999256504","2"
"AfD","2015","Full Time","132","0.0355637822362617","0.0296645089845094","0.0414630554880141","7"
"AfD","2015","Part Time","53","0.0247380526457835","0.0186987171952055","0.0307773880963615","7"
"AfD","2015","Not Working","92","0.025461484682871","0.020575026453136","0.0303479429126061","7"
"CDU/CSU","2015","Part Time","897","0.346152779019404","0.327655075644882","0.364650482393925","1"
"CDU/CSU","2015","Full Time","1458","0.389476764292227","0.373943967469036","0.405009561115418","1"
"CDU/CSU","2015","Not Working","1791","0.468778098285333","0.453297973141644","0.484258223429023","1"
"FDP","2015","Full Time","123","0.0272178856228427","0.0220347476814492","0.0324010235642362","3"
"FDP","2015","Part Time","51","0.0212781672249916","0.015667138325304","0.0268891961246791","3"
"FDP","2015","Not Working","104","0.0245166188969587","0.0197193611789877","0.0293138766149296","3"
"NPD Combination","2015","Full Time","47","0.013868736350871","0.010143587800581","0.017593884901161","6"
"NPD Combination","2015","Part Time","30","0.0129270189748321","0.00853494563207208","0.0173190923175921","6"
"NPD Combination","2015","Not Working","24","","","","6"
"Other","2015","Full Time","73","0.0192898792067368","0.0149086813267496","0.0236710770867241","8"
"Other","2015","Part Time","45","0.0201676802012844","0.014701932109357","0.0256334282932118","8"
"Other","2015","Not Working","44","0.0088028756696742","0.00590523101758833","0.0117005203217601","8"
"PDS/Linke","2015","Part Time","213","0.0798281003522819","0.0692901016904644","0.0903660990140994","5"
"PDS/Linke","2015","Full Time","310","0.0698012424287912","0.0616845845574682","0.0779179003001141","5"
"PDS/Linke","2015","Not Working","318","0.0628779148391561","0.0553478281357837","0.0704080015425285","5"
"SPD","2015","Full Time","1018","0.275132054921837","0.260906872986112","0.289357236857562","2"
"SPD","2015","Not Working","1281","0.328273180578716","0.313706289584429","0.342840071573002","2"
"SPD","2015","Part Time","690","0.280024796161631","0.262566463155804","0.297483129167458","2"
"AfD","2016","Full Time","227","0.0605631922181246","0.0526811575873598","0.0684452268488893","7"
"AfD","2016","Part Time","132","0.0503287512095959","0.0416683680561853","0.0589891343630066","7"
"AfD","2016","Not Working","167","0.0496106457173532","0.0424045823931248","0.0568167090415815","7"
"CDU/CSU","2016","Part Time","836","0.341810482158223","0.323021184197595","0.36059978011885","1"
"CDU/CSU","2016","Full Time","1295","0.357675816106609","0.34183702253222","0.373514609680997","1"
"CDU/CSU","2016","Not Working","1542","0.456616229728044","0.440085620629859","0.473146838826229","1"
"FDP","2016","Full Time","121","0.0310417372592946","0.0253107991541867","0.0367726753644025","3"
"FDP","2016","Part Time","51","0.024812061586435","0.0186501144232103","0.0309740087496597","3"
"FDP","2016","Not Working","115","0.0319476506301775","0.0261114698266734","0.0377838314336816","3"
"NPD Combination","2016","Full Time","36","0.0156994330746832","0.0115916639528709","0.0198072021964955","6"
"NPD Combination","2016","Not Working","17","","","","6"
"NPD Combination","2016","Part Time","18","","","","6"
"Other","2016","Full Time","79","0.0256776560839598","0.0204509365858553","0.0309043755820642","8"
"Other","2016","Part Time","41","0.0203060984438303","0.0147188133724547","0.0258933835152058","8"
"Other","2016","Not Working","33","0.00859587156030052","0.0055322848758373","0.0116594582447637","8"
"PDS/Linke","2016","Full Time","248","0.0610488838096822","0.0531373529088126","0.0689604147105518","5"
"PDS/Linke","2016","Part Time","187","0.0785559143297361","0.0678981448718253","0.089213683787647","5"
"PDS/Linke","2016","Not Working","281","0.0627695493661773","0.0547202597548033","0.0708188389775513","5"
"SPD","2016","Full Time","868","0.267602484666749","0.252973348734202","0.282231620599297","2"
"SPD","2016","Not Working","1033","0.299039167639721","0.283845215073252","0.314233120206189","2"
"SPD","2016","Part Time","584","0.239006580266507","0.22211237510081","0.255900785432203","2"
"AfD","2017","Full Time","251","0.0643172386092433","0.0567025353738285","0.0719319418446581","7"
"AfD","2017","Part Time","110","0.0514048776532933","0.0432720030716731","0.0595377522349136","7"
"AfD","2017","Not Working","158","0.0459437722022594","0.0395508444943524","0.0523366999101663","7"
"CDU/CSU","2017","Part Time","985","0.315803874514025","0.298684003086815","0.332923745941235","1"
"CDU/CSU","2017","Full Time","1471","0.36324043621804","0.348312155067084","0.378168717368997","1"
"CDU/CSU","2017","Not Working","1843","0.419465235667309","0.404397028394285","0.434533442940332","1"
"FDP","2017","Full Time","193","0.0445866270486862","0.0381800959176531","0.0509931581797194","3"
"FDP","2017","Part Time","103","0.043362671608706","0.0358614301733478","0.0508639130440642","3"
"FDP","2017","Not Working","146","0.0357661142174848","0.0300955462873136","0.041436682147656","3"
"NPD Combination","2017","Full Time","45","0.0096091425095065","0.00658103980114315","0.0126372452178698","6"
"NPD Combination","2017","Part Time","25","","","","6"
"NPD Combination","2017","Not Working","18","","","","6"
"Other","2017","Full Time","43","0.0123461029187694","0.00891848574201229","0.0157737200955266","8"
"Other","2017","Part Time","44","0.0203351409157928","0.0151368111698732","0.0255334706617124","8"
"Other","2017","Not Working","32","0.00684389275042992","0.00432644862973073","0.00936133687112911","8"
"PDS/Linke","2017","Full Time","286","0.0674040895177391","0.0596216662048039","0.0751865128306744","5"
"PDS/Linke","2017","Part Time","237","0.0930715793472821","0.0823712655456856","0.103771893148879","5"
"PDS/Linke","2017","Not Working","306","0.0649604369147543","0.0574348747926142","0.0724859990368943","5"
"SPD","2017","Not Working","1293","0.350656328767211","0.33608572225932","0.365226935275102","2"
"SPD","2017","Full Time","1098","0.292594314029468","0.278472444738451","0.306716183320486","2"
"SPD","2017","Part Time","820","0.298530295725642","0.281676406636308","0.315384184814976","2"
"AfD","2018","Full Time","358","0.0908636542755693","0.0819767043212896","0.0997506042298491","7"
"AfD","2018","Part Time","167","0.0667263687736519","0.0577258071250639","0.0757269304222399","7"
"AfD","2018","Not Working","200","0.0504908639382287","0.043865857172792","0.0571158707036654","7"
"CDU/CSU","2018","Part Time","981","0.3260696572054","0.309162170050419","0.342977144360382","1"
"CDU/CSU","2018","Not Working","1824","0.422963139441467","0.408015129090356","0.437911149792579","1"
"CDU/CSU","2018","Full Time","1338","0.327114102628513","0.312607574918601","0.341620630338424","1"
"FDP","2018","Full Time","242","0.0588874398743485","0.0516083807576217","0.0661664989910753","3"
"FDP","2018","Part Time","137","0.0476029395940305","0.0399232745759662","0.0552826046120948","3"
"FDP","2018","Not Working","170","0.0408789719702952","0.0348877275106847","0.0468702164299057","3"
"NPD Combination","2018","Full Time","14","","","","6"
"NPD Combination","2018","Part Time","8","","","","6"
"NPD Combination","2018","Not Working","8","","","","6"
"Other","2018","Full Time","70","0.0191421482538371","0.0149053137618189","0.0233789827458553","8"
"Other","2018","Part Time","57","0.0181843455588305","0.0133650875075483","0.0230036036101126","8"
"Other","2018","Not Working","39","0.0105094754419652","0.00742396734116013","0.0135949835427702","8"
"PDS/Linke","2018","Full Time","346","0.0754449441999372","0.0672786582220621","0.0836112301778124","5"
"PDS/Linke","2018","Part Time","301","0.110370983077188","0.099069165505383","0.121672800648993","5"
"PDS/Linke","2018","Not Working","350","0.0693523542818668","0.0616654124089592","0.0770392961547744","5"
"SPD","2018","Full Time","935","0.256280503717104","0.242781382644494","0.269779624789714","2"
"SPD","2018","Not Working","1142","0.309721288239618","0.295730953050547","0.323711623428688","2"
"SPD","2018","Part Time","673","0.217903914688334","0.203014454946562","0.232793374430105","2"
"AfD","2019","Part Time","173","0.0697608507496087","0.0606496919619102","0.0788720095373073","7"
"AfD","2019","Not Working","212","0.0545413229795916","0.047260664625988","0.0618219813331953","7"
"AfD","2019","Full Time","364","0.100928181825936","0.0922334949326666","0.109622868719206","7"
"CDU/CSU","2019","Part Time","836","0.262125324608175","0.246395777509371","0.277854871706978","1"
"CDU/CSU","2019","Full Time","1547","0.294949903379427","0.281787516637375","0.308112290121479","1"
"CDU/CSU","2019","Not Working","1419","0.395633154180746","0.37995542358587","0.411310884775622","1"
"FDP","2019","Full Time","357","0.0583897520876551","0.0516218442849718","0.0651576598903383","3"
"FDP","2019","Part Time","141","0.041417403940231","0.0342908983260717","0.0485439095543902","3"
"FDP","2019","Not Working","191","0.049749640418056","0.0427785528782621","0.0567207279578499","3"
"NPD Combination","2019","Full Time","14","","","","6"
"NPD Combination","2019","Not Working","7","","","","6"
"NPD Combination","2019","Part Time","9","","","","6"
